Code,Discription,Price list,price of 01/02/2021
FMOBG-0210,UNILATERAL SULPIGECTOMY,3625,3988
FMOBG-0212,REVISION OF EPISTOMY,700,770
FMOBG-0213,EVACUATION OF  HEMATOMA,700,770
FMOBG-0214,COLPOSCOPY W/ DIRECTED CERVICAL BIOPSY,700,770
FMOBG-0216,CERVICAL EXCISION,625,688
FMOBG-0217,LAPAROSCOPIC CYSTECTOMY,3125,3438
FMOBG-0218,EXPLORATION OF EXCISION OF ABDOMINAL WAS + HISTOPATH,7500,8250
FMOBG-0219,CERVICAL CAUTERIZATION,3600,3960
FMOBG-0220,FUNDO PERIHEAL EXAMINATION UNDER ANAETHESIA,1500,1650
FMOBG-0221,SUCCTION EVACUATION,6560,7216
FMOBG-0222,ABDOMINAL EXPLORATION,15450,16995
FMOBG-0225,CLASSICAL REPAIR + KELLY'S SUTURE,6250,6875
FMPDT-0056,1XDI-VACCINE FOR ADULT INCL CONSULTATION & VACCINE,110,121
FMOBG-1000,DAY CARE SUPERVISION,185,204
FMOBG-1001,DOCTOR'S DAYCARE SUPERVISION,55,61
FMOBG-1002,TERMINATION OF PREGNANCY,1105,1216
FMOBG-1003,UNDER G.A EXTENDED REPAIR EPISIOTOMY,500,550
FMOBG-1004,CERVICAL TEAR SUTURE,530,583
FMOBG-2000,ADDITIONAL FEE FOR COMPLICATED OPERATION,1105,1216
FMOBG-7004,ANTE NATAL FOLLOW-UP (3 MONTH),650,715
FMOBGZ9999,USE OF DELIVERY ROOMS,330,363
FMODT-0001,GRADE I MALOCCLUSION TOTAL,8400,9240
FMODT-0002,GRADE I MALOCCLUSION 1ST DEPO- SIT.,4200,4620
FMODT-0005,GRADE II MALOCCLUSSION TOTAL   REMOVABLE STAGE I,10000,11000
FMODT-0009,GRADE III MALOCCLUSSION TOTAL,12000,13200
FMODT-0013,GRADE IV MALOCCLUSSION TOTAL,14000,15400
FMODT-0017,GRADE V MALOCCLUSION TOTAL,18480,20328
FMODT-0021,GRADE VI MALOCCLUSSION TOTAL,18000,19800
FMODT-0025,GRADE VII MALOCCL. TOTAL,20000,22000
FMODT-0029,CLICKING TMJ[FJO],3000,3300
FMODT-0030,RETAINER UPER OR LOWER,500,550
FMODT-0031,RETAINERS UPPER & LOWER,900,990
FMODT-0034,SPACE MAINTINER SIMPLE,500,550
FMODT-0035,SPACE MAINTAINER COMPOUND,800,880
FMODT-0036,BITE PLANE,1000,1100
FMODT-0037,HABIT BREAKING APPLIANCE,1000,1100
FMODT-0039,"RE-BONDING BRACKET, BANDS",80,88
FMODT-0040,ORTHODONTIC DIAGNOSTIC RECORDS,870,957
FMODT-0045,ORTHODONTIC DEPOSIT,1000,1100
FMODT-0046,ORTHODONTIC DEPOSIT,1500,1650
FMODT-0047,ORTHODONTIC DEPOSIT,2000,2200
FMODT-0048,ORTHODONTIC DEPOSIT,2500,2750
FMODT-0049,ORTHODONTIC DEPOSIT,3000,3300
FMODT-0050,ORTHODONTIC DEPOSIT,3500,3850
FMODT-0051,ORTHODONTIC TREATMENT,6000,6600
FMODT-0052,ORTHODONTIC FOLLOWUP TYPE I,300,330
FMODT-0053,ORTHODONTIC FOLLOWUP TYPE II,400,440
FMODT-0054,ORTHODONTIC FOLLOWUP TYPE III,500,550
FMODT-0055,ACTIVATOR (MONOBLOCK),1490,1639
FMODT-0056,FIXED EXPANSION APPLIANCE,1190,1309
FMODT-0057,REMOVABLE EXPANSION APPLIANCE,750,825
FMODT-0058,TRANSPALATAL ARCH,750,825
FMODT-0059,LINGUAL BAR,750,825
FMODT-0060,NANCE APPLIANCE,750,825
FMODT-0061,EXTRA ORAL DEVICE,2250,2475
FMODT-0062,ACTIVATOR.,5000,5500
FMODT-0063,SPACE MAINTAINER COMPOUND.,1060,1166
FMODT-0064,FUNCTIONAL APPLIANCE.,1980,2178
FMODT-0065,DEBAND,1980,2178
FMODT-0066,HABIT B. APPLIANCE,1980,2178
FMODT-0067,ACTIVATOR,3960,4356
FMODT-0068,CLICKING TMJ [FJO],5000,5500
FMODT-0069,CLICKING TMJ [FJO].,4310,4741
FMODT-0070,EXPANSION SCREW,2500,2750
FMODT-0071,GRADE 1- MALOCCLUSION TOTAL,13290,14619
FMODT-0072,GRADE 1 MALOCCL. 1ST DEPOSIT,6650,7315
FMODT-0073,GRADE 1 MALOCCL. 2ND DEPOSIT,3330,3663
FMODT-0074,GRADE 1 MALOCCL. 3RD DEPOSIT,3330,3663
FMODT-0075,GRADE 1 MALOCCLUSION 1ST DEPOSIT,6050,6655
FMODT-0076,GRADE 1 MALOCCLUSION TOTAL,12070,13277
FMODT-0077,GRADE II MALOCCL. IST DEPOSIT,8320,9152
FMODT-0078,GRADE II MALOCCL. 2ND DEPOSIT,5000,5500
FMODT-0079,GRADE II MALOCCL. 3RD DEPOSIT,3330,3663
FMODT-0080,GRADE II MALOCCL. TOTAL REM. STAGE I,16620,18282
FMODT-0081,GRADE II MALOCCLUSSION TOTAL REMOVABLE STAGE I,14380,15818
FMODT-0082,GRADE III MALOCCL. IST DEPOSIT,9980,10978
FMODT-0083,GRADE III MALOCCL. 2ND DEPOSIT,6650,7315
FMODT-0084,GRADE III MALOCCL. 3RD DEPOSIT,3330,3663
FMODT-0085,GRADE III MALOCCL. TOTAL,19950,21945
FMODT-0086,GRADE III MALOCCLUSSION  TOTAL,17270,18997
FMODT-0087,GRADE IV MALOCCL. IST DEPOSIT.,11630,12793
FMODT-0088,GRADE IV MALOCCL. 2ND DEPOSIT,8320,9152
FMODT-0089,GRADE IV MALOCCL. 3RD DEPOSIT,3330,3663
FMODT-0090,GRADE IV MALOCCL. TOTAL,23260,25586
FMODT-0091,GRADE IV MALOCCLUSION TOTAL,20150,22165
FMODT-0092,GRADE MILD MALOCCLUSION 2ND DEPOSIT,1310,1441
FMODT-0093,GRADE MILD MALOCCLUSION 3RD DEPOSIT,1310,1441
FMODT-0094,GRADE MILD MALOCCLUSION TOTAL,10530,11583
FMODT-0095,GRADE MODERATE MALOCCLUSION IST DEPOSIT,4610,5071
FMODT-0096,GRADE MODERATE MALOCCLUSION 2ND DEPOSIT,1310,1441
FMODT-0097,GRADE MODERATE MALOCCLUSION 3RD DEPOSIT,1310,1441
FMODT-0098,GRADE MODERATE MALOCCLUSION TOTAL,13160,14476
FMODT-0099,GRADE SVERE MALOCCLUSION IST DEPOSIT,5260,5786
FMODT-0100,GRADE SVERE MALOCCLUSION 2ND DEPOSIT,1310,1441
FMODT-0101,GRADE SVERE MALOCCLUSION 3RD DEPOSIT,1310,1441
FMODT-0102,GRADE SVERE MALOCCLUSION TOTAL,17110,18821
FMODT-0103,GRADE V MALOCCL. IST DEPOSIT,13290,14619
FMODT-0104,GRADE V MALOCCL. 2ND DEPOSIT,9980,10978
FMODT-0105,GRADE V MALOCCL. 3RD DEPOSIT,3330,3663
FMODT-0106,GRADE V MALOCCL. TOTAL,26590,29249
FMODT-0107,GRADE V MALOCCLUSION  TOTAL,26590,29249
FMODT-0108,GRADE VI MALOCCL. IST DEPOSIT,14980,16478
FMODT-0109,GRADE VI MALOCCL. 3RD DEPOSIT,3330,3663
FMODT-0110,GRADE VI MALOCCL.  TOTAL,29910,32901
FMODT-0111,GRADE VI MALOCCLUSSION TOTAL,25880,28468
FMODT-0112,GRADE VII MALOCCL TOTAL,33250,36575
FMODT-0113,GRADE VII MALOCCL IST DEPOSIT,16620,18282
FMODT-0114,GRADE VII MALOCCL 2ND DEPOSIT,13290,14619
FMODT-0115,GRADE VII MALOCCL 3RD DEPOSIT,3330,3663
FMODT-0116,GRADE VII MALOCCL. TOTAL,28770,31647
FMODT-0117,MALOCCLUSION,9220,10142
FMODT-0118,MALOCCLUSION.,7900,8690
FMODT-0119,MALOCCLUSION..,6590,7249
FMODT-0120,"ORTHODONTIC DEPOSIT,",1720,1892
FMODT-0121,ORTHODONTIC DEPOSIT.,930,1023
FMODT-0122,REMOVABLE APPLIANCES,2640,2904
FMODT-0123,GRADE VI MALOCCL. 2ND DEPOSIT,11630,12793
FMPDT-0084,T-VACCINE(TETANUS)INCLUDING CONSULTATION & VACCINE,110,121
FMOHS-0001,MITRAL VALVE REPLACEMENT (TWO HOURS),5430,5973
FMOHS-0002,MITRAL VALVE REPLACEMENT (THREE HOURS),8130,8943
FMOHU-0002,PORTABLE VENTALATOR,55,61
FMOHU-0003,AIR MATTRESS PER 24 HOURS,55,61
FMOHU-0004,EPIDURAL CATHETER INSERTION,210,231
FMOHU-0005,INTER COSTAL TUBE INSERTION,315,347
FMOHU-0006,PACE MAKER,525,578
FMOHU-0007,DEFEBRILATOR SHOCK,210,231
FMOHU-0008,MULTI PARAMETER,200,220
FMOHU-0009,LUMBAR PUNCTURE,210,231
FMOHU-0010,OHU DAILY ROOM RATE,1200,1320
FMOHU-0011,MITRAL VALVE REPLACEMENT (TWO HOURS),2990,3289
FMONC-0002,CHEMOTHERAPHY 1 DAY TREATMENT  IN CLINIC OR  WARD,455,501
FMONC-0005,CHEMOTHERAPY ONE MO.TREATMENT  (INJ 3DAYS/WK+FLLOW UP)CLINIC,1500,1650
FMONC-0008,CHEMO. INTRA CAVIT.ISTILLATION IN ER OR IN WARD,775,853
FMONC-0009,THYROTOXICOSIS (EACH DOSE),1215,1337
FMONC-0010,CANCER THYROID (ABLATIVE DOSE),3040,3344
FMONC-0012,POLYCYTHEMIA(THERAP.DOSE),3040,3344
FMONC-0014,STRONIUM BETA IRRADIATION DURING OPERATION IN OR,365,402
FMONC-0015,STRONIUM BETA IRRADIATION      AFTER OPERATION (EACH SESSION),185,204
FMONC-0016,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PKG (3 SESSION),490,539
FMONC-0017,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PACKAGE,610,671
FMONC-0018,RADIATION (FULL COST),9100,10010
FMONC-0019,RADIATION (HALF COST),4855,5341
FMONC-0021,RADIOTHERAPY ONE SESSION,610,671
FMONC-0022,TAPPING OF ASCITIS,365,402
FMONC-0023,TAPPING OF PLEURAL EFFUSION,430,473
FMONC-0024,INTRATHECAL CHEMOTHERAPY,450,495
FMONC-0025,ADD'L FEE FOR COM.OR OVER 3HRS,500,550
FMONC-0026,INTRACAVITARY INADIATION 1 SES,1600,1760
FMONC-0027,INTRA ARTERIAL CHEMOTHERAPY,500,550
FMONC-0028,METASTRON C RADIOACTIVE STRON- TIUM,10000,11000
FMONC-0030,RADICAL TREATMENT START PAYMEN T,6000,6600
FMONC-0031,RADICAL TREATMENT REST PAYMENT,3100,3410
FMONC-0032,RADICAL - PLANNING,1365,1502
FMONC-0033,TREATMENT-CT-SIMULATION,910,1001
FMONC-0035,TREATMET - CALCULATION,1820,2002
FMONC-0037,PALLIATIVE TREATMENT - START   PAYMENT,2000,2200
FMONC-0038,PALLIATIVE TREATMENT-REST PAYM ENT,1000,1100
FMONC-0044,TWO WEEKS 10 FRACTIONS,2000,2200
FMONC-0050,ONE WEEK 5 FRACTIONS,1000,1100
FMONC-0056,ONE FRACTION,300,330
FMONC-0062,ONE FRACTION HALF BODY,500,550
FMONC-0068,HALF BODY 6-8-FRACTION,1300,1430
FMONC-0073,HALF BODY 6-8-FOLLOW UP,260,286
FMONC-0074,C.T.PLANNING,500,550
FMONC-0075,X-RAY CHECK FILM,250,275
FMONC-0076,GONE MARROW UNDER G.A.,500,550
FMONC-0077,I. TH. CHEMO UNDER G.A.,500,550
FMPDT-0094,INTERPARTMENT CONSULT & EXAM   OF PATIENT,110,121
FMONC-1000,DAY CARE SUPERVISION,150,165
FMONC-1001,DOCTOR'S DAYCARE SUPERVISION,55,61
FMONC-1002,CHEMOTHERAPY ONE MO.TREATMENT  (INJ 5 DAYS/WK+FLLOW UP)CLINIC,2100,2310
FMONC-1003,INTRATHECAL INJECTION OF MEDICATION,165,182
FMONC-1004,CHEMOTHERAPY SINGLE INJECTION,150,165
FMONC-1005,CHEMOTHERAPY MULTIPLE AGENTS INJECTIONS,300,330
FMOOPTG008,MOLTENO IMPLANT IN GLAUCOMA OPERATION,3080,3388
FMDER-0500,SECOND OPINION CONSULTATION,115,127
FMOPT-0022,REMOVAL OF SUPERFICIAL CONJUNC TIVA FOREIGN BODY,115,127
FMNEU-0500,SECOND OPINION CONSULTATION,115,127
FMOPT-1000,DAY CARE SUPERVISION,216,238
FMOPT-1001,DOCTOR'S DAYCARE SUPERVISION,72,80
FMOPT-1002,USE OF OR (EXT. DR),2000,2200
FMOPT-1003,SCLERAL BUCKLE,3410,3751
FMOPT-1004,PHACOEMULSIFICATION + FOLDABLIE IOL,4060,4466
FMOPT-1005,POSTERIOR VITRECTOMY + SILICON,6790,7469
FMOPT-1011,REFORMATION OF THE INTERIOR CHAMBER IN THE LEFT EYE,1500,1650
FMOPT-1012,INTRAVITREAL INJECTION OF ANTI-VEGF (AVASTIN),1500,1650
FMOPT-1013,INTRAVITREAL INJECTION OF BEVACIZUMAB,3750,4125
FMOPT-1014,CONJUNCTIVIOPLASTY,1875,2063
FMOPT-1015,SYNICHIOLYSIS (ONE EYE),875,963
FMOPT-1016,INTRAOCULAR INJECTION OF AVASTIN,1375,1513
FMOPT-1017,SUTURING OF WOUND IN UPPER LID,375,413
FMOPT-1018,CONJINEHVAL GRAFT OR MICRO MEMBRANE GRAFT,1120,1232
FMOPT-1019,EXCISION OF FIBROVASCULAR TISSUE FOLLOWING RUPTINE GLOBE WITH SC,3380,3718
FMOPT-1020,IRIDOPLASTY (RECONSTRUCTION OF PUPIL),2820,3102
FMOPT-1021,EXCISION OF FIBROVASCULAR TISSUE WITH CONJ-GRAFT FOLLOWING TRAUM,2820,3102
FMOPT-1022,INTRAVITREAL INJECTION OF KENACORT,3000,3300
FMOPT-1023,INTRAVITREAL INJECTION OF TRIAMICINOLONE,1700,1870
FMOPT-1024,LEUCENTIS INTRAVITREAL INJECTION,12730,14003
FMOPT-1025,INTRAVITERIAL INJECTION OF RANIBIZUMAB,10300,11330
FMOPT-1026,INTRAVITREAL INJECTION OF LEUCENTIS,8760,9636
FMOPT-1027,CATARACT EXTRACTION BY PHACO+FOLDABLE 3 PIECE INTRAOULAR LEN,10300,11330
FMOPT-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS,245,270
FMOPTA0002,TONOMETRY,46,51
FMOPTA0003,SLIT LAMP,72,80
FMOPTA0004,FUNDUS,55,61
FMOPTA0005,PRESCRIPTION FOR GLASSES,100,110
FMOPTA0006,GIONIOSCOPY,77,85
FMOPTA0007,PERIMETRY,470,517
FMOPTA0008,FUORESCINE ANGIOGRAPHY,700,770
FMOPTA0009,ULTRASONOGRAPHY,420,462
FMOPTA0010,FUNDUS PHOTOGRAPHY,140,154
FMOPTA0011,EYE DRESSING,20,22
FMOPTA0012,SUTURE REMOVAL (EYE),115,127
FMOPTA0013,LOCAL ANAESTHESIA,124,137
FMOPTA0014,FRAME OF 9 LASSES,450,495
FMOPTA0015,RETROBULBER INJ. OF ALCOHOL,149,164
FMOPTA0016,OPTHALMIC PACHYMETRY,376,414
FMOPTA0017,MYOPIC KEROTMELIUSIS,245,270
FMOPTA0018,CORNEAL TOPOGRAPHY,376,414
FMOPTA0019,HESS SCREEN EXAMINATION,124,137
FMOPTA0020,SYNPTOPHORE EXAMINATION,124,137
FMOPTA0021,MULTIVISION CONTRAST TESTING,124,137
FMOPTA0022,BOTOX,1061,1168
FMOPTA0023,PUNCTUM PLUGS UNDER LOCAL ANESTHESIA (IN CLINIC),940,1034
FMOPTA0024,REPLACEMENT OF IOL WITH SCLORAL FIXATION,1350,1485
FMOPTA0025,KERATOMETRY,75,83
FMOPTA0026,REFRACTION,50,55
FMOPTA0027,SHIRMER'S,20,22
FMOPTA0028,SCREENING PERIMETRY,290,319
FMOPTA0029,NEUROLOGICAL PERIMETRY,380,418
FMOPTA0030,PERIMETRY (MACULA),230,253
FMOPTA0031,A/S PHOTOGRAPHY,50,55
FMOPTA0032,B/Y PERIMETRY,520,572
FMOPTA0047,SUBTENON INJECTION,800,880
FMOPTB0001,DAILY CONTAC LENS (TWO),402,443
FMOPTB0002,EXTENDED CONTACT LENSES (PAIR),520,572
FMOPTB0003,TINTED CONTACT LENS (TWO),659,725
FMOPTB0004,DAILY TORIC CONTACT LENS (TWO),1159,1275
FMOPTB0005,DAILY CONTACT LENS (ONE),206,227
FMOPTB0006,EXTENDED WEAR CONTACT LENS(ONE,263,290
FMOPTB0007,DAILY TORIC CONTACT LENS (ONE),685,754
FMOPTB0008,THERAPEUTIC CONTACT LENS (ONE),685,754
FMOPTB0009,TINTED CONTACT LENSES (ONE),330,363
FMOPTB0010,LOST OF C.L. (DAILY) 24H,278,306
FMOPTB0011,LOST OF C.L. (EXTENDED) 24H,412,454
FMOPTB0012,TRAINING FOR CONTACT LENS,278,306
FMOPTB0013,ACUVUE DISPOSABLE LENSES BOX,124,137
FMOPTB0014,ACUVUE REGISTRATION CARD,201,222
FMOPTB0015,EXTENDED WEAR C.L. (ONE),747,822
FMOPTB0016,COSMETIC CONTACT LENS(TWO),1550,1705
FMOPTB0017,COSMETIC CONTACT LENS(ONE),783,862
FMOPTB0018,HARD CONTACT LENS (TWO),1942,2137
FMOPTB0019,HARD CONTACT LENS (ONE),973,1071
FMOPTB0020,MONTHLY DISPOSABLE CONTACT LENS (BOX),139,153
FMOPTB0021,DISPOSIBLE COLOT C.L.(2),82,91
FMOPTB0022,COLORED C.L. (ONE),160,176
FMOPTB0023,COLORED COMP.C.L. (ONE),258,284
FMOPTC0001,EXCISN OF SMALL CHALAZION,299,329
FMOPTC0002,EXCISN OF LARGE CHALAZION,420,462
FMOPTC0003,EXCISN OF MULTIPLE CHALAZIA,585,644
FMOPTC0004,INCISN OF STYE OF EYELID,140,154
FMOPTC0005,EXCISN OF MIN LESION OF EYELID,376,414
FMOPTC0006,EXCISN OF MAJ.LESION OF EYELID,1160,1276
FMOPTC0007,REPAIR OF BLEPHAROTOSIS & LID  RETRACTION,245,270
FMOPTC0008,REPAIR OF ENTROPION/ECTSPION,1160,1276
FMOPTC0009,OTHER ADJSTMNT OF LID POSITION,245,270
FMOPTC0010,RECONSTRUCTN OF EYELID W/ FLAP OR GRAFTS,245,270
FMOPTC0011,OTHER REPAIR OF EYELID,245,270
FMOPTC0012,MINOR LID LACERATION,149,164
FMOPTC0013,MAJOR LID LACERATION,930,1023
FMOPTC0014,TARSOPHY,245,270
FMOPTC0015,LOWER EYELID BLEPHAROPLASTY,245,270
FMOPTC0016,UPPER EYELID BLEPHAROPLASTY,1740,1914
FMOPTC0017,EYE LASHES ELECTROLYSIS,140,154
FMOPTC0018,ELECTROLYSIS (BOTH EYELIDS),210,231
FMOPTC0019,EPILAITON OF THE EYELASHES,65,72
FMOPTC0020,DERMOTOCHALASIS - ONE EYE (BAGGY EYE LIDS),245,270
FMOPTC0021,DERMATOLASIS - BOTH EYES (BAGGY EYE LIDS),245,270
FMOPTC0022,LASH REMOVAL BY ARGON LASER,3000,3300
FMOPTC0024,EXCISION OF PAPILLOMA OF EYELID (BENIGN TUMOR),2500,2750
FMOPTD0001,REMVL OF SUPERFICIAL CONJ.F.B.,115,127
FMOPTD0002,REMVL OF MULTIPLE CONJ. F.B.,180,198
FMOPTD0003,REMVL OF EMBEDED F.B. OF CONJ. BY INCISION,350,385
FMOPTD0004,REPAIR OF MILD CONJ. LACERATN,235,259
FMOPTD0005,BIOPSY OF CONJUNCTIVA,585,644
FMOPTD0006,CONJUNTIVOPLASTY,930,1023
FMOPTD0007,SUBCONJUNCTIVAL INJECTION,77,85
FMOPTD0008,PICKING OF P.T.D.,235,259
FMOPTD0009,REMVL OF SMALL CONJ. CYST OR PIGMENTED AREA.,350,385
FMOPTD0010,REMVL OF LARGE CONJ. CYST,585,644
FMOPTD0011,REMVL OF CONJ. PAPILLAE OF SPRING CATARRH,376,414
FMOPTD0012,REM. OF RESCENT AFTER CATARACT,597,657
FMOPTE0001,SUPERFICIAL CORNEAL F.B.,140,154
FMOPTE0002,SUPERFICIAL MULTI.CORNEAL F.B.,210,231
FMOPTE0003,NEGLECTED CORNEAL F.B.,235,259
FMOPTE0004,MAG.REMVL OF EMBEDED F.B. OF   THE CORNEA,376,414
FMOPTE0005,DEEP CORNEAL F.B.,1740,1914
FMOPTE0006,CAUTERY & SCRAPING OF CORNEAL  ULCER,191,211
FMOPTE0007,EXCISN OF PRIMARY PTERYGIUM,1120,1232
FMOPTE0008,EXCISN OF RECURRENT PTERYGIUM,1740,1914
FMOPTE0009,EXCISN OF PTERYGIUM W/ GRAFT,2320,2552
FMOPTE0010,TREATMENT WITH BETA RAYS,314,346
FMOPTE0011,CORNEAL GRAFT SUTURE REMOVAL,585,644
FMOPTE0012,TATTOING OF CORNEA,989,1088
FMOPTE0013,CORNEAL DERMATOID EXCISION,2085,2294
FMOPTE0014,REPAIR OF CORNEA,2085,2294
FMOPTE0015,CORNEAL TRANSPLANT,3475,3823
FMOPTE0016,REDIAL KERATOTOMY,245,270
FMOPTE0017,REPAIR OF RUPTURED GLOBE,2320,2552
FMOPTE0018,EXCIM.LAS.FOR MYOPIA(PPK)/EYE,245,270
FMOPTE0019,ALK EXCIM.FOR HIGH MYOPIA/EYE,245,270
FMOPTE0020,PHOTOTHERAPEUTIC KERATOPLASTY  FOR SUPER.CORNEAL OPALITY/EYE,245,270
FMOPTE0022,INTRA OCULAR LENS,245,270
FMOPTE0023,EXCISION OF XANTHELASMY,700,770
FMOPTE0024,Squint Unilateral,5070,5577
FMOPTE0025,Squint  Bilateral,6280,6908
FMOPTF0001,INTRACAPSULAR EXTRACTN OF LENS,245,270
FMOPTF0002,EXT.CAPSUL.EXT.OF LENS(LINEAR),245,270
FMOPTF0003,EXT.CAPSUL.EXT.OF LENS FRAG. & ASPIRATION,245,270
FMOPTF0004,EXCISN OF SECONDARY MEMBRANE   CAPSULECTOMY,245,270
FMOPTF0005,CATARACT EXT. W/ IOL,3780,4158
FMOPTF-0005,CATARACT EXT. W /  IOL,2580,2838
FMOPTF0006,COBINED GLAUCOMA & CATARACT,2900,3190
FMOPTF0007,COMPLICATED CATARACT,2900,3190
FMOPTF0009,SECONDARY IMPLANT,245,270
FMOPTF0010,REMOVAL OF INTRAOCULAR LENS,245,270
FMOPTG0001,IRIDOTOMY & SIMPLE IRIDECTOMY,245,270
FMOPTG0002,CYCLODIALYSIS,245,270
FMOPTG0003,SCLERAL FISTULIZATION,2900,3190
FMOPTG0004,CYCLODIATHERMY,245,270
FMOPTG0005,CYCLOCRYOTHERAPY,930,1023
FMOPTG0006,CYCLOPHOTO COAGULATION,245,270
FMOPTG0007,GIONIOTOMY,3780,4158
FMOPTG0008,MOLTENO IMPLANT IN GLAUCOMA OPERATION,245,270
FMOPTG0009,PRICE OF SINGLE MOLTENO IMPLAN T,245,270
FMOPTG0010,PEDIATRIC 8MM MOLTENO IMPLANT,245,270
FMOPTG0011,DOUBLE MOLTENO IMPLANT,245,270
FMOPTH0001,REP. OF RETINAL TEAR BY CRYO-  THERAPY,2900,3190
FMOPTH0002,REP. OF RETINAL TEAR BY LAZER  PHOTOCOAG.,1160,1276
FMOPTH0003,REP.OF RETINAL TEAR W/ DTCHMNT W/ LAZER COAGULATION,245,270
FMOPTH0005,RETINAL DTCHMNT W/ GIANT TEAR,4055,4461
FMOPTH0006,SCLERAL BUCKLE RE-OPERATION,2900,3190
FMOPTH0007,SCLERAL BUCKLE W/ VITRECTOMY,4055,4461
FMOPTH0008,LASER FOR RETINOPATHY 1 SETTNG,1400,1540
FMOPTH0009,LASER FOR RETINOPATHY 2 SETTNG,2410,2651
FMOPTH0010,LASER FOR RETINOPATHY 3 OR >   SETTING,2900,3190
FMOPTH0011,LASER TRABECULOPLASTY,245,270
FMOPTH0012,LASER IRIDOTOMY,2800,3080
FMOPTH-0012,LASER IRIDOTOMY,2800,3080
FMOPTH0013,LASER CAPSULECTOMY,2800,3080
FMOPTH0014,ANTERIOR VITRECTOMY,2300,2530
FMOPTH0015,ANTERIOR VITRECTOMY W/ REVL.   OF IOL,10000,11000
FMOPTH0016,REPAIR OF RUPTURED GLOBE USING SCLARAL FLAP,5000,5500
FMOPTH0017,REPAIR OF RUPTURED GLOBE USING FASCIAL LOTA GRAFT,7500,8250
FMOPTHA014,RETROBULBER ANAESTHESIA,252,278
FMOPTI0001,DACRYOADENECTOMY,245,270
FMOPTI0002,PROBING OF NASOLACRIMAL DUCT,930,1023
FMOPTI0003,CORRECTION OF EVERTED PUNCTUM,245,270
FMOPTI0004,DACRYOCYSTORHINOSTOMY,2900,3190
FMOPTI0005,DACRYOCYCTECTOMY,245,270
FMOPTI0006,LACRIMAL DUCT PROBING,115,127
FMOPTI0007,THREE SMIB OPERATION,124,137
FMOPTI0008,SYRINGGING OF THE LACRIMAL DRANAGE SYSTEM,150,165
FMOPTI0009,INTRANASAL ENDOSCOPY DACRYOCYO TORTIMOSTOMY,245,270
FMOPTI0010,SECONDARY I.O.L IMPLANTATION,4060,4466
FMOPTJ0001,RECESSION OF 1 EX.OCUL MUSCLES,1740,1914
FMOPTJ0002,ADV.OF 1 EXT OCUL MUSCLE,245,270
FMOPTJ0003,RESECTN OF 1 EST OCUL MUSCLES,245,270
FMOPTJ0004,OPERATION OF EOM BOTH EYES,2990,3289
FMOPTJ0005,TRANSPOSITION OF EOM,245,270
FMOPTK0001,ORBITOTOMY,245,270
FMOPTK0002,EVISCERATION,245,270
FMOPTK0003,ENUNCLEATION,1160,1276
FMOPTK0004,EXCENTRATION,245,270
FMOPTK0005,ENUNCLEATION WITH IMPLANT,245,270
FMOPTK0006,BIOPSY OF ORBITAL TUMOUR,245,270
FMOPTK0007,EXPLORATION & REP. OF ORBITAL  FLOOR FRACTION,245,270
FMOPTK0008,EXPLORATN & RECONST. OF ORBIT,245,270
FMOPTK0009,ARTIFICIAL EYE REFORM OR SHELL,245,270
FMOPTK0010,IRIS POSITION (ARTIFICIAL EYE),245,270
FMOPTK0011,ENUCLEATION WITH MOTILITY IMPLANT,245,270
FMOPTK0012,EVISCERATION WITH MOTILITY IMPLANT,245,270
FMOPTK0013,SECONDARY MOTILITY IMPLANT,245,270
FMOPTK0014,PRICE OF MOTILITY IMPLANT,245,270
FMOPTK0015,ARTIFICIAL EYE SHELL,245,270
FMOPTK0016,FIXATION OF FRACTURED LATERAL ORBITAL MARGIN (BONY FRATURE),1250,1375
FMOPTL0001,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/ MAGNET,245,270
FMOPTL0002,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/OUT MAGNET,2320,2552
FMOPTL0003,REMVL OF I.O. F.B. FM POSTRIOR,2900,3190
FMOPTL0004,REMVL OF I.O. F.B. FM POSTRIOR SEGMENT W/OUT MAGNET,245,270
FMOPTL0005,SUTURE OF LACERATN OF SCLERA,1160,1276
FMOPTL0006,REPAIR OF SCLERAL FISTULA,245,270
FMOPTL0007,EVACUATION OF ANTER CHAMBER,245,270
FMOPTL0008,ADD'L FEE FOR COM.OR OVER 3HRS,245,270
FMOPTL0009,REMOVAL OF PERIBULBAR MASS,245,270
FMOPTL0010,EXAMINATION UNDER ANAESTHESIA,330,363
FMOPTL0011,VITREOUS TAP / INJECTION,245,270
FMOPTL0012,AHMED VALVE IMPLANTATION,245,270
FMOPTL0013,CONTRACTED SOCKET,245,270
FMOPTL0014,INJECTION OF BOTULINUM TOXIN,245,270
FMOPTL0015,INJECTION OF BOTULINUM,245,270
FMOPTL0016,OPTHALMOLOGY EXAMINATION UNDER GA,1110,1221
FMOPTL0021,REMOVAL OF CORNEAL BIG F.B. UNDER LA,1350,1485
FMOPTL0023,PNEUMATIC RETINOPEXY OD WITH C3 O8,680,748
FMOPTL0024,LASIC PROCEDURE I (OUTSIDE),11190,12309
