Internal Code,Item Name,Internal Code.1,Service Type,Department,Price (Gross),Disc,LOS,NPHIES Code,NPHIES Short Name,Comment,Department.1,ServiceCode,Service Description,LOS.1,Type,NPHIES Code (Hyphenated )2,Unified price,Internal Code.2,Item Name.1,Price,Internal Code.3,Item Name.2,Internal Code.4,Item Name.3,Internal Code.5,Item Name.4,Price.1,Similarity
FMXRAY1299,US. MSK (SHOULDER),FMXRAY1299,Service,Radiology ,1445.0,,,55808-00-01,U/S shoulder/upper arm uni,,Ophthalmology,FMOPT-4166,Parsplana Lens+Vit.+Iol+Erm,1,PKG,42725-00-01,24600,,,,MTPSD-0060,ZERONA(LASER BDY CONTOURING) HALF CRSE 3 SESS.,,,,,,
FMPH-0001,TPN ADMIXTURE NEONATLE PHARMACY SERVICE,FMPH-0001,Service,Medication,1440.0,,,96098-00-00,Parenteral nutritional support,,Ophthalmology,FMOPT-4169,Second Stage Squint Repair (One Or Both Eyes),1,PKG,42833-00-00,5760,,,,FMOPT-4057,UNILATERAL BLEPHAROPLASTY LOWER LID,,,,,,
FMOBG-0277,COLOUR DOPPLER PREGNANCY UMBILICAL  ARTERY PLACENTAL FLOW OVARIAN & UTERIAN,FMOBG-0277,Service,Radiology ,1440.0,,,55729-01-00,Duplex ultrasound of umbilical artery,,Ophthalmology,FMOPT-4172,Laser Peripheral Iredectomy,1,PKG,42764-04-01,5100,,,,FMSUR-3119,Haemorrhoidectomy by stappler,,,,,,
FMDNTS0023,Incision & Drainage Intra-Oral Abscess (Deep),FMDNTS0023,Service,Dental,1435.0,,,392,Drainage of abscess,,Ophthalmology,FMOPT-4173,Laser Trabeculoplasty,DAY CASE,PKG,42782-00-01,7020,,,,FMENT-3158,MYRINGOPLASTY,,,,,,
FMLAB-9688,"Protein S-100 (Csf,S)",FMLAB-9688,Service,LABORATORY,1435.0,,,73050-30-60,Protein (Total); Other Source,,Ophthalmology,FMOPT-4178,Cornea,1,PKG,90066-00-01,9000,,,,FMOPT-4012,SOCKET RECONSTRUCTION,,,,,,
FMDER-0106,Acne Removal - European Facial,FMDER-0106,Service,Dermatology ,1435.0,,,99999-99-99,Unlist ambulatory,,Ophthalmology,FMOPT-4179,Lens Intraocular Lens,DAY CASE,PKG,42701-00-01,900,,,,MTPSD-0041,LIPOSUCTION OF ABDOMIN SMALL AREA,,,,,,
FMDNTS0011,Surgery Removal Of Remaining Root,FMDNTS0011,Service,Dental,1430.0,,,322,Surgical removal of a tooth or tooth fragment not requiring removal of bone or tooth division,,Ophthalmology,FMOPT-4180,Cornial Ring,1,PKG,90067-00-01,9000,,,,MTPSD-0043,LIPOSUCTION OF THIGH SMALL AREA,,,,,,
FMXRAY1322,DOPPLER. Upper Limb ARTER. (2 Sides),FMXRAY1322,Service,Radiology ,1430.0,,,55248-01-00,Duplex u/s art/byps grafts upp lmb  bil,,Ophthalmology,FMOPT-4183,Gluocoma Cyclo Photo – Coagulation ( Cbc),DAY CASE,PKG,42770-00-01,5820,,,,ORT-0091,Bone Grafting,,,,,,
FMXRAY1325,DOPPLER. Upper Limb VEIN. (2 Sides),FMXRAY1325,Service,Radiology ,1430.0,,,55252-01-00,Duplex u/s of veins in upp limb  bil,,Ophthalmology,FMOPT-2003,Cross Linking - Bilateral,1,PKG,42652-00-12,8500,,,,ORT-0119,Repair of Ruptured Superficial Ligament Knee or Ankle,,,,,,
FMLAB-5028,Ecchinococcus Abs,FMLAB-5028,Service,LABORATORY,1420.0,,,73100-22-30,Echinococcus Ab,,Ophthalmology,FMOPT-3003,Lasik For Both Eyes,1,PKG,90064-01-02,9000,,,,ORT-0062,Svnovectomy (Open),,,,,,
FMLAB-5052,Schistosoma Abs. (Bilharzial Abs),FMLAB-5052,Service,LABORATORY,1420.0,,,73250-00-20,Ab identification ,,Ophthalmology,FMOPT-4206,Intravitreal Injection With Medication,1,PKG,42740-03-01,13612.5,,,,FMURO-3091,Cystoscopy and Lithlapexy,,,,,,
FMDER-4007,Botox Injection - Axilla,FMDER-4007,Service,Dermatology ,1420.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Ophthalmology,FMOPT-4207,Pupilloplasty,1,PKG,42764-03-01,6500,,,,FMSUR-3334,Hysteroscopic Polypectomy,,,,,,
FMDER-0318,Excimer Laser - 10 Sessions,FMDER-0318,Service,Dermatology ,1420.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Ophthalmology,FMOPT-4208,Removal Of Dropped I.O.L,1,PKG,42704-00-01,17500,,,,FMORT-0670,EXCISION OF NEUROMA FINGER,,,,,,
FMERDA0039,EMERGENCY DEFIBRILLATION,FMERDA0039,Service,Emergency,1420.0,,,83700-00-00,Unlist services yet to be defined,,Ophthalmology,FMOPT-4209,Removal Of Dropped Nucleus,1,PKG,42812-00-01,14000,,,,FMORT-0455,EXCISION OF OLEACRANON BURSE,,,,,,
FMXRAY1330,DOPPLER. Lower Limb VEIN (Left),FMXRAY1330,Service,Radiology ,1414.0,,,55244-00-00,Duplex u/s of vein in low limb  uni,,Ophthalmology,FMOPT-4210,Removal Of Intraocular Foreign Body,3,PKG,42569-00-01,20000,,,,FMORT-0406,BULLET WOUND TREATMNT-SUPERFIC(SUPERFICIAL),,,,,,
FMPSYC0032,PSYCHIATRY TRAINING ONE MONTH,FMPSYC0032,Service,Psychiatry ,1410.0,,,96001-00-00,Psychological skills training,,Ophthalmology,FMOPT-4211,Pars Plana Vitrectomy+ Band Insertion,1,PKG,42725-00-01,12500,,,,FMDNTS0060,Ridge Augementation,,,,,,
FMENTE0041,LARYNGO-VEDIOSTROBOSCOPY,FMENTE0041,Service,ENT,1408.0,,,41764-03-00,Fibreoptic laryngoscopy,,Ophthalmology,FMOPT-4212,Scleral Buckling,1,PKG,42776-00-01,8500,,,,FMDNTP0039,Upper/Lower Dental Vitallium Type I,,,,,,
FMLAB-9077,HLA B 27,FMLAB-9077,Service,laboratory,1404.0,,,73100-28-20,HLA-I Typing (A/B/C); Single Ag ,,Ophthalmology,FMOPT-4213,Endolaser Photocogulation,1,PKG,42809-01-01,3500,,,,FMORW-0031,Lumbar Spine Brace,,,,,,
FMDNTP0069,Veener Face Ceramic,FMDNTP0069,Service,Dental,1400.0,,,541,Metallic restoration   one surface   indirect,,Ophthalmology,FMOPT-4214,Intra Ocular Gas Injection,1,PKG,42740-02-01,6000,,,,FMORW-0036,Partial Hand Prostehsis Cosmetic Forearm Cuff,,,,,,
FMDER-4072,Gold Plasma Treatment - 1 Session,FMDER-4072,Service,Dermatology ,1400.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Ophthalmology,FMOPT-4215,Readmission For Revision Of Operation,1,PKG,90061-00-01,2500,,,,SUR-0120,BIG INCISIONAL HERNIA WITH HERNIOPLASTY (MESH PRICE  INCLUDED) (4 Days).,,,,,,
FMPSYB0008,BEHAVIORAL THERAPY UNDER ANAES,FMPSYB0008,Service,Psychiatry ,1395.0,,,96177-00-00,Interpersonal psychotherapy [IPT],,Ophthalmology,FMOPT-4216,Admission For Medical Treatment For Emergencies Excluding Medication,1,PKG,90061-00-01,2000,,,,FMDNTS3072,Service Charges For Invisalign System-Comprehensive,,,,,,
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE- ACTION),FMPSYB0005,Service,Psychiatry ,1395.0,,,96177-00-00,Interpersonal psychotherapy [IPT],,Ophthalmology,FMOPTH0023 ,Femtolasik For Both Eyes,1,PKG,90064-01-02,15000,,,,FMNEU-3676,INTRAOPERATIVE EEG,,,,,,
FMORW-0135,High Dorso-Lumbar Support,FMORW-0135,Service,ORTHOPAEDIC WORKSHOP,1395.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4001,Orbital Tumour Biopsy+Histopathology Analysis,1,PKG,42533-01-01,8700,,,,FMSUR-3207,ANAL FISTULOTOMY (COMPLEX),,,,,,
FMLAB-9526,Hippuric Acid,FMLAB-9526,Service,LABORATORY,1385.0,,,83700-00-00,Unlist services yet to be defined,,Ophthalmology,FMOPT-4002,Orbital Tumour Excision+Histopathology Analysis,1,PKG,42533-01-01,9420,,,,ORT-2029,ARTHROSCOPY ANKLE SURGICAL EXCISION OSTEOCHONDRAL DEFECT TALUS/TIBIA W/ DRILLING,,,,,,
FMSUR-1028,DEBRDMT & SUTURE OF SKIN-DEEP,FMSUR-1028,Service,Dermatology ,1385.0,,,90665-00-30,Exc debride skin & sbc tissue  large,,Ophthalmology,FMOPT-4003,Reconstruction Of Orbital Base Fracture,1,PKG,45590-00-01,17400,,,,FMSUR-3221,Bronchoscopy with transbronchial needle aspirate of Peripheral Pulmonary Masses guided by Floroscopy,,,,,,
FMDER-0205,Blister Transformation - Medium Area,FMDER-0205,Service,Dermatology ,1380.0,,,30055-00-00,Dressing wound,,Ophthalmology,FMOPT-4007,Posterior Orbital Exploration,1,PKG,42533-00-01,13800,,,,FMSUR-3199,CLOSURE OF SMALL INTESTINAL STOMA,,,,,,
FMOPT-4098,REMOVAL OF P.K.P. SUTURES (OPERATION OUTSIDE HOSPITAL),FMOPT-4098,PKG,Ophthalmology,1380.0,,DAY CASE,42668-00-01,Rmvl corneal sutures  uni,,Ophthalmology,FMOPT-4008,Posterior Orbital Tumour,1,PKG,42543-00-01,18600,,,,FMSUR-3319,Diagnostic Laparoscopic post Bariatric Surgery,,,,,,
FMDNTP0060,Splint - Acrylic I,FMDNTP0060,Service,Dental,1370.0,,,772,Splint   resin   indirect,,Ophthalmology,FMOPT-4009,Optic Nerve Sheath Fenes – Onsf,1,PKG,42548-00-00,17400,,,,FMSUR3166,EGD/UPPER GI ENDOSCOPY; W/CLOSURE OF PERFORATION,,,,,,
FMDNTP0006,Isosit Veneer Crown,FMDNTP0006,Service,Dental,1370.0,,,615,Full crown   veneered   indirect,,Ophthalmology,FMOPT-4010,Thyroid Orbital Decompression (One Eye),1,PKG,42545-01-01,18600,,,,FMORT-1027,Genicular Nerve Ablation,,,,,,
FMDNTP0007,Metalic Casting Crown,FMDNTP0007,Service,Dental,1370.0,,,618,Full crown   metallic   indirect,,Ophthalmology,FMOPT-4011,Thyroid Orbital Decompression (Both Eyes),2,PKG,42545-01-02,29400,,,,FMURO-4027,HIGH ANAL FISTULA LASER CLOSURE - 1DAY,,,,,,
FMDNTP0046,Vitalium Bar,FMDNTP0046,Service,Dental,1370.0,,,762,Replacing/adding clasp to denture – per clasp,,Ophthalmology,FMOPT-4012,Socket Reconstruction,1,PKG,42527-00-01,10200,,,,FMSUR-3192,ILEOSTOMY,,,,,,
FMDNTP0017,Inlay Metallic,FMDNTP0017,Service,Dental,1370.0,,,543,Metallic restoration   three surfaces   indirect,,Ophthalmology,FMOPT-4013,Enucl. With Hydroxy. Orbital,1,PKG,42506-00-00,22200,,,,FMNEU-3688,INSERTION OF CERVICAL TRACTION DEVICE,,,,,,
FMDNTS0091,Stiches For Superficial Wound,FMDNTS0091,Service,Dental,1370.0,,,97399-00-00,Cntl postop haem fol dental proc,,Ophthalmology,FMOPT-4014,Implan. Of Reg. In Enuc. Evisc.,1,PKG,42515-00-00,9420,,,,FMNEU-3690,INSERTION OF HALO VEST UNDER LOCAL ANESTHESIA & C-ARM GUIDE W/OUT IMPLANT,,,,,,
FMDNTR0002,Root Canal Treatment 2 Roots,FMDNTR0002,Service,Dental,1370.0,,,416,Complete chemo-mechanical preparation of root canal   each additional canal,,Ophthalmology,FMOPT-4015,Impl. Of Hydr. Orb. In Enucl.,1,PKG,42509-00-00,21000,,,,FMOPT-4117,INTACS ICRS (TWO RINGS),,,,,,
FMDNTR0004,Root Canal Treatment Infected Tooth 1 Root,FMDNTR0004,Service,Dental,1370.0,,,415,Complete chemo-mechanical preparation of root canal   one canal,,Ophthalmology,FMOPT-4016,Drill Of Hyder. Imp. With Artif.,1,PKG,90086-00-01,8220,,,,FMOPT-4126,INTACS SK (TWO RING),,,,,,
FMONC-0017,Profile Stronium Beta Irradiation Complete Package,FMONC-0017,Service,ONCOLOGY/NUCLEAR MED,1370.0,,,16015-00-00,Admin therapeutic dose Strontium 89,,Ophthalmology,FMOPT-4017,Repair Of Small Wound Of Lid,DAY CASE,PKG,30052-01-01,1500,,,,FMSUR-3211,LAPARASCOPIC ABDOMINAL EXPLORATION,,,,,,
FMORW-0026,Above Elbow Orthosis W/O Cover Up To 10 Years Of Age,FMORW-0026,Service,ORTHOPAEDIC WORKSHOP,1370.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4018,Reconstruction Of Lid Laceration,1,PKG,90060-00-01,6000,,,,FMORT-1016,Multiple Or Bilateral Selective Nerve Root Block,,,,,,
FMORW-0019,Above Knee Orthosis 3 Yrs,FMORW-0019,Service,ORTHOPAEDIC WORKSHOP,1370.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4019,Excision Of Small Lid Growth In O.R.,DAY CASE,PKG,90086-00-01,2580,,,,FMNEU-3655,PERIPHERAL NERVE RADIOFREQUENCY - TWO NERVES,,,,,,
FMORW-0016,Below Knee Orthosis Age 3 Yrs,FMORW-0016,Service,ORTHOPAEDIC WORKSHOP,1370.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4020,Excision Of Chalazion Under G.A.,DAY CASE,PKG,30052-01-01,1860,,,,FMOPT-4115,PHOTO. KERA. ASTIGM.-PAK VISX,,,,,,
FMORW-0033,Footslabs From Germany,FMORW-0033,Service,ORTHOPAEDIC WORKSHOP,1370.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4021,Excision Of Lid Tumour+Histopathology Analysis,1,PKG,31230-00-01,6000,,,,FMENT-3201,PK-RHINOPLASTY (SMALL) INCLUDING O.R. ANAEASTHESIA ONE NIGHT STAY IN HOSPITAL,,,,,,
FMORW-0015,Forearm Orthosis With Cover,FMORW-0015,Service,ORTHOPAEDIC WORKSHOP,1370.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4025,Repair Of Entropion Or Ectropion (Both Eyes),1,PKG,45626-00-01,8700,,,,FMNEU-3778,Refill of intrathecal pump (excluding the medication),,,,,,
FMORW-0074,Hip Spica - Large Orthosis,FMORW-0074,Service,ORTHOPAEDIC WORKSHOP,1370.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4027,Trichiasis Repair (Both Eyes),DAY CASE,PKG,42587-03-01,7020,,,,FMOPT-4127,REFRACTIVE LENS EXCHANGE,,,,,,
FMONC-0021,Radiotherapy One Session,FMONC-0021,Service,ONCOLOGY/NUCLEAR MED,1370.0,,,99999-99-99,Unlist ambulatory,,Ophthalmology,FMOPT-4028,Eye Plastic Surgery,1,PKG,45617-00-01,13020,,,,FMNEU-3683,REMOVAL OF EXTERNAL VENTRICULAR DRAIN - BILATERAL,,,,,,
FMLAB-5067,Anti-CMV (IgG & IgM),FMLAB-5067,Service,LABORATORY,1365.0,,,73100-20-70,Cytomegalovirus Ab,,Ophthalmology,FMOPT-4030,Repair Of Simple Lid+Explora,DAY CASE,PKG,30052-01-02,5340,,,,FMNEU-3682,REMOVAL OF EXTERNAL VENTRICULAR DRAIN - UNILATERAL,,,,,,
FMLAB-9443,Corticosterone,FMLAB-9443,Service,LABORATORY,1365.0,,,73300-03-60,Over-the-counter (OTC) Drug Levels; Quant. ,,Ophthalmology,FMOPT-4031,Simple Lid Reconstruction,1,PKG,45206-00-01,4980,,,,FMNEU-3684,REMOVAL OF INTRACRANIAL PRESSURE MONITOR,,,,,,
FMLAB-7017,"OR Profile II Below 40 Yrs: [Cbc, Pt, Creatinine, Alt, Hbs Ag, Hiv, Hcv Ab, Rbs ]",FMLAB-7017,Service,LABORATORY,1004.0,,,73000-00-20,General health panel,,Ophthalmology,FMOPT-4033,Lid Reconstruction Using Flapes Or Graft,1,PKG,90095-00-01,13800,,,,FMNEU-3685,REMOVAL OF VENTRICULAR RESERVOIR,,,,,,
FMLAB-9628,Pancreatic Elastase (Faeces),FMLAB-9628,Service,LABORATORY,1365.0,,,73050-11-40,Pancreatic elastase; Quant.; Stool,,Ophthalmology,FMOPT-4034,Exci.Multiple Small Lid Grow,DAY CASE,PKG,90084-00-01,2580,,,,FMSUR-3374,Resection of huge abdominal mass,,,,,,
FMLAB-9631,"Para Influenza (Type 1,2,&3)",FMLAB-9631,Service,LABORATORY,1365.0,,,73050-46-80,Parainfluenza Virus (Ag); IFA ,,Ophthalmology,FMOPT-4037,Exci. Of Lid Tum=Rec. Us Flao,1,PKG,31230-00-01,13800,,,,FMORT-1029,Shoulder Joint Denervation,,,,,,
FMLAB-9691,Prothrombin Mutation,FMLAB-9691,Service,LABORATORY,1365.0,,,73100-02-30,Clotting factor II (Prothrombin) ,,Ophthalmology,FMOPT-4038,Bilateral Sim. Ptosis Repair,1,PKG,45623-05-02,18000,,,,FMNEU-3651,SPINAL NERVES PULSE RADIOFREQUENCY - ONE NERVE,,,,,,
FMLAB-9032,Catecholamines In Urine,FMLAB-9032,Service,LABORATORY,1355.0,,,73050-07-00,Catecholamines; Urine,,Ophthalmology,FMOPT-4041,Unil. Levator Mus. Recession,1,PKG,45623-02-01,11820,,,,FMNEU-0992,SUBCAUTENOUS SINGLE NEUROFIBROMA RESECTION UNDER GENERAL ANAETHSIA ,,,,,,
FMDNTP0091,Ready Made Post (For Children),FMDNTP0091,Service,Dental,1350.0,,,97597-00-00,Post cast  preformed or wrought,,Ophthalmology,FMOPT-4042,Bil. Levator Mus. Recession,1,PKG,45623-02-02,18000,,,,FMSUR-3150,Therapeutic ERCP + Lithotripsy with stent,,,,,,
FSLAB0013,MET by FISH ,FSLAB0013,Service,LABORATORY,1350.0,,,73050-53-10,Gastrointestinal Pathogen(12-25); Amplified probe ,,Ophthalmology,FMOPT-4043,Unilateral Tarsal Strip,1,PKG,45614-01-01,7020,,,,FMPTD-2200,CHIRO 10 VISIT VIP 3 AREA PLUS MODALITY 10 VISITS,,,,,,
FMANA-9917,ANASTHESIA IN MRI IN THE MRI ROOM,FMANA-9917,Service,Anaesthia ,1350.0,,,83670-00-60,Anesthesia services per unit,,Ophthalmology,FMOPT-4044,Bilateral Tarsal Strip,1,PKG,45614-01-02,9540,,,,ORT-0101,Diagnostic Arthroscopy,,,,,,
FMOPTA0056,Corneal Topography (Pentacam) - Two Eyes,FMOPTA0056,Service,Ophthalmology,1350.0,,,90067-00-31,Corneal topography  uni,,Ophthalmology,FMOPT-4045,Unilateral Tarsal Strip With Graft,1,PKG,42551-00-00,8700,,,,FMURO-3061,Bilateral ligation of Varicocele,,,,,,
FMLAB-9340,ADH (Vasopressin),FMLAB-9340,Service,LABORATORY,1335.0,,,73050-38-50,ADH ,,Ophthalmology,FMOPT-4046,Bilateral Tarsal Strip With Graft,1,PKG,42551-00-00,12180,,,,FMURO-3065,Cystocsopy and U/S Lithtripsy,,,,,,
FMLAB-1063,Protein C,FMLAB-1063,Service,LABORATORY,1335.0,,,73050-30-40,Protein (Total); Blood,,Ophthalmology,FMOPT-4047,Unilateral Repair Entr. Ectropin,1,PKG,45626-00-01,8700,,,,FMSUR-3113,Endoscopic Sphincterotomy & stone crushing,,,,,,
FMLAB-9277,Adeno Virus Abs (CSF/Serum),FMLAB-9277,Service,LABORATORY,1330.0,,,73100-19-00,AdenoVirus Ab,,Ophthalmology,FMOPT-4048,Bilateral Repair Entr. Ectropin,1,PKG,45626-00-02,14220,,,,FMOPT-4092,EXCISION OF CORNEAL TUMOUR+HISTOPATH. ANALYSIS,,,,,,
FMLAB-9342,Aldosterone,FMLAB-9342,Service,LABORATORY,1330.0,,,73050-01-40,Aldosterone ,,Ophthalmology,FMOPT-4049,Unilateral Limited Myectomy Upper Lid,1,PKG,90090-00-01,11400,,,,FMSUR-3253,Laparascopic Tubal Ligation on Cauterization Bilateral,,,,,,
FMLAB-9011,Alpha-1 Antitrypsin Phenotyping,FMLAB-9011,Service,LABORATORY,1330.0,,,73050-01-60,Phenotype Alpha-1-Antitrypsin; Quant.,,Ophthalmology,FMOPT-4050,Bilateral Limited Myectomy Upper Lid,1,PKG,90090-00-02,19020,,,,FMPDT-2001,Porta Cath Removal,,,,,,
FMLAB-2027,Xylose Test,FMLAB-2027,Service,LABORATORY,1330.0,,,73050-39-00,D–xylose absorption ,,Ophthalmology,FMOPT-4051,Unilateral Full Myectomy Upper Lid,1,PKG,90090-00-01,18600,,,,ORT-0069,Tendon Repair/Tendon Transfer,,,,,,
FMPTD-0050,EMG - ALL EXTREMITIES,FMPTD-0050,Service,Physiotherapy,1325.0,,,11012-00-00,Electromyography [EMG],,Ophthalmology,FMOPT-4052,Bilateral Full Myectomy Upper Lid,1,PKG,90090-00-02,28800,,,,FMNEU-3793,Release of carpal tunnel syndrome local anaesthesia,,,,,,
FMENTO0012,CAUTERIZATION OF MOUTH ULCER - CRYOCAUTERY,FMENTO0012,Service,ENT,1325.0,,,52034-00-00,Cryotherapy of lsn of oral mucosa,,Ophthalmology,FMOPT-4053,Unilateral Full Myectomy Lower Lid,1,PKG,90090-00-01,28200,,,,FMDNTS0180,Grafting Soft Tissue (Large),,,,,,
FMOPTC0003,Excision Of Chalazion - Multiple,FMOPTC0003,Service,Ophthalmology,1325.0,,,42575-00-01,Exc cysttarsal plate  uni,,Ophthalmology,FMOPT-4054,Bilateral Myectomy Lower Lid,1,PKG,90090-00-02,21600,,,,FMDNTO0002,Grade I Maloccl. 1St Depotsit,,,,,,
FMDER-0120,Face Lift - Non Surgical,FMDER-0120,Service,Dermatology ,1325.0,,,45587-00-00,Facelift  unilateral,,Ophthalmology,FMOPT-4055,Unilateral Blepharoplasty Upper Lid,2,PKG,45625-00-01,10800,,,,FMORW-0115,Pelvic-Thigh Orthosis - Large,,,,,,
FMORW-0167,Medical Shoes II,FMORW-0167,Service,ORTHOPAEDIC WORKSHOP,1325.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4056,Bilateral Blepharoplasty Upper Lid,1,PKG,45625-00-02,18600,,,,FMOPT-4032,COMPLEX LID RECONSTRUCTION,,,,,,
FMDER-0036,Skin Tag Excision Per Unit,FMDER-0036,Service,Dermatology ,1325.0,,,32142-00-00,Excision of anal skin tag,,Ophthalmology,FMOPT-4057,Unilateral Blepharoplasty Lower Lid,1,PKG,45625-00-01,10200,,,,FMENT-3188,PK-BURN SCAR - MEDIUM AREA (SKINCARE)INCL O.R. -ANESTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMDNTO0030,Retainer Upper Or Lower,FMDNTO0030,Service,Dental,1320.0,,,649,Retainer for bonded fixture   indirect   per tooth,,Ophthalmology,FMOPT-4059,Unilateral Eye Brow Plasty,1,PKG,45587-01-00,10500,,,,FMENT-3227,PK-LIPOSUCTION ABDOMEN - SMALL (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMXRAY1523,DEXA (BMD) Whole Body,FMXRAY1523,Service,Radiology ,1320.0,,,12309-00-00,Bone densitometry using quantitative CT,,Ophthalmology,FMOPT-4060,Bilateral Eye Brow Plasty,1,PKG,45588-01-00,15600,,,,FMENT-3230,PK-LIPOSUCTION LATERAL THIGHS (SMALL-MEDIUM) (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMXRAY1312,US. Portable IN HOME VISIT,FMXRAY1312,Service,Radiology ,1320.0,,,92204-00-00,Noninvas dx tests/measure/investgtn NEC,,Ophthalmology,FMOPT-4061,Botulium Toxin Injection,1,PKG,92163-00-00,7020,,,,FMENT-3232,PK-LIPOSUCTION MEDIAL THIGHS (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMLAB-9375,"Arsenic (B, Hair, Nails, U)",FMLAB-9375,Service,LABORATORY,1320.0,,,73050-03-70,Arsenic; Quant.,,Ophthalmology,FMOPT-4062,Gold Weight Lid Implantation,1,PKG,42869-00-01,11700,,,,FMENT-3208,PK-LOWER BLEPAROPLASTY (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMLAB-9588,"Mercury (Breast Milk, Blood, Urine & Faeces)",FMLAB-9588,Service,LABORATORY,1320.0,,,73050-24-40,Mercury; Quant. ,,Ophthalmology,FMOPT-4063,Probing & Syringing Under G.A. (One Eye),DAY CASE,PKG,42614-01-00,2700,,,,FMENT-3192,PK-PUNCH GRAFT - MEDIUM AREA (SKINCARE) INCL O.R. ANESTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMLAB-4030,Oligoclonal Bands (CSF),FMLAB-4030,Service,LABORATORY,1320.0,,,73050-25-70,Oligoclonal Bands; Quant. ,,Ophthalmology,FMOPT-4064,Probing & Syringing Under G.A. (Both Eyes),DAY CASE,PKG,42615-01-00,4680,,,,FMENT-3207,PK-UPPER BLEPAROPLASTY (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMLAB-9716,Selenium,FMLAB-9716,Service,LABORATORY,1320.0,,,73050-32-60,Selenium ,,Ophthalmology,FMOPT-4065,Three Snip Operation (One Eye),DAY CASE,PKG,90092-00-01,4680,,,,FMPTD-2196,DECOMPRESSION SPINAL 12 VISIT,,,,,,
FMDER-0200,Laser Ablation - Small Area,FMDER-0200,Service,Dermatology ,1320.0,,,30195-02-00,Laser to lesn skin single lesn ,,Ophthalmology,FMOPT-4066,Three Snip Operation (Both Eyes),1,PKG,90092-00-02,6900,,,,FMOPT-4044,BILATERAL TARSAL STRIP,,,,,,
FMDER-0135,Laser Treatment -Small Area,FMDER-0135,Service,Dermatology ,1320.0,,,30195-02-00,Laser to lesn skin single lesn ,,Ophthalmology,FMOPT-4071,Excision Of Lacrimal Gland,1,PKG,42593-00-01,10620,,,,FMSUR-3090,Anal fissurectomy,,,,,,
MTPSD-0053,SMALL AREA FOR HAIR REMOVAL,MTPSD-0053,Service,Plastic Surgery,1320.0,,,96021-00-00,Self care/self maintenance assessment,,Ophthalmology,FMOPT-4072,Silicone Intubation One Eye,1,PKG,42608-00-01,5820,,,,FMLAB-9246,HLA-B5,,,,,,
FMXRAY1268,FLUROSCOPY. BA. STUDY (ENEMA DOUBLE CONTRAST PROTOCOL),FMXRAY1268,Service,Radiology ,1320.0,,,58921-00-00,Other opaque enema,,Ophthalmology,FMOPT-4073,Unilateral Probing & Syringing+Intubation,1,PKG,42614-01-00,5820,,,,FMNEU-3607,CARPEL TUNNEL SYNDROME DECOMPRESSION BILATERAL,,,,,,
FMORW-0108,Above Knee Ort.3-10Yrs W/Cover,FMORW-0108,Service,ORTHOPAEDIC WORKSHOP,1320.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4074,Bilateral Probing & Syringing+Intubation,1,PKG,42615-01-00,9420,,,,FMSUR-3149,Therapeutic ERCP + Lithotripsy without stent,,,,,,
FMORW-0107,Above Knee Ort.3-10Yrs W/O Cover,FMORW-0107,Service,ORTHOPAEDIC WORKSHOP,1320.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4075,Unilateral Media Spindle Surgery,1,PKG,45626-00-01,5820,,,,FMORT-0149,BIOPSY OF STRUCTURE OF FOOT & TOE,,,,,,
FMORW-0103,Bel.Knee Ort.Up 10Yrs W/O Cover,FMORW-0103,Service,ORTHOPAEDIC WORKSHOP,1320.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4076,Bilateral Medial Spindle Surgery,1,PKG,45626-00-02,7500,,,,FMORT-0145,BIOPSY-JOINT STRUCTURE OF HAND & FINGER,,,,,,
