Service Code,Desc.,Price as of 01/08/2024,Price as of 01/08/2025 and onward,Gross/Net,Discount % Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
3112030,MEDICAL ESCORT (U.S.A. & FAR EAST),18900,19800,Gross,yes,62.0,Portal Hospital Services,83610-04-50,Room and Board for Medically Necessary Escort.
3112031,DRESSING MAJOR,94.5,99.00000000000001,Gross,yes,62.0,Portal Hospital Services,30055-00-30,"Dressing of wound, large"
3112032,DRESSING MEDIUM,68.25,71.5,Gross,yes,62.0,Portal Hospital Services,30055-00-20,"Dressing of wound, medium"
3112033,DRESSING MINOR,47.25,49.50000000000001,Gross,yes,62.0,Portal Hospital Services,30055-00-10,"Dressing of wound, small"
3112034,BURN DRESSING MINOR (LESS THAN 5%),131.25,137.5,Gross,yes,62.0,Portal Hospital Services,30010-00-10,"Dressing of burn, small (< 5% of body surface area dressed)"
3112035,BURN DRESSING MEDIUM (FROM 5% TO 25%),393.75,412.50000000000006,Gross,yes,62.0,Portal Hospital Services,30014-00-00,"Dressing of burn, large (>= 10% of body surface area dressed)"
3112036,BURN DRESSING MAJOR (MORE THAN 25%),420,440.00000000000006,Gross,yes,62.0,Portal Hospital Services,30014-00-00,"Dressing of burn, large (>= 10% of body surface area dressed)"
3112037,SLING,52.5,55.00000000000001,Gross,yes,62.0,Portal Hospital Services,96092-00-00,"Application, fitting, adjustment or replacement of other assistive or adaptive device, aid or equipment"
3112038,ELASTIC BANDAGE,52.5,55.00000000000001,Gross,yes,62.0,Portal Hospital Services,96092-00-00,"Application, fitting, adjustment or replacement of other assistive or adaptive device, aid or equipment"
3112039,BANDAGE AC,63,66,Gross,yes,62.0,Portal Hospital Services,96092-00-00,"Application, fitting, adjustment or replacement of other assistive or adaptive device, aid or equipment"
3112040,NEBULIZER,52.5,55.00000000000001,Gross,yes,62.0,Portal Hospital Services,92043-00-00,Respiratory medication administered by nebuliser
3112041,STOMACH WASH,367.5,385.00000000000006,Gross,yes,62.0,Portal Hospital Services,96163-00-00,Assistance with activities related to self care/self maintenance
3112042,ENEMA,52.5,55.00000000000001,Gross,yes,62.0,Portal Hospital Services,92077-00-00,Other rectal irrigation
3112043,E.K.G. / E.C.G. WITH REPORT,210,220.00000000000003,Gross,yes,62.0,Portal Hospital Services,11700-00-00,Other electrocardiography [ECG]
3112044,TREADMILL EXERCISE TEST (STRESS TEST),840,880.0000000000001,Gross,yes,62.0,Portal Hospital Services,11712-00-00,Cardiovascular stress test
3112045,ECHO CARDIOGRAM,787.5,825.0000000000001,Gross,yes,62.0,Portal Hospital Services,55113-00-00,M-mode and 2 dimensional real time ultrasound of heart
3112046,DEFIBRILLATOR,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,99999-99-99,Unlisted Procedure
3112047,ELECTRONIC MONITORING,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,99999-99-99,Unlisted Procedure
3112048,PACE MAKER,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,38353-00-00,Insertion of cardiac pacemaker generator
3112049,CALORIC TEST WITH ELECTROSTAGMOGRAM,525,550,Gross,yes,62.0,Portal Hospital Services,11333-00-00,Caloric test of labyrinth
3112050,E.E.G.,945,990.0000000000001,Gross,yes,62.0,Portal Hospital Services,11000-00-00,Electroencephalography
3112051,E.C.T. (ELECTRO CONVULSIVE THERAPY),1023.75,1072.5,Gross,yes,62.0,Portal Hospital Services,14224-00-00,"Electroconvulsive therapy [ECT], unspecified laterality, not specified as ultrabrief"
3112052,AMBULATORY BLOOD PRESSURE MONITOR,420,440.00000000000006,Gross,yes,62.0,Portal Hospital Services,92001-00-00,Other physiological assessment
3112053,IMPEDENCE METER,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,99999-99-99,Unlisted Procedure
3112054,CHEST DRAINAGE SET,525,550,Gross,yes,62.0,Portal Hospital Services,38806-00-00,Insertion of intercostal catheter for drainage
3112055,INTRA-COSTAL DRAINAGE SET,708.75,742.5000000000001,Gross,yes,62.0,Portal Hospital Services,38806-00-00,Insertion of intercostal catheter for drainage
3112056,CUTDOWN INFUSION LINE,357,374.00000000000006,Gross,yes,62.0,Portal Hospital Services,99999-99-99,Unlisted Procedure
3112057,HUMIDIFIER PER DAY,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,83700-00-00,Unlisted services yet to be defined.
3112058,LOCAL INJECTION,89.25,93.50000000000001,Gross,yes,62.0,Portal Hospital Services,99999-99-99,Unlisted Procedure
3112059,EAR PIERCING,89.25,93.50000000000001,Gross,yes,62.0,Portal Hospital Services,90111-00-10,Ear piercing
3112060,DIAGNOSTIC THORACOCENTESIS,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,38800-00-00,Diagnostic thoracentesis
3112061,LUMBAR PUNCTURE W/O LABORATORY TEST(S.PUNCTURE),262.5,275,Gross,yes,62.0,Portal Hospital Services,39000-00-00,Lumbar puncture
3112062,COMEDON EXTRACTION,341.25,357.50000000000006,Gross,yes,62.0,Portal Hospital Services,83700-00-00,Unlisted services yet to be defined.
3112063,TUBIGRIP,36.75,38.5,Gross,yes,62.0,Portal Hospital Services,96092-00-00,"Application, fitting, adjustment or replacement of other assistive or adaptive device, aid or equipment"
3112064,HOLTER MONITORING FOR 48 HOURS,1470,1540.0000000000002,Gross,yes,62.0,Portal Hospital Services,11709-00-00,Holter ambulatory continuous ECG recording
3112065,BLOOD PRESSURE MONITORING 24 HOURS,682.5,715.0000000000001,Gross,yes,62.0,Portal Hospital Services,92001-00-10,Continuous blood pressure monitoring
3112066,PAEDIATRIC ECHOCARDOGRAPHY,1575,1650.0000000000002,Gross,yes,62.0,Portal Hospital Services,55113-00-00,M-mode and 2 dimensional real time ultrasound of heart
3112067,DOBUTAMIN ECHO,2100,2200,Gross,yes,62.0,Portal Hospital Services,11712-00-00,Cardiovascular stress test
3112068,TRANSESOPHAGAL ECHO,2100,2200,Gross,yes,62.0,Portal Hospital Services,55118-00-00,2 dimensional real time transoesophageal ultrasound of heart
3112069,EEG UNDER ANAESTHESIA,1837.5,1925.0000000000002,Gross,yes,62.0,Portal Hospital Services,11000-00-00,Electroencephalography
3112070,UMBILICAL DRIP THRU UMBILICAL VEINS FOR NEONATES,472.5,495.00000000000006,Gross,yes,62.0,Portal Hospital Services,13303-00-00,Umbilical artery catheterisation/cannulation in neonate
3112071,LUMBAR PUNCTURE FOR NEONATES,262.5,275,Gross,yes,62.0,Portal Hospital Services,39000-00-00,Lumbar puncture
3112072,SUBDURAL TAP,472.5,495.00000000000006,Gross,yes,62.0,Portal Hospital Services,39009-00-00,Tap for subdural haemorrhage
3112073,JEJUNAL BIOPSY,525,550,Gross,yes,62.0,Portal Hospital Services,99999-99-99,Unlisted Procedure
3112074,SKIN TEST,525,550,Gross,yes,62.0,Portal Hospital Services,12000-00-00,Skin sensitivity testing using <= 20 allergens
3112075,P.F.T. & EXERCISE TEST,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,11503-04-00,Exercise testing to assess respiratory status
3112076,PHOTO THERAPY W/O BLOOD (PER DAY),178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,90677-00-00,"Other phototherapy, skin"
3112077,DOUBLE PHOTO THERAPY W/O BLOOD PER DAY,341.25,357.50000000000006,Gross,yes,62.0,Portal Hospital Services,90677-00-00,"Other phototherapy, skin"
3112078,TRIPLE PHOTO THERAPY W/O BLOOD PER DAY,472.5,495.00000000000006,Gross,yes,62.0,Portal Hospital Services,90677-00-00,"Other phototherapy, skin"
3112079,NASAL SUCTION,89.25,93.50000000000001,Gross,yes,62.0,Portal Hospital Services,96157-00-00,Nonincisional drainage of respiratory tract
3112080,OXYGEN TENT,420,440.00000000000006,Gross,yes,62.0,Portal Hospital Services,92044-00-00,Other oxygen enrichment
3112081,BONE MARROW ASPIRATION,1228.5,1287,Gross,yes,62.0,Portal Hospital Services,13700-00-00,Procurement of bone marrow for transplantation
3112082,BONE MARROW BIOPSY  NEEDLE (INCL. LAB TESTS) ,2310,2420,Gross,yes,62.0,Portal Hospital Services,30087-00-00,Aspiration biopsy of bone marrow
3112083,ABDOMINAL PARACENTHESIS,341.25,357.50000000000006,Gross,yes,62.0,Portal Hospital Services,30406-00-00,Abdominal paracentesis
3112084,ESOHAGEAL MANOMETRY STUDY,3675,3850.0000000000005,Gross,yes,62.0,Portal Hospital Services,11800-00-00,Oesophageal motility test
3112085,ANORECTAL MANOMETRY STUDY,2625,2750,Gross,yes,62.0,Portal Hospital Services,11830-00-00,Anal manometry
3112086,BIOFEEDBACK / 1 SESSION,892.5,935.0000000000001,Gross,yes,62.0,Portal Hospital Services,96152-00-00,Biofeedback
3112087,BIOFEEDBACK / 4 SESSIONS,2100,2200,Gross,yes,62.0,Portal Hospital Services,96152-00-00,Biofeedback
3112088,BONE BIOPSY,1228.5,1287,Gross,yes,62.0,Portal Hospital Services,50200-00-01,"Biopsy of bone, not elsewhere classified, unilateral"
3112089,INJECTION BOTOX AS PROPHYLACTIC FOR MIGRAINE,1050,1100,Gross,yes,62.0,Portal Hospital Services,18360-01-01,"Administration of agent into soft tissue, not elsewhere classified, unilateral"
3112090,INCISION AND DRAINAGE,131.25,137.5,Gross,yes,62.0,Portal Hospital Services,30223-02-00,Other incision and drainage of skin and subcutaneous tissue
3112091,SUTURING MINOR,131.25,137.5,Gross,yes,62.0,Portal Hospital Services,30026-00-10,"Repair of wound of skin and subcutaneous tissue of other site, superficial, small"
3112092,SUTURING MAJOR,262.5,275,Gross,yes,62.0,Portal Hospital Services,30029-00-10,"Repair of wound of skin and subcutaneous tissue of other site, involving soft tissue, small"
3112093,EXTRACTION OF NAIL & DRESSING,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,46516-01-00,Removal of fingernail
3112094,REMOVAL OF FOREIGN BODY SUPERFICIAL,178.5,187.00000000000003,Gross,yes,62.0,Portal Hospital Services,92210-00-00,Nitric oxide therapy
3112095,REMOVAL OF FOREIGN BODY DEEP W/SCREEN,367.5,385.00000000000006,Gross,yes,62.0,Portal Hospital Services,30068-00-01,"Removal of foreign body in soft tissue, not elsewhere classified, unilateral"
3112096,LOCAL ANAESTHESIA SMALL AREA,78.75,82.5,Gross,yes,62.0,Portal Hospital Services,92513-99-00,"Infiltration of local anaesthetic, ASA 99"
3112097,LOCAL ANAESTHESIA LARGE AREA,262.5,275,Gross,yes,62.0,Portal Hospital Services,92513-99-00,"Infiltration of local anaesthetic, ASA 99"
3112098,CIRCUMCISION NEW BORN 1 DAY  - 3 MONTHS WITH LAB TESTS,420,440.00000000000006,Gross,yes,62.0,Portal Hospital Services,30653-00-20,"Male circumcision, surgical excision, newborn and neonate up to 3 month of age"
3112099,CIRCUMCISION 3 MONTHS - 1 YEAR  WITH LAB TEST,682.5,715.0000000000001,Gross,yes,62.0,Portal Hospital Services,30653-00-30,"Male circumcision, surgical excision, 3 months up to 12 years of age"
3112100,CIRCUMCISION 1 YEAR - 10 YEARS WITH LAB TESTS,840,880.0000000000001,Gross,yes,62.0,Portal Hospital Services,30653-00-40,"Male circumcision, surgical excision, older than 12 years of age"
3112101,CATHETERIZATION,78.75,82.5,Gross,yes,62.0,Portal Hospital Services,36800-00-00,Bladder catheterisation
3112102,FOLLEY CATHETERIZATION,89.25,93.50000000000001,Gross,yes,62.0,Portal Hospital Services,36824-00-00,"Endoscopic ureteric catheterisation, unilateral"
3112103,PILES TREATMENT BY RUBBER BAND APPLICATOR (PILES/ELASTIC),1575,1650.0000000000002,Gross,yes,62.0,Portal Hospital Services,32135-00-00,Rubber band ligation of haemorrhoids
3112104,SCROTTAL SUPPORT ,78.75,82.5,Gross,yes,62.0,Portal Hospital Services,96092-00-00,"Application, fitting, adjustment or replacement of other assistive or adaptive device, aid or equipment"
3112105,TRU CUT BIOPSY,1890,1980.0000000000002,Gross,yes,62.0,Portal Hospital Services,83700-00-00,Unlisted services yet to be defined.
3112106,INCISION & DRAINAGE OF SMALL ABSCESS,262.5,275,Gross,yes,62.0,Portal Hospital Services,30223-01-00,Incision and drainage of abscess of skin and subcutaneous tissue
3112107,INCISION & DRAINAGE OF BIG ABSCESS,525,550,Gross,yes,62.0,Portal Hospital Services,30223-01-00,Incision and drainage of abscess of skin and subcutaneous tissue
3112108,EXTRACTION OF INGROWING TOE NAIL,525,550,Gross,yes,62.0,Portal Hospital Services,47916-00-01,"Partial resection of ingrown toenail, unilateral"
3112109,EXCISION OF SIMPLE OR SMALL LIPOMA UNDER L.A.,2268,2376,Gross,yes,62.0,Portal Hospital Services,31205-00-10,"Excision of lesion of skin and subcutaneous tissue of other site, small"
3112110,MULTIFIRE GIA STAPLER,1155,1210,Gross,yes,62.0,Portal Hospital Services,83700-00-00,Unlisted services yet to be defined.
3112111,WOUND CARE DRESSING SIMPLE / PEDIA,105,110.00000000000001,Gross,yes,62.0,Portal Hospital Services,30055-00-00,Dressing of wound
3112112,WOUND CARE DRESSING MEDIUM / PEDIA,210,220.00000000000003,Gross,yes,62.0,Portal Hospital Services,30055-00-10,"Dressing of wound, small"
3112113,WOUND CARE DRESSING COMPLEX COMPLICATED / PEDIA,315,330,Gross,yes,62.0,Portal Hospital Services,30055-00-00,Dressing of wound
3112114,T.C.C. FIRST APPLICATION ,630,660,Gross,yes,62.0,Portal Hospital Services,83700-00-00,Unlisted services yet to be defined.
3112115,T.C.C. WEEKLY FOLLOW UP SESSIONS ,210,220.00000000000003,Gross,yes,62.0,Portal Hospital Services,83700-00-00,Unlisted services yet to be defined.
3112116,TOE PRESURE,157.5,165,Gross,yes,62.0,Portal Hospital Services,30055-00-00,Dressing of wound
3112117,TCPO2,315,330,Gross,yes,62.0,Portal Hospital Services,92204-00-00,"Noninvasive diagnostic tests, measures or investigations, not elsewhere classified"
3112118,ADVANCED VENUS ULCER/ PER DRESSING,315,330,Gross,yes,62.0,Portal Hospital Services,30055-00-00,Dressing of wound
3112119,VASCULAR DOPPLER STUDY,105,110.00000000000001,Gross,yes,62.0,Portal Hospital Services,90911-00-00,Duplex ultrasound of vessels of other sites
7131012,EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR  COMPLETE  WITH BLOOD,2730,2860.0000000000005,Gross,yes,62.0,Portal Hospital Services,73250-03-80,Unlisted transfusion medicine procedure
7131013,EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR  PARTIAL  WITH BLOOD,2205,2310,Gross,yes,62.0,Portal Hospital Services,73250-03-80,Unlisted transfusion medicine procedure
7131014,EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR  PARTIAL  WITHOUT BLOOD,892.5,935.0000000000001,Gross,yes,62.0,Portal Hospital Services,73250-03-80,Unlisted transfusion medicine procedure
FMERDA0052,HOME VISIT - NURSE ESCORT PER 12 HOURS,577.5,605,Gross,yes,62.0,Portal Hospital Services,83600-02-00,A comprehensive Health Check-up
FMERDA0112,HOME VISIT - COVID - 19 SWAB,68.25,71.5,Net,no,62.0,Portal Hospital Services,73100-26-20,Detection of antibody; severe acute respiratory syndrome Coronavirus 2 (SARS-CoV-2) (Coronavirus disease [COVID-19])
FMERDC002X,HOME VISIT - NURSE PER HOURE,210,220.00000000000003,Net,no,62.0,Portal Hospital Services,83620-00-70,Home Assessment  for diagnosis  treatment  and counselling of a new or established patient by Consultant
FMHC-0002,8 Home Visit- Complete Nursing Care,577.5,605,Net,no,62.0,Portal Hospital Services,83620-00-00,"Include  all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy. Exclude medication, consumables and equipment which will be paid separately. Billed on daily basis each day is for 8 hours work"
FMHC-0010,Home Visit - Laboratory Service (Transportation + Sample Collection + Disposables),84,88,Net,no,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
FMHC-0011,Nursing Follow Up,210,220.00000000000003,Net,no,62.0,Portal Hospital Services,83620-00-00,"Include  all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy. Exclude medication, consumables and equipment which will be paid separately. Billed on daily basis each day is for 8 hours work"
FMHC-0012,Urinary Bladder Catheterization (Service + Disposables + Kits),173.25,181.50000000000003,Gross,yes,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
FMHC-0013,BLADDER WASHOUT (Service + Disposables + Kits),231,242.00000000000003,Gross,yes,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
FMHC-0014,Nasogastric Tube Insertion (Service + Disposables + Kits),210,220.00000000000003,Gross,yes,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
FMHC-0015,Central Line Flushing/Care (Service + Disposables + Kits),105,110.00000000000001,Gross,yes,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
FMHC-0016,E.C.G. (Service + Disposables + Kits),210,220.00000000000003,Gross,yes,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
FMHC-0017,Nebulization & Suctioning (Service + Disposables + Kits),126,132,Gross,yes,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
FMHC-0018,I.M. Injection (Service + Disposables + Kits),57.75,60.50000000000001,Gross,yes,62.0,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately"
