CCHI No.  1014,مستشفي السعودي الألماني - جدة,Effective: 01-Jun-2021
ORT-0103,Excision of Cervical Rib,PKG
MTORT-0024,EXCISION OF LISION (GANGLION) OF TENDON EXCEPT HAND,service
ORT-0064,Ext. Fixation Application Large Bones Implant Returnable,PKG
ORT-0102,External Fixation Large Bones Implant Returnable + F/ups,PKG
FMORT-0431,FACETTE BLOCK,service
ORT-0143,Failed Metal Removal,PKG
FMORT-0567,FINGER SPLINT,service
FMORT-0611,FRACTURE MEDIAL AND LATERAL   MALLEOLUS,service
ORT-0029,Fracture of Coles,PKG
ORT-0001,Fracture Small Bones of Hand/ Foot +POP + Xray,PKG
FMORT-0759,FUSION IN SITU FOR CONGENTIAL,service
ORT-0019,G.A. 2 K Wire Removal,PKG
ORT-0021,G.A. Bone Swelling Biopsy,PKG
ORT-0106,G.A. Bone Swelling Biopsy without Histopath,PKG
ORT-0016,G.A. Mobilization of Frozen Shoulder,PKG
ORT-0075,Goterex Band,PKG
FMORT-0569,HAMMOCK PELVIC TRACTION,service
ORT-0086,Hind Quarter Amputation,PKG
FMORT-0491,IF P/S R.U.F.T.E.,service
FMORT-0293,INJ.OF THERAPEUTIC SUBS.INTO   BURSA OF HAND,service
ORT-0034,Internal Fixation -Fracture Tibia/Fibula/Radius/Ulna,PKG
FMORT-0172,INTRA ART. INJ. TO SHOULDER AND MEDICATION,service
FMORT-0392,INTRA-ART INJ OF OTHER JOINT,service
FMORT-0775,INTRA-OPERATIVE MONITORING (IOM),service
FMORT-0774,INTRO OP-MONITORING (IOM),service
FMORT-0027,JOINT WASH OUT,service
MTORT-0158,JOINT WASHOUT1,service
FMORT-0519,K WIRE UNDER LOCAL ANAESTHESIA SUBCUTANEOS,service
ORT-0017,L.A. 2 K Wire Removal,PKG
ORT-0107,Laminectomy- Laser Conclusive,PKG
ORT-0108,Laminectormy- Cervival Conclusive-Recurrent,PKG
ORT-0090,Laminectormy-L-Disectomy Recurrent,PKG
ORT-0087,Laminectormy-Level 1,PKG
ORT-0088,Laminectormy-Level 2,PKG
ORT-0060,Laser Arthroscopy,PKG
ORT-0109,Lumbar / Cervival Disectomy,PKG
ORT-0110,Lumbar Disc Prolapse- Recurrent,PKG
FMORT-0593,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL II,service
FMORT-0592,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL ONE,service
FMXRY-0977,PERCUTANEOUS DISCECTOMY LUMBAR,service
FMXRY-0809,PERCUTANEOUS DISCECTOMY LUMBAR,service
FMINT-0005,PERCUTANEOUS LIVER BIOPSY,service
FMORT-0540,MALLET SPLINT,service
FMORT-0448,MANIPULATION OF STEEL JOINT   UNDER G.A.,service
FMORT-0616,MANUAL KYROPRACTIC MANIPULA-  TION,service
FMORT-0551,MANUAL MANIP. - CERVICAL SPINE,service
ORT-0049,Menisectomy/Exc Cyst of Knee Joint,PKG
ORT-0111,Microscopical Nerve Suture,PKG
ORT-0112,More Repair of Flexor Tendon of Finger (Direct),PKG
ORT-0071,Nerve Suture,PKG
ORT-0047,"O.R.I.F for Dislocation of Ankle, Wrist and Below",PKG
ORT-0113,O.R.I.F. & Partial or Total Excision of Patella,PKG
ORT-0114,"O.R.I.F. for Commuted or Mal-United Fracture of the Femur, Tibia, Humerus",PKG
ORT-0039,O.R.I.F. for Recent / Old Neglected Fracture Dislocation of Shoulder & Hip Joint,PKG
ORT-0068,O.R.I.F. of Fracture Pelvis,PKG
ORT-0025,"O.R.I.F. with Screw/ Plates of Tibia, Fibula or Ulna",PKG
FMORT-0750,OCCIPITO-CERVICAL SPINAL FUSION,service
ORT-0115,One Repair of Flexor Tendon of Finger (Direct),PKG
ORT-0116,One Revision of TKR Operation also Applicable to Knee Replacement + PRO,PKG
FMORT-0736,OPEN LUMBAR DISCECTOMY ( MULTIPLE LEVEL ),service
FMORT-0735,OPEN LUMBAR DISCECTOMY ( ONE LEVEL ),service
ORT-0054,Open of Recurrent Dislocation Shoulder,PKG
ORT-0035,Open Reduction/Internal Fixation-Fracture Screw Plates,PKG
ORT-0051,Open Reduction-Fracture Dislocation of Ankle/Wrist/Bone Graft,PKG
FMORT-0459,OPERATION FOR CARPAL,service
FMORTIC000,OR01 CONSULTATION PRICE DEFFERENCE,service
ORT-0117,ORIF for recent & old neglected fracture dislocation of shoulder & hip joint,PKG
ORT-0118,ORIF of Pelvis,PKG
FMORT-0786,ORTHO KIN,service
ORT-0076,Osteotomy,PKG
FMORT-0192,OTHER CERVICAL SPINAL FUSION,service
FMORT-0264,OTHER EXCISION OF SOFT TISSUE OF HAND,service
FMORT-0249,OTHER INCISION OF SOFT TISSUE OF HAND,service
FMORT-0777,OZON INJECTION,service
FMORT-0391,PARAVETEBRAL INJ. W/ MEDICINE,service
ORT-0026,Plaster Spica or Jacket,PKG
FMORT-0313,PLASTIC ACHILLOTENOTOMY BY    CHILDREN,service
FMORT-0278,POLLICITATN OP CARRYING OVER  NERVES & BLOOD SUPPLY,service
ORT-0007,POP Foot Deformity Correction,PKG
ORT-0002,POP Simple Fracture w/o Displacement,PKG
FMORT-0730,POSTERIOR CERVICAL DECOMPRESSION W/O FIXATION,service
FMORT-0731,POSTERIOR CERVICAL DECOMPRESSION WITH FIXATION,service
FMORT-0744,POSTERIOR CERVICAL WIRING,service
FMORT-0754,POSTERIOR OSTEOTOMY WITH FUSION,service
FMORT-0734,POSTERIOR THORACIC DISECTOMY,service
FMORT-0751,POSTERIOR THORACIC SIPNAL FUSION W/GRAFTING,service
FMORT-3003,PST,service
FMORT-3002,PULSED SIGNAL THERAPY 12 SESSION,service
FMORT-3004,PULSED SIGNAL THERAPY 6 SESSIONS,service
FMORT-3001,PULSED SIGNAL THERAPY 9 SESSION,service
FMORT-3000,PULSED SIGNAL THERAPY ONE SESSION,service
FMORT-0056,"RED. OF FRAC.&DISLOC.INCL.CASTSPLINT,TRACT DEV. UNSPEC. SITE",service
FMORT-0062,RED.OF FRAC & DISLOC INCL CASTSPLINT TRACT DEV.AT TIB. & FIB,service
FMORT-0061,"RED.OF FRAC & DISLOC INCL CASTSPLINT,TRACT DEV. AT FEMUR",service
FMORT-0060,"RED.OF FRAC & DISLOC.INCL CASTSPLINT,TRACT DEV.AT PHALANGES",service
FMORT-0058,"RED.OF FRAC & DISLOC.INCL.CASTSPLINT,TRACT AT RADIUS & ULNA",service
FMORT-0059,"RED.OF FRAC.& DISLOC.INCL CASTSPLINT,TRACT AT CARPLS & META.",service
FMORT-0064,RED.OF FRAC.&DISLOC. INCL.CASTSPLINT TRACT DEV AT PHALA.FOOT,service
FMORT-0057,RED.OF FRAC.&DISLOC. INCL.CASTSPLINT TRACT DEV. AT HUMERUS,service
FMORT-0063,RED.OF FRAC.&DISLOC.INCL CAST SPLINT TRACT DEV.AT TARS &META,service
FMORT-9905,REDUCTION AND CORRECTION OF   SIMPLE FRACTURE,service
ORT-0014,Reduction of Fracture & Dislocation of  Finger & Splintage in ER,PKG
ORT-0011,Reduction of Fracture and Dislocation and P.O.P.,PKG
ORT-0072,Reduction/Fixation-Spinal Injury + Prosthesis + PT,PKG
SUR-0129,Percutaneous Liver Biopsy,PKG
FMENTN2024,PERNASAL REMOVAL OF ALLERGIC,service
FMENTN2025,PERNASAL REMOVAL OF ALLERGIC,service
ORT-0018,Removal of Ganglion,PKG
FMENTN2026,PERNASAL REMOVAL OF POLYPI -,service
FMENTN2027,PERNASAL REMOVAL OF POLYPI -,service
ORT-0027,Removal of Plates or Nails + SR 300 any extra nail or plate,PKG
FMENTN2028,PERNASAL REMOVAL OF POLYPI -,service
FMORT-0439,REMOVAL OF STITCHESS,service
MTORT-0017,REMVL OF K WIRE UNDERL LOCAL  ANAESTHESIA SUBCUTANEOUS,service
FMORT-0520,REMVL OF WIRE UNDER LOCAL ANA. DP. SUBCU.,service
MTORT-0016,REMVL. OF K WIRE UNDERL LOCAL ANAESTHESIA DP. SUBCUTANEOUS,service
FMORT-0033,RENISERT.OF INT.FIXATN DEVICE AT HUMERUS,service
FMORT-0089,REPAIR & TRANSPLANT OF TENDONS,service
ORT-0045,Repair- Amputed Finger G.A. + X-ray,PKG
FMORT-0770,REPAIR DURAL RENT,service
FMORT-0285,REPAIR OF CLEFT HAND,service
FMORT-0488,REPAIR OF COMPLETE RUPTURED OFROTATOR CUFF.,service
FMORT-0509,REPAIR OF CRUCIATE LIGAMENT OFKNEE JOINT,service
FMORT-0290,REPAIR OF FACIA HERNIA,service
ORT-0024,Repair of Lacerated Wound not involving Tendon or Nerve,PKG
ORT-0028,Repair of Ligament,PKG
FMORT-0286,REPAIR OF MACRODACTYL,service
ORT-0031,Repair of Raptured Superficial Ligament Knee or Ankle,PKG
ORT-0119,Repair of Ruptured Superficial Ligament Knee or Ankle,PKG
FMORT-0484,REPAIR OF RUPTURED SUPERFICIALLIGAMENT OF THE KNEE 7 ANKLE,service
FMORT-0473,REPAIR OF THE SUPRASPINATUS   AFTER RUPTURE OF THE EAR,service
ORT-0044,Repair-RSL of Knee/ Ankle Ligament,PKG
FMORT-0228,REPLACEMENT OF ACETABULAR     PROSTHESIS (REVISION),service
FMORT-0227,REPLACEMENT OF ACETABULUM W/ UUSE OF METHYL METHACRYLATE,service
FMORT-0226,REPLACEMENT OF FEMORAL HEAD BYPROSTHESIS,service
FMORT-0536,REPLACEMENT OF HEAD OF FEMUR  WITH USE OF METHYL METHACRYLAT,service
FMORT-0725,RHIZOTOMY ( MULTIPLE LEVELS ),service
FMORT-0724,RHIZOTOMY ( ONE LEVEL ),service
FMORT-0394,RIB BELT,service
FMORT-0610,SCIENTIFIC SLIDES (OUTSIDE DR),service
FMORT-0615,SCIENTIFIC SLIDES (SGH),service
ORT-0042,Sequestractomy of Small Bones,PKG
FMORT-0640,SGH COCKTAIL PEDIA,service
FMORT-0716,SHOCK WAVE FOR PSEUDOARTHROSIS OF DELAYED UNION UNDER G.A. (DAY CARE) P.D.,service
FMORT-0715,SHOCK WAVE PER SOFT TISSUE,service
FMORT-0832,SHOCK WAVE PER SOFT TISSUE 10 SESSIONS,service
FMORT-0828,SHOCK WAVE PER SOFT TISSUE 3 SESSIONS,service
FMORT-0829,SHOCK WAVE PER SOFT TISSUE 5 SESSIONS,service
FMORT-0830,SHOCK WAVE PER SOFT TISSUE 6 SESSIONS,service
FMORT-0831,SHOCK WAVE PER SOFT TISSUE 8 SESSIONS,service
FMORT-0548,SHOULDER ARM SPINE,service
FMORT-0564,SHOULDER SPICA,service
FMORT-0432,SINGLE COLCHICINE INJ. W/OTHER MEDICINE,service
ORT-0008,Skin and / or Skeletal Traction on Thoma Splint or Bobler Spine,PKG
FMORT-0445,SKIN TRACTION,service
FMORT-0457,SKULL CALIPER TRACTN FOR DISL-SPINE,service
FMENTN2029,PERNASAL REMOVAL OF POLYPI -,service
FMORT-0512,SPINAL FUSION FOR SCOLIOSIS,service
ORT-0120,Spine Fusion With Implants/Posterior Fusion without Stephe Plate,PKG
FMORT-0563,STRENGTHENING OF CASTS,service
ORT-0061,Surgery Treat Benigh Tumor of Bone + Bone Grafting,PKG
ORT-0123,SURGICAL MENISCAL STURING - ARTHROSCOPIC ,PKG
ORT-0062,Svnovectomy (Open),PKG
ORT-0009,Tendon Release of Finger/Wrist,PKG
ORT-0069,Tendon Repair/Tendon Transfer,PKG
ORT-0020,Tendon Shealth Splitting,PKG
ORT-0022,Terminalization of Finger,PKG
FMORT-0344,THIGH REATTACHEMENT,service
FMDNTO0042,PHOTOCCLUSSION ANALYSIS,service
FMORT-0674,TIGGES BANDAGE,service
ORT-0074,TRA Vera Band,PKG
ORT-0079,Travera Band for Crucial Ligament Reconstruction-PT/IP,PKG
ORT-0121,Ulnar Nerve Transfer,PKG
FMORT-0718,ULTRASOUND OF HIP FOLLOW UP,service
FMORT-0534,ULTRASOUND OF INFANT HIP[,service
FMORT-0535,ULTRASOUND OF SOFT TISSUE,service
FMORT-0643,USAGE OF LASER,service
ORT-0122,With Graft Repair of Flexor Tendon of Finger (Direct),PKG
FMODT-0042,PHOTOCCLUSSION ANALYSIS,service
FMORT-0707,MENERVA CAST,service
FMENTL0043,PORTAGE EVALUATION (MULTIPLE SESSIONS),service
FMENTM0043,PORTAGE EVALUATION (MULTIPLE SESSIONS),service
FMENTM0036,PORTAGE PROGRAM FOR 1 MONTH (3SESSIONS),service
FMPSYB0052,PORTAGE PROGRAM FOR 1 MONTH (3SESSIONS),service
FMENTM0035,PORTAGE PROGRAM FOR 2 WEEKS (2SESSIONS),service
FMORT-0356,FOOT SLAP MADE IN GERMANY,service
FMORT-0359,ZINKLEIHM BANDAGE OF KNEE,service
FMORT-0360,ZINKLEIHM BANDAGE OF ANKLE,service
FMORT-0369,CYLINDER CAST,service
FMPSYB0051,PORTAGE PROGRAM FOR 2 WEEKS (2SESSIONS),service
FMORT-0371,GIPS CARSETTE,service
FMORT-0372,DESAULETTE BANDAGE,service
FMORT-0373,DESAULETTE CAST,service
FMORT-0395,SLING FOR UPPER LIMB,service
FMORT-0396,GILCHRIST BANDAGE,service
FMORT-0398,WALKING HEEL,service
FMENDE0007,PROCTOSCOPY,service
FMOBG-0007,PROCTOSCOPY,service
FMDER-0002,PROSTATIC MASSAGE,service
FMURO-0057,PROSTATIC MASSAGE,service
FMPDS-0079,PYELOPLASTY,service
FMORW-0006,ORTHOSIS VI,service
FMORW-0007,ORTHOSIS,service
FMORW-0008,ORTHOSIS VII,service
FMORW-0009,ORTHOSIS VIII,service
FMORW-0010,ORTHOSIS IX,service
FMORW-0011,FOOT SLAB,service
URO-0027,Pyeloplasty,PKG
FMORW-0013,ABOVE ELBOW ORTH. W/O COVER,service
FMENTR0002,RADIO FREQUENCY APPLICATION TO,service
FMORW-0015,FOREARM ORTHOSIS WITH COVER,service
FMORW-0016,BELOW KNEE ORTHOSIS AGE 3 YRS,service
FMORW-0017,BELOW KNEE ORTH. 3- 10 YRS.,service
FMORW-0018,BEL.KNEE ORTH.UPTO AGE 10 YRS.,service
FMORW-0019,ABOVE KNEE ORTHOSIS 3 YRS,service
FMORW-0020,ABOVE KNEE ORTHOSIS 3-10 YRS.,service
FMORW-0021,ABOVE KNEE ORTHO. UPTO 10 YRS.,service
FMORW-0022,SITTING BRACE W/O HEAD SUPPORT,service
FMENTR0008,RADIO FREQUENCY APPLICATION TO,service
FMORW-0024,HIP ORTHO. BOTH SIDES FIXED ON WOOD STABILATOR,service
FMORW-0025,ORTHOSIS-SHORTENING HIP SPICA  UPTO 6 YEARS,service
FMORW-0026,ABOVE ELBOW ORTHOSIS W/O COVER UP TO 10 YEARS OF AGE,service
FMORW-0027,BOSTON SCOLIOSIS BRACE,service
FMORW-0028,CHENEAU SCOLIOSIS BRACE,service
FMORW-0029,STAGNARA SCOLIOSIS BRACE,service
FMORW-0030,SPINE BACE BY SPONDYLITIS,service
FMORW-0031,LUMBAR SPINE BRACE,service
FMORW-0032,TIGGERS OR REVERSE LUMBAR SUP- PORT,service
FMORW-0033,FOOTSLABS FROM GERMANY,service
FMORW-0034,FINGERS PROSTHESIS,service
FMORW-0035,PARTIAL HAND PROSTHESIS COSME- TIC,service
FMORW-0036,PARTIAL HAND PROSTEHSIS COSME- TIC FOREARM CUFF,service
FMORW-0037,TOTAL HAND PROSTHESIS COSMETIC,service
FMORW-0038,FOREARM PROSTHESIS COSMETIC,service
FMORW-0039,FOREARM PROSTHESIS ELECTRIC    (MYOELECTRIC),service
FMORW-0040,FOREARM PROSTHESIS COSMETIC &  WORK HOOK,service
FMORW-0041,UPPERARM PROSTHESIS & ELBOW    JOINT COSMETIC,service
FMORW-0042,UPPERARM PROSTHESIS (MYOELECTR IC 2 CHANNELS),service
FMORW-0043,UPPERARM PROSTHESIS (MYOELECTR IC 4 CHANNELS),service
FMORW-0044,UPPERARM PROSTHESIS WORK PROST HESIS,service
FMORW-0045,BELOW KNEE PROSTHESIS WITHOUT  CUFF,service
FMORW-0046,BELOW KNEE PROSTHESIS WITH     CUFF,service
FMORW-0047,BELOW KNEE PROSTHESIS WITH     CUFF PLUS ISCHIEDICUS SUPPORT,service
FMORW-0048,KNEE EXARTICULATION PROSTHESIS,service
FMORW-0050,ABOVE KNEE PROSTHESIS WITH TEH LINA KNEE,service
FMORW-0051,ABOVE KNEE PROSTHESIS KNEE     ADJUSTABLE,service
FMORW-0052,ABOVE KNEE PROSTHESIS FREE     KNEE,service
FMORW-0049,KNEE EXTARTICULATION WITH TEH  LINA KNEE,service
FMORW-0054,TRICOT TUBE,service
FMORW-0055,NYLON STOCKING,service
FMORW-0056,WOOL STOCKING,service
FMORW-0057,UPPER AND FOREARM ORTHOSIS     THERMOPLASTIC,service
FMORW-0058,UPPER & FOREARM ORTHOSIS + ELB OW JOINT,service
FMORW-0059,OTTO BECK PERENEURAL SPLINT,service
FMORW-0060,VALENSER PERENEURAL SPLINT,service
FMORW-0061,BELOW KNEE ORTHOSIS THERMOPLAS T,service
FMORW-0062,BELOW KNEE ORTHOSIS THERMOPLAS T LIGHT,service
FMORW-0063,BELOW KNEE ORTHOSIS LEATHER,service
FMORW-0064,ABOVE KNEE ORTHOSIS THERMOPLAS T FREE KNEE,service
FMORW-0065,KNEE ORTHOSIS SYNCHRON 600,service
FMORW-0066,KNEE ORTHOSIS FREE KNEE RADL,service
FMORW-0067,KNEE ORTHOSIS JOINT KNEE,service
FMORW-0068,KNEE ORTHOSIS DONJOY,service
FMORW-0069,POLIO ABOVE KNEE WALKING BRACE WITH TUBER SYSTEM,service
FMORW-0070,POLIO ABOVE KNEE WALKING BRACE THIGH CUFF,service
FMORW-0071,CASH BRACE - LARGE ORTHOSIS,service
FMORW-0072,CASH BRACE - MEDIUM ORTHOSIS,service
FMORW-0073,CASH BRACE - SMALL ORTHOSIS,service
FMORW-0074,HIP SPICA - LARGE ORTHOSIS,service
FMORW-0075,HIP SPICA - MEDIUM ORTHOSIS,service
FMORW-0076,HIP SPICA - SMALL ORTHOSIS,service
FMORW-0077,CORRECTION OF SHOE - LARGE,service
FMORW-0078,CORRECTION OF SHOE - MIDIUM,service
FMORW-0079,CORRECTION OF SHOE - SMALL,service
FMORW-0080,ABV.KNEE ORTH.UP-10YRS.W/O COV,service
FMORW-0081,ABV.KNEE ORTH.UP-10YRS W/COVER,service
FMORW-0082,CYLINDER (WITH COVER) ORTHOSIS,service
FMORW-0083,SITTING BRACE W/HEAD SUPPORT,service
FMONC-0000,REFERRAL FROM OTHER DOCTOR,service
FMORW-0085,HIP ORTH.BILAT.FIX.W/O TAB.STA W/COVER,service
FMORW-0086,HIP ORTH.BILAT.FIX.W/O TAB.STA W/O COVER,service
FMORW-0087,HIP ORTH.BOTH SIDES FIX.TAB.ST WITH COVER AND WHEEL,service
FMORW-0088,CORRECTION OF HEAL 1 CM,service
FMORW-0089,CORRECTION OF SHOE,service
FMORW-0090,CASH BRACE SMALL,service
FMORW-0091,CASH BRACE MEDIUM,service
FMORW-0092,CASH BRACE LARGE,service
FMORW-0093,ORTHOPAEDIC SHOES (ONE PAIR),service
FMORW-0094,ARCH SUPPORT WITH LEATHER,service
FMOPTA0001,REFERRAL FROM OTHER DOCTOR,service
FMORW-0096,FOREARM SLAB WITH COVER,service
FMORW-0097,ABOVE ELBOW ORTHO. W/O COVER,service
FMORW-0098,ABOVE ELBOW ORTHO. W/ COVER,service
FMORW-0099,THUMB AND FINGER ORTHOSIS,service
FMORW-0100,BEL.KNEE ORT.UPTO 3YRS W/O COV,service
FMORW-0101,BEL.KNEE ORTHO.UPTO 3YRS W/COV,service
FMORW-0102,BEL.KNEE ORTHO.3-10 YRS W/COV.,service
FMORW-0103,BEL.KNEE ORT.UP 10YRS W/O COV.,service
FMORW-0104,BEL.KNEE ORT.UP 10 YRS W/COVER,service
FMORW-0105,ABOVE KNEE ORTH. 3 YRS W/O COV,service
FMORW-0106,ABOVE KNEE ORT. 3-10YRS W/ COV,service
FMORW-0107,ABOVE KNEE ORT.3-10YRS W/O COV,service
FMORW-0108,ABOVE KNEE ORT.3-10YRS W/COVER,service
FMORW-0109,G-II UNLOADER OA KNEE BRACE,service
FMORW-0110,G-II UNLOADER ADJ KNEE BRACE,service
FMORW-0112,EXERCISE HAND SPLINT,service
FMORW-0113,PELVIC-THIGH ORTHOSIS - SMALL,service
FMORW-0114,PELVIC-THIGH ORTHOSIS - MEDIUM,service
FMORW-0115,PELVIC-THIGH ORTHOSIS - LARGE,service
FMORW-0116,HALUX VALGUS BRACE,service
FMORW-0117,SHOULDER ARM ABDUCTION SPLINT  (ORTHOPLAST),service
FMORW-0118,ABOVE KNEE OTHOSIS W/ 1 JOINT,service
FMORW-0119,ABOVE KNEE ORTHOSIS W/2 JOINTS,service
FMORW-0120,FINGER THUMB SPLINT,service
FMORW-0121,DROP BOOT SPLINT ORTHOPLAST,service
FMORW-0122,MILWAIKEE BRACE ORTHOP.- SMALL,service
FMORW-0123,MAILWAIKEE BRACE ORTHOP.MEDIUM,service
FMORW-0124,MILWAIKEE BRACE ORTHOP. -LARGE,service
FMORW-0125,"DROP FOOT SPLINT ""POLYMOPYLENE """,service
FMORW-0126,SOFT CERVICAL COLLAR,service
FMORW-0127,ROM HINGED KNEE BRACE,service
FMORW-0129,UNIVERSAL KNEE IMMOBILIZE,service
FMORW-0130,RIB BINDER SUPPORT,service
FMORW-0131,TENNIS ELBOW SUPPORT,service
FMORW-0132,SILICON HEEL,service
FMORW-0133,HINGED KNEE SUPPORT,service
FMORW-0134,KNEE SUPPORT,service
FMORW-0135,HIGH DORSO-LUMBAR SUPPORT,service
FMORW-0136,"MEDICAL SHOES ""FLAT FOOT""SMALL",service
FMORW-0137,"MEDICAL SHOES ""FLAT FOOT""LARGE",service
FMORW-0138,"MEDICAL SHOES ""ANTI VARUS""SML",service
FMORW-0139,"MEDICAL SHOES ""ANTI VARUS""LARG E",service
FMORW-0140,"MEDICAL SHOES ""STRAIGHT"" SMALL",service
FMORW-0141,"MEDICAL SHOES ""STRAINGT"" LARGE",service
FMORW-0142,SHOES SPECIAL ORTHO DENNIS     BROWN,service
FMORW-0143,SPREADER BAR/DENNIS BROWN,service
FMORW-0144,RIVET TYPE SHOE PLATES,service
FMORW-0145,TAYLOR BRACE ORTHOSIS I,service
FMORW-0146,TAYLOR BRACE ORTHOSIS II,service
FMORW-0147,SYNOLIS I,service
FMORW-0148,SYNOLIS II,service
FMORW-0149,SYNOLIS III,service
FMORW-0153,ORTHOSIS 1X1,service
FMORW-0154,ORTHOSIS 1X11,service
FMORW-0155,MEDICAL SHOES,service
FMORW-0156,ABOVE  KNEE  PROSTHESIS,service
FMORW-0157,BELOW KNEE PROSTHESIS,service
FMORW-0158,ANKLE FOOT ORTHOSIS ABOVE KNEE,service
FMORW-0159,ANKEL FOOT ORTHOSIS BELOW KNEE,service
FMORW-0160,CRESPINE GEL,service
FMORW-0161,ELECTRIC WHEELCHAIR,service
FMORW-0053,HIP EXARTICULATION PROSTHESIS  FREE KNEE,service
MTPOL-0001,WHEEL CHAIR LENDING,service
FMPDT-0060,I.C. & RESPIRATION OF N.B. FOR 24 HRS & INCUBATOR,service
FMPDT-0061,I.C.OF NEWBORN-24HRS INCUBATOR,service
FMPDTP0021,POST,service
FMPDTR0000,REFERRAL II FROM OTHER DOCTOR,service
FMENT-0001,REFERRAL FROM OTHER DOCTOR-OP,service
FMPDT-0172,GROWTH HORMONE TEST,service
FMPDT-0173,GLUCOSTRIP,service
FMPDT-0174,PRIMPERAN INJECTION,service
FMPDT-0175,OLACADRON INJECTION,service
FMPDT-0176,SOLUMEDROL INJECTION,service
FMPDT-0177,JAUNTICE METER,service
FMPDT-0178,DEPO-MEDROL 4Omg/ml,service
FMPDT-0179,SULU-CORTEF 100mg,service
FMPDT-0180,GLYCERIN INFANT SUPP.,service
FMPDT-0181,SPIROMETRY,service
FMPDT-0182,SPIROMETRY B D,service
FMPDT-0183,DIAZEPAM SUPPOSITORY,service
FMINT-0001,REFERRAL FROM OTHER DOCTOR-OP,service
FMORT-0001,REFERRAL FROM OTHER DOCTOR-OP,service
FMPDT-9998,MEDICAL SUPERVISION,service
FMPDT-0001,REFERRAL FROM OTHER DOCTOR-OP,service
FMPSD-0001,REFERRAL FROM OTHER DOCTOR-OP,service
FMPDTC0001,ECHO CARDIOGRAM FULL STUDY,service
FMPDTC0002,ECHO CARDIOGRAM 2D +M MODE,service
FMPDTC0003,REPEATED ECHO,service
FMPDTC0004,STRESS/TRANOESPHAGEAL ECHO,service
FMSUR-0001,REFERRAL FROM OTHER DOCTOR-OP,service
FMURO-0001,REFERRAL FROM OTHER DOCTOR-OP,service
MTORT-0009,RELEASE OF TRIGGER FINGER,service
FMPDTO0002,NEBULIZER WITH VENTOLIN,service
FMPDTO0003,COLD COMPRESS (PLAIN),service
FMPDTO0004,COLD COMPRESS WITH VOLTAREN,service
FMPDTO0005,COLD COMPRESS W/TYLENOL 100MG,service
FMPDTO0006,COLD COMPRESS W/TYLENOL 200MG.,service
FMPDTO0007,COLD COMPRESS W/TYLENOL 350MG,service
FMPDTO0008,NEBULISER WITH EUPHYLLINE,service
FMPDTO0009,IV FLUID INSERTION,service
FMPDTO0010,I/V INSERSTION,service
FMPDT-0128,HEPATITIS-B VACCINATION+EXAM   CONSULTATION & VACCINE,service
FMPDT-0129,SUBOCCIPITAL PUNCTURE,service
FMPDT-0132,CRANIAL PUNCTURE DOR REMOVAL   OF BLOOD OR SECRETION,service
FMPDT-0133,PUNCTURE OF LUNG TO REMOVE     SECRETION,service
FMPDT-0134,MECONIUM TEST OF N.B.,service
FMPDT-0135,PERSPIRATION TEST-SUSPECT      MUCOVISCIDOSIS,service
FMPDT-0136,OXYGEN FOR 1 HR,service
FMPDT-0137,OXYGEN FROM 1 TO 4 HOURS,service
FMPDT-0138,DIET PLAN BABY  INFANT TO 4YRS,service
FMPDT-0139,DIET PLAN CHILD 4YRS & OVER,service
FMPDT-0140,INTRATHECAL INJECTION OF MED.,service
FMPDT-0141,I.V. INFUSION MORE THAN 30 MIN N.B. UP TO 4 YRS,service
FMPDT-0131,VENTRICULAR PUNCTURE,service
FMPDT-0144,CONT. CONTRL. PLSE. ECG 1-4 HR,service
FMPDT-0145,CONT. CNTRL.PLSE. ECG 5-12 HRS,service
FMPDT-0146,CONT.CNTRL.PLSE. ECG 13-24 HRS,service
FMPDT-0147,HEAT CRIB FROM 5 - 24 HRS.,service
FMPDT-0148,OXYGEN FROM 5 TO 24 HOURS,service
FMPDT-0149,ASSESS.OF GROWTH CLINICAL EXAM MONTHLY FOR 1 YEAR,service
FMPDT-0150,CHECK UP & VACC. 1 (CLINICAL   EXAM.&ROUTINE VACC.FR.1DY-1YR.,service
FMPDT-0151,CHECK UP & VACC.II (CLINICAL   EXAM.&ROUT. VACC FOR 2 YEARS,service
FMPDT-0152,CHECK UP & VACC.III (CLINICAL  EXAM.&VACC. FOR 2 YEARS,service
FMPDT-0153,MANAGEMENT OF DISEASE(CLINICAL EXAM. FOR ONE YEAR ONLY),service
FMPDT-0154,COMB.FOR ASSES.OF GROWTH&MNGT. OF DISEASE &C.-UP VACC.FOR 1YR,service
FMPDT-0155,"SCHL.STUD,PAED,CLIN.DNT,OPT,   CBC, STOOL & URINE ANALYSIS",service
FMPDT-0156,PRELIMENARY INVESTIGATIONS,service
FMPDT-0157,PULSE OXIMTER  1 - 4 HOURS,service
FMPDT-0158,PULSE OXIMETER  4  - 12 HOURS,service
FMPDT-0159,PULSE OXIMETER 12 - 24 HOURS,service
FMPDT-0160,USE OF CORD CLIPPER,service
FMPDT-0161,PDT SPECIAL NURSE MIN. 12 HRS.,service
FMPDT-0162,PDT SPECIAL NURSE FOR 24 HRS.,service
FMPDT-0163,USE OF DINAMAP B/P PEDIATRIC,service
