Service Code,Service Description,type,Fee,1/1/2026 FEE,Discount,Effective Date,Termination Date,Schedule Name,NPHIES Code
OC43,CONSULTATION OC43,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IM2H,ESAM SAEED EL NARAWY,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OC44,CONSULTATION - OC44,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
SG3E,RAED GAAFAR AL NAGGAR,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OD27,Consultation OD27,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OGB2,CONSULTATION OGB2,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
SUR-0007,L.A. LIPOMA EXCISION,P1   ,2000,2020.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-157,Intra gastric balloon insertion,P1   ,8224.1,8306.0,0.0,2022-01-01 00:00:00, ,IP Package, 
FMENDE0082,ENDOSCOPIC MUCOSAL RESECTION > 2CM,P1   ,4508.83,4554.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ORT-0024,SEQUESTRACTOMY OF SMALL BONES,P1   ,4144.51,4479.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-0001,Abscess Drainage GA,P1   ,2340.87,4040.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ORT-0059,Travera Band for Cruciate Ligament Reconstruction-PT/IP,P1   ,11669.9,12612.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ORT-0094,AMPUTATION OF ABOVE KNEE OR ELBOW,P1   ,19888.25,20087.0,0.0,2022-01-01 00:00:00, ,IP Package, 
URO-0096,N.B:IF IN TWO STAGE(EACH STAGE),P1   ,8838.74,8927.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ENT-0036,MICROLARYNGOSCOPY WITH PROCEDURE,P1   ,5524.21,6137.0,0.0,2022-01-01 00:00:00, ,IP Package, 
NEU-0054,FRACTURE VERTEBRAE WITH LAMINECTOMY,P1   ,19888.25,20087.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-0126,LAP.INGUINAL HERNIAL REPAIR WITH MESH,P1   ,9281.8,11878.0,0.0,2022-01-01 00:00:00, ,IP Package, 
URO-0062,URETERAL DILATATION ENDOSCOPIC(WITH DOUBLE J STENT FIXATION&EXTRACTION),P1   ,7182.01,7979.0,0.0,2022-01-01 00:00:00, ,IP Package, 
CAR-0013,"PTCA TV + One Stent (Drug Eluting),SR.12500 will be charged every other stent",P1   ,29705.2,32102.0,0.0,2022-01-01 00:00:00, ,IP Package, 
VAS-0037,Radiofrequency Ablation With Catheter Bilateral Local Anesthesia,P1   ,9739.06,10525.0,0.0,2022-01-01 00:00:00, ,IP Package, 
URO-0128,Flexible Ureteroscopy + Intrarenal LASER Lithotripsy + Dormia + DJ insertion,P1   ,19000,19958.0,0.0,2024-01-01 00:00:00, ,IP Package, 
CAR-0009,"PTCA SV +  One Stent (Drug Eluting), SR.12500 will be charged every other stent",P1   ,36906,40582.0,0.0,2024-01-01 00:00:00, ,IP Package, 
FMADM-0094,NICU/PICU PER DIEM (4th-7th DAY),P2   ,5000,5200.0,0.0,2024-01-01 00:00:00, ,Per Diem, 
SMF1061,DISINFECTANT ALCHOLIC SKINDESS ISOPROPYL SPRAY,OS   ,0.1,0.1,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI1200,TUBE ENDOTRACH 4.5MM,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SME1265,DRESSING IV CANNULA,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMD1124,CLAVICAL STRAP,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI101,TUBE ENDOTRACH SMI101,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMH1226,SUTURE VICRYLE ETHICON,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMA32,BANDAGE COTTON GAUZE.,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI1520,FOLEYS CATHETER,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SML152,TUBING PERFURSOR,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMF3125,SOLUTION PREP ALPHADINE-3125,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMT1017,CANNULA IV VENFLON G24 #1004,OS   ,5,5.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
FMORW-0162,ORTHOSIS XI,OS   ,1000,1000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMH1283,SUTURE VICRYL ETHICON #W91,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMC18,BAG URINE DRAINAGE 2000ML NONSTERILE DISP,OS   ,6,6.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMA1108,BANDAGE,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMO1724,WASHER SPONGIOSA,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SME1167,"SWAB GAUZE 10x10CMx2"" 12PLY PLAIN STERILE #2317",OS   ,0.4,0.4,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMW2154,disposable-2154,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMH2767,disposables-2767,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI1093,NELTON CATHETER SMI1093,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMD1107,ARM SLING,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMH1222,SUTURE VICRYL,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMF3073,disposable-3073,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SNM0590,disposables-0590,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMH2578,CLIP LIGA MCA 20 SMALL ETHICON #MCS20,OS   ,1168.43,1168.43,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-S-004347,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL ETHICON #SXPP1A405,OS   ,489.27,489.27,15.0,2022-01-01 00:00:00, ,Consumables, 
SMI5346,CATHETER DUAL LUMEN 10FRX15CM CURVED QUINTON #8817-146007,OS   ,584.36,584.36,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO11619,PLATE 5.0MM LCP L BUTTRESS 5X104XL IRINE #A60070510,OS   ,1472.23,1472.23,15.0,2022-01-01 00:00:00, ,Consumables, 
SMI1769,TUBE TRACHEAL POLAR PREF.N.NASAL CUFF 6.0 PORTEX#100/133/060,OS   ,138.41,138.41,15.0,2022-01-01 00:00:00, ,Consumables, 
SMQ4748,SHUNT MICRO PROGAMABLE VALVE CODMAN#82-3113/MEDTRONIC#42865.,OS   ,135.33,135.33,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-W-000324,WIRE PRESSURE PRESTIGE  VOLCANO #91852,OS   ,5272.5,5272.5,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-H-000100,HINGE HALF DOUBLE FEMALE TIPMED #041863,OS   ,452.12,452.12,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-H-000098,HINGE HALF MALE TIPMED #041795,OS   ,384.46,384.46,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO1630,SCREW CORTEX 4.5X18MM LONG HIPOKRAT #400032220180/LA118/153351729,OS   ,63.63,63.63,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO11863,SCREW PEDICLE POLYAXIAL REDUCTION 5X45MM IRINE# T04775045,OS   ,816.72,816.72,15.0,2022-01-01 00:00:00, ,Consumables, 
FMXRY-0617,MRI WITH 15% DISCOUNT,P2   ,1000,1000.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,90901-08-10
SMO1697,SCREW SPONGIOSA THOR.THR.30MM HIPO#400032270300/GPC#719.030,OS   ,144.56,144.56,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO9859,PLATE L 4 HOLES LEFT HIPOKRAT #400022000004,OS   ,375.22,375.22,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-F-000280,FIBER REUSABLE SLIMLINE 200 MICRON LUMENIS #0626-221-60,OS   ,5272.5,5272.5,15.0,2022-01-01 00:00:00, ,Consumables, 
SMY1282,SITZ BATH PORTABLE #71225/D80100T,OS   ,52.29,52.29,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO11866,SCREW PEDICLE POLYAXIAL REDUCTION 6X45MM IRINE# T04776045,OS   ,816.72,816.72,15.0,2022-01-01 00:00:00, ,Consumables, 
SME1320,GLOVES ORTHOPEDIC SIZE 8 PROFEEL (WRP) #P3380-35,OS   ,25.37,25.37,15.0,2022-01-01 00:00:00, ,Consumables, 
SML332,"CATHETER SUCTION 8CHX14"" W/CONTROL BD #3071/JM-C2408R",OS   ,6.4,6.4,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO10515,SCREW F/BONE LOCKING 3.8X28MM SANATMETAL #SAN-932138028,OS   ,181.93,181.93,15.0,2022-01-01 00:00:00, ,Consumables, 
SME1079,TAPE SURGICAL OP 10X50CM #381030,OS   ,8.3,8.3,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO2012,WIRE KIRSCHNER 2.5MMX150MM RND END TROCAR AESCULAP LX145,OS   ,68.79,68.79,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-A-000148,AMPLATZER VASCULAR PLUG  4 ALL SIZES,OS   ,3690.75,3690.75,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO11806,ROD TITANIUM 5.5X100MM IRINE# T04715100,OS   ,549.39,549.39,15.0,2022-01-01 00:00:00, ,Consumables, 
FMPTD-2080,PACKAGEDEALWEIGHTREDUCT.,NC   ,0,0.0,15.0,2022-01-01 00:00:00, ,Delisted codes, 
FMLABP0009,STONE FORMATION TEST(URINE),NC   ,0,0.0,15.0,2022-01-01 00:00:00, ,Delisted codes, 
FMORW-0159,ANKEL FOOT ORTHOSIS BELOW KNEE,NC   ,0,0.0,15.0,2022-01-01 00:00:00, ,Delisted codes, 
DENTAL,DENTAL PROCEDURE ASPER LIMIT,NC   ,0,0.0,15.0,2022-01-01 00:00:00, ,Delisted codes, 
FMLAB-7012,"LAB CHECK-UP [CBC, ESR, FBS, CHOL. TRIGLY. CREAT. SGPT, SGOT, URINE & STOOL ANALYSIS]",OS   ,1869.3,1869.3,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
P14SODIU2T,SODIUM BICARBONATE 500 MG TABLET X 100,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMLABM0033,HLA FULL TISSUE TYPING,OS   ,6365.4,6365.4,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMENTE3007,REMVL OF FOREING BODY WITHOUT  INCISN-W/O MICROSCOPE-NOT IMPC,OS   ,212.18,212.18,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMOPTH0013,LASER CAPSULECTOMY,OS   ,2758.34,2758.34,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
MS-R-000726,ROD PER-CUT 5.5X110 (TITANIUM ALLOY). SANYO # 61160110,OS   ,690,690.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMURO-0049,ANTI-REFLUX PLASTY,OS   ,6682.05,6682.05,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMOBG-0141,OXYTOCIN CHALLENGE TEST (LESS   THAN 4 HRS.) INC. CTG MON.500,OS   ,683.55,683.55,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
SMO8945,AMPLATZER DELIVERY SYSTEM 7FR.AGA MEDICAL #9-DEL-7E,OS   ,7000,7000.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMPSYA0042,PARANOIA,OS   ,381.3,381.3,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMXRY-0815,EMBOLIZATION FIRST SERIES,OS   ,12730.8,13240.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMSUR-0056,EXCISN OF MULTIPLE LIPOMA OR  NEUROMA,OS   ,1060.9,1060.9,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMLAB-8089,RENAL HISTOPATHOLOGY,OS   ,8699.38,8699.38,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
P15CONTO4+,CONTOUR NEXT TEST STRIPS X 50,CM,111.76,111.76,0.15,2025-01-09 00:00:00, ,"Approve , for 111.76 SR , as CM effective 1st of September 2025", 
MS-S-000211,STAPLER ENDO GIA INSTRUMENT 80-3.8MM.,OS   ,1500,1500.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMLAB-9984,Saccharomyces Cerevisiae Abs,OS   ,901.77,901.77,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMXRY-0484,PARATHYROID SPECT/CT LOCALIZATION S,OS   ,2705.3,2705.3,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMENTN2001,FOREIGN BODY REMOVAL,OS   ,265.23,265.23,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
MS-S-010559,STENT GRAFT AORTIC COVERED SIZE 12MM TO 24MM X L120CM VASCULAR BENTLY #BGP2,OS   ,19700,19700.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMURO-2002,ABLATION OF POSTERIOR URETHRAL VALVE,OS   ,4454.7,4454.7,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMXRY-0552,RFA TUMOR,OS   ,35377.2,35377.2,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
MS-P-002530,PLATE LOCKING RECONS CALVICLE 3.5MM 6 HOLE 94MMR IRENE # T725806094,OS   ,2710,2710.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
P15ACCU13+,ACCU-CHECK SAFE-T-PRO LANCET X 200,CM,88.29,88.29,0.15,2025-01-09 00:00:00, ,"Approve , for 88.29 SR , as CM effective 1st of September 2025", 
FMLAB-9004,ACETYLCOLINE RECEPTOR ANTIBODIES,OS   ,944.2,944.2,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMLAB-9837,"ANEMIA PROFILE (CBC, IRON, Ferritin)",OS   ,318.27,318.27,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
P15ACCU14+,ACCU-CHEK PEN X 1,OS   ,18,18.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,61579
FMLAB-9359,AMYLOID A,OS   ,848.72,848.72,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMNUR-0046,PULSE OXIMETER 24 HOURS,OS   ,190.96,190.96,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMADM-9904,SUITE CLASS ACCOMMODATION,OS   ,1873.55,1948.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMANA-0067,PERIPHERAL NERVE BLOCK PROCEDURE ULTRASOUND GUIDED,OS   ,720,720.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
FMXRY-0218,CYSTOGRAM,OS   ,491.54,491.54,15.0,2022-01-01 00:00:00, ,Additional Pricelist, 
SMO12108,SCREW CORTICAL S.STEEL 3.5X20MM IRINE# S50003520,OS   ,13,13.0,15.0,2022-01-01 00:00:00, ,Notifications, 
FMXRY-1001,MRI W /O CONTRAST,P2   ,1000,1000.0,0.0,2022-01-01 00:00:00, ,Notifications,90901-08-10
MS-P-001945,PLATE LOCKING HUMERUS DISTAL MEDIAL 2.7/3.5 9 holes×136mm R,OS   ,1700,1700.0,15.0,2022-01-01 00:00:00, ,Notifications, 
FMNUR-0072,IV INFUSION,OS   ,103,103.0,15.0,2022-01-01 00:00:00, ,Notifications, 
MS-S-004705,SCREW LOCKING 2.4×16MM SELF TAPPING IRENE #T50092416,OS   ,425,425.0,15.0,2022-01-01 00:00:00, ,Notifications, 
FMXRY-0650,MRI ,P2   ,1000,1000.0,0.0,2022-01-01 00:00:00, ,Notifications,90901-08-10
ORT-0126,KYPHOPLASTY WITH PROSTHESIS ( ONE LEVEL ) - LOS: 4 DAYS - SBS: 354000000,P1   ,45000,48632.0,0.0,2022-01-01 00:00:00, ,Notifications, 
FMPDS-0300,REMOVAL OF PERITONEAL DIALYSIS CATHETER- LOS: LOS: D/C - SBS: 131100000,P1   ,1100,1111.0,0.0,2022-01-01 00:00:00, ,Notifications, 
SMI5989,CATHETER PIGTAIL 6FR #006465/BOSTON #0864140,OS   ,850,850.0,15.0,2022-01-01 00:00:00, ,Notifications, 
SC001,Check up packge 1 - Male,P2   ,2933,2933.0,0.0,2022-01-01 00:00:00, ,Notifications, 
MS-S-009420,SCREW LOCKING VARIABLE 2.7X18MM HOLES TITANIUM. SANATMETAL # 260827118,OS   ,530,530.0,15.0,2022-01-01 00:00:00, ,Notifications, 
MS-S-005215,SOLUTION EX-TEM S F/THROBOELASTOMETER TEM INNOVATION # 503-13-20,OS   ,87.88,87.88,15.0,2022-01-01 00:00:00, ,Consumables,30590
NEU-0009,BOTH INTRACEREBRAL HAEMATOMA DRAINAGE BURRHOLE,P1   ,16573.72,16739.0,0.0,2022-01-01 00:00:00, ,IP Package,39600-00-00
NEU-0028,Decompression- Trigeminal Nerve Root,P1   ,38192.4,40117.0,0.0,2022-01-01 00:00:00, ,IP Package,39112-00-00
FMORT-0477,STERNOMASTOID TUMOR RELEASE OT00355236,OS   ,1931.58,1931.58,15.0,2022-01-01 00:00:00, ,Main Pricelist,30241-00-01
FMORT-0675,EXPLORATION OF ANY NERVE,OS   ,3440,3578.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90016-00-00
SUR-0139,PARATHYROID ADENOMA,P1   ,8286.85,8705.0,0.0,2022-01-01 00:00:00, ,IP Package,30315-00-00
SUR-0140,TOTAL PARATHYROIDECTOMY & FOREARM IMPLANTATION,P1   ,13258.11,13391.0,0.0,2022-01-01 00:00:00, ,IP Package,30315-01-00
FMOPTE0020,CORNEAL GRAFT (P.KERATOPLASTY) AN00368240,OS   ,4508.56,4508.56,15.0,2022-01-01 00:00:00, ,Main Pricelist,90064-00-01
FMOPTA0018,CORNEAL TOPOGRAPHY+PACHYMETERY AN00368060,OS   ,287.53,287.53,15.0,2022-01-01 00:00:00, ,Main Pricelist,90067-00-31
FMOPTK0011,ENUCLEATION WITH IMPLANTS AN00368263,OS   ,3179.26,3179.26,15.0,2022-01-01 00:00:00, ,Main Pricelist,42509-00-00
FMOPTE0003,REM.OF NEGLECTED S.CORNEAL F.B AN00368248,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,30061-02-01
NEU-0022,Brain Tumour Post Fossa,P1   ,33948.8,35660.0,0.0,2022-01-01 00:00:00, ,IP Package,39709-00-00
NEU-0001,Steriotactic Biopsy Brain,P1   ,26522.5,26788.0,0.0,2022-01-01 00:00:00, ,IP Package,40801-00-00
FMANA-0002,LUMBAR PUNCTURE EM00130011,OS   ,282,282.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,39000-00-00
NEU-0036,CERVICAL DISCECTOMY 1 LEVEL (ADD 7000 SR IF WITH FIXATION),P1   ,14364.03,15088.0,0.0,2022-01-01 00:00:00, ,IP Package,40333-00-00
NEU-0019,Lumbar Meningocele,P1   ,12730.8,12858.0,0.0,2022-01-01 00:00:00, ,IP Package,40100-00-00
SMB1002,BLADE SURG. #20 CARBON STL.STER. DISP. MARTIN #10-155-20,OS   ,2.03,2.03,15.0,2022-01-01 00:00:00, ,Consumables,47569
ENT-0006,Suction Clearance Ears,P1   ,1232.77,1245.0,0.0,2022-01-01 00:00:00, ,IP Package,41647-01-00
FMENTE3002,EAR WASH - BILATERAL,OS   ,212.18,212.18,15.0,2022-01-01 00:00:00, ,Additional Pricelist,41647-01-00
FMENTE4001,MYRINGOTOMY OT00352216,OS   ,336.2,336.2,15.0,2022-01-01 00:00:00, ,Main Pricelist,41626-00-00
MTENT-0042,MYRINGOTOMY+GROMMET TUBE INSER ET00352249,OS   ,1169.84,1169.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,41632-00-00
FMENTE4005,MYRINGOTOMY+GROMMET TUBE INSER OT00352249,OS   ,1169.84,1169.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,41632-00-00
ENT-0055,Ossiculoplasty 3days,P1   ,7574.83,7651.0,0.0,2022-01-01 00:00:00, ,IP Package,41539-00-01
FMENTE6026,COCHLEAR IMPLANT SURGERY,OS   ,33071,35386.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,41617-00-01
FMENTS0020,ENDOSCOPICSINUSSURGERY,OS   ,2652.25,2652.25,15.0,2022-01-01 00:00:00, ,Additional Pricelist,41764-01-00
FMENTN2011,CAUTERY TO NOSE ET00352006,OS   ,130.25,130.25,15.0,2022-01-01 00:00:00, ,Main Pricelist,41677-00-00
ENT-0004,Nasal Cauterization for Epistaxis,P1   ,1166.99,1179.0,0.0,2022-01-01 00:00:00, ,IP Package,41677-00-00
FMDNTS0037,SIMPLE CLOSURE/ORAL ANTRAL FIS DE00366613,OS   ,1625.74,1625.74,15.0,2022-01-01 00:00:00, ,Main Pricelist,41722-00-00
FMNEU-3615,Tarsal Tunnel Release,P1,5123,5123.0,0.0,NEWLY ADDED 03/03/2025,,,
FMSUR-0046,SUBMAND.SALIV.DUCT STONES REM. NS00388009,OS   ,2270.28,2270.28,15.0,2022-01-01 00:00:00, ,Main Pricelist,30266-02-00
SUR-0028,REMOVAL OF SABMANDIBULAR GLAND STONES,P1   ,1990.01,2010.0,0.0,2022-01-01 00:00:00, ,IP Package,30266-02-00
FMSUR-0116,EXC. OF SUBMANDIBULAR GLAND OT00388239,OS   ,3407.59,3407.59,15.0,2022-01-01 00:00:00, ,Main Pricelist,30255-00-00
FMENTP3002,HYPOPHARYNGOSCOPY OT00352200,OS   ,1169.84,1169.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,41764-02-00
6125009,BLEACHING ENDO TREATED TOOTH,OS   ,225,225.0,15.0,2024-01-09 00:00:00, ,Notifications,97117-00-00
6126002,CHEMICAL BLEACHING TEETH,OS   ,500,500.0,15.0,2024-01-09 00:00:00, ,Notifications,97118-00-00
OPT-0026,CATARACT EXTRACTION WITHOUT IOL  ( + 1000  WITH   IOL ),P1   ,5524.21,5803.0,0.0,2022-01-01 00:00:00, ,IP Package,42698-08-01
FMOPTH0016,PASRPLANA VICTRECTOMY,OS   ,5742.75,5972.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,42725-00-01
FMOPTC0004,INCISION OF STY OR INFECTED CHALAZION AN00368031,OS   ,168.11,168.11,15.0,2022-01-01 00:00:00, ,Main Pricelist,90084-00-01
MTOPT-0002,EXC. OF SMALL CHALAZION /1 EYE OT00368200,OS   ,336.2,336.2,15.0,2022-01-01 00:00:00, ,Main Pricelist,42575-00-01
OPT-0039,EXICISION OF CHALAZION UNDER G.A,P1   ,940.36,1016.0,0.0,2022-01-01 00:00:00, ,IP Package,42575-00-01
OPT-0005,TARSORRAPHY,P1   ,1934.82,1954.0,0.0,2022-01-01 00:00:00, ,IP Package,42584-00-01
MTOPT-0006,"EYE LASHES ELECTROLYSIS, 1 EYE NS00368032",OS   ,168.11,168.11,15.0,2022-01-01 00:00:00, ,Main Pricelist,42587-04-01
MTOPT-0007,"EYE LASHES ELECTROLYSIS, 2 EYES NS00368033",OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,42587-05-01
OPT-0010,LACRIMAL CANALICULUM PROBING,P1   ,1437.06,1553.0,0.0,2022-01-01 00:00:00, ,IP Package,42614-01-00
FMOPTI0005,DACRYOCYSTECTOMY AN00368252,OS   ,1589.63,1589.63,15.0,2022-01-01 00:00:00, ,Main Pricelist,42593-01-01
OPT-0011,LACRIMAL GLAND BIOPSY WITHOUT HISTOPATH,P1   ,1934.82,1954.0,0.0,2022-01-01 00:00:00, ,IP Package,30075-35-01
VAS-0001,ANGIOPLASTY.PERPHERAL (ONE VESSEL),P1   ,20000,22220.0,0.0,2022-01-01 00:00:00, ,IP Package,35303-06-00
FMERDA0017,I.V. CANULA.,OS   ,42.44,42.44,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90220-00-00
MTVAS-0018,FOAM SCLEROTHERAPHY,OS   ,789.04,789.04,15.0,2022-01-01 00:00:00, ,Additional Pricelist,45027-02-00
VAS-0016,Excision of Haemangioma (Small),P1   ,6774.91,7322.0,0.0,2022-01-01 00:00:00, ,IP Package,45033-06-00
MS-C-001147,CATHETER ANGIOGRAPHIC TIGER RIGHT 100CM TERUMO #RH*6TR4000M,OS   ,369.08,369.08,15.0,2022-01-01 00:00:00, ,Consumables,10688
SMC1042,WOUND DRAINAGE CH16 MEDINORM #50-22-506E,OS   ,79.96,79.96,15.0,2022-01-01 00:00:00, ,Consumables,11305
MS-S-000374,SUTURE ETHIBOND EXCEL 2-0 GR/WH 10x75CM W/PLEDGET NEEDLE 26MM ETHICON/COVIDIEN #W10B77/88862851-56,OS   ,820,820.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,13906
SMA2261,SPONGE LAP PREWASHED DETECTABLE RING 45X45CM 12 PLY STER.,OS   ,30.9,30.9,15.0,2022-01-01 00:00:00, ,Additional Pricelist,15281
MS-S-001996,SHEET INTRODUCER COAT RADIFOCUS RADIAL KIT 6FR TERUMO # RM*AF6J10SQW,OS   ,208.71,208.71,15.0,2022-01-01 00:00:00, ,Consumables,64145
MS-R-000222,ROD THREADED 100MM TIPMED #042242,OS   ,24.61,24.61,15.0,2022-01-01 00:00:00, ,Consumables,63875
MS-R-000330,"ROD CDH PREBENT 5.5X40MM,SOFAMOR # 8690040",OS   ,483.31,483.31,15.0,2022-01-01 00:00:00, ,Consumables,63875
MS-S-001444,SWAB COUNTING BAG PURPLE SURGICAL #PS3050,OS   ,7.69,7.69,15.0,2022-01-01 00:00:00, ,Consumables,64548
SME1264,DRESSING IV. CANNULA FIX.PORTED S&N#4006/3M#1623W/900 805 4,OS   ,4.84,4.84,15.0,2022-01-01 00:00:00, ,Additional Pricelist,64574
MS-C-000299,CATHETER BALLOON SYMMETRY ALL SIZES.,OS   ,1500,1500.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,17184
SME09,APRON PLASTIC WHITE DISP.,OS   ,0.36,0.36,15.0,2022-01-01 00:00:00, ,Consumables,17528
MS-S-003820,STENT ALEX B.D.P DRUG ELUTING ALL SIZES,OS   ,5151.68,5151.68,15.0,2022-01-01 00:00:00, ,Consumables,52740
END-0001,COLONOSCOPY WITH BIOPSY WITH HISTOPATHOLOGY,P1   ,1657.81,1674.0,0.0,2022-01-01 00:00:00, ,IP Package,32090-01-00
FMENDE0002,OESOPHAGUSCOPY OT00352225,OS   ,1169.84,1169.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,30473-03-00
FMENDE0021,UPPER ENDOSCOPY WITH SCLEROTHERAPY ED00352115,OS   ,1083.83,1083.83,15.0,2022-01-01 00:00:00, ,Main Pricelist,30478-07-00
FMSUR-0211,COMPLETE RECTAL PROLAPSE . NS00388261,OS   ,4541.65,4541.65,15.0,2022-01-01 00:00:00, ,Main Pricelist,32117-00-00
FMSUR004,Laparoscopic Partial Gastrectomy,P1   ,24680,24927.0,0.0,2023-01-11 00:00:00, ,Notifications,30523-00-00
