Code,Discription,Price,Class VIP A,SBS Mappping
FMLAB-2110,MRSA SCREENING,1320,1452,73050-58-30
FMLAB-2161,PLATELET PHERESIS UNIT CBB MOH,1320,1452,83700-00-00
FMLAB-8010,HISTOPATH/BIOPSY LARGE SPECM.,1320,1452,73200-06-90
FMLAB-8063,HCV-RNA BY PCR,1320,1452,73050-54-00
FMLAB-9072,HBV-DNA (QAULITATIVE),1320,1452,73050-53-60
FMLAB-9073,HCV- RNA (QUALI),1320,1452,73050-53-90
FMLAB-9074,HDV RNA,1320,1452,73050-53-90
FMLAB-9239,HGV PCR (QUAL.),1320,1452,73050-54-10
FMLAB-9265,HIV QUALITATIVE (PCR),1320,1452,73050-55-20
FMLAB-9297,ADENOSINE DEAMINASE,1320,1452,73050-00-60
FMLAB-9455,CYTOMEGALOVIRUS (PCR),1320,1452,73050-52-30
FMLAB-9519,HERPES SIMPLEX VIRUS 1 & 2 PCR,1320,1452,73050-46-30
FMLAB-9522,HERPES 6 PCR,1320,1452,73050-45-30
FMLAB-9523,HEV RNA BY PCR,1320,1452,73100-28-20
FMLAB-9531,HLA TYPING (DR) PCR,1320,1452,73100-28-40
FMLAB-9657,POLYOMA DETECTION (PCR),1320,1452,83700-00-00
FMLAB-9713,SANDLY FEVER VIRUS ABS IGA/IGG /IGM,1320,1452,73100-13-60
FMLAB-9758,TOXOPLASMOSIS DNA (PCR0,1320,1452,73100-13-00
FMLAB-9975,EARLY DETECTION OF CANCER  FOR GIT CA,1320,1452,73100-13-90
FMNEP-0019,FEMORAL CATHETE DOUBLE LUMEN,1320,1452,13815-01-00
FMOBG-0128,VAGINAL POLYPECTOMY,1320,1452,35633-01-00
FMOHU-0010,OHU DAILY ROOM RATE,1320,1452,83610-00-10
FMPDTC0004,STRESS/TRANOESPHAGEAL ECHO,1320,1452,55118-00-00
FMPSDK0004,EXC AND RECON OF BEGINING MASS FROM THE SCALP SMALL,1320,1452,31235-00-10
FMPSDK0017,SCAR REVISION LARGE(GA),1320,1452,45518-00-00
FMSUR-9038,FINGER AMPUTATION (MULTIPLE),1320,1452,46465-00-02
FMSUR-9074,REMOVAL OF PORTA CATH,1320,1452,34530-05-00
FMURO-0193,BILATERAL URETERIC DJ STENT,1320,1452,36821-01-00
FMXRY-0303,C.T. ORBIT/SELLA/INNER EAR W/O CONT,1320,1452,56013-00-00
FMXRY-0304,C .T. ORBIT/SELLA/INNER EAR W/ CONT,1320,1452,56013-01-00
FMXRY-0305,C.T. NASOPHARYNX,1320,1452,56101-00-00
FMXRY-0319,C.T. 3D.,1320,1452,99999-99-99
FMXRY-0322,C.T. FULL EXAM FOR PARANASAL SINUS,1320,1452,56022-01-00
FMXRY-0325,C.T. EXTREMITIES W/ CONTRAST,1320,1452,56619-00-01
FMXRY-0330,C.T. TEMPORO-MANDIBULAR JOINT,1320,1452,57362-00-00
FMDNTS0275,SEQUESTRECTOMY SMALL,1309,1440,332
FMDNTS0293,SURGICAL EXTRACTION OF 4 IMPACTED TEETHS,1309,1440,322
FMDNTS0308,SURGICAL EXTRACTION OF REMAINING ROOTS OF (2) TEET,1309,1440,322
FMODT-0056,FIXED EXPANSION APPLIANCE,1309,1440,845
FMPTD-0089,"CEREBRAL PALSY PACKAGE   1 MON,12 SES,3 X WEEK",1309,1440,96129-00-00
FMURO-0181,ESWL (ADDITIONAL CASE),1304,1435,36546-00-00
FMDER-0237,LASER HAIR REMOVAL OF FOREARMS.,1298,1428,99999-99-99
FMDER-0238,LASER HAIR REMOVAL OF LEGS.,1298,1428,99999-99-99
FMOBG-0056,POLYPECTOMY,1298,1428,35633-01-00
FMPSD-1016,DEFORMED NAIL PLASTIC REMODELLING (MAJOR),1298,1428,46516-00-00
FMPSD-1045,LASER HAIR REMOVAL OF FOREARMS,1298,1428,90665-00-10
FMPSD-1054,LASER HAIR REMOVAL OF LEGS,1298,1428,90662-00-00
FMINT-0045,GENERAL CHECK UP I,1287,1416,92001-00-00
FMORT-0356,FOOT SLAP MADE IN GERMANY,1287,1416,96092-00-00
FMLAB-9779,VITAMIN K,1282,1411,73050-38-80
FMDER-0011,SKIN BIOPSY FOR EM,1276,1404,30071-00-00
FMDER-0067,TESTICULAR EXPLORATION,1276,1404,37604-00-00
FMDER-0096,HYPERPIGMENTATION COURSE,1276,1404,45025-02-00
FMDER-0108,HOT OIL SCALP TREATMENT 10 SES,1276,1404,99999-99-99
FMDER-0124,UVL 15 SESSIONS,1276,1404,14053-08-01
FMDER-0125,NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS,1276,1404,14050-02-00
FMDER-0131,MICROPUNCTURE TATTOING MEDIUM  P.D.,1276,1404,99999-99-99
FMDER-0218,LASER TREATMENT MEDIUM AREA,1276,1404,30195-02-00
FMENT-2000,ADDITIONAL FEE FOR COMPLICATED OPERATION,1276,1404,99999-99-99
FMENTD0001,ESOPHAGOSCOPY,1276,1404,30473-03-00
FMENTE2012,EXCISION OF KELOID,1276,1404,45515-00-00
FMENTE3015,REMOVAL OF EXTERNAL EAR POLYP,1276,1404,41506-00-01
FMENTE4004,MYRINGOTOMY AND ASPIRATION OF  MIDDLE EAR FLUID,1276,1404,41626-00-00
FMENTK0004,CERVICAL NODE BIOPSY,1276,1404,30075-00-00
FMENTL0001,DIRECT LARYNGOSCOPY,1276,1404,41849-00-00
FMENTN2003,CLOSED REDUCTN OF NASAL FRACT.,1276,1404,47738-00-00
FMENTN2008,CONTROL OF EPISTAXIS BY ANT. & POSTERIOR NASAL PACKING,1276,1404,41677-00-00
FMENTN2032,NASAL ADHESIONS-UNILATERAL,1276,1404,41683-00-00
FMENTO0005,PARTIAL EXCISION OF PALATE (SOFT PALATE),1276,1404,41787-00-00
FMENTO0014,REMOVAL OF CALCULUS FROM - SUBMANDIBULAR DUCT,1276,1404,30266-02-00
FMENTP0002,NASOPHARYNGEAL EXAM. & BIOPSY,1276,1404,41764-02-00
FMENTP0005,ADENOTONSILLECTOMY,1276,1404,41789-01-00
FMENTP2005,INCISION & DRAINAGE OF RETRO-  PHARYNGEAL ABSCESS,1276,1404,41807-00-00
FMENTP2008,TONSILLECTOMY - 12 YEAR & OVER,1276,1404,41789-00-00
FMENTP2010,EXCISION OF TONSILAR TAG,1276,1404,41789-00-00
FMENTP3002,HYPOPHARYNGOSCOPY UNDER G.A.,1276,1404,41764-02-00
FMENTS0007,EXCISION OF LESION MAXILLARY   SINUS BY SINUSCOPY,1276,1404,41716-00-00
FMENTS0011,BIOPSY OF MAXILLIARY SINUS,1276,1404,41716-05-00
FMENTS0016,TREPHINE OF THE FRONTAL SINUS,1276,1404,41743-00-00
FMLAB-9091,MAST - CLA (INHALANTS & FOODS),1276,1404,83700-00-00
FMNEU-0068,COLCHICINE THERAPY THREE DOSES,1276,1404,96199-19-00
FMNEU-0084,SCALP SWELLING,1276,1404,83700-00-00
FMNEU-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS,1276,1404,83700-00-00
FMNUM-0004,BRAIN MAPPER,1276,1404,90007-02-00
FMNUM-0009,E.P.,1276,1404,11300-00-00
FMOPTC0006,EXCISN OF MAJ.LESION OF EYELID,1276,1404,31230-00-01
FMOPTC0008,REPAIR OF ENTROPION/ECTSPION,1276,1404,45626-00-01
FMOPTH0002,REP. OF RETINAL TEAR BY LAZER  PHOTOCOAG.,1276,1404,42809-01-01
FMOPTK0003,ENUNCLEATION,1276,1404,42506-00-00
FMOPTL0005,SUTURE OF LACERATN OF SCLERA,1276,1404,42551-01-00
FMORT-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS,1276,1404,83700-00-00
FMPDT-0061,I.C.OF NEWBORN-24HRS INCUBATOR,1276,1404,92045-00-00
FMPSD-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS,1276,1404,83700-00-00
FMPSDF0005,CROSS FINGER FLAP (2ND STAGE),1276,1404,45224-01-00
FMPSDF0007,ABDOMINAL OR PECTORAL FLAP TO  THUMB (2ND STAGE),1276,1404,45224-01-00
FMSUR-1002,ADDITIONAL FEE FOR COMPLICATED OPERATIONS OVER 6 HRS,1276,1404,83670-00-40
FMSUR-1027,REMOVAL OF FOREIGN BODY WITH   SCREENING,1276,1404,30061-00-00
FMSUR-2007,REMVL OF CALCULUS FM SALIVARY  GLAND,1276,1404,30266-02-00
FMSUR-2061,DIAGNOSTIC LAPAROSCOPY,1276,1404,30390-00-00
FMSUR-2094,REPAIR OF RECTAL PROLAPSE THRU THE ANUS IN CHILD,1276,1404,90313-01-00
FMSUR-5019,REPAIR OF EPIGASTRIC HERNIA -  (SMALL),1276,1404,30617-01-00
FMSUR-5022,HERNIOTOMY IN CHILDREN,1276,1404,99999-99-99
FMSUR-5025,VASECTOMY,1276,1404,37623-02-00
FMSUR-7007,SUTURE OF PERIPHERAL NERVE,1276,1404,39300-00-00
FMSUR-8008,BURSECTOMY - OLECRANON,1276,1404,30111-00-01
FMURO-0002,CYSTOURETHOSCOPY,1276,1404,36812-00-00
FMURO-0093,PERCUTANEOUS NEPHROLITHOLAPAXY GRADE A (SMALL STONE),1276,1404,36639-01-01
FMURO-0097,KIDNEY PUNCTURE & DRAINAGE,1276,1404,36537-01-01
FMURO-0106,URETERIC STONE MANIPULATION,1276,1404,36803-02-00
FMURO-0116,RE-ESWL FROM ADMISSION 3-6 MOS,1276,1404,92199-00-00
FMURO-0138,ARTIFICIAL SEMINAL ASPIRATION,1276,1404,37605-01-01
FMURO-0146,TRAN.MIC.HYPER.TREAT.6 MOS.PST,1276,1404,37224-03-00
FMURO-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS,1276,1404,83700-00-00
FMOPTB0004,DAILY TORIC CONTACT LENS (TWO),1275,1403,96092-00-20
FMDER-0191,MICRO-DERMABRADER PROC. LARGE,1271,1399,45021-01-00
FMDER-0202,LASER ABLATION LARGE AREA,1271,1399,30192-00-10
FMDER-0206,BLISTER TRANSFORMATION LARGE   AREA,1271,1399,99999-99-99
FMDER-0209,AGE JEUNESSE WRINGKLE PD(6TREA TMENT),1271,1399,99999-99-99
FMDNTO0036,BITE PLANE,1271,1399,97575-00-00
FMDNTO0037,HABIT BREAKING APPLIANCE,1271,1399,97575-00-00
FMLAB-8029,INTRA OPERATIVE DIRECT DIAGNOS IS,1271,1399,73200-08-10
FMNEU-0131,SUBDURAL STRIP FOR EPILEPSY,1271,1399,39130-00-00
FMORW-0081,ABV.KNEE ORTH.UP-10YRS W/COVER,1271,1399,96092-00-00
FMORW-0083,SITTING BRACE W/HEAD SUPPORT,1271,1399,96092-00-00
FMDNTP0085,NIGHT GURD U/L,1265,1392,965
FMDNTP0091,GTR RESEARCHABLE,1265,1392,236
FMDNTP0096,GINGIVECTOMY /Q,1265,1392,231
FMDNTP0114,INPLANT 2ED STAGE EXTRA ABUT. INCLUDING INPLANT,1265,1392,691
FMLAB-9973,EARLY DETECTION OF CANCER  FOR PROSTATE,1265,1392,73350-07-20
FMLAB-9979,EARLY DETECTION OF CANCER  FOR OVARIAN C,1265,1392,73100-14-00
FMORT-0674,TIGGES BANDAGE,1265,1392,96092-00-00
FMORT-0758,EXCISION OF THE LATERAL END OF CLAVICLE,1265,1392,48406-08-01
FMPSD-0017,REMOVAL OF MULTIPLE SWELLINGS FROM THE FACE,1265,1392,99999-99-99
FMPSDP0029,KERATIN TREATMENT (2),1265,1392,99999-99-99
FMANA-0043,HIGH RISK ANESTHESIA,1254,1380,83670-00-60
FMENDE0065,USE OF BILIARY BALLOON,1243,1368,90323-00-00
FMLAB-7025,"TORCH TEST PROFILE TOXO, RUB",1243,1368,73100-13-60
FMLAB-9159,ANTI PHOSPHOLIPIDS,1243,1368,73100-11-80
FMCAR-1004,AMBULATORY BLOOD PRESSURE 'ABP',1238,1362,11600-00-00
FMLAB-2147,HIV - PCR,1238,1362,73050-54-50
FMOPT-1018,CONJINEHVAL GRAFT OR MICRO MEMBRANE GRAFT,1232,1356,42641-00-01
FMOPTE0007,EXCISN OF PRIMARY PTERYGIUM,1232,1356,42686-00-01
FMLAB-8086,SCREENING FOR PROSTATE CANCER,1221,1344,73050-30-10
FMOPTL0016,OPTHALMOLOGY EXAMINATION UNDER GA,1221,1344,42503-00-01
FMSUR-0075,MUSCLE BIOPSY,1221,1344,30075-01-01
FMDER-0158,SEBACEOUS CYST EXCISSION-LARGE,1216,1338,99999-99-99
FMDER-0162,ELECTROCAUTERY-EXTRA LARGE,1216,1338,30195-07-20
FMDNTS0042,ALVEOLOPLASTY LOCALIZED,1216,1338,83700-00-00
FMDNTS0062,REMOVAL OF SAL. CALCULAI MID.  I/O,1216,1338,375
FMDNTS0065,ENUCLEATION OF MUCOCEL LARGE,1216,1338,97213-00-00
FMDNTS0074,"FACIAL PAIN, P. D.",1216,1338,50115-00-00
FMDNTS0079,BIOPSY OF BONE (MODERATE),1216,1338,50200-00-01
FMDNTS0094,REMOVAL OF FOREIGN BODY DEEP,1216,1338,30068-00-01
FMDNTS0096,REMOVAL OF PLATE / WIRE MIDDLE,1216,1338,47930-00-01
FMDNTS0113,INTER DENTAL WIRING HALF JAW,1216,1338,50130-00-01
FMENDE0013,ENDOSCOPIC PANCREATOGRAPHY (ERP),1216,1338,30484-02-00
FMENDE0014,ENDOSCOPIC CHOLANGIOGRAPHY (ERC),1216,1338,30484-01-00
FMENDE0027,ENDOSCOPIC REMOVAL OF F.B.,1216,1338,30478-10-00
FMENDE0028,BALLOON DILATATION OF GI STRICTURE,1216,1338,30475-00-00
FMENDE0029,BOUGIE DILATATION OF GI STRICTURE,1216,1338,30475-00-00
FMIVF-0003,PERITONEAL OOCYTE AND SPERM POST-A PACKAGE DEAL,1216,1338,13215-00-00
FMIVF-0006,IVF-A-PACKAGE DEAL (UDOR),1216,1338,99999-99-99
FMIVF-0009,IVF-A-PACKAGE DEAL (LAPAROSCO- PIC ),1216,1338,99999-99-99
FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL (LAP.),1216,1338,99999-99-99
FMIVF-0015,GIFT-A-PACKAGE DEAL,1216,1338,13215-00-00
FMIVF-0018,ZIFT-A-PACKAGE DEAL,1216,1338,99999-99-99
FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,1216,1338,13215-00-00
FMIVF-0034,HYSTEROSCOPIC EXAM FOR INFERTILITY,1216,1338,35630-00-00
FMNBD-0004,BORROW.OF P.INCUBATOR/VENTILA- TOR,1216,1338,83700-00-00
FMNEP-0026,REG.HEMODIALYSIS STAND.INVEST.,1216,1338,13100-00-00
FMNEP-2000,ADDITIONAL FEE FOR COMPLICATED,1216,1338,99999-99-99
FMNEU-0096,USE OF CUSA MACHINE,1216,1338,83700-00-00
FMOBG-0021,DILATATION & CURETTAGE,1216,1338,35640-00-00
FMOBG-0023,TERMINATION OF PREGNANCY,1216,1338,35640-00-00
FMOBG-0028,CYSTOSCOPY,1216,1338,36812-00-00
FMOBG-0052,REMOVAL OF CLITORIS CYST,1216,1338,90441-01-00
FMOBG-0055,DEBRIDMENT & SUTURING OF ABDOMENT,1216,1338,90665-00-10
FMOBG-0057,EXCISN & BIOPSY OF BILATERAL   LABIAL LYMPH NODES,1216,1338,90282-02-00
FMOBG-0088,CONIZATION,1216,1338,35618-00-00
FMOBG-0108,SECONDARY CLOSURE OF ABDOMEN,1216,1338,90329-00-00
FMOBG-0145,IUCD INSERTION + IUCD,1216,1338,35630-00-00
FMOBG-0149,LASER - OB/GYN-MINOR PROCEDURE,1216,1338,99999-99-99
FMOBG-0158,HYMENOTOMY,1216,1338,35509-00-00
FMOBG-0177,HYSTEROSCOPIC EXAM(INFERTILITY,1216,1338,35630-00-00
FMOBG-1002,TERMINATION OF PREGNANCY,1216,1338,35640-00-00
FMOBG-2000,ADDITIONAL FEE FOR COMPLICATED OPERATION,1216,1338,99999-99-99
FMPDS-0033,SPHINCTEROTOMY & RECTAL BIOPSY (HIRSCHSPRUNG'S),1216,1338,30485-00-00
FMPDS-0035,EXCISION OF RECTAL POLYP,1216,1338,32093-00-00
FMPDS-0038,EXCISION OF RANULA,1216,1338,30283-00-00
FMPDS-0040,PENILE FISTULA,1216,1338,90405-01-00
FMPDT-0058,I.C. & RESPIRATION OF BABY UP  TO 3 YRS FOR 24 HRS,1216,1338,83610-03-00
FMPDT-0062,I.C.BABY FOR 24HRS UPTO 3 YRS,1216,1338,96037-00-00
FMPDT-0063,I.C. CHILD FOR 24 HRS,1216,1338,83610-03-00
FMPDT-0149,ASSESS.OF GROWTH CLINICAL EXAM MONTHLY FOR 1 YEAR,1216,1338,96037-00-00
FMPDT-0153,MANAGEMENT OF DISEASE(CLINICAL EXAM. FOR ONE YEAR ONLY),1216,1338,96037-00-00
FMPDT-2000,ADDITIONAL FEE FOR COMPLCATED  OPERATION,1216,1338,99999-99-99
FMPSDJ0028,RESURFACING ERBIAN LAZER MEDIU M LESSION,1216,1338,30195-02-00
FMPSDJ0032,SMALL ONE LESSION OF HAEMANGIO MA AND PORT WINE STAIN,1216,1338,45033-06-00
FMPSYB0032,SOMLEC REL.THERAPY (4 SESSION),1216,1338,96101-00-00
FMXRY-0528,ULTRASOUND CAROTID&TCD & VERT.BASIC W/ DYNA,1216,1338,55274-00-00
FMLAB-1113,MERCURY IN URINE AND SERUM,1210,1331,73050-24-40
FMLAB-8066,REFERRAL FOR NEURO PATHOLOGY   CONSULTATION,1210,1331,96037-00-00
FMLAB-8079,LYMPH CHROMO. REFERAL,1210,1331,59754-00-00
FMLAB-8081,LYMPH CHROMO SPECIAL STUDY,1210,1331,59754-00-00
FMLAB-9328,PAROXYSMAL NOCTURAL HEMOGLOBIN IRA,1210,1331,73050-18-90
FMLAB-9477,ENZYME BILIRUBIN UPDS TRANSFER ASE,1210,1331,73050-04-30
FMLAB-9966,DR PROFILE,1210,1331,73000-00-20
FMLAB-9971,EARLY DETECTION OF CANCER  FOR CERVICAL,1210,1331,73100-00-90
FMNEP-0003,REGULAR HEMODIALYSIS W/ STAND.,1210,1331,13100-00-00
FMNUM-0041,NCV STUDY FOR 4 UNITS,1210,1331,92163-00-00
FMORT-0123,CLOSED REDUCT OF DISLOCATN AT  ANKLE,1210,1331,47063-00-01
FMORT-0157,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-HAND*FINGER",1210,1331,90544-00-01
FMORT-0161,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-FOOT & TOE",1210,1331,90570-00-01
FMORT-0449,REMOVL OF IMPLANT & SMALL BONE,1210,1331,47930-00-01
FMORT-0456,BIOPSY OF SWELLING OF BONE,1210,1331,50200-00-01
FMORW-0092,CASH BRACE LARGE,1210,1331,96092-00-00
FMXRY-0604,TELERADIOLOGY CONSULTATION -   CT SCAN,1210,1331,83600-03-50
FMDNTR0006,ROOT CANAL TREATMENT INFECTED  TOOTH 3RC OR MORE,1205,1326,418
FMORW-0017,BELOW KNEE ORTH. 3- 10 YRS.,1205,1326,96092-00-00
FMDER-0101,LASER THERAPY APPLICATION FOR  DERMA.& ACUPUNCTURE  7 SESSION,1199,1319,99999-99-99
FMDER-0255,MESOTHERPAY PACKAGE  (4 SESSIONS),1199,1319,99999-99-99
FMDNTR0015,RCT 2 RC X 2,1199,1319,418
FMDNTR0020,RCT DECIDOUS TUTH X 2,1199,1319,421
FMDNTS0196,I.M.Z. IMPLANT TIT.L 1ST STAGE,1199,1319,83700-00-00
FMDNTS0285,SUR REMOVAL OF REMAINING ROOT X2,1199,1319,322
FMDNTS0311,SIMPLE EXT. REMAINING ROOT X 4,1199,1319,311
FMLAB-9865,OLIGOCLONAL BAND,1199,1319,73050-25-70
FMPSD-1092,REPAIR OF WOUND LACERATION,1199,1319,30026-00-10
FMURO-0005,SIMPLE URETHRAL DILATATION,1199,1319,90358-00-00
FMXRY-0469,I-131 10 MCI,1199,1319,61426-00-00
FMENTS0026,UVULOPALATOPLASTY,1188,1307,41786-00-00
FMENTS0033,DIAGNOSTIC DIRECT LARYNXSCOPY,1188,1307,41849-00-00
FMLAB-9659,PORPHYRINS IN FAECES,1188,1307,73050-28-90
FMNSCA0004,COLCHICINE INJECTION (3 DOSES),1188,1307,96199-19-00
FMORT-0721,COLCHICINE INJECTION (3  DOSES),1188,1307,96206-19-00
FMORT-0765,BONE MARROW ASPIRATION + INJECTION,1188,1307,30087-00-00
FMORT-0769,TENSION BAND STYLOID PROCESS ULNA,1188,1307,99999-99-99
FMPSD-1061,BOTAX INJECTION PALMS,1188,1307,92163-00-00
FMPSD-1062,BOTAX INJECTION (SOLES),1188,1307,92163-00-00
FMLAB-9118,RAST - SPECIFIC (8 PANELS),1183,1302,73100-18-20
FMLAB-9847,VIRAL ANTIBODIES IG TORCH IGG,1183,1302,73100-10-60
FMDNTP0080,FIXEL BITE JUMPING APPLIANCE,1177,1295,823
FMDNTP0097,MODIFIDED WIDMAN FLAP /Q,1177,1295,232
FMDNTP0130,PORCULAIN VENEER,1177,1295,556
FMCAT-0013,CORONARY STENTING,1168,1285,38306-00-00
FMOPTA0022,BOTOX,1168,1285,18360-01-01
FMDNTO0045,MAXILLARY EXPANSION APPLIANCE I,1166,1283,963
FMDNTO0046,MAXILLARY EXPANSION APPLIANCE II,1166,1283,963
FMODT-0063,SPACE MAINTAINER COMPOUND.,1166,1283,823
FMORT-0371,GIPS CARSETTE,1166,1283,96092-00-00
FMORT-0373,DESAULETTE CAST,1166,1283,96092-00-00
FMORT-0570,DORSOLUMBAR SPICA,1166,1283,96092-00-00
FMPSD-0031,RELEASE OF TRIGGER FINGER (ONE),1166,1283,46363-00-01
FMPSD-1012,INJECTION OF CUSTANEOUS FILLER/UNDER GA,1166,1283,18360-01-01
FMPSD-1041,ARCH BAR APPLICATION,1166,1283,45823-00-00
FMPSD-1067,EXCISION OF GANGLION (SIMPLE),1166,1283,30107-00-01
FMPSD-1068,FAT INJECTION (MINOR),1166,1283,90660-00-00
FMSUR-1059,MAJOR DUCT EXCISION OF BREAST,1166,1283,31557-00-01
FMCAR-0016,HYPERTENSION CHECK-UP II,1155,1271,92056-00-00
FMCTSS0004,INTERCOSTAL NERVE BLOCK,1155,1271,92510-99-00
FMENDE0005,COLONOSCOPY MID COLON,1155,1271,32090-00-00
FMENDE0019,OESOPHAGEAL PH MONITORING 24 HOURS,1155,1271,11810-00-00
FMENDE0022,ENDOSCOPIC LIGATION O.V.,1155,1271,30476-02-00
FMENDE0031,IMPLANTATION OF EXPANDABLE STENT,1155,1271,30490-00-00
FMENDE0052,BILIARY/PANCREATIC STRICTURE   DILATATION,1155,1271,30494-00-00
FMENDE0053,VARICEAL LIGATION 5 BANDS BANDS OR LESS,1155,1271,30476-02-00
FMENTG0001,FASHION OF THE SKIN FLAP,1155,1271,45200-00-00
FMLAB-9977,EARLY DETECTION OF CANCER  FOR BRONCHOGE,1155,1271,73100-00-90
FMLAB-9978,EARLY DETECTION OF CANCER  FOR URINARY B,1155,1271,73100-00-90
FMNEP-0004,URGENT HEMODIALYSIS (PATIENT   HAS VASCULAR ACCESS,1155,1271,13100-00-00
FMNEP-0007,REGULAR PERITONEAL DIALYSIS,1155,1271,13100-07-00
FMNEP-0009,ARTERIO-VENOUS FISTULA CREAT.,1155,1271,34512-00-00
FMNEU-0101,CLIPPING OF SHUNT,1155,1271,40003-02-00
FMNEU-0109,INTRATHECAL BACLOFEN,1155,1271,90020-00-00
FMNEU-0124,DRAING OF CHRONIC HAEMATOMA,1155,1271,39600-00-00
FMNEU-0140,INTRAOPERATIVE EEG,1155,1271,92011-00-00
FMORDZ0002,ASSISTANT SURGEON,1155,1271,83600-02-40
FMPDS-0014,INJECTION SCLEROTHERAPY OF RECTAL PROLAPSE,1155,1271,90344-02-00
FMPDS-0072,INSERTION OF BROVIAC CATHETER,1155,1271,13815-00-00
FMPSD-1010,INTERALESIONAL INJECTION STERIOD (MAJOR/UNDER GA),1155,1271,30207-00-00
FMPTD-2156,PACKAGE DEAL (WEIGHT RED. EX+SWIM POOL EX.)12 SESS,1155,1271,96129-00-00
FMSUR-2099,LASER-FISSURECTOMY,1155,1271,90315-01-00
FMENTE3010,REMOVAL OF FOREIGN BODY WITH   INCISION,1150,1265,30064-00-00
FMENTP0007,CONTROL OF HAEMORRHAGE AFTER - ADENOIDECTOMY (OUTSIDE),1150,1265,41797-00-00
FMDER-0010,TESTICULAR BIOPSY,1144,1259,30644-04-00
FMDNTO0031,RETAINERS UPPER & LOWER,1144,1259,97731-00-00
FMENDE0064,HOME MADE RUBBER BAND SET,1144,1259,99999-99-99
FMENTE0009,BRAINSTEM EVOKED RESP. A.,1144,1259,11300-00-00
FMINT-0088,ECHO FULL STUDY,1144,1259,55113-00-00
FMPDTC0001,ECHO CARDIOGRAM FULL STUDY,1144,1259,55113-00-00
FMPDTC0005,ECHO FULL STUDY,1144,1259,55113-00-00
FMPSD-1013,INJECTION OF CUSTANEOUS FILLER/UNDER GA OTHER PROC,1144,1259,18360-01-01
FMADU-0003,WITH DATA SHOW CONFERENCE ROOM PER DAY,1133,1247,99999-99-99
FMDNTF0026,FIXED CERAMIC BRIDGE,1133,1247,512
FMORT-9910,EXCISION OF DUPLICATE DIGIT,1133,1247,46464-00-01
FMPSD-0013,REMOVAL OF A PIGMENTED SWELLING,1133,1247,99999-99-99
FMPSD-0024,CARTILAGE GRAFT (LARGE),1133,1247,99999-99-99
FMXRY-0340,C.T. MANDIBULE,1133,1247,56022-00-00
FMXRY-0346,C.T. VIRTUAL BRONESCOPY,1133,1247,59715-00-00
FMXRY-0358,C.T. DORSAL SPINE W/O CONT.,1133,1247,56223-00-00
FMXRY-0360,C.T. CORONARY,1133,1247,57360-00-00
FMXRY-0651,M.R.A CAROTID,1133,1247,90902-00-00
FMDER-0054,ALOPECIA LOTION 2% - 100CC,1128,1241,99999-99-99
FMLAB-7001,"ANTI-NATAL PROF.:RUB,TOXO,VDRL AIDS,CBC,",1128,1241,73000-00-50
FMNEU-0054,SENSORY EVOKE POTENTIAL,1128,1241,96112-00-00
FMPSDC0002,EXCISION OF MINOR KELOID & REPAIR OF EAR,1128,1241,45506-00-00
FMPSDE0017,CERVICAL NODE BIOPSY,1128,1241,30075-00-00
FMPSDE0034,REMOVAL OF STONE FROM SUBMAN-  DIBULAR DUCT,1128,1241,30266-02-00
FMPSDE0040,EXCISION OF MEDIUM KELOID OF   FACE,1128,1241,45506-00-00
FMPSDF0011,ABDOMINAL FLAP TO THE HAND (2ND STAGE),1128,1241,45206-05-01
FMPSDF0012,REPAIR OF MINOR LACERATION OF  HAND,1128,1241,30026-00-10
FMPSDF0016,TENDON SUTURE OF HAND(EXTENSOR,1128,1241,46420-00-01
FMPSDH0005,BURN DRESSING 20 - 30%,1128,1241,30014-00-00
FMPSDJ0008,CROSS LEG FLAP 2ND STAGE,1128,1241,45224-01-00
FMPSDJ0010,GRAIN FLAP (2ND STAGE),1128,1241,45224-01-00
FMDNTF0028,COMPOSITE FILLING 2S X 3,1122,1235,532
FMCARS0001,CARDIO VERSION (DC SHOCK),1100,1210,13400-00-00
FMCARS0002,TEMPORARY PACEMAKER,1100,1210,38353-00-00
FMCARS0004,ATRIAL PACING,1100,1210,38256-00-00
FMCARS0018,CORONARY STENTING,1100,1210,38306-00-00
FMCAT-0002,TEMPORARY PACEMAKER LEAD REPO,1100,1210,38456-22-00
FMCAT-0004,ATRIAL PACING,1100,1210,38256-00-00
FMCAT-0017,REMOVAL OF FOREIGN BODY BY SNA RE,1100,1210,99999-99-99
FMDER-4007,BOTOX INJECTION(AXILLA),1100,1210,18360-01-01
FMDNTM0009,REVERSE BEVEL GINGIVECTOMY/QUADRANT,1100,1210,231
FMDNTM0012,RECONST OF PERIODONTAL BONE DEFECT QUADRANT,1100,1210,243
FMDNTP0081,FIXED NANCE APPLIANCE,1100,1210,845
