S/No,ItemCode,Name,Price/ Unit,price of 1/2/2021,price of 1/2/2022,GMDN 1,GMDN 2,GMDN 3
1665,MS-R-000821,ROD BALL SINGLE 5.5MMX45MM. IMAS # 7291045,750.0,825,908,64253,,
1666,MS-R-000822,ROD BALL SINGLE 5.5MMX110MM. IMAS # 7291110,750.0,825,908,64253,,
1667,MS-R-000823,"ROD CLAMP (FOR LOWER LIMBS, TYPE 1) SYANAH #A11031101 IRENE # A11031101",1095.0,1205,1326,48011,,
1668,MS-R-000824,ROD PREBENT 5.5MMX70MM. NUVASIVE # 7292110,750.0,825,908,64253,,
1669,MS-R-000826,ROD BALL SINGLE 5.5MMX35MM. NUVASIVE # 7291035,750.0,825,908,64253,,
1670,MS-R-000829,RING ALUMLNIUM 2/3 INTERNAL DIA 100MM. HIPOKRAT # 11002.06101,900.0,990,1089,61573,,
1671,MS-R-000831,ROD SINGLE BALL 5.5MMX55MM. NUVASIVE # 7291055,750.0,825,908,63191,,
1672,MS-R-000833,ROD PERBENT 5.5MMX4.5MM. NUVASIVE # 7292045,750.0,825,908,64253,,
1673,MS-R-000834,ROD BALL SINGLE 5.5MMX80MM. NUVASIVE # 7291080,750.0,825,908,64253,,
1674,MS-R-000835,ROD PREBENT 5.5MMX50MM. NUVASIVE # 7291050,750.0,825,908,64253,,
1675,MS-R-000841,ROD PREBENT 5.5MMX75MM. NUVASIVE  #7291075,250.0,275,303,64253,,
1676,MS-R-000842,ROD CUBE 5 HOLES HIPOKRAT #D176000005,360.0,396,436,46453,,
1677,MS-R-000849,ROD TITANIUM COSMIC 6.25MMX120MM LENGTH. COSMIC #CS2708-80TB,1076.82,1185,1304,64253,,
1678,MS-R-000858,ROD PREBENT 5.5MMX25MM. NUVASIVE # 7292025,750.0,825,908,64253,,
1679,MS-R-000859,ROD CROSSLINK LARGE  SOFAMOR DANEK . MEDTRONIC #7752537,6125.0,6738,7412,64253,,
1680,MS-S-000121,SUTURE PROLENE 5-0 BLUE 45CM ETHICON/COVIDIEN #W527/SP1635/SP661/D&G 3414-23,55.13,61,68,13909,,
1681,MS-S-000201,SUTURE PROLENE BLUE 7/0 60CM WITH NEEDLE.,196.58,217,239,13909,,
1682,MS-S-000210,STAPLER ENDO GIA RELOAD 80-3.8MM.,900.0,990,1089,35884,,
1683,MS-S-000211,STAPLER ENDO GIA INSTRUMENT 80-3.8MM.,1600.0,1760,1936,35884,,
1684,MS-S-000233,SCREW CANCELLOUS 6.5X32X50MM #400032260500,157.5,174,192,56642,,
1685,MS-S-000234,SCREW CANCELLOUS 6.5X32X70MM #400032260700,192.5,212,234,56642,,
1686,MS-S-000374,SUTURE ETHIBOND EXCEL 2-0 GR/WH 10x75CM W/PLEDGET NEEDLE 26MM ETHICON/COVIDIEN #W10B77/88862851-56,915.0,1007,1108,13906,,
1687,MS-S-000387,SUTURE MERSILK - 1 36MM X 75CM W/NEEDEL ETHICON  #W338H,21.0,24,27,34601,,
1688,MS-S-000476,SUTURE VICRYL 2-0 75CM RDN BOD 40MM 1/2C NEEDLE ETHICON #W9150  (D&G #9833-51/9832-51),59.7905,66,73,44829,,
1689,MS-S-000617,"SPONGE DURA FORM 2""X2"" GRAFT IMPLANT.",1002.0,1103,1214,46929,,
1690,MS-S-000629,STENT EPIC SELF EXPANDABLE NITINOL ALL SIZES,7087.5,7797,8577,43691,,
1691,MS-S-000630,STENT EXPRESS VASCULAR ALL SIZES.,7087.5,7797,8577,44279,,
1692,MS-S-000684,SEPTOGEL 1000 ML HAND DISINFECTANT,1.0,2,3,59102,,
1693,MS-S-000685,SEPTOGEL 500 ML HAND DISINFECTANT,4.0,5,6,59102,,
1694,MS-S-000904,SCREW F/BONE LOCKING 3.8X55MM SANATMETAL #SAN-932138055,315.0,347,382,56642,,
1695,MS-S-000933,SCREW LOCKING 3.5x18MM SELF TAPPING IRENE #T500935018,62.12,69,76,56642,,
1696,MS-S-000934,SCREW LOCKING 3.5x20MM SELF TAPPING IRENE #T500935020,91.23,101,112,56642,,
1697,MS-S-000939,SCREW LOCKING 3.5x28MM SELF TAPPING IRENE #T500935028,91.23,101,112,56642,,
1698,MS-S-000940,SCREW LOCKING 3.5x30MM SELF TAPPING IRENE #T500935030,91.23,101,112,56642,,
1699,MS-S-000942,SCREW LOCKING 3.5x40MM SELF TAPPING IRENE #T500935040,91.23,101,112,56642,,
1700,MS-S-000943,SCREW LOCKING 3.5x45MM SELF TAPPING IRENE #T500935045,91.23,101,112,56642,,
1701,MS-S-000944,SCREW LOCKING 3.5x50MM SELF TAPPING IRENE #T500935050,91.23,101,112,56642,,
1702,MS-S-000945,SCREW LOCKING 3.5x55MM SELF TAPPING IRENE #T500935055,91.23,101,112,16101,,
1703,MS-S-000956,SCREW LOCKING 5.0x34MM SELF TAPPING IRENE #T500950034,90.12,100,110,56642,,
1704,MS-S-000958,SCREW LOCKING 5.0x38MM SELF TAPPING IRENE #T500950038,90.12,100,110,56642,,
1705,MS-S-000961,SCREW LOCKING 5.0x44MM SELF TAPPING IRENE #T500950044,90.12,100,110,56642,,
1706,MS-S-000967,SCREW LOCKING 5.0x65MM SELF TAPPING IRENE #T500950065,90.12,100,110,56642,,
1707,MS-S-000968,SCREW LOCKING 5.0x70MM SELF TAPPING IRENE #T500950070,90.12,100,110,16101,,
1708,MS-S-001118,STAPLER LINER ARTICULATOR 55MMX4.8MM,3279.5,3608,3969,46737,,
1709,MS-S-001127,SUTURE PROLENE 3/0 90CM W/NEEDLE #W8354/VP522X,170.3345,188,207,13909,,
1710,MS-S-001131,SUTURE ETHIBOND 2-0 4 X 90CM ETHICON #W4B37,532.0,586,645,17471,,
1711,MS-S-001140,SCREW HBS MINI 19MM MARTIN #26-320-19,1183.0,1302,1433,58959,,
1712,MS-S-001143,SCREW 8.0MMX25MM MATRYX INTERFERENCE LINVATEC #238025T5,1750.0,1925,2118,45041,,
1713,MS-S-001144,SCREW 9.0MM X 25MM MATRYX INTERFERENCE LINVATEC #239025T5,1750.0,1925,2118,56642,,
1714,MS-S-001332,SCREW SELF DRILLING 3.5X13MM SOFAMOR #8792813,1180.0,1298,1428,56642,,
1715,MS-S-001355,SCREW CANCELLOUS THREADED 6.5X32MM #400032260750,192.5,212,234,56642,,
1716,MS-S-001372,SCREW MATRIX 1.5x6MM SELF TAPPING TITANIUM SYNTHES #04.503.206.01C,655.52,722,795,56642,,
1717,MS-S-001382,SCREW LOCKING 3.5MM 3.5X14 T50093514,290.5,320,352,61573,,
1718,MS-S-001408,SCREW SET CDH LEGACY 5.5MM MEDTRONIC SOFAMOR #7540020,567.0,624,687,56642,,
1719,MS-S-001409,SET SINGLE USE VALVE 10/BOX DRAGER # 8414776,340.83,375,413,46824,,
1720,MS-S-001418,SCREW 8.0MMX20MM MATRYX INTERFERENCE LINVATEC #238020T5,1500.0,1650,1815,61689,,
1721,MS-S-001428,SUTURE PDS II 4/0 90CM # W9109T/ W9109H/COVIDIEN # 623131 / # PDP9109H,123.38,136,150,47554,,
1722,MS-S-001429,SCREW SELF DRILLING 1.5 X 6MM SYNTHES #04.503.226.01C,580.13,639,703,61029,,
1723,MS-S-001438,SUTURE MERSILK 6/0 SPATULATED 8MM,195.405,215,237,34601,,
1724,MS-S-001439,SCREW MATRIX 1.5x4MM SELF TAPPING TITANIUM SYNTHES #04.503.204.01C,655.52,722,795,61837,,
1725,MS-S-001444,SWAB COUNTING BAG PURPLE SURGICAL #PS3050,8.75,10,11,64548,,
1726,MS-S-001451,SUTURE ENDO GIA 60MM ARTICULATING VASCULAR MEDIUM COVIDIEN #EGIA60AVM,1500.0,1650,1815,45025,,
1727,MS-S-001452,SUTURE ENDO GIA 60MM ARTICULATING MEDIUM THICK COVIDIEN #EGIA60AMT,1600.0,1760,1936,35615,,
1728,MS-S-001455,SCREW MANDIBLE 2.0x8MM SELF TAPPING SYNTHES #04.503.408.01C,623.39,686,755,61837,,
1729,MS-S-001532,SUTURE VICRYL UNDYED 3/0 45CM ETHICON#W9511T/D&G#18120J/PETER#9608-41,76.5625,85,94,16584,,
1730,MS-S-001693,SCREW SELF DRILLING 3.5x15MM SOFAMOR #8792815,1180.0,1298,1428,56642,,
1731,MS-S-001736,SCREW CORTICAL S/STEEL SIZE 4.5X20 IRENE#S50004520,31.5,35,39,56642,,
1732,MS-S-001737,SCREW CORTICAL S/STEEL SIZE 4.5X22 IRENE#S50004522,31.5,35,39,56642,,
1733,MS-S-001738,SCREW CORTICAL S/STEEL SIZE 4.5X60 IRENE#S50004560,58.065,64,71,32859,,
1734,MS-S-001743,SCREW CANCELLOUS FULL THREADED S.STEEL 4X16MM IRINE #S52004016,59.5,66,73,56642,,
1735,MS-S-001744,SCREW CANCELLOUS FULL THREADED 4.0X18MM IRENE#S52004018,59.5,66,73,56642,,
1736,MS-S-001745,SCREW CANCELLOUS PARTIALY THREADED 4.0X20MM IRENE#S52034020,39.445,44,49,56642,,
1737,MS-S-001748,SAW WIRE OLIVE  PIN SIZE 1.8X350MM IRENE#E06074,591.43,651,717,41397,,
1738,MS-S-001749,SAW WIRE OLIVE PIN SIZE 200-150MM IRENE#E06075,591.43,651,717,35685,,
1739,MS-S-001750,SAW WIRE OLIVE PIN SIZE 250-150MM IRENE#E06076,591.43,651,717,35685,,
1740,MS-S-001751,SAW WIRE OLIVE PIN SIZE 2.0 X350MM,591.43,651,717,41397,,
1741,MS-S-001752,SAW WIRE OLIVE PIN SIZE 2.0X350MM IRENE#E06078,591.43,651,717,35685,,
1742,MS-S-001753,SAW WIRE OLIVE PIN SIZE 2.0X400MM IRENE#E06079,591.43,651,717,35685,,
1743,MS-S-001761,SUTURE ETHIBOND EXCEL 2-0 GR/WH 10x75CM NEEDLE 1/2C 17MM ETHICON/COVIDIEN #W10B55/88863235-56,630.0,693,763,17471,,
1744,MS-S-001840,SCREW BONE LOCKING 4.8 X 54MM SANATMETAL #SAN-932148054,276.5,305,336,56642,,
1745,MS-S-001865,SCREW CANCELLOUS 6.5X25 # 1172-25-000,300.0,330,363,56642,,
1746,MS-S-001938,"SUTURE PROLENE 6/0, 9.3MM, 60CM BLUE ETHICON #W8712",183.16,202,223,13909,,
1747,MS-S-001978,SCREW MATNEU 1.5x4MM SELF DRILLING SYNTHES #04.503.104.01C,579.6,638,702,63980,,
1748,MS-S-001996,SHEET INTRODUCER COAT RADIFOCUS RADIAL KIT 6FR TERUMO # RM*AF6J10SQW,490.0,539,593,64145,,
1749,MS-S-002004,SCREW SELF DRILLING 1.5x8MM SYNTHES #04.503.228.01C,656.25,722,795,56642,,
1750,MS-S-002005,SCREW MATRIX 1.8x6MM SELF TAPPING TITANIUM SYNTHES #04.503.236.01C,151.0,167,184,61837,,
1751,MS-S-002020,SCREW MANDIBLE 2.0x10MM SELF TAPPING SYNTHES #04.503.410.01C,623.39,686,755,35642,,
1752,MS-S-002021,SOLUTION ALCOHOL HAND DISINFECTANT SPITODERM / DESDER MAN PURE (1000ML/BTL),0.04,1,2,61694,,
1753,MS-S-002033,"SPLINT NEMOA 2"" X 2"" T&L #NFO-2010",105.0,116,128,43565,,
1754,MS-S-002034,"SPLINT NEMOA 4"" X 15"" T&L #NFO-4015",131.25,145,160,16210,42874.0,
1755,MS-S-002035,"SPLINT NEMOA 5"" X 30"" T&L #NFO-5030",236.25,260,286,16210,42874.0,
1756,MS-S-002053,SCREW MANDIBLE 2.0x12MM TITANIUM SYNTHES #04.503.412.01C,623.39,686,755,61837,,
1757,MS-S-002061,STENT SELF EXPANDABLE STENTYS B.BRAUN DES ALL SIZES,10125.0,11138,12252,48160,,
1758,MS-S-002199,SCREW BONE LOCKING 3.8X40MM STAINLESS STEEL #224038040,227.5,251,277,56642,,
1759,MS-S-002229,SUTURE LASSO SD 45CM CURVE ARTHREX #AR-4068-45R,1350.0,1485,1634,13909,,
1760,MS-S-002262,"SUTURE PROLENE 7/0 , 9.3MM ROUND BODY ETHICON#70EP8747",309.58,341,376,13909,,
1761,MS-S-002293,SUCTION YANKAUER W/ ANGLE TIP AND VACUUM CONTROL FLEXICARE#050-35-003,21.0,24,27,13846,,
1762,MS-S-002294,"SUTURE ETHIBOND  0,26MM 90CM ETHICON #W6978",63.0,70,77,13906,,
1763,MS-S-002321,SOLUTION OCTENIDERM HAND DISINFECTANT 1LTR,0.1155,1,2,42841,,
1764,MS-S-002328,STENT GRAFT ENDURANT SYSTEM 16/13/95MM MEDTRONIC#ENLW16113C95E,30000.0,33000,36300,35281,,
1765,MS-S-002345,SCREW SCHANZ 4.0 X 180MM TIPMED #054627,451.5,497,547,56642,,
1766,MS-S-002347,SOCKET THREADED 20MM TIPMED #041979,257.5,284,313,64713,41517.0,
1767,MS-S-002348,SOCKET THREADED 40MM TIPMED #041986,360.5,397,437,64713,41517.0,
1768,MS-S-002352,SUTURE PROLENE BLUE 4/0 X 90CM W/NDL ETHICON #W8340,151.375,167,184,64255,,
1769,MS-S-002353,SUTURE PROLINE 10/0 ETHICON #W1713,500.5,551,607,13909,,
1770,MS-S-002381,SCREW 6.5x40MM SEXTANT SOFAMOR #7576540,3482.5,3831,4215,56642,,
1771,MS-S-002382,SCREW SET SOFAMOR #7570955,1350.0,1485,1634,32859,,
1772,MS-S-002454,SUTURE PDS II VIOLET  0-150CM  LOOP W/N #W9236T/GMM563L,175.0,193,213,44829,,
1773,MS-S-002464,SCREW LOCKING  3.5 X 32MM IRENE #T50093532,217.0,239,263,56642,,
1774,MS-S-002465,SCREW LOCKING  3.5 X 36MM IRENE #T50093536,217.0,239,263,56642,,
1775,MS-S-002466,SCREW LOCKING  3.5 X 38MM IRENE #T50093538,217.0,239,263,56642,,
1776,MS-S-002490,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL SIZE 1 TAPER POINT ETHICON #SXPD2B,154.33,170,187,45401,,
1777,MS-S-002491,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL SIZE 3-0 REVERSE CUTTING ETHICON #,540.155,595,655,45025,,
1778,MS-S-002506,SCREW CANCELLOUS PARTIAL THREAD STEEL 4.0 X 35MM TIPMED  #065197,3.5,4,5,56642,,
1779,MS-S-002507,SCREW CANCELLOUS PARTIAL THREAD STEEL 4.0 X 40MM TIPMED  #065203,73.5,81,90,56642,,
1780,MS-S-002508,SCREW CANCELLOUS PARTIAL THREAD STEEL 4.0 X 45MM TIPMED  #065210,66.5,74,82,56642,,
1781,MS-S-002509,SCREW CANCELLOUS PARTIAL THREAD STEEL 4.0 X 50MM TIPMED  #065227,52.5,58,64,56642,,
1782,MS-S-002560,SCREW OPEN PEDICULAR POLYAXIAL 6.5x40MM MEDTRONIC SOFAMOR #75446540,1837.5,2022,2225,46651,,
1783,MS-S-002575,"STONE EXTRACTOR DORMIA 4 WIRES, 3FR. 90CM DETACHABLE HANDLE PORGES COLOPLAST #EXT424",1900.0,2090,2299,35685,,
1784,MS-S-002586,SUTURE MERSILK 3/0 PRE-CUT  60CM ETHICON #W212,8.0,9,10,34601,,
1785,MS-S-002606,"SUTURE PROLENE 8/0 8.0MM, 54CM EVERPOINT ETHICON #EP8740",661.08,728,801,13909,,
1786,MS-S-002611,SENSOR CABLE F/MR850 FISHER & PAYKEL #900MR869,1230.0,1353,1489,46822,,
1787,MS-S-002613,SCREW CDH REDUCTION 6.5 X 45MM SOFAMOR #75496545,2450.0,2695,2965,44896,,
1788,MS-S-002614,SCREW SET REDUCTION SOFAMOR #7540220,1500.0,1650,1815,61689,,
1789,MS-S-002615,SCREW LOCKING CANNULATED S/S 7.3X90MM SYNTHES #02.207.090,1107.0,1218,1340,56642,,
1790,MS-S-002618,SCREW LOCKING 3.5X34MM IRINE #T50093534,319.305,352,388,56642,,
1791,MS-S-002700,STENT URETERAL SET SILICONE DOUBLE PIGTAIL 6FR X 28CM GEOTEK #SDJ628-BEO,810.0,891,981,58005,,
1792,MS-S-002706,SCREW LOCKING 3.5x16MM SELF TAPPING SYNTHES #213.016,462.0,509,560,56642,,
1793,MS-S-002707,SCREW F/BONE LOCKING 3.5x14MM SELF TAPPING SYNTHES #213.014,521.5,574,632,56642,,
1794,MS-S-002768,SCREW DHS 80MM IRENE #S67011280,262.5,289,318,56642,,
1795,MS-S-002769,SCREW DHS 85MM IRENE #S67011285,187.5,207,228,34003,,
1796,MS-S-002770,SCREW DHS 90MM IRENE #S67011290,262.5,289,318,56642,,
1797,MS-S-002771,SCREW DHS 95MM IRENE #S67011295,261.275,288,317,56642,,
1798,MS-S-002776,SCREW F/BONE LOCKING 3.5x26MM SELF TAPPING SYNTHES #213.026,519.75,572,630,56642,,
1799,MS-S-002777,SCREW F/BONE LOCKING 3.5x28MM SELF TAPPING SYNTHES #213.028,693.0,763,840,56642,,
1800,MS-S-002780,SCREW LOCKING SELF TAPING 3.5X45MM # 213.045,693.0,763,840,35642,,
1801,MS-S-002786,SCREW F/BONE LOCKING 3.5x32MM SELF TAPPING SYNTHES #213.032,693.0,763,840,61324,,
1802,MS-S-002808,SCREW 1.8 X 5MM SELF TAPPING SYNTHES #04.503.235.01C / 04.503.115.01C,595.0,655,721,56642,,
1803,MS-S-002833,SCREW F/BONE LOCKING 3.5x48MM SELF TAPPING SYNTHES #213.048,693.0,763,840,56642,,
1804,MS-S-002909,SCREW F/BONE LOCKING 3.5x18MM SELF TAPPING SYNTHES #213.018,519.75,572,630,56642,,
1805,MS-S-002910,SCREW F/BONE LOCKING 3.5x20MM SELF TAPPING SYNTHES #213.020,519.75,572,630,56642,,
1806,MS-S-002946,SCREW CORTICAL 4.5 x 58MM HIPOKRAT# 400032220580,58.065,64,71,56642,,
1807,MS-S-002953,SCREW CORTEX 1.5X6MM TITA. #400.706 SYNTHES#,495.6,546,601,56642,,
1808,MS-S-003083,SCREW LEGACY 6.5 X 40MM MAS TI MEDTRONIC # 75446540),2100.0,2310,2541,56642,,
1809,MS-S-003084,SCREW LOCKING 3.5MM 3.5X16 T50039516#,322.0,355,391,16101,,
1810,MS-S-003106,SCREW CORTEX TAP 4.5MM SYNTHES #311.470#,1008.0,1109,1220,56642,,
1811,MS-S-003173,SCREW BONE LOCKING 3.8X30MM STAINLESS STEEL #224038030,227.5,251,277,56642,,
1812,MS-S-003197,SCREW F/BONE LOCKING 3.8x52MM #ORT-SAN-224038052,203.0,224,247,56642,,
1813,MS-S-003286,STAPLER ENDOGIA 2.5MM X 45MM MULTIFIRE COVIDIEN #030454,1771.0,1949,2144,35884,,
1814,MS-S-003330,"SUTURE ETHIBOND 2-0, 17MM X 90CM WHITE ETHICON # W6917",68.565,76,84,17471,,
1815,MS-S-003378,SCREW 8X23MM BIOCOMPOSITE INTERFERENCE #AR-1380C,1500.0,1650,1815,58776,,
1816,MS-S-003379,SCREW FULL THREAD 9X28MM BIO-INTERFERENCE # AR-1390TB,1500.0,1650,1815,56642,,
1817,MS-S-003408,SCREW LOCKING LCP 3.5 X 35MM S.TAPPING SYNTHES # 213.035,693.0,763,840,56642,,
1818,MS-S-003410,STAPLER CIRCULAR  31MM  DISPOSABLE COVIDIEN #EEA31,5250.0,5775,6353,35884,,
1819,MS-S-003467,SHEAR DISSECTING STRAIGHT LOTUS #DS4-400CD,2857.75,3144,3459,44755,,
1820,MS-S-003470,SUTURE VICRYL COATED 8-0 X 30CM WITH NEEDLE ETHICON #W9560,285.53,315,347,44829,,
1821,MS-S-003493,"STAPLER EEA 28MM, COVIDIEN#EEA28",5337.5,5872,6460,35884,,
1822,MS-S-003512,SUTURE PROGLIDE PREICLOSE DEVISE,2397.5,2638,2902,13895,,
1823,MS-S-003536,SCREW 5.5x40MM SEXTANT SOFAMOR #7575540,3482.5,3831,4215,56642,,
1824,MS-S-003545,SCREW SET EXT HEX G4 SOFAMOR DANEK # 7220850,1110.0,1221,1344,61325,,
1825,MS-S-003613,STONE CATCHER SET  (LITHOCLAST) E.M.S. #DT-059,1104.0,1215,1337,47012,,
1826,MS-S-003631,SUTURE STRATAFIX SPIRAL PDO PGA PCL 4/0 ETHICON # SXMD2B413,521.15,574,632,16584,,
1827,MS-S-003647,SCREW F/BONE LOCKING 3.5x36MM SELF TAPPING SYNTHES #213.036,45.5,51,57,56642,,
1828,MS-S-003696,STENT BALLOON EXPANDABLE DYNAMIC RENAL BIOTRONIC ALL SIZES,5075.0,5583,6142,62965,,
1829,MS-S-003710,SCREW BONE LOCKING 3.8X42MM SANATMETAL # 932138042,273.0,301,332,56642,,
1830,MS-S-003711,SCREW BONE LOCKING 3.8X44MM SANATMETAL # 932138044,182.0,201,222,56642,,
1831,MS-S-003713,SCREW VERTEX 3.5X12MM MEDTRONIC #6958712,2572.5,2830,3113,32859,56642.0,
1832,MS-S-003731,SENSOR MICRO BASIC KIT F/ICP EXPRESS CODMAN #826631,5776.75,6355,6991,19032,,
1833,MS-S-003736,SCREW LOCKING STARDRIVER 5.0X46MM MEDULLAR #04.005.536,651.0,717,789,56642,,
1834,MS-S-003742,SCREW CERVICAL MULTI AXIAL VERTEX MAS 3.5MMX14MM SOFAMOR DENEK #6958714,2572.5,2830,3113,46651,,
1835,MS-S-003743,SCREW SET CERVICAL VERTEX M6 SOFAMOR DENAK #6950315,1254.0,1380,1518,46651,,
1836,MS-S-003758,STEM FEMORAL CORAIL 2 STAND CMENTLES SIZE 12 J&J# 3L92512,6650.0,7315,8047,58481,,
1837,MS-S-003775,SHEARS DISSECTING STRAIGHT HANDPIECE OPEN 200 LOTUS #DS4-200SD,2857.75,3144,3459,16341,,
1838,MS-S-003796,SCREW CANCELLOUS BONE 4.0x60MM TIPMED #ORT-TIP-064510/406.060,45.5,51,57,56642,,
1839,MS-S-003820,STENT ALEX B.D.P DRUG ELUTING ALL SIZES,5025.0,5528,6081,52740,,
1840,MS-S-003822,STENT BIOSS LIM BIFURCATION  DRUG ELUTING ALL SIZES,11774.63,12953,14249,56284,,
1841,MS-S-003831,SUTURE ENDO GIA 60MM ARTICULATING EXTRA THICK COVIDIEN #EGIA60AXT,1700.0,1870,2057,45025,,
1842,MS-S-003859,SCREW CORTICAL 3.5X60MM SMALL HEAD #SK3526-60-2/TIPMED# 75516,58.065,64,71,56642,,
1843,MS-S-003909,SCREW MATNEU 1.5x5MM SELF DRILLING SYNTHES #04.503.105.01C,579.6,638,702,63980,,
1844,MS-S-003914,SUTURE ENDO GIA ULTRA 12MM XL UNIVERSAL STAPLER COVIDIEN #EGIAUXL,1100.0,1210,1331,45025,,
1845,MS-S-003915,"SURGICAL HAEMOSTAT 4""X4"" ETHICON #2083",1234.0,1358,1494,58059,,
1846,MS-S-003918,SCREW CORTEX 3.5x24MM SELF TAPPING SYNTHES #204.824,238.0,262,289,56642,,
1847,MS-S-003919,SCREW CORTEX 3.5x26MM SELF TAPPING SYNTHES #204.826,266.0,293,323,56642,,
1848,MS-S-003923,SPONGE SOAPY LUMERO SPONGITA HYPOALLERGENIC BUILT SHEET  F/PATIENT HYGIENE,5.78,7,8,47305,,
1849,MS-S-003930,SCREW CORTEX STARDRIVE 2.4MM SELFTAP L14 #201.764,612.0,674,742,56642,,
1850,MS-S-003932,SCREW LOCKING VA STARDRIVE 2.4x20MM SELF TAPPING SYNTHES #02.210.120,787.5,867,954,56642,,
1851,MS-S-003934,SCREW SET MAS CONNECTOR MEDTRONIC #7753500,1890.0,2079,2287,56642,,
1852,MS-S-003986,SHEATH INTRODUCER PEEL AWAY LI- 10 FR BIOTRONICK #370704,525.0,578,636,61594,63723.0,
1853,MS-S-003987,SCREW BONE LOCKING 4.8X95MM #ORT-SAN-932148095,175.0,193,213,56642,,
1854,MS-S-003997,SPLINT DYNACAST PRELUDE SYNTHETIC 12.5CM X 4.6M SMITH & NEPHEW #WS-1054,0.2,1,2,16210,,
1855,MS-S-003998,SPLINT DYNACAST PRELUDE SYNTHETIC 7.5CM X 4.6M SMITH & NEPHEW #WS-1052,0.14,1,2,16210,42874.0,
1856,MS-S-003999,SUTURE PROLENE 6-0 (13MM) 75CM ETHICON #EP8706H,19.0,21,24,64255,,
1857,MS-S-004044,SUTURE QUATRO X ANCHOR 5.5MM PRELOADED IMPLANT 2#2 FORCE FIBER SUTURE # CM-9255 / OR EQUIVALENT  SMITH & NEPHEW #72290001,1800.0,1980,2178,45062,,
1858,MS-S-004099,SUTURE ANCHOR 5.0 S&N # 72200755 / ARTHREX. # AR-1920BNF,1950.0,2145,2360,45062,,
1859,MS-S-004247,STICK FIBER ARTHREX #AR-7209,637.0,701,772,62184,,
1860,MS-S-004250,SENSOR PROBE REUSABLE LNCS F/ PULSE OXIMETER MASIMO#1863,2000.0,2200,2420,31658,,
1861,MS-S-004286,SCREW CDH LEGACY 6.5x45MM MAS TITANIUM SOFAMAR #75446545,1837.5,2022,2225,56642,,
1862,MS-S-004327,SUTURE STRATAFIX  SIZE 1 X  45 CM  PDS # SXPPA404,638.4595,703,774,44829,,
1863,MS-S-004329,SCREW CORTICAL 2.7x30 IRENE # T50012730 / T50022730,108.5,120,132,56642,,
1864,MS-S-004347,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL ETHICON #SXPP1A405,556.78,613,675,64234,,
1865,MS-S-004381,SCRAPER DIAMOND DUSTED 23 GA/0 6MM EYE TECHNOLOGY #20.0206,885.0,974,1072,63815,,
1866,MS-S-004399,STYLETS  F/ PACEMAKER LEADS BIOTRONIK#130091,525.0,578,636,46717,,
1867,MS-S-004407,SCREW MULTI AXIAL 8.5 X 90MM SOFAMOR #70468590,4515.0,4967,5464,46651,,
1868,MS-S-004418,SCREW MATNEU DIA 1.5 SELF DRILL SYNTHES #04.503.103.01C,595.0,655,721,61837,,
1869,MS-S-004437,SCREW CORTEX 3.5x32MM SELF TAPPING SYNTHES #204.832,367.5,405,446,56642,,
1870,MS-S-004441,SAFETY PEN NEEDLE 0.30MM (30G) X 5MM W/ DUAL AUTOMATIC SHIELDS BD #035-329535,4.55,6,7,44127,,
1871,MS-S-004445,SCREW CORTEX 3.5x42MM SELF TAPPING SYNTHES #204.842,367.5,405,446,56642,,
1872,MS-S-004452,SHAVER BLADE EXCALIBUR 5.0x13MM ARTHREX #AR-8500EX,1070.0,1177,1295,41499,,
1873,MS-S-004455,SCREW INTERFERANCE BIOCOMPOSITE 7X23MM #AR-1370C,1500.0,1650,1815,58776,,
1874,MS-S-004456,SCREW INTERFERANCE BIOCOMPOSITE 9X23MM #AR-1390C,2079.0,2287,2516,58776,,
1875,MS-S-004457,SCREW INTERFERANCE BIOCOMPOSITE 10X23MM #AR-1400C,1188.0,1307,1438,58776,,
1876,MS-S-004458,SCREW INTERFERANCE BIOCOMPOSITE 8X28MM FULL THREAD #AR-1380TC,1500.0,1650,1815,45039,,
1877,MS-S-004459,SCREW INTERFERANCE BIOCOMPOSITE 9X28MM FULL THREAD #AR-1390TC,1500.0,1650,1815,45039,,
1878,MS-S-004460,SCREW INTERFERANCE BIOCOMPOSITE 10X28MM.FULL THREAD #AR-1400TC,1500.0,1650,1815,56642,,
1879,MS-S-004490,STENT COBRA  ALL SIZE CELONOVA #1700125012,4987.5,5487,6036,53616,,
1880,MS-S-004494,SUTURE PROLENE BLUE 3/0 45CM ETHICON #W8021T,73.2095,81,90,13909,,
1881,MS-S-004495,SUTURE VICRYL VIOLET SIZE 2  90CM  ETHICON #W9452,83.706,93,103,44829,,
1882,MS-S-004510,SUTURE MERSILK 1 60MM X 75CM #W562H,68.075,75,83,34601,,
1883,MS-S-004511,SUTURE MERSILK 2/0 26MM X 45CM #W2512T/SS5685G,50.75,56,62,34601,,
1884,MS-S-004512,SUTURE PDS 5/0 13MM X 70CM #W9201H/8886612221,171.57,189,208,44829,,
1885,MS-S-004513,SUTURE PDS 6/0 11MM X 45CM #W9093H/8886611511,190.75,210,231,44829,,
1886,MS-S-004514,SCREW CANNULATED 7.3 X 105MM #S56037305,261.275,288,317,61688,,
