SERVICE CODE,CATEGORY,SERVICE DESCRIPTION,SGH DMM Price,type,Department,Unified code ,Service Description2,LOS,Type3,NPHIES Code (Hyphenated )2
8012001,OPHTHALMOLOGY ,BOTULIUM TOXIN INJECTION,6247.8,pk,Ophthalmology,FMOPT-4061,Botulium Toxin Injection,1,PKG,92163-00-00
8012001,OPHTHALMOLOGY ,COMPLEX LID RECONSTRUCTION,8448.0,pk,Ophthalmology,FMOPT-4032,Complex Lid Reconstruction,1,PKG,90095-00-01
8012001,OPHTHALMOLOGY ,ELECTROLYSIS FOR EYE LASHES IN O.R.,1140.0,pk,Ophthalmology,FMOPT-4029,Electrolysis For Eye Lashes In O.R.,DAY CASE,PKG,42587-04-01
8012001,OPHTHALMOLOGY ,EXCI. OF LID TUM=REC. US FLAO,12144.0,pk,Ophthalmology,FMOPT-4037,Exci. Of Lid Tum=Rec. Us Flao,1,PKG,31230-00-01
8012001,OPHTHALMOLOGY ,EXCI. OF LID TUMOUR WITH COM. RE,7743.0,pk,Ophthalmology,FMOPT-4036,Exci. Of Lid Tumour With Com. Re,1,PKG,31230-00-01
8012001,OPHTHALMOLOGY ,EXCI. OF MULTI CHALAZ. IN OR,2538.0,pk,Ophthalmology,FMOPT-4035,Exci. Of Multi Chalaz. In Or,DAY CASE,PKG,42575-00-01
8012001,OPHTHALMOLOGY ,EXCI.MULTIPLE SMALL LID GROW,2425.2,pk,Ophthalmology,FMOPT-4034,Exci.Multiple Small Lid Grow,DAY CASE,PKG,90084-00-01
8012001,OPHTHALMOLOGY ,EXCISION OF CHALAZION UNDER G.A.,1729.8,pk,Ophthalmology,FMOPT-4020,Excision Of Chalazion Under G.A.,DAY CASE,PKG,30052-01-01
8012001,OPHTHALMOLOGY ,EXCISION OF LID TUMOUR+HISTOPATHOLOGY ANALYSIS,5400.0,pk,Ophthalmology,FMOPT-4021,Excision Of Lid Tumour+Histopathology Analysis,1,PKG,31230-00-01
8012001,OPHTHALMOLOGY ,EXCISION OF SMALL LID GROWTH IN O.R. ,2425.2,pk,Ophthalmology,FMOPT-4019,Excision Of Small Lid Growth In O.R.,DAY CASE,PKG,90086-00-01
8012001,OPHTHALMOLOGY ,EYE PLASTIC SURGERY,11457.6,pk,Ophthalmology,FMOPT-4028,Eye Plastic Surgery,1,PKG,45617-00-01
8012001,OPHTHALMOLOGY ,GOLD WEIGHT LID IMPLANTATION,10296.0,pk,Ophthalmology,FMOPT-4062,Gold Weight Lid Implantation,1,PKG,42869-00-01
8012001,OPHTHALMOLOGY ,LID RECONSTRUCTION USING FLAPES OR GRAFT,12144.0,pk,Ophthalmology,FMOPT-4033,Lid Reconstruction Using Flapes Or Graft,1,PKG,90095-00-01
8012001,OPHTHALMOLOGY ,PTOSIS REPAIR (ONE EYE),7743.0,pk,Ophthalmology,FMOPT-4023,Ptosis Repair (One Eye),1,PKG,45623-05-01
8012001,OPHTHALMOLOGY ,RECONSTRUCTION OF LID LACERATION,5400.0,pk,Ophthalmology,FMOPT-4018,Reconstruction Of Lid Laceration,1,PKG,90060-00-01
8012001,OPHTHALMOLOGY ,REPAIR OF ENTROPION OR ECTROPION (BOTH EYES),7743.0,pk,Ophthalmology,FMOPT-4025,Repair Of Entropion Or Ectropion (Both Eyes),1,PKG,45626-00-01
8012001,OPHTHALMOLOGY ,REPAIR OF ENTROPION OR ECTROPION (ONE EYE),5400.0,pk,Ophthalmology,FMOPT-4024,Repair Of Entropion Or Ectropion (One Eye),1,PKG,45626-00-02
8012001,OPHTHALMOLOGY ,REPAIR OF SIMPLE LID+EXPLORA,4806.0,pk,Ophthalmology,FMOPT-4030,Repair Of Simple Lid+Explora,DAY CASE,PKG,30052-01-02
8012001,OPHTHALMOLOGY ,REPAIR OF SMALL WOUND OF LID,1500.0,pk,Ophthalmology,FMOPT-4017,Repair Of Small Wound Of Lid,DAY CASE,PKG,30052-01-01
8012001,OPHTHALMOLOGY ,SIMPLE LID RECONSTRUCTION,4482.0,pk,Ophthalmology,FMOPT-4031,Simple Lid Reconstruction,1,PKG,45206-00-01
8012001,OPHTHALMOLOGY ,TARSORRHAPHY (ONE EYE),7187.5,pk,Ophthalmology,FMOPT-4022,Tarsorrhaphy (One Eye),1,PKG,42584-00-01
8012001,OPHTHALMOLOGY ,TRICHIASIS REPAIR (BOTH EYES),6247.8,pk,Ophthalmology,FMOPT-4027,Trichiasis Repair (Both Eyes),DAY CASE,PKG,42587-03-01
8012001,OPHTHALMOLOGY ,TRICHIASIS REPAIR (ONE EYE),4158.0,pk,Ophthalmology,FMOPT-4026,Trichiasis Repair (One Eye),DAY CASE,PKG,42587-03-01
8012001,OPHTHALMOLOGY ,UNIL. LEVATOR MUS. RECESSION,10401.6,pk,Ophthalmology,FMOPT-4041,Unil. Levator Mus. Recession,1,PKG,45623-02-01
8012001,OPHTHALMOLOGY ,UNILAT. PTOSIS REPAIR+FRESH,13200.0,pk,Ophthalmology,FMOPT-4039,Unilat. Ptosis Repair+Fresh,1,PKG,45623-05-01
8012001,OPHTHALMOLOGY ,UNILATERAL BLEPHAROPLASTY LOWER LID,8976.0,pk,Ophthalmology,FMOPT-4057,Unilateral Blepharoplasty Lower Lid,1,PKG,45625-00-01
8012001,OPHTHALMOLOGY ,UNILATERAL BLEPHAROPLASTY UPPER LID,9504.0,pk,Ophthalmology,FMOPT-4055,Unilateral Blepharoplasty Upper Lid,2,PKG,45625-00-01
8012001,OPHTHALMOLOGY ,UNILATERAL EYE BROW PLASTY,9240.0,pk,Ophthalmology,FMOPT-4059,Unilateral Eye Brow Plasty,1,PKG,45587-01-00
8012001,OPHTHALMOLOGY ,UNILATERAL FULL  MYECTOMY LOWER LID,23970.0,pk,Ophthalmology,FMOPT-4053,Unilateral Full Myectomy Lower Lid,1,PKG,90090-00-01
8012001,OPHTHALMOLOGY ,UNILATERAL FULL  MYECTOMY UPPER LID,16182.0,pk,Ophthalmology,FMOPT-4051,Unilateral Full Myectomy Upper Lid,1,PKG,90090-00-01
8012001,OPHTHALMOLOGY ,UNILATERAL LIMITED MYECTOMY UPPER LID,10032.0,pk,Ophthalmology,FMOPT-4049,Unilateral Limited Myectomy Upper Lid,1,PKG,90090-00-01
8012001,OPHTHALMOLOGY ,UNILATERAL REPAIR ENTR. ECTROPIN,7743.0,pk,Ophthalmology,FMOPT-4047,Unilateral Repair Entr. Ectropin,1,PKG,45626-00-01
8012001,OPHTHALMOLOGY ,UNILATERAL TARSAL STRIP,6247.8,pk,Ophthalmology,FMOPT-4043,Unilateral Tarsal Strip,1,PKG,45614-01-01
8012001,OPHTHALMOLOGY ,UNILATERAL TARSAL STRIP WITH GRAFT,7743.0,pk,Ophthalmology,FMOPT-4045,Unilateral Tarsal Strip With Graft,1,PKG,42551-00-00
8013001,OPHTHALMOLOGY ,BALLOON DACRYOPLASTY ,8383.8,pk,Ophthalmology,FMOPT-4080,Balloon Dacryoplasty,1,PKG,42593-01-01
8013002,OPHTHALMOLOGY ,BILATERAL MEDIAL SPINDLE SURGERY,6675.0,pk,Ophthalmology,FMOPT-4076,Bilateral Medial Spindle Surgery,1,PKG,45626-00-02
8013003,OPHTHALMOLOGY ,BILATERAL PROBING & SYRINGING+INTUBATION  ,8383.8,pk,Ophthalmology,FMOPT-4074,Bilateral Probing & Syringing+Intubation,1,PKG,42615-01-00
8013004,OPHTHALMOLOGY ,BILATERAL PUNCTAL OCCLUSION,6247.8,pk,Ophthalmology,FMOPT-4083,Bilateral Punctal Occlusion,DAY CASE,PKG,42620-00-02
8013005,OPHTHALMOLOGY ,BIOPSY OF LACRIMAL GLAND TUMOR+HISTOPATH. ANALYSIS,6247.8,pk,Ophthalmology,FMOPT-4070,Biopsy Of Lacrimal Gland Tumor+Histopath. Analysis,1,PKG,30075-35-01
8013006,OPHTHALMOLOGY ,COLLAGEN PLUG,1670.4,pk,Ophthalmology,FMOPT-4081,Collagen Plug,DAY CASE,PKG,42620-00-01
8013008,OPHTHALMOLOGY ,DACRYOCYSTECTOMY,5238.0,pk,Ophthalmology,FMOPT-4068,Dacryocystectomy,1,PKG,42596-01-01
8013009,OPHTHALMOLOGY ,DCR+CANALICULAR RECONSTRUCTION,12408.0,pk,Ophthalmology,FMOPT-4078,Dcr+Canalicular Reconstruction,1,PKG,42623-00-01
8013010,OPHTHALMOLOGY ,DCR+LESTER JONES TUBE,14459.4,pk,Ophthalmology,FMOPT-4077,Dcr+Lester Jones Tube,1,PKG,42623-00-01
8013011,OPHTHALMOLOGY ,EXCISION OF LACRIMAL GLAND,9345.6,pk,Ophthalmology,FMOPT-4071,Excision Of Lacrimal Gland,1,PKG,42593-00-01
8013012,OPHTHALMOLOGY ,PROBING & SYRINGING UNDER G.A. (BOTH EYES),4212.0,pk,Ophthalmology,FMOPT-4064,Probing & Syringing Under G.A. (Both Eyes),DAY CASE,PKG,42615-01-00
8013013,OPHTHALMOLOGY ,PROBING & SYRINGING UNDER G.A. (ONE EYE),2538.0,pk,Ophthalmology,FMOPT-4063,Probing & Syringing Under G.A. (One Eye),DAY CASE,PKG,42614-01-00
8013014,OPHTHALMOLOGY ,RECONSTRUCTION OF LACRIMAL DUCTS+LAST. TUBE,8277.0,pk,Ophthalmology,FMOPT-4067,Reconstruction Of Lacrimal Ducts+Last. Tube,1,PKG,90088-00-01
8013015,OPHTHALMOLOGY ,SILICONE INTUBATION ONE EYE,5238.0,pk,Ophthalmology,FMOPT-4072,Silicone Intubation One Eye,1,PKG,42608-00-01
8013016,OPHTHALMOLOGY ,TEMPRORY ARTERY BIOPSY+HISTO.,5238.0,pk,Ophthalmology,FMOPT-4079,Temprory Artery Biopsy+Histo.,DAY CASE,PKG,34109-00-00
8013017,OPHTHALMOLOGY ,THREE SNIP OPERATION (BOTH EYES),6210.0,pk,Ophthalmology,FMOPT-4066,Three Snip Operation (Both Eyes),1,PKG,90092-00-02
8013018,OPHTHALMOLOGY ,THREE SNIP OPERATION (ONE EYE),4212.0,pk,Ophthalmology,FMOPT-4065,Three Snip Operation (One Eye),DAY CASE,PKG,90092-00-01
8013019,OPHTHALMOLOGY ,UNILATERAL MEDIA SPINDLE SURGERY,5238.0,pk,Ophthalmology,FMOPT-4075,Unilateral Media Spindle Surgery,1,PKG,45626-00-01
8013020,OPHTHALMOLOGY ,UNILATERAL PROBING & SYRINGING+INTUBATION ,5238.0,pk,Ophthalmology,FMOPT-4073,Unilateral Probing & Syringing+Intubation,1,PKG,42614-01-00
8013021,OPHTHALMOLOGY ,UNILATERAL PUNCTAL OCCLUSION ,4050.0,pk,Ophthalmology,FMOPT-4082,Unilateral Punctal Occlusion,DAY CASE,PKG,90067-00-01
8014001,OPHTHALMOLOGY ,AMNIOTIC MEMBRANE GRAFT ,13200.0,pk,Ophthalmology,FMOPT-4197,Amniotic Membrane Graft,1,PKG,42641-00-01
8014002,OPHTHALMOLOGY ,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (INSIDE HOSPITAL),2538.0,pk,Ophthalmology,FMOPT-4200,Anterior Chamber Reformation Post Operative (Inside Hospital),DAY CASE,PKG,42743-00-01
8014003,OPHTHALMOLOGY ,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (OUTSIDE HOSPITAL),5238.0,pk,Ophthalmology,FMOPT-4201,Anterior Chamber Reformation Post Operative (Outside Hospital),DAY CASE,PKG,42743-00-01
8014004,OPHTHALMOLOGY ,ANTERIOR CHAMBER WASH  ,8010.0,pk,Ophthalmology,FMOPT-4177,Anterior Chamber Wash,1,PKG,42743-00-01
8014005,OPHTHALMOLOGY ,ANTERIOR STROMAL PUNCTURE,2199.6,pk,Ophthalmology,FMOPT-4102,Anterior Stromal Puncture,DAY CASE,PKG,42692-01-01
8014007,OPHTHALMOLOGY ,BILATERAL PUNCTAL OCCLUSION ,5670.0,pk,Ophthalmology,FMOPT-4083,Bilateral Punctal Occlusion,DAY CASE,PKG,42620-00-02
8014008,OPHTHALMOLOGY ,BIOPSY OF CONJ. TUMOUR+HISTOPATHOLOGY ANALYSIS ,6247.8,pk,Ophthalmology,FMOPT-4085,Biopsy Of Conj. Tumour+Histopathology Analysis,DAY CASE,PKG,42676-00-01
8014009,OPHTHALMOLOGY ,CH- DRANIAGE ( OUTSIDE HOSPITAL),5238.0,pk,Ophthalmology,FMOPT-4194,Ch- Draniage ( Outside Hospital),DAY CASE,PKG,42569-00-01
8014010,OPHTHALMOLOGY ,CH-DRAINAGE ( INSIDE  HOSPITA ),1841.4,pk,Ophthalmology,FMOPT-4193,Ch-Drainage ( Inside Hospita ),DAY CASE,PKG,42569-00-01
8014011,OPHTHALMOLOGY ,COLLAGEN PLUG ,1500.0,pk,Ophthalmology,FMOPT-4081,Collagen Plug,DAY CASE,PKG,42620-00-01
8014012,OPHTHALMOLOGY ,CONJUNCTIVAL REVISION ,5238.0,pk,Ophthalmology,FMOPT-4181,Conjunctival Revision,DAY CASE,PKG,90093-00-01
8014013,OPHTHALMOLOGY ,CONJUNCTIVAL REVISION (INSIDE  HOSPITAL) ,2763.6,pk,Ophthalmology,FMOPT-4182,Conjunctival Revision (Inside Hospital),DAY CASE,PKG,90093-00-01
8014014,OPHTHALMOLOGY ,CORNEA ,8010.0,pk,Ophthalmology,FMOPT-4178,Cornea,1,PKG,90066-00-01
8014015,OPHTHALMOLOGY ,CORNEAL TRANSPLANT (KERATOPLASTY (PKP)),25300.0,pk,Ophthalmology,FMOPT-4091,Corneal Transplant (Keratoplasty (Pkp)),2,PKG,90067-00-01
8014016,OPHTHALMOLOGY ,CORNEAL WOUND SUTURING,7209.0,pk,Ophthalmology,FMOPT-4099,Corneal Wound Suturing,1,PKG,90176-00-00
8014017,OPHTHALMOLOGY ,CORNIAL RING,8010.0,pk,Ophthalmology,FMOPT-4180,Cornial Ring,1,PKG,90067-00-01
8014018,OPHTHALMOLOGY ,EXCISION OF CONJ. TUMOUR+HISTOPATHOLOGY ANALYSIS ,7743.0,pk,Ophthalmology,FMOPT-4086,Excision Of Conj. Tumour+Histopathology Analysis,1,PKG,42683-00-01
8014019,OPHTHALMOLOGY ,EXCISION OF CORNEAL TUMOUR+HISTOPATH. ANALYSIS,8712.0,pk,Ophthalmology,FMOPT-4092,Excision Of Corneal Tumour+Histopath. Analysis,1,PKG,42573-00-01
8014020,OPHTHALMOLOGY ,GRAFT REPLACMENT (INHOSPITAL),8010.0,pk,Ophthalmology,FMOPT-4195,Graft Replacment (Inhospital),1,PKG,42653-00-01
8014021,OPHTHALMOLOGY ,IOL REPOSITIONING ( INSIDE HOSPITAL),2538.0,pk,Ophthalmology,FMOPT-4185,Iol Repositioning ( Inside Hospital),DAY CASE,PKG,42704-01-01
8014022,OPHTHALMOLOGY ,IOL REPOSITIONING ( OUTSIDE HOSPITAL ),6675.0,pk,Ophthalmology,FMOPT-4186,Iol Repositioning ( Outside Hospital ),DAY CASE,PKG,42704-01-01
8014023,OPHTHALMOLOGY ,KERAOPLASTY+CATARACT+EXT. IOL,24150.0,pk,Ophthalmology,FMOPT-4096,Keraoplasty+Cataract+Ext. Iol,1,PKG,90064-00-01
8014024,OPHTHALMOLOGY ,KERAOPLASTY+SECONDARY IOL,20400.0,pk,Ophthalmology,FMOPT-4097,Keraoplasty+Secondary Iol,1,PKG,90064-00-01
8014025,OPHTHALMOLOGY ,KERATOPROSTHESIS,23460.0,pk,Ophthalmology,FMOPT-4101,Keratoprosthesis,2,PKG,90120-00-01
8014026,OPHTHALMOLOGY ,LAMELLAR KERATOPLASTY+SCLEROPLASTY,20064.0,pk,Ophthalmology,FMOPT-4095,Lamellar Keratoplasty+Scleroplasty,1,PKG,90064-00-01
8014027,OPHTHALMOLOGY ,LENS INTRAOCULAR LENS,900.0,pk,Ophthalmology,FMOPT-4179,Lens Intraocular Lens,DAY CASE,PKG,42701-00-01
8014028,OPHTHALMOLOGY ,PHOTOTHERAPETUCI KERATECTOMY (P.T.K.) ONE EYE,9345.6,pk,Ophthalmology,FMOPT-4100,Phototherapetuci Keratectomy (P.T.K.) One Eye,1,PKG,90063-00-01
8014029,OPHTHALMOLOGY ,PTERYGIUM EXCISION,4266.0,pk,Ophthalmology,FMOPT-4088,Pterygium Excision,DAY CASE,PKG,42686-00-01
8014030,OPHTHALMOLOGY ,PTERYGIUM EXCISION+CONJ. GRAFT,6942.0,pk,Ophthalmology,FMOPT-4089,Pterygium Excision+Conj. Graft,1,PKG,42686-00-01
8014031,OPHTHALMOLOGY ,PTERYGIUM EXCISION+LAMELLAR KERATOPLASTY,9715.2,pk,Ophthalmology,FMOPT-4090,Pterygium Excision+Lamellar Keratoplasty,1,PKG,42686-00-01
8014032,OPHTHALMOLOGY ,REMOVAL OF DEEP CORNEAL F.B.,6675.0,pk,Ophthalmology,FMOPT-4093,Removal Of Deep Corneal F.B.,DAY CASE,PKG,42644-04-01
8014034,OPHTHALMOLOGY ,REMOVAL OF P.K.P. SUTURES (OPERATION OUTSIDE HOSPITAL),1380.0,pk,Ophthalmology,FMOPT-4098,Removal Of P.K.P. Sutures (Operation Outside Hospital),DAY CASE,PKG,42668-00-01
8014035,OPHTHALMOLOGY ,REPAIR OF CONJUNCTIVA LACERATION,2199.6,pk,Ophthalmology,FMOPT-4084,Repair Of Conjunctiva Laceration,DAY CASE,PKG,42632-02-01
8014036,OPHTHALMOLOGY ,TATTOING,6354.6,pk,Ophthalmology,FMOPT-4094,Tattoing,DAY CASE,PKG,90662-00-00
8015002,OPHTHALMOLOGY ,ANTERIOR CHAMBER – PHAKIK IOL,13569.6,pk,Ophthalmology,FMOPT-4109,Anterior Chamber – Phakik Iol,DAY CASE,PKG,42743-00-01
8015003,OPHTHALMOLOGY ,ARTISAN PHAKIC LENS,7476.0,pk,Ophthalmology,FMOPT-4122,Artisan Phakic Lens,1,PKG,42701-00-01
8015004,OPHTHALMOLOGY ,CORNEAL RING REMOVAL (DONE OUTSIDE),2760.0,pk,Ophthalmology,FMOPT-4119,Corneal Ring Removal (Done Outside),DAY CASE,PKG,42644-04-01
8015011,OPHTHALMOLOGY ,EXTRACAPSULAR C. LENS+IOL HYPE,11088.0,pk,Ophthalmology,FMOPT-4113,Extracapsular C. Lens+Iol Hype,1,PKG,42698-08-01
8015012,OPHTHALMOLOGY ,EXTRACAPSULAR CL. LENS+IOL H.M.,11088.0,pk,Ophthalmology,FMOPT-4112,Extracapsular Cl. Lens+Iol H.M.,1,PKG,42698-08-01
8015013,OPHTHALMOLOGY ,EXTRACAPSULAR CLEAR LENS H.M.,10032.0,pk,Ophthalmology,FMOPT-4111,Extracapsular Clear Lens H.M.,1,PKG,42698-08-01
8015014,OPHTHALMOLOGY ,FERRARA ICRS (ONE RING),6230.0,pk,Ophthalmology,FMOPT-4124,Ferrara Icrs (One Ring),1,PKG,90067-00-01
8015015,OPHTHALMOLOGY ,FERRARA ICRS (TWO RINGS),7565.0,pk,Ophthalmology,FMOPT-4125,Ferrara Icrs (Two Rings),1,PKG,90067-00-02
8015017,OPHTHALMOLOGY ,HOLMIUM THERMOKERATOPLASTY LTK ,6230.0,pk,Ophthalmology,FMOPT-4105,Holmium Thermokeratoplasty Ltk,1,PKG,90064-00-01
8015018,OPHTHALMOLOGY ,HYPEROPIC KERATOMIL. HKM - HALK,9240.0,pk,Ophthalmology,FMOPT-4114,Hyperopic Keratomil. Hkm - Halk,1,PKG,90064-00-01
8015019,OPHTHALMOLOGY ,ICL PHAKIC LENS ,5850.0,pk,Ophthalmology,FMOPT-4121,Icl Phakic Lens,DAY CASE,PKG,42698-06-01
8015022,OPHTHALMOLOGY ,INTACS ICRS (ONE RING),7120.0,pk,Ophthalmology,FMOPT-4116,Intacs Icrs (One Ring),DAY CASE,PKG,42672-00-01
8015023,OPHTHALMOLOGY ,INTACS ICRS (TWO RINGS),8800.0,pk,Ophthalmology,FMOPT-4117,Intacs Icrs (Two Rings),2,PKG,42672-00-01
8015024,OPHTHALMOLOGY ,INTACS SK (TWO RING),8800.0,pk,Ophthalmology,FMOPT-4126,Intacs Sk (Two Ring),2,PKG,90067-00-02
8015025,OPHTHALMOLOGY ,INTACS SK CORNEAL RING,7120.0,pk,Ophthalmology,FMOPT-4128,Intacs Sk Corneal Ring,DAY CASE,PKG,90067-00-01
8015026,OPHTHALMOLOGY ,IRS CLAW PHAKIC (IOL),14094.0,pk,Ophthalmology,FMOPT-4107,Irs Claw Phakic (Iol),1,PKG,42701-00-01
8015034,OPHTHALMOLOGY ,MYOPIC REPAIR SECOND STAGE,2199.6,pk,Ophthalmology,FMOPT-4106,Myopic Repair Second Stage,DAY CASE,PKG,90064-00-01
8015035,OPHTHALMOLOGY ,MYORING CORNEAL RING,8410.5,pk,Ophthalmology,FMOPT-4118,Myoring Corneal Ring,1,PKG,42672-00-01
8015036,OPHTHALMOLOGY ,PHOTO. KERA. ASTIGM.-PAK VISX,8800.0,pk,Ophthalmology,FMOPT-4115,Photo. Kera. Astigm.-Pak Visx,1,PKG,90063-00-01
8015037,OPHTHALMOLOGY ,PHOTOREFRACTIVE KERATECTOMY [P.R.K.] (ONE EYE),6675.0,pk,Ophthalmology,FMOPT-4104,Photorefractive Keratectomy [P.R.K.] (One Eye),DAY CASE,PKG,42810-00-01
8015041,OPHTHALMOLOGY ,PRK WITH MKM (DISK FLAP),8383.8,pk,Ophthalmology,FMOPT-4108,Prk With Mkm (Disk Flap),1,PKG,90063-00-01
8015042,OPHTHALMOLOGY ,"RADIAL KERATOTOMY (R.K., ARK, RKT) ONE EYE",6897.5,pk,Ophthalmology,FMOPT-4103,"Radial Keratotomy (R.K., Ark, Rkt) One Eye",DAY CASE,PKG,90062-00-01
8015043,OPHTHALMOLOGY ,REFRACTIVE LENS EXCHANGE,8800.0,pk,Ophthalmology,FMOPT-4127,Refractive Lens Exchange,1,PKG,42707-00-01
8015044,OPHTHALMOLOGY ,TORIC ICL PHAKIC LENS,7565.0,pk,Ophthalmology,FMOPT-4123,Toric Icl Phakic Lens,1,PKG,42701-00-01
8016001,OPHTHALMOLOGY ,CATARACT EXTRACTION,13225.0,pk,Ophthalmology,FMOPT-4129,Cataract Extraction,1,PKG,42698-06-01
8016002,OPHTHALMOLOGY ,CATARACT EXTRACTION + IOL + KERATOPLASTY,24150.0,pk,Ophthalmology,FMOPT-4138,Cataract Extraction + Iol + Keratoplasty,DAY CASE,PKG,42698-06-01
8016003,OPHTHALMOLOGY ,CATARACT EXTRACTION + IOL + TRABECULECTOMY,17825.0,pk,Ophthalmology,FMOPT-4133,Cataract Extraction + Iol + Trabeculectomy,1,PKG,42698-06-01
8016004,OPHTHALMOLOGY ,CATARACT EXTRACTION + TRABECULECTOMY,14094.0,pk,Ophthalmology,FMOPT-4132,Cataract Extraction + Trabeculectomy,1,PKG,42698-06-01
8016005,OPHTHALMOLOGY ,CATARACT EXTRACTION-I.O.L.,14375.0,pk,Ophthalmology,FMOPT-4130,Cataract Extraction-I.O.L.,1,PKG,42698-05-01
8016006,OPHTHALMOLOGY ,REMOVAL OF I.O.L. (IMPLANTED INSIDE),5670.0,pk,Ophthalmology,FMOPT-4134,Removal Of I.O.L. (Implanted Inside),1,PKG,42704-00-01
8016007,OPHTHALMOLOGY ,REMOVAL OF I.O.L. (IMPLANTED OUTSIDE),10401.6,pk,Ophthalmology,FMOPT-4135,Removal Of I.O.L. (Implanted Outside),1,PKG,42704-00-01
8016008,OPHTHALMOLOGY ,SECONDRY I.O.L. IMPLANTATION,12144.0,pk,Ophthalmology,FMOPT-4131,Secondry I.O.L. Implantation,1,PKG,42701-00-01
8016009,OPHTHALMOLOGY ,SECONDRY IOL+KERATOPLASTY ,20400.0,pk,Ophthalmology,FMOPT-4139,Secondry Iol+Keratoplasty,2,PKG,42701-00-01
8016010,OPHTHALMOLOGY ,SURGICAL POST. CAPSULOTOMY (DONE INSIDE),4158.0,pk,Ophthalmology,FMOPT-4136,Surgical Post. Capsulotomy (Done Inside),1,PKG,42734-01-01
8016011,OPHTHALMOLOGY ,SURGICAL POST. CAPSULOTOMY (DONE OUTSIDE),7315.8,pk,Ophthalmology,FMOPT-4137,Surgical Post. Capsulotomy (Done Outside),1,PKG,42734-01-01
8017001,OPHTHALMOLOGY ,CYCLOCRYOPEXY,8383.8,pk,Ophthalmology,FMOPT-4142,Cyclocryopexy,1,PKG,42806-00-01
8017002,OPHTHALMOLOGY ,GLAUCOMA EXT.+MOLTENO TUBE,11616.0,pk,Ophthalmology,FMOPT-4145,Glaucoma Ext.+Molteno Tube,1,PKG,42698-08-01
8017003,OPHTHALMOLOGY ,GLAUCOMA EXT.+OPTOMIDE,15660.0,pk,Ophthalmology,FMOPT-4147,Glaucoma Ext.+Optomide,1,PKG,42698-08-01
8017004,OPHTHALMOLOGY ,GLAUCOMA EXTRACTION,10401.6,pk,Ophthalmology,FMOPT-4140,Glaucoma Extraction,1,PKG,42746-04-01
8017005,OPHTHALMOLOGY ,GLAUCOMA EXTRACTION + CATARACT EXTRACTION + IOL,15660.0,pk,Ophthalmology,FMOPT-4141,Glaucoma Extraction + Cataract Extraction + Iol,1,PKG,42698-08-01
8017006,OPHTHALMOLOGY ,GLAUCOMA EXTRACTION SURGERY + SECANRY (IOL),12672.0,pk,Ophthalmology,FMOPT-4189,Glaucoma Extraction Surgery + Secanry (Iol),1,PKG,42698-08-01
8017007,OPHTHALMOLOGY ,GLUOCOMA CYCLO PHOTO – COAGULATION ( CBC),5238.0,pk,Ophthalmology,FMOPT-4183,Gluocoma Cyclo Photo – Coagulation ( Cbc),DAY CASE,PKG,42770-00-01
8017008,OPHTHALMOLOGY ,GLUOCOMA EXT+ DRANG IMPLANT ,12672.0,pk,Ophthalmology,FMOPT-4184,Gluocoma Ext+ Drang Implant,1,PKG,42698-08-01
8017009,OPHTHALMOLOGY ,HOLMIUM LASER FOR GLAUCOMA (ONE EYE),5940.0,pk,Ophthalmology,FMOPT-4146,Holmium Laser For Glaucoma (One Eye),DAY CASE,PKG,42782-00-01
8017010,OPHTHALMOLOGY ,RETROBULBAR ALCOHOLIC INJ.,1080.0,pk,Ophthalmology,FMOPT-4143,Retrobulbar Alcoholic Inj.,DAY CASE,PKG,42824-00-01
8017011,OPHTHALMOLOGY ,SURGICAL P.I. OR S.I.,8010.0,pk,Ophthalmology,FMOPT-4144,Surgical P.I. Or S.I.,1,PKG,42764-04-01
8018001,OPHTHALMOLOGY ,LOCALIZED RETINAL DETACHMENT ,16896.0,pk,Ophthalmology,FMOPT-4148,Localized Retinal Detachment,1,PKG,90079-00-01
8018002,OPHTHALMOLOGY ,OUTOLOJUS  BLOOD INJECTION ( INSIDE HOSPITAL ) ,960.0,pk,Ophthalmology,FMOPT-4192,Outolojus Blood Injection ( Inside Hospital ),DAY CASE,PKG,13706-07-00
8018003,OPHTHALMOLOGY ,OUTOLOJUS GAS BLOOD INJECTION (OUTSIDE HOSPITAL) ,2538.0,pk,Ophthalmology,FMOPT-4191,Outolojus Gas Blood Injection (Outside Hospital),DAY CASE,PKG,13706-07-00
8018004,OPHTHALMOLOGY ,PARSPLANA  VITRECTOMY+ERM,19008.0,pk,Ophthalmology,FMOPT-4165,Parsplana Vitrectomy+Erm,1,PKG,42725-00-01
8018005,OPHTHALMOLOGY ,PARSPLANA LEN+VIT+IOL,19890.0,pk,Ophthalmology,FMOPT-4156,Parsplana Len+Vit+Iol,1,PKG,42725-00-02
8018006,OPHTHALMOLOGY ,PARSPLANA LEN+VIT+SCL. BUCK +IOL,20400.0,pk,Ophthalmology,FMOPT-4157,Parsplana Len+Vit+Scl. Buck +Iol,DAY CASE,PKG,42725-00-02
8018007,OPHTHALMOLOGY ,PARSPLANA LENS+VIT.+IOL+ERM,20910.0,pk,Ophthalmology,FMOPT-4166,Parsplana Lens+Vit.+Iol+Erm,1,PKG,42725-00-01
