SERVICE CODE,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
9141026,EXCISION OF MOLE - LARGE (SKINCARE),إستئصال شامة - كبير,1200.0
9141027,COMEDON EXTRACTION - SMALL AREA (SKINCARE),إزالة الزيوان - منطقة صغيرة ,150.0
9141028,COMEDON EXTRACTION - MEDIUM AREA (SKINCARE),إزالة الزيوان - منطقة وسط ,200.0
9141029,COMEDON EXTRACTION - LARGE AREA (SKINCARE),إزالة الزيوان - منطقة كبيرة ,300.0
9141030,DERMABRASION (SKINCARE),صنفرة البشرة ,5000.0
9141031,PATCH TEST (SKINCARE),إختبار حساسية الجلد,500.0
9141032,AMELAN PEEL - AMELAN,التقشير الكيميائي بإستخدام الأميلان ,2500.0
9141033,DERMABRASION TEST,إختبار صنفرة للوجه,500.0
9141034,CRYSTAL DERMABRASION - SUPERFACIAL,التقشير الكريستالي - سطحي,300.0
9141035,CRYSTAL DERMABRASION - DEEP,التقشير الكريستالي - عميق,500.0
9141036,CRYTAL DERMABRASION WITH LIGHTNING ,التقشير الكريستالي مع إستخدام قناع التبييض,600.0
9141037,MILANEEN PEEL,التقشير الكيميائي لطبقة الميلامين,1500.0
9141038,FEATHER THREADS MONO PER PACK 10 INJECTION,شد البشرة الغيرجراحي بإستخدام خيوط المونو للعلبة الواحدة,1000.0
9141039,FEATHER THREADS KOG PER PACK,شد البشرة الغيرجراحي بإستخدام خيوط الكوج للعلبة الواحدة,1200.0
9141040,FACIAL CLEANSING BY AQUA CLEAN,تنظيف البشرة بإستخدام جهاز الألكوا كلين,500.0
9141041,MARZIA GOLD MASK,القناع الذهبي,500.0
9141042,MARZIA PINK MASK,القناع الوردي,350.0
9141043,MARZIA 3D LIFTING,قناع ثلاثي الابعاد لشد الوجه,350.0
9141044,MARZIA ACNE MASK,قناع حب الشباب,350.0
9141045,AMELAN POST,كريم الاميلان ما بعد جلسة التقشير,900.0
9141046,MELANIN POST,كريم ميلانين ما بعد جلسة التقشير,500.0
9141047,CHEMICAL PEEL - AMELAN,التقشير بالاميلان,2000.0
9141048,MESOTHERAPY - LIGHT EYE,ميزوثيرابي لتفتيح العيون,300.0
9141049,MESOTHERAPY - WHITE IN,ميزوثيرابي لتفتيح البشرة,500.0
9141050,VAGINAL REJUVENATION,ليزر لشد المنطقة التناسلية,3000.0
9141051,CIMEL PEELING,تقشير السيمل,2200.0
9141052,DERMAMELAN PEEL,تقشير الديرماميلان,2500.0
9141053,CARBOXY GEL MASK,قناع الجل الكربوني,400.0
9141054,NEAUVIA RHEOLOGY,حقن النيوفيا,1500.0
9141055,NEAUVIA INTENSE LV,حقن النيوفيا,1500.0
9141056,COSMELAN PEEL,تقشير الكوزمولان,2500.0
9141057,ROYCE-CELLULOSE FACE & EYE MASK,قناع الوجه والعين ,250.0
9141058,ROYCE-CELLULOSE WHITENING FACE MASK,قناع تفتيح الوجه,250.0
9141059,ROYCE-CELLULOSE FACE & NECK MASK,قناع الوجه والرقبه,250.0
9141060,ROYCE-CELLULOSE ANTI - AGEING MASK,قناع مضاد للشيخوخه,250.0
9141061,ROYCE - CELLULOSE PURIFYING MASK,قناع التنقيه,250.0
9142001,LASER TEST (SKINCARE),إختبار ليزر,200.0
9142002,ERBIUM LASER - SINGLE TREATMENT (SKINCARE),جهاز ليزر Erbium لإزالة الأمراض الجلدية للجلسة الواحدة لجزء واحد,500.0
9142003,ERBIUM LASER - LESS THAN THREE PCS (SKINCARE),جهاز ليزر Erbium لإزالة الأمراض الجلدية للجلسة الواحدة لجزء أقل من 3,800.0
9142004,ERBIUM LASER - MORE THAN FIVE PCS (SKINCARE),جهاز ليزر Erbium لإزالة الأمراض الجلدية للجلسة الواحدة لجزء أكثر من 5,1200.0
9142005,ERBIUM LASER - MORE THAN TEN PCS (SKINCARE),جهاز ليزر Erbium لإزالة الأمراض الجلدية للجلسة الواحدة لجزء أكثر من 10,1500.0
9142006,DYE LASER PER SESSION SMALL AREA 2-5 CM (SKINCARE),جهاز Dye ليزر للجلسة الواحدة منطقة صغيرة 2-5 سم.,500.0
9142007,DYE LASER PER SESSION MEDIUM AREA 5-10 CM (SKINCARE),جهاز Dye  ليزر للجلسة الواحدة منطقة وسط 5 - 10 سم .,1000.0
9142008,DYE LASER PER SESSION LARGE AREA 10-15 CM (SKINCARE),جهاز Dye ليزر للجلسة الواحدة منطقة كبيرة 10 - 15 سم.,1500.0
9142009,SCARLET LASER - FACE,استخدام ليزر سكارليت للوجه,1000.0
9142010,SCARLET LASER - FACE PACKAGE FOR 5 SESSIONS,استخدام ليزر سكارليت لعدد 5 جلسات,4000.0
9142011,CO2 LASER  PER SESSION -SINGLE TREATMENT (SKINCARE),جهاز Co2 ليزر لإزالة الأورام الجلدية للجلسة الواحدة لجزء واحد,500.0
9142012,CO2 LASER PER SESSION - LESS THAN THREE (SKINCARE),جهاز Co2 ليزر لإزالة الأورام الجلدية للجلسة الواحدة لجزء أقل من 3,800.0
9142013,CO2 LASER PER SESSION - MORE THAN FIVE (SKINCARE),جهاز Co2 ليزر لإزالة الأورام الجلدية للجلسة الواحدة لجزء أكثر من 5 ,1200.0
9142014,CO2 LASER PER SESSION - MORE THAN TEN (SKINCARE),جهاز Co2 ليزر لإزالة الأورام الجلدية للجلسة الواحدة لجزء أكثر 10,1500.0
9142015,LASER RESURFACING PERIORAL (SKINCARE),صنفرة البشرة حول الفم ,5000.0
9142016,LASER RESURFACING - PERIORBITAL (SKIINCARE),صنفرة البشرة حول العين,7000.0
9142017,LASER RESURFACING - FULL FACE (SKINCARE),صنفرة البشرة لكامل الوجه,12000.0
9142018,LASER HAIR REMOVAL - UPPER LIP 1ST SESSION (SKINCARE),إزالة الشعر الزائد - الشفة العلوية ،الجلسة الأولى ,150.0
9142019,LASER HAIR REMOVAL - NECK 1ST SESSION(SKINCARE),إزالة الشعر الزائد - الرقبة ،الجلسة الأولى  ,150.0
9142020,LASER HAIR REMOVAL - JAWLINE 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - الفكين ،الجلسة الأولى  ,150.0
9142021,LASER HAIR REMOVAL - CHIN 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - الذقن ،الجلسة الأولى ,150.0
9142022,LASER HAIR REMOVAL - CHEEK 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - الوجنتين ،الجلسة الأولى ,150.0
9142023,LASER HAIR REMOVAL - UPPER LIP AND CHIN 1ST SESSION(SKINCARE),إزالة الشعر الزائد - الشفة العلوية ، الذقن ،الجلسة الأولى ,250.0
9142024,"LASER HAIR REMOVAL - UPPER LIP, CHIN & NECK 1ST SESSION(SKINCARE)",إزالة الشعر الزائد - الشفة العلوية ، الذقن ، الرقبة ،الجلسة الأولى ,400.0
9142025,LASER HAIR REMOVAL - FULL FACE 1ST SESSION(SKINCARE),إزالة الشعر الزائد - الوجه كاملاً ،الجلسة الأولى ,500.0
9142026,LASER HAIR REMOVAL - ABDOMIN 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - البطن ،الجلسة الأولى ,400.0
9142027,LASER HAIR REMOVAL - CHEST 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - الصدر ،الجلسة الأولى ,400.0
9142028,LASER HAIR REMOVAL - BIKNI LANE 1ST SESSION(SKINCARE),إزالة الشعر الزائد - المنطقة التناسلية ،الجلسة الأولى ,400.0
9142029,LASER HAIR REMOVAL - CHEECK TO JAWLINE 1ST SESSION,إزالة الشعر الزائد  - الوجنتين، الفكين ،الجلسة الأولى ,250.0
9142030,LASER HAIR REMOVAL - CHEECK TO JAWLINE & NECK 1ST,إزالة الشعر الزائد  - الوجنتين، الفكين ، الرقبة ،الجلسة الأولى ,400.0
9142031,LASER HAIR REMOVAL - UNDER ARMS 1ST SESSION(SKINCARE),إزالة الشعر الزائد - تحت الأبطين ،الجلسة الأولى ,300.0
9142032,LASER HAIR REMOVAL - LOWER ARMS 1ST SESSION(SKINCARE),إزالة الشعر الزائد - القسم العلوي من الذراع ،الجلسة الأولى ,600.0
9142033,LASER HAIR REMOVAL - UPPER ARMS 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - القسم السفلي من الذراع ،الجلسة الأولى ,600.0
9142034,LASER HAIR REMOVAL - UPPER BACK 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - القسم العلوي من الظهر ،الجلسة الأولى ,400.0
9142035,LASER HAIR REMOVAL - LOWER BACK 1ST SESSION(SKINCARE),إزالة الشعر الزائد  -  القسم السفلي من الظهر ،الجلسة الأولى ,400.0
9142036,LASER HAIR REMOVAL - UPPER LEGS 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - القسم العلوي من الرجل ،الجلسة الأولى ,1000.0
9142037,LASER HAIR REMOVAL - LOWER LEGS 1ST SESSION(SKINCARE),إزالة الشعر الزائد  - القسم السفلي من الرجل ،الجلسة الأولى ,1000.0
9142038,LASER HAIR REMOVAL - SACRAL AREA 1ST SESSION (SKINCARE),إزالة الشعر الزائد -المنطقة القطنية ، الجلسة الاولى,300.0
9142039,LASER HAIR REMOVAL - EAR 1ST SESSION (SKINCARE),ازالة الشعر الزائد - منطقة الاذن ( الجلسة اولى ),150.0
9142040,LASER HAIR REMOVAL - FOREHEAD 1ST SESSION (SKINCARE),ازالة الشعر الزائد - منطقة الجبهة ( الجلسة الاولى ),150.0
9142041,LASER HAIR REMOVAL - AROUND THE NIPPLE 1ST SESSION (SKINCARE),ازالة الشعر الزائد - حول الهائل فى الصدر ( الجلسة الاولى ),150.0
9142042,"LASER HAIR REMOVAL - FULL BODY, 1ST SESSION (LEGS, ARMS, FACE, BIKNI, UNDER ARMS)","إزالة الشعر الزائد - الجسم كامل واماكن محددة ( الأرجل , الأذرع,الوجه,البيكيني,تحت الذراعين)",4500.0
9142043,LASER HAIR REMOVAL -  UPPER LIP SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد - الشفة العلوية ،الجلسة الإضافية ,100.0
9142044,LASER HAIR REMOVAL - NECK SUB-SEQUENCE SESSION (SKINCARE),إزالة الشعر الزائد - الرقبة ،الجلسة الإضافية,100.0
9142045,LASER HAIR REMOVAL - JAWLINE SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - الفكين ،الجلسة الإضافية,100.0
9142046,LASER HAIR REMOVAL - CHIN SUB-SEQUENCE SESSION (SKINCARE),إزالة الشعر الزائد  - الذقن ،الجلسة الإضافية,100.0
9142047,LASER HAIR REMOVAL - CHEECK SUB-SEQUENCE SESSION (SKINCARE),إزالة الشعر الزائد  - الوجنتين ،الجلسة الإضافية,100.0
9142048,LASER HAIR REMOVAL - UPPER LIP & CHIN SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد - الشفة العلوية ، الذقن ،الجلسة الإضافية,175.0
9142049,"LASER HAIR REMOVAL - UPPER LIP,CHIN&NECK-SUB-SEQUENCE SESSION (SKINCARE)",إزالة الشعر الزائد - الشفة العلوية ، الذقن ، الرقبة ،الجلسة الإضافية,275.0
9142050,LASER HAIR REMOVAL - FULL FACE SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد - الوجه كاملاً ،الجلسة الإضافية,350.0
9142051,LASER HAIR REMOVAL - ABDOMAN SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - البطن ،الجلسة الإضافية,300.0
9142052,LASER HAIR REMOVAL - CHEST SUB-SEQUENCE SESSION (SKINCARE),إزالة الشعر الزائد  - الصدر ،الجلسة الإضافية,300.0
9142053,LASER HAIR REMOVAL - BIKINI LINE SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد - المنطقة التناسلية ،الجلسة الإضافية,300.0
9142054,LASER HAIR REMOVAL - CHEEK TO JAWLINE SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - الوجنتين، الفكين ،الجلسة الإضافية,175.0
9142055,LASER HAIR REMOVAL - CHEEK TO JAWLINE &NECK SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - الوجنتين، الفكين ، الرقبة ،الجلسة الإضافية,275.0
9142056,LASER HAIR REMOVAL - UNDER ARMS SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد - تحت الأبطين ،الجلسة الإضافية,250.0
9142057,LASER HAIR REMOVAL - LOWER ARMS SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد - القسم العلوي من الذراع ،الجلسة الإضافية,400.0
9142058,LASER HAIR REMOVAL - UPPER ARMS SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - القسم السفلي من الذراع ،الجلسة الإضافية,400.0
9142059,LASER HAIR REMOVAL - UPPER BACK SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - القسم العلوي من الظهر ،الجلسة الإضافية,300.0
9142060,LASER HAIR REMOVAL - LOWER BACK SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  -  القسم السفلي من الظهر ،الجلسة الإضافية,300.0
9142061,LASER HAIR REMOVAL - UPPER LEGS SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - القسم العلوي من الرجل ،الجلسة الإضافية,800.0
9142062,LASER HAIR REMOVAL - LOWER LEGS SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد  - القسم السفلي من الرجل ،الجلسة الإضافية,800.0
9142063,LASER HAIR REMOVAL - SACRAL AREA SUB-SEQUENCE SESSION(SKINCARE),إزالة الشعر الزائد - المنطقة القطنية ، الجلسة الاضافية,200.0
9142064,LASER HAIR REMOVAL - EAR SUB-SEQUENCE SESSION (SKINCARE),إزالة الشعر الزائد - منطقة الاذن ، اجلسة الاضافية,100.0
9142065,LASER HAIR REMOVAL - FOREHED SUB-SEQUENCE SESSION (SKINCARE),إزالة الشعر الزائد - منطقة الجبهة ، الجلسة الاضافية,100.0
9142066,LASER HAIR REMOVAL - AROUND THE NIPPLE SUB-SEQUENCE SESSION (SKINCARE),إزالة الشعر الزائد - حول الهالة بالصدر ، الجلسة الاضافية,100.0
9142067,"LASER HAIR REMOVAL - FULL BODY, SUB SEQUENCE (LEGS, ARMS, FACE, BIKNI, UNDER ARMS)","إزالة الشعر الزائد - الجسم كامل واماكن محددة ( الأرجل , الأذرع,الوجه,البيكيني,تحت الذراعين)",3500.0
9142068,FRAXEL LASER MELASMA / PIGMENTATION,العلاج بجهاز الفراكسل ليزر للتصبغات الجلدية,2000.0
9142069,FRAXEL LASER SKIN REJUVENATION,العلاج بجهاز الفراكسل ليزر لاعادة نضارة البشرة,2500.0
9142070,FRAXEL LASER ACNE SCARS,العلاج بجهاز الفراكسل ليزر لندبات حب الشباب,2000.0
9142071,FRAXEL LASER SURGICAL SCARS - SMALL AREA,العلاج بجهاز الفراكسل ليزر لندبات العمليات الجراحية - صغير,1500.0
9142072,FRAXEL LASER SURGICAL SCARS - MEDIUM AREA,العلاج بجهاز الفراكسل ليزر لندبات العمليات الجراحية - وسط,2000.0
9142073,FRAXEL LASER SURGICAL SCARS - LARGE AREA,العلاج بجهاز الفراكسل ليزر لندبات العمليات الجراحية - كبير,2500.0
9142074,FRAXEL LASER FINE WRINKLES,العلاج بجهاز الفراكسل ليزر للتجاعيد الخفيفة,1500.0
9142075,FRAXEL LASER DEEP WRINKLES,العلاج بجهاز الفراكسل ليزر للتجاعيد العميقة,2000.0
9142076,FRAXEL LASER STRECHMARKS - SMALL,العلاج بجهاز الفراكسل ليزر لقشر البرتقال - صغير,2500.0
9142077,FRAXEL LASER STRECHMARKS - BIG,العلاج بجهاز الفراكسل ليزر لقشر البرتقال - كبير,3000.0
9142078,FRAXEL LASER OLD SCAR - SMALL,العلاج بجهاز الفراكسل ليزر للندبات القديمة - صغير,500.0
9142079,FRAXEL LASER OLD SCAR - MEDIUM,العلاج بجهاز الفراكسل ليزر للندبات القديمة - وسط,750.0
9142080,FRAXEL LASER OLD SCAR - LARGE,العلاج بجهاز الفراكسل ليزر للندبات القديمة - كبير,1000.0
9142081,FRAXEL LASER OLD SCAR - X LARGE,العلاج بجهاز الفراكسل ليزر للندبات القديمة - كبيرة جدا ,1250.0
9142082,LASER FACIAL REJUVENATION - PER SESSION (SKINCARE),اعادة نضارة الوجه بالليزر لكل جلسة,1000.0
9142083,"TELENGIECTASIA TREATMENT, LEGS, SMALL AREA -PER SESSION (SKINCARE)",علاج الدوالى للرجل بالليزر - منطقة صغيرة لكل جلسة,500.0
9142084,"TELENGIECTASIA TREATMENT, LEGS, MEDIUM AREA -PER SESSION (SKINCARE)",علاج الدوالى للرجل بالليزر - منطقة متوسطة لكل جلسة,750.0
9142085,"TELENGIECTASIA TREATMENT, LEGS, LARGE AREA -PER SESSION (SKINCARE)",علاج الدوالى للرجل بالليزر - منطقة كبيرة لكل جلسة,1000.0
9142086,"TELENGIECTASIA TREATMENT, FACE, FEW AREA -PER SESSION (SKINCARE)",علاج الدوالى للوجه بالليزر - منطقة صغيرة لكل جلسة,300.0
9142087,"TELENGIECTASIA TREATMENT, FACE, MULTIPLE AREA -PER SESSION (SKINCARE)",علاج الدوالى للوجه بالليزر - منطقة كبيرة لكل جلسة,500.0
9142088,FRECKLES TREATMENT - SMALL AREA,علاج النمش وعلامات الشيخوخة - منطقة صغيرة,500.0
9142089,FRECKLES TREATMENT - MEDIUM AREA,علاج النمش وعلامات الشيخوخة - منطقة وسط,800.0
9142090,FRECKLES TREATMETN - LARGE AREA,علاج النمش وعلامات الشيخوخة - منطقة كبيرة,1000.0
9142091,LASER HANDS REJUVENATION,علاج نضارة اليدين بالليزر,500.0
9143001,CICA- CARE (SILICON SHEET) (SKINCARE),لاصق من السيليكون ,250.0
9143002,WEIGHT REDUCTION SYSTEM (SKINCARE),برنامج تنزيل الوزن,1200.0
9143003,WEIGHT GAINING SYSTEM (SKINCARE),برنامج زيادة الوزن,1200.0
9143004,I-LIPO TREATMENT PER AREA 1ST SESSION,جهاز اذابة الدهون بالاي ليبو - جلسة واحدة,1000.0
9143005,I-LIPO TREATMENT PER AREA - PACKAGE FOR 8 SESSIONS,جهاز اذابة الدهون بالاي ليبو - عدد 8 جلسات,6400.0
9144001,FAT INJECTION (SKINCARE) (FILLER),حقن الشحوم ,2000.0
9144002,FEBREL INJECTION (SKINCARE),الحقن بالألياف,1500.0
9144003,BOTOX INJECTION (SKINCARE),حقن البوتاكس لإزالة تجاعيد الجبهة ,2000.0
9144004,EVOLUTION INJECTION (SKINCARE),حقن  EVOLUTION ,1500.0
9144005,ARTECOL INJECTION (SKINCARE),حقن الأرتكول,2000.0
9144006,COLLAGEN INJECTION (SKINCARE),حقن الكولاجين,1500.0
9144007,INTRALESIONAL INJECTION SMALL,حقنة لمعالجة المشاكل الجلدية,150.0
9144008,INTRALESIONAL INJECTION MEDIUM,حقن داخلي للأصابة متوسطة,500.0
9144009,PERLANE INJECTION,حقن بيرلين,1500.0
9144010,INTRALESIONAL INJECTION LARGE,حقن داخلي للأصابة كبيرة,800.0
9144011,RESTYLANE INJECTION,حقن ريستلين,1500.0
9144012,INTRALESIONAL INJECTION EXTRA LARGE,حقن داخلي للأصابة فوق الكبرى,1200.0
9144013,RESTYLANE FINE LINE INJECTION,حقن ريستلين لتعبئة التجاعيد,700.0
9144014,JUVEDERM VOLUMA,حقن جوفيديرم فولوما,1500.0
9144015,I.M. INJECTION (SKINCARE),حقنة عضلية ( مركز التجميل ),25.0
