code,discription ,old Price,2021 price
FMORT-0007,RHIZOTOMY (MULTIPLE  LEVELS),1580,1896
FMORT-0008,DISCOGRAPHY (ONE  LEVEL),940,1128
FMORT-0009,DISCOGRAPHY (MULTIPLE  LEVELS),1680,2016
FMORT-0010,ANTERIOR CERVICAL  DISCOTOMY WI,3730,4476
FMORT-0011,ANTERIOR CERVICAL DISCOTOMY  PL,3730,4476
FMORT-0012,POSTERIOR CERVICAL  DECOMPRESSI,2330,2796
FMORT-0013,TRANSPLANT OF BONE GRAFT TO -  TARSAL & METATARSALS,870,1044
FMORT-0014,COSTTRANSVERSECTOMY FOR  THORA,2330,2796
FMORT-0015,BONE BANK GRAFT,1023,1228
FMORT-0016,BONE LENGTHENING W/BONE GRAFT  AT UNSPEC. SITE,5051,6062
FMORT-0017,BONE LENGHTENING W/BONE GRAFT  AT FEMUR,3058,3670
FMORT-0018,BONE LENGHTENING W/ BONE GRAFT AT TIBIA & FIBULA,3058,3670
FMORT-0019,BONE SHORTENING AT UNSPEC.SITE,2552,3063
FMORT-0020,BONE SHORTENING AT FEMUR,3190,3828
FMORT-0021,BONE SHORTENING AT TIBIA AND   FIBULA,3190,3828
FMORT-0022,INT. FIXATN OF BONE AT UNSPEC. SITE,1914,2297
FMORT-0023,"INT. FIXATN OF ONE AT SCAPULA, CLAVICLE,THORAX(RIBS/STERNUM)",1914,2297
FMORT-0024,INT. FIXATN OF BONE AT HUMERUS,3058,3670
FMORT-0025,INT. FIXATN OF BONE AT RADIUS  & ULNA,3190,3828
FMORT-0026,INT. FIXATN OF BONE AT CARPALS & METACARPALS,2552,3063
FMORT-0027,INT. FIXATN OF BONE FEMUR,3058,3670
FMORT-0028,INT. FIXATN OF BONE AT PATELLA,1914,2297
FMORT-0029,COMBINED ANTERIOR AND  POSTERI - MOD,5580,6696
FMORT-0030,INT. FIXATN OF BONE AT TARSAL  & METATARSAL,2552,3063
FMORT-0031,ANTERIOR FIXATION OF THORACIC,3730,4476
FMORT-0032,COMBINED ANTERIOR AND POSTERI - MAJ,7000,8400
FMORT-0033,FIXATIONOF SACRAL  FRACTURE,2790,3348
FMORT-0034,OCCIPITO-CERVICAL  SPINALFUSION,5580,6696
FMORT-0035,POSTERIOR ATLANTO-AXIAL  SPINAL,4670,5604
FMORT-0036,TRANS-ORAL ATLANDO-AXIAL  FUSION,4670,5604
FMORT-0037,POSTERIOR THORACIC SPINAL FUS,3730,4476
FMORT-0038,ANTERIOR THORACIC  INTERBODY,4670,5604
FMORT-0039,POSTEROLATERAL LUMBAR  SPINAL,3730,4476
FMORT-0040,REVISN OF DISPL.OR BROKEN FIX. DEVISE UNSPEC. SITE,3058,3670
FMORT-0041,"REVISN OF DISPL.OR BROKEN FIX. DEV.AT SCAPULA,CLAVICLE,THORAX",3190,3828
FMORT-0042,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT HUMERUS,3058,3670
FMORT-0043,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT RADIUS & ULNA,3190,3828
FMORT-0044,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT CARPALS & METACARPAL,2552,3063
FMORT-0045,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT FEMUR,3568,4282
FMORT-0046,REVISN OF DISPL.OR BROKEN FIX. AT PATELLA,2552,3063
FMORT-0047,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT TARSALS & METATARSAL,2552,3063
FMORT-0048,REMVL OF INT.FIXATN DEVICE AT  UNSPEC. SITE.,1276,1532
FMORT-0049,"REMVL OF INT. FIXATN DEVICE AT SCAPULA,CLAVICLE,THORAX (R/S)",1276,1532
FMORT-0050,REMVL OF INT. FIXATN DEVICE AT HUMERUS,2552,3063
FMORT-0051,REMVL OF INT.FIXATN DEVICE AT  RADIUS & ULNA,1914,2297
FMORT-0052,REMVL OF INT. FIXATN DEVICE AT CARPALS & METACARPALS,1276,1532
FMORT-0053,REMVL OF INT. FIXATN DEVICE AT FEMUR,2475,2970
FMORT-0054,REMVL OF INT. FIXATN DEVICE AT PATELLA,1276,1532
FMORT-0055,REMVL OF INT. FIXATN DEVICE AT TARSALS & METATARSALS,1276,1532
FMORT-0056,OPEN SPINAL  BIOPSY,1860,2232
FMORT-0057,OPEN SPINAL BIOPSY WITH POSTE,4200,5040
FMORT-0058,DEBRIDEMENT WITH POSTERIOR FI,4200,5040
FMORT-0059,ANTERIOR RESECTION OF ONE VER,4670,5604
FMORT-0060,POSTERIOR INSTRUMENTATION WITH,4670,5604
FMORT-0061,RESECTION OF SPINAL CORD  TUMOUR,5580,6696
FMORT-0062,COMBINED ANTERIOR AND  POSTERI,6510,7812
FMORT-0063,EXCISION OF  SACRUM,6510,7812
FMORT-0064,EXCISION OF PARASPINAL  SOFT,2790,3348
FMORT-0065,CLOSED REDUCT OF FRACT.W/O INT FIX. AT UNSPEC. SITE,517,621
FMORT-0066,CLOSED REDUCT OF FRAC W/O INT. FIX AT RADIUS & ULNA,864,1037
FMORT-0067,CLOSED REDUCT OF FRAC.W/O INT. FIX AT CARPALS & METACARPALS,781,938
FMORT-0068,CLOSED REDUCT OF FRACT W/O INT FIX AT PHALANGES - HAND,259,311
FMORT-0069,CLOSED REDUCT OF FRACT W/O INT FIX AT FEMUR,1023,1228
FMORT-0070,CLOSED REDUCT OF FRACT W/O INT FIX TIBIA & FIBULA,770,924
FMORT-0071,CLOSED REDUCT OF FRACT W/O INT FIX AT TARSALS & MATATARSALS,352,423
FMORT-0072,CLOSED REDUCT OF FRACT W/O INT FIX AT PHALANGES-FOOT,693,832
FMORT-0073,CLOSED REDUCT OF FRACT W/ INT. FIX AT UNSPEC. SITE,1513,1816
FMORT-0074,CLOSED REDUCT OF FRACT W/ INT. FIX AT HUMERUS,1535,1842
FMORT-0075,CLOSED REDUCT OF FRACT W/ INT. FIX AT CARPALS & METACARPALS,1150,1380
FMORT-0076,CLOSED REDUCT OF FRACT W/ INT. FIX AT PHALANGES-HAND,897,1077
FMORT-0077,OPEN REDUCTION OF HUMERUS FRACTURE WITH K-WIRE FIXATION,1639,1967
FMORT-0078,CLOSED REDUCTION INT FIX HUMERUS ILN,2310,2772
FMORT-0079,CLOSED REDUCT OF FRACT W/ INT. FIX AT TARSALS & METATARSALS],1150,1380
FMORT-0080,CLOSED REDUCT OF FRACT W/ INT. FIX AT PHALANGES - FOOT,2310,2772
FMORT-0081,OPEN REDUCTN & INT FIX WT HEADLES SCREW OF FRACT HEAD  FEMUR,25000,30000
FMORT-0082,POSTERIOR CORPECTOMY OF LUMBAR SPINE FROM POSTERIOR APPROACH,50000,60000
FMORT-0083,CORRECTION & FIXATION OF SPINAL DEFEMITY DISSECTION IN LAYER,35000,42000
FMORT-0084,BELOW ELBOW SLAB CHILD (ORDINARY),50,60
FMORT-0085,BELOW ELBOW SLAB CHILD (SCOTCH CAST),50,60
FMORT-0086,BELOW ELBOW SLAB ADULT (ORDINARY),100,120
FMORT-0087,BELOW ELBOW SLAB ADULT (SCOTCH CAST),100,120
FMORT-0088,ABOVE ELBOW SLAB CHILD (ORDINARY),100,120
FMORT-0090,OPEN REDUCT OF FRACT W/INT FIX AT UNSPEC SITE.,2167,2601
FMORT-0091,OPEN REDUCT OF FRACT W/INT FIX AT HUMERUS,4510,5412
FMORT-0092,OPEN REDUCT OF FRACT W/INT FIX AT RADIUS & ULNA,2552,3063
FMORT-0093,OPEN REDUCT OF FRACT W/INT FIX AT CARPALS & METACARPALS,2167,2601
FMORT-0094,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-HAND,1914,2297
FMORT-0095,OPEN REDUCT OF FRACT W/INT FIX AT FEMUR,3823,4588
FMORT-0096,OPEN REDUCT OF FRACT W/INT FIX AT TIBIA & FIBULA,3300,3960
FMORT-0097,OPEN REDUCT OF FRACT W/INT FIX AT TARSALS & METATARSALS,2167,2601
FMORT-0098,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-FOT,2167,2601
FMORT-0099,COCK-UP SPLINT FOR HAND,560,672
FMORT-0100,TENDON REPAIR,1800,2160
FMORT-0101,ABOVE ELBOW SLAB ADULT (SCOTCH CAST),150,180
FMORT-0102,BELOW ELBOW CAST CHILD (ORDINARY),100,120
FMORT-0103,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT UNSPEC. SITE,385,462
FMORT-0104,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT RADIUS & ULNA,517,621
FMORT-0105,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT FEMUR,1023,1228
FMORT-0106,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT TIBIA & FIBULA,644,773
FMORT-0107,DEBRIDEMENT OF COMPOUND FRACT. AT UNSPEC. SITE,1276,1532
FMORT-0108,DEBRIDEMENT OF COMPOUND FRACT. AT HUMERUS,1535,1842
FMORT-0109,DEBRIDEMENT OF COMPOUND FRACT. AT RADIUS & ULNA,1535,1842
FMORT-0110,DEBRIDEMENT OF COMPOUND FRACT. AT CARPALS & METACARPALS,1535,1842
FMORT-0111,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES-HAND,1535,1842
FMORT-0112,DEBRIDEMENT OF COMPOUND FRACT. AT FEMUR,1914,2297
FMORT-0113,DEBRIDEMENT OF COMPOUND FRACT. AT TIBIA & FIBULA,1914,2297
FMORT-0114,DEBRIDEMENT OF COMPUND FRACT.  AT TARSALS & METATARSALS,1535,1842
FMORT-0115,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES -FOOT,1276,1532
FMORT-0117,CLOSED REDUCT OF DISLOCATION AT SHOULDER,1073,1288
FMORT-0118,CLOSED REDUCT OF DISLOCATION AT ELBOW,644,773
FMORT-0119,CLOSE REDUCTION OF DISLOCATION OF ONE WRIST,517,621
FMORT-0120,CLOSED REDUCT OF DISLOCATN AT  HAND & FINGER,385,462
FMORT-0121,CLOSED REDUCT OF DISLOCATN AT  HIP,1276,1532
FMORT-0122,CLOSED REDUCT OF DISLOCATN AT  KNEE,1023,1228
FMORT-0123,CLOSED REDUCT OF DISLOCATN AT  ANKLE,644,773
FMORT-0124,CLOSED REDUCT OF DISLOCATN AT  FOOT & TOE,682,819
FMORT-0125,OPEN REDUCT OF DISLOCATN AT    UNSPEC. SITE,2552,3063
FMORT-0126,OPEN REDUCT OF DISLOCATN AT    SHOULDER,3058,3670
FMORT-0127,OPEN REDUCT OF DISLOCATN AT    ELBOW,3190,3828
FMORT-0128,CASH ORTHOSIS,690,828
FMORT-0129,OPEN REDUCT OF DISLOCATION AT  HAND & FINGER,1914,2297
FMORT-0130,OPEN REDUCT OF DISLOCATION AT  HIP,3058,3670
FMORT-0131,OPEN REDUCT OF DISLOCATION AT  KNEE,3190,3828
FMORT-0132,OPEN REDUCT OF DISLOCATION AT  ANKLE,2552,3063
FMORT-0133,OPEN REDUCT OF DISLOCATION AT  FOOT & TOE,1914,2297
FMORT-0134,DIAGNOSTIC ARTROSC.OF SHOULDER,1216,1460
FMORT-0135,DIAGNOSTIC ARTROSC. OF KNEE,1216,1460
FMORT-0136,EXCISN OF MINISCUS PER ARTROSC,2552,3063
FMORT-0137,CRUCIATE LIGAMENT REPAIR PER   ARTHROSCOPE,2426,2912
FMORT-0138,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT KNEE,1914,2297
FMORT-0139,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT HIP,2552,3063
FMORT-0141,BIOPSY-JOINT STRUCTURE  OF -   SHOULDER,1276,1532
FMORT-0142,BIOPSY-JOINT STRUCTURE OF      UNSPEC. SITE,1023,1228
FMORT-0143,BIOPSY-JOINT STRUCTURE OF      ELBOW,1276,1532
FMORT-0144,BIOPSY-JOINT STRUCTURE OF      WRIST,1023,1228
FMORT-0145,BIOPSY-JOINT STRUCTURE OF HAND & FINGER,644,773
FMORT-0146,BIOPSY-JOINT STRUCTURE OF HIP,1535,1842
FMORT-0147,BIOPSY-JOINT STRUCTURE OF KNEE,1276,1532
FMORT-0148,BIOPSY-JOINT STRUCTURE OF      ANKLE,1023,1228
FMORT-0149,BIOPSY-JOINT STRUCTURE OF FOOT & TOE,1073,1288
FMORT-0150,BIOPSY-JOINT STRUCTURE OF      SPINE,1914,2297
FMORT-0151,CLUB FOOT RELEASE,1914,2297
FMORT-0152,CORRECTIN OF METATARSUS VARUS,1914,2297
FMORT-0153,RELEASE OF ADHERENT JNT CAPSUL CARTILAGE-UNSPEC. SITE.,1914,2297
FMORT-0154,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-SHOULDER",2294,2753
FMORT-0155,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ELBOW",1914,2297
FMORT-0156,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-WRIST",1276,1532
FMORT-0157,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-HAND*FINGER",644,773
FMORT-0158,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-HIP",2552,3063
FMORT-0159,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-KNEE",1914,2297
FMORT-0160,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ANKLE",1276,1532
FMORT-0161,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-FOOT & TOE",644,773
FMORT-0162,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-SPINE",2552,3063
FMORT-0163,EXCISION OF DESTRUCTION INTER- VERTEBRAL DISC,3058,3670
FMORT-0164,EXCISN OF SEMILUNAR CARTILAGE  OF KNEE,2552,3063
FMORT-0165,COMPLETE OR PARTL.RESEC OF     SYNOVIAL MEMB.UNSPEC.SITE,1914,2297
FMORT-0166,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMBR.-SHOULDER,2294,2753
FMORT-0167,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-ELBOW,1914,2297
FMORT-0168,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-WRIST,1276,1532
FMORT-0169,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-HAND & FINGER,1023,1228
FMORT-0170,COMPLETE OR PARTL. RESECTION   OF HIP,1914,2297
FMORT-0171,COMPLETE OF PARTL RESECTION OF KNEE,1535,1842
FMORT-0172,INTRA-ART INJ. TO SHOULDER &   MEDICATION,440,528
FMORT-0173,COMPLETE OR PARTL. RESECTION   OF ANKLE,1023,1228
FMORT-0174,REPAIR OF PARS DEFECT,2990,3588
FMORT-0175,BELOW ELBOW CAST CHILD (SCOTCH CAST),110,132
FMORT-0176,BELOW ELBOW CAST ADULT (ORDINARY),70,84
FMORT-0177,BELOW ELBOW CAST ADULT (SCOTCH CAST),160,192
FMORT-0178,BELOW KNEE SLAB CHILD (ORDINARY),100,120
FMORT-0179,BELOW KNEE SLAB CHILD (SCOTCH CAST),100,120
FMORT-0180,BELOW KNEE SLAB ADULT (ORDINARY),200,240
FMORT-0181,BELOW KNEE SLAB ADULT (SCOTCH CAST),200,240
FMORT-0182,BELOW KNEE CAST CHILD (ORDINARY),200,240
FMORT-0183,BELOW KNEE CAST CHILD (SCOTCH CAST),200,240
FMORT-0184,BELOW KNEE CAST ADULT (ORDINARY),300,360
FMORT-0185,ABOVE KNEE CAST CHILD (ORDINARY),250,300
FMORT-0186,ABOVE KNEE CAST CHILD (SCOTCH CAST),250,300
FMORT-0187,ABOVE KNEE CAST ADULT (ORDINARY),250,300
FMORT-0188,ABOVE KNEE CAST ADULT (SCOTCH CAST),250,300
FMORT-0190,ABOVE KNEE SLAB CHILD (ORDINARY),150,180
FMORT-0191,ATLAS AXIS SPINAL FUSION,4074,4889
FMORT-0193,DORSAL SPINAL FUSION,4074,4889
FMORT-0194,DORSO-LUMBAR SPINAL FUSION W/  HARRINGTON ROD,6120,7344
FMORT-0195,OTHER DORSO-LUMBAR SPINAL -    FUSION,5095,6114
FMORT-0196,LUMBAR SPINAL FUSION,4589,5507
FMORT-0197,LUMBO-SACRAL SPINAL FUSION,5095,6114
FMORT-0199,Aspiration from joints,150,180
FMORT-0200,ANKLE FUSION(TIBUTALAR FUSION),3058,3670
FMORT-0201,TRIPLE ARTHRODESIS (TALUS TO   CALCANEUS TO CABOID &NAVICULAR,3265,3918
FMORT-0202,Plaster jacket - Gibsona,700,840
FMORT-0203,Plaster jacket Cristona (Scotch),700,840
FMORT-0204,TARSOMETATARSAL FUSION,3190,3828
FMORT-0205,METATARSO PHALANGEAL FUSION,2552,3063
FMORT-0208,Below elbow P.O.P  -Gibsona,200,240
FMORT-0209,ARTHRODESIS OF HIP,3058,3670
FMORT-0210,ARTHRODESIS OF KNEE,3058,3670
FMORT-0211,Below elbow P.O.P  -Cristona,200,240
FMORT-0212,Above elbow P.O.P  -Gibsona,150,180
FMORT-0213,Above elbow P.O.P  -Cristona + Scotch,250,300
FMORT-0214,METACARPO-CARPAL FUSION,2552,3063
FMORT-0215,METACARPO PHALANGEAL FUSION,2552,3063
FMORT-0216,Bilateral Hip spica  -Gibsona,500,600
FMORT-0217,Bilateral Hip spica,500,600
FMORT-0219,MEDIAL COLLATERAL LIGAMENT     REPAIR,3058,3670
FMORT-0220,VASTUS MEDIALIS ADVANCEMENT,1914,2297
FMORT-0221,Child P.O.P full arm (12 yrs old and below),150,180
FMORT-0223,TOTAL HIP REPLACEMENT W/USE OF METHYL METHACRYLATE,5095,6114
FMORT-0224,Plaster cast removal,75,90
FMORT-0225,Child P.O.P full leg,250,300
FMORT-0226,ABOVE KNEE SLAB CHILD (SCOTCH CAST),150,180
FMORT-0227,ABOVE KNEE SLAB ADULT (ORDINARY),250,300
FMORT-0228,ABOVE KNEE SLAB ADULT (SCOTCH CAST),250,300
FMORT-0230,CYLINDRICAL CAST (SCOTCH CAST),300,360
FMORT-0231,HIP SPICA CAST CHILD (ORDINARY),300,360
FMORT-0232,HIP SPICA CAST CHILD (SCOTCH CAST),300,360
FMORT-0233,HIP SPICA CAST ADULT (ORDINARY),400,480
FMORT-0235,HIP SPICA CAST ADULT (SCOTCH CAST),400,480
FMORT-0239,ARTHROPLASTY OF CARPALS W/O    SYNTHETIC PROSTHESIS,3058,3670
FMORT-0240,ARTHOCENTESIS (JNT ASPIRATION),440,528
FMORT-0241,INJ.OF THERAPEUTIC SUBSTANCE   INTO JOINT OR LIGAMENT,341,410
FMORT-0243,CRIPE BANDAGE,30,36
FMORT-0245,Toe splint,50,60
FMORT-0246,MYOTOMY OF HAND,1276,1532
FMORT-0247,BURSOTOMY OF HAND,1276,1532
FMORT-0248,Tibial cast brace,200,240
FMORT-0250,TENOTOMY OF HAND,1914,2297
FMORT-0251,FACIOTOMY OF HAND,1535,1842
FMORT-0252,GANGLIOCTOMY AT  TENDON SHEATH (WRIST),1276,1532
FMORT-0253,EXCISION OF LESION OF MUSCLE   OF HAND,1276,1532
FMORT-0254,Minerva P.O.P,700,840
FMORT-0255,Strapping shoulder /chest,100,120
FMORT-0256,BURSECTOMY OF HAND,1661,1994
FMORT-0257,Robert Jones bandage,200,240
FMORT-0258,OTHER TENOTOMY OF HAND,1661,1994
FMORT-0259,TENOSYNOVECTOMY OF HAND,1535,1842
FMORT-0260,EXCISION OF MUSCLE OR FACIA OF HAND FOR GRAFT,1914,2297
FMORT-0262,RELEASE OF DUPUYTREN'S CONTRA- CTURE,1914,2297
FMORT-0266,DELAYED SUTURE OF FLEXOR TENDN OF HAND,2552,3063
FMORT-0267,DELAYED SUTURE OF OTHER TENDON OF HAND,3058,3670
FMORT-0272,RECESSION OF TENDON OF HAND,1661,1994
FMORT-0273,REATTACHEMNT OF TENDON OF HAND,1661,1994
FMORT-0274,REATTACHEMNT OF MUSCLE OF HAND,1661,1994
FMORT-0279,GRAFT RECONSTRUCTION OF THUMB,1661,1994
FMORT-0280,BONE RECONSTRUCTION OF THUMB,1914,2297
FMORT-0281,RECONSTRUCTION OF OPPONEUSPLA- STY,2552,3063
FMORT-0283,PLASTIC OPERATION ON HAND W/   OTHER GRAFT OR IMPLANT,5095,6114
FMORT-0287,REPAIR OF MALLET FINGER,1914,2297
FMORT-0288,OTHER TENDESIS OF HAND,2552,3063
FMORT-0291,LYSIS OF ADHESIONS OF HAND,1914,2297
FMORT-0293,INJ.OF THERAPEUTIC SUBS.INTO   BURSA OF HAND,341,410
FMORT-0295,ACHILLOOTENOTOMY,1914,2297
FMORT-0296,ADDUCTIONTENOTOMY OF HIP,1661,1994
FMORT-0297,APONAROTOMY,1535,1842
FMORT-0298,DIVISION OF TENDON,1535,1842
FMORT-0299,TENDON RELEASE,2541,3050
FMORT-0300,DIVISION OF ILIO-TIBIAL BOND,1914,2297
FMORT-0301,RELEASE OF VOLKMANN'S CONTRAC- TURE BY FASCIOTOMY,1914,2297
FMORT-0302,BIOPSY OF SOFT TISSUE OF HAND,1276,1532
FMORT-0304,EXCISION OF LESION (GANGLION)  OF TENDON EXCEPT HAND,2442,2931
FMORT-0305,EXCISION OF HETEROPTIC BONE,1535,1842
FMORT-0306,EXCISION OF MUSCLE SCAR OF     VOLMANN'S CONTRACTURE,1535,1842
FMORT-0307,EXCISN OF MYOSITIS OSSIFICANS,1914,2297
FMORT-0308,EXCISION OF BAKER'S CYST,1914,2297
FMORT-0310,RELEASE OF CLUBFOOT W/ DORSAL  CAPSULATORY,2552,3063
FMORT-0311,HAM STRING LENGHTENING,1914,2297
FMORT-0312,HEEL CORD SHORTENING,1914,2297
FMORT-0313,PLASTIC ACHILLOTENOTOMY BY,2118,2542
FMORT-0314,QUADRICEPS PLASTY,2167,2601
FMORT-0315,INSERTION OR REPLACE OF SKELE- TAL MUSCLE STIMULATOR,3058,3670
FMORT-0316,QUADRICEPLASTY BILATERAL,6900,8280
FMORT-0317,AMPUTATION OF UPPER LIMB,3058,3670
FMORT-0319,AMPUTATION & DISARTICULATION   OF THUMB,1276,1532
FMORT-0320,AMPUTATION THROUGH CARPALS,2552,3063
FMORT-0321,DISARTICULATION OF WRIST,2552,3063
FMORT-0322,AMPUTATION THROUGH FOREARM,2552,3063
FMORT-0323,AMPUTATION THROUGH HUMERUS,2552,3063
FMORT-0324,DISARTICULATION OF SHOULDER,3058,3670
FMORT-0325,INTERTHORACOSCAPULAR AMPUTATN,4074,4889
FMORT-0326,LOWER LIMB AMPUTATION,3058,3670
FMORT-0327,AMPUTATION OF TOE,1276,1532
FMORT-0328,AMPUTATION OF FOREFOOT,1914,2297
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,1914,2297
FMORT-0330,CHOPART ARTHRODESIS,1914,2297
FMORT-0331,MIDTARSALS AMPUTATION,1914,2297
FMORT-0332,TRANSMETATARSAL AMPUTATION,1914,2297
FMORT-0333,DISARTICULATION OF ANKLE,2552,3063
FMORT-0334,DISARTICULATION OF KNEE,3058,3670
FMORT-0335,AMPUTATION OF LEG THRU FEMUR,3058,3670
FMORT-0336,AMPUTATION OF THIGH,4074,4889
FMORT-0337,COVERSN OF BELOW KNEE AMPUTATN TO ABOVE KNEE AMPUTATION,3568,4282
FMORT-0338,DISARTICULATION OF HIP,4074,4889
FMORT-0339,HEMIPELVECTOMY,4589,5507
FMORT-0340,THUMB REATTACHEMENT,5095,6114
FMORT-0341,FINGER REATTACHEMENT,5095,6114
FMORT-0342,"FOREARM,WRIST&HAND REATTACHMNT",8029,9635
FMORT-0343,TOE REATTACHEMENT,5095,6114
FMORT-0347,REVISION OF AMPUTATION STUMP - (TRIMMING),2552,3063
FMORT-0348,LUMBAR PUNCTURE,440,528
FMORT-0349,CPR 1 FOR DAY,2123,2548
FMORT-0350,CPR 2 FOR THE DAY,1282,1539
FMORT-0351,CPR 3 FOR THE DAY,864,1037
FMORT-0354,FLEXOR BRACHIRADIALIS RELEASE,1914,2297
FMORT-0355,COLCHICINE COURSE (6 WEEKS),5553,6664
FMORT-0356,FOOT SLAP MADE IN GERMANY,1650,1980
FMORT-0358,BOBATH COURSE PER SESSION,341,410
FMORT-0359,ZINKLEIHM BANDAGE OF KNEE,440,528
FMORT-0360,ZINKLEIHM BANDAGE OF ANKLE,440,528
FMORT-0361,FOREARM SLAB,341,410
FMORT-0362,ABOVE ELBOW SLAB,440,528
FMORT-0363,BELOW KNEE SLAB,440,528
FMORT-0364,ABOVE KNEE SLAB,550,660
FMORT-0365,FOREARM CIRCULAR CAST,440,528
FMORT-0366,ABOVE ELBOW CIRCULAR CAST,781,938
FMORT-0367,BELOW KNEE,550,660
FMORT-0368,ABOVE KNEE CAST,649,779
FMORT-0369,CYLINDER CAST,649,779
FMORT-0370,SPICA PELVIC CASTING,1073,1288
FMORT-0371,GIPS CARSETTE,1491,1790
FMORT-0372,DESAULETTE BANDAGE,440,528
FMORT-0373,DESAULETTE CAST,1491,1790
FMORT-0374,ELASTIC BANDAGE FOREARM WITH   MEDICINE,231,278
FMORT-0375,ELASTIC BANDAGE FOREARM W/OUT  MEDICINE,132,159
FMORT-0376,ELASTIC BANDAGE BELOW KNEE W/  MEDICINE,341,410
FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,160,192
FMORT-0378,HIGH TIBIAL OSTEOTOMY W\O GRFT,3190,3828
FMORT-0379,HIGH TIBIAL OSTEOTOMY W/ GRAFT,3058,3670
FMORT-0380,THREE DIMENSIONAL OSTEOTOMY OF HIP (SCHNEIDER),3568,4282
FMORT-0381,VALGUS OSTEOTOMY OF HIP,3058,3670
FMORT-0382,VARUS OSTEOTOMY OF HIP,3058,3670
FMORT-0383,OSTEOTOMY OF SHOULDER,3058,3670
FMORT-0384,OSTEOTOMY OF WRIST,3190,3828
FMORT-0385,OSTEOTOMY OF HUMERUS,3190,3828
FMORT-0386,OSTEOTOMY OF ELBOW,3190,3828
FMORT-0387,OSTEOTOMY OF HAND & FINGER,1914,2297
FMORT-0388,OSTEOTOMY OF KNEE,3058,3670
FMORT-0389,OSTEOTOMY OF ANKLE,3190,3828
FMORT-0390,OSTEOTOMY OF TIBIA CHILDREN,1914,2297
FMORT-0391,PARAVETEBRAL INJ. W/ MEDICINE,440,528
FMORT-0392,INTRA-ART INJ OF OTHER JOINT,341,410
FMORT-0393,INFILTRATION IN SOFT TISSUE OR PERIARTICULAR,231,278
FMORT-0394,RIB BELT,341,410
FMORT-0395,SLING FOR UPPER LIMB,440,528
FMORT-0396,GILCHRIST BANDAGE,341,410
FMORT-0397,LEUCOTAP BANDAGE,440,528
FMORT-0398,WALKING HEEL,160,192
FMORT-0399,CLAVICLE STRIP,341,410
FMORT-0400,REDUCTION OF CDH UNDER ANAES & CAST,1914,2297
FMORT-0401,OPEN REDUCTION OF CDH & CAST,3568,4282
FMORT-0402,SALTER DV OSTEOTOMY & CAST,4074,4889
FMORT-0403,CARPAL TUNNEL DECOMPRESSION,3379,4055
FMORT-0404,SECOND REVISN OF CARPAL TUNNEL SYNDROME,3058,3670
FMORT-0407,PEMBERTON ACETABULAR OSTEOTOMY,3190,3828
FMORT-0408,CHIARI ACETABULAR OSTEOTOMY,4074,4889
FMORT-0409,REMOVAL OF SIMPLE BENIGN BONE  OR SOFT TISSUE,1914,2297
FMORT-0410,REMOVAL OF MEDIUM BONE OR SOFT TISSUE,2552,3063
FMORT-0411,REMOVAL OF LARGE BENIGN BONE   OR SOFT TISSUE,3190,3828
FMORT-0412,REMOVAL OF MALIGNANT BONE OR   SOFT TISSUE,3568,4282
FMLAB-6026,WOUND SWAB C/S,303,364
FMORT-0419,EXCISION OF SINGLE LIPOMA,644,773
FMORT-0420,EXCISION OF MULTIPLE LIPOMA,1914,2297
FMPSD-0033,WOUND DRESSING MODERATE,260,312
