SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
7121529,LABORATORY,CHEMISTRY,QUANTITATIVE MOLECULAR BCR/ABL DIAGONOSTICS,تحليل جزئي كمي ب سي ار / أ بي ال,8700.0
7121530,LABORATORY,CHEMISTRY,RAST, قيـاس أر. ‘يه. اس. تـي.,637.5
7121531,LABORATORY,CHEMISTRY,RCC,سرطان الخليه الكلويه ,718.75
7121532,LABORATORY,CHEMISTRY,"RENAL (KIDNEY) FUNCTION TESTS (BUN, CR, NA, K, CL & URIC ACID)",  إختبار وظائف الكلى,600.0
7121533,LABORATORY,CHEMISTRY,RENAL TUBULAR DYSGENESIS (AGT) SINGLE GENE ANALYSIS,تحليل جين أيه جي تي,4062.5
7121534,LABORATORY,CHEMISTRY,RENIN ., عيــار الـرنيــن,675.0
7121535,LABORATORY,CHEMISTRY,RESPIRATORY SYNCTIAL VIRUS ABS., مضادات فيروس الرئوي,637.5
7121536,LABORATORY,CHEMISTRY,RETT SYNDROME (MECP2-GENE) TEST,متلازمة ريت,22250.0
7121537,LABORATORY,CHEMISTRY,RHINOVIRUS RNA,رينو فيروس ار ان أ,2312.5
7121538,LABORATORY,CHEMISTRY,RIBOSOMAL ABS, مضادات الريبوسوم,843.75
7121539,LABORATORY,CHEMISTRY,RICKETTSIA ABS,مضادات الركتيسيا,1081.25
7121540,LABORATORY,CHEMISTRY,RIVOTRIL, عـيـار الريـفـوتـريـل,525.0
7121541,LABORATORY,CHEMISTRY,RNP / SM, أر إن بي / سيمس,387.5
7121542,LABORATORY,CHEMISTRY,RO,انتي رو & انتي لا,875.0
7121543,LABORATORY,CHEMISTRY,"RUBELLA, IGG SPECIFIC", روبيــلا أي ج جي الخــاص,637.5
7121544,LABORATORY,CHEMISTRY,"RUBELLA, IGM SPECIFIC", روبيــلا اي جي أم الخــاص,637.5
7121545,LABORATORY,CHEMISTRY,"SACCAROMYCES IGA, IGG, IGM ABS STRUCTURE","مضادات ساكساروميسيس ام,جي,أ",525.0
7121546,LABORATORY,CHEMISTRY,SALMONEILA ABS,مضادات السالمونيلا,625.0
7121547,LABORATORY,CHEMISTRY,SCHAWACHMAN DIAMOND SYNDROME,متلازمة شواخمان دايموند ,28500.0
7121548,LABORATORY,CHEMISTRY,SCHISTOSOMA ANTIBODY, فحص مضادات الـشـيـسـتـوزومــا,637.5
7121549,LABORATORY,CHEMISTRY,SCL 70 ABS, مضادات اس سي إل 7,525.0
7121550,LABORATORY,CHEMISTRY,SECRETOR IGA (SALIVA),أي جي أ أفراز من اللعاب,500.0
7121551,LABORATORY,CHEMISTRY,SELENIUM,سيلينيوم,612.5
7121552,LABORATORY,CHEMISTRY,SEMEN ANALYSIS, فحـص السائـل المـنـوي,175.0
7121553,LABORATORY,CHEMISTRY,SEROTONIN,سيروتونتين,393.75
7121554,LABORATORY,CHEMISTRY,SERUM B-CROSSLAPS (CTX),أختبار سي تي أكس لهشاشة العظام,750.0
7121555,LABORATORY,CHEMISTRY,SGOT (AST), أنزيم كبدي اس. جي. أوتي.,87.5
7121556,LABORATORY,CHEMISTRY,SGPT (ALT), أنزيم كبدي أس. جي. بي. تي.,87.5
7121557,LABORATORY,CHEMISTRY,SHBG (SEX HORMONE BINDING GLOBULIN), عيـار الجلوبوليـن الرابط للهرمون الجنسي,643.75
7121558,LABORATORY,CHEMISTRY,SHIGELLA ABS, أضـداد الـشيـكـلا,600.0
7121559,LABORATORY,CHEMISTRY,SIROLIMUS,سيروليموس,875.0
7121560,LABORATORY,CHEMISTRY,SMOOTH MUSCLE ANTIBODY, مضادات العضــلات الملـســـاء,637.5
7121561,LABORATORY,CHEMISTRY,SODIUM URINE, عيار الصوديوم في البول,93.75
7121562,LABORATORY,CHEMISTRY,"SODIUM, SERUM OR URINE", عيار الصوديوم في الدم ,93.75
7121563,LABORATORY,CHEMISTRY,"SODIUM, STOOL", عيار الصوديوم في البراز,193.75
7121564,LABORATORY,CHEMISTRY,SOLUBLE LIVER ANTIGEN ABS,مضادات سليوبل ليفر انتجمن,450.0
7121565,LABORATORY,CHEMISTRY,SPERM VITALITY, عـدد حـيـويـة السـائـل المـنـوي,300.0
7121566,LABORATORY,CHEMISTRY,SPERMATOZOAL ANTIBODIES, مضادات تكويـن الحيوان المنوي,750.0
7121567,LABORATORY,CHEMISTRY,"SPINAL MUSCULAR ATROPHY (SMN1,MLPA)",فحص ضمور عضلات النخاع الشوكي,6000.0
7121568,LABORATORY,CHEMISTRY,SSA AND SSB ABS (ANTI RO / ANTI LA),مضادات رو و لا,1062.5
7121569,LABORATORY,CHEMISTRY,STONE ANALYSIS, فحـص الحصـيـات ,300.0
7121570,LABORATORY,CHEMISTRY,STRIATED MUSCLE ANTIBODY, مضادات العضـلات المخـططــة,637.5
7121571,LABORATORY,CHEMISTRY,SULFONYLUREA STRUCTURE,هيكل سلفونيل يوريا,1725.0
7121572,LABORATORY,CHEMISTRY,SV40,فيروس سيميان 40,1000.0
7121573,LABORATORY,CHEMISTRY,SYNOVIAL FLUID EXAMINATION, تحليل السائـل الخـلوي للمفـاصــل,200.0
7121574,LABORATORY,CHEMISTRY,T + B LYMPHOCYTE DIFFERENTIATION,توصيف الخلايا اللمفاوية,1750.0
7121575,LABORATORY,CHEMISTRY,T B G, أختبار بروتين الغدة الدرقيـــة,375.0
7121576,LABORATORY,CHEMISTRY,T.B MONOCLONAL ANTIBODIES, مضادات الـدرن وحيـدة القمــة,637.5
7121577,LABORATORY,CHEMISTRY,T4 AND T8 LIMPHOCYTES,"تي ع , تي 8 خلايا ليمفاوية",750.0
7121578,LABORATORY,CHEMISTRY,TACROLIMUS,تاكروليمس,800.0
7121579,LABORATORY,CHEMISTRY,TAENIA ABS,مضادات التينيا,731.25
7121580,LABORATORY,CHEMISTRY,TAG-72,ت ا ج-72,718.75
7121581,LABORATORY,CHEMISTRY,TAU-PROTEIN, بروتين تي ايه يو,1237.5
7121582,LABORATORY,CHEMISTRY,TB PCR, اختبـار ( بي سي أر ) للـدرن,2625.0
7121583,LABORATORY,CHEMISTRY,TDT,ت د ت,718.75
7121584,LABORATORY,CHEMISTRY,TESTOSTERONE, هرمون تسترون,750.0
7121585,LABORATORY,CHEMISTRY,THEOPHYLLIN LEVEL, عيار مستوى التيوفيللين في الــدم,300.0
7121586,LABORATORY,CHEMISTRY,"THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME(SLC19A2, REF)",أس إل سي 19 أيه 2 ,11925.0
7121587,LABORATORY,CHEMISTRY,THIOCYANATE & CYANIDE,ثيوسيانات و سيانين,468.75
7121588,LABORATORY,CHEMISTRY,THYREOGLOBULIN,مضادات ثيروجلوبيولين,625.0
7121589,LABORATORY,CHEMISTRY,THYROGLOBULIN ANTIBODY, مضادات ثيروجلوبيــن,637.5
7121590,LABORATORY,CHEMISTRY,THYROID ANTIBODY, مضادات الغدة الدرقية ,637.5
7121591,LABORATORY,CHEMISTRY,THYROID MICROSOMAL ABS,مضادات ثايرويد الميكروسومية,181.25
7121592,LABORATORY,CHEMISTRY,THYROID UPTAKE, فحص كفاءة الغدة الدرقيــة ,300.0
7121593,LABORATORY,CHEMISTRY,THYROXINE BINDING GLOBULIN,جلوبين رابط للثيروكسين,331.25
7121594,LABORATORY,CHEMISTRY,TORCH SCREENING,اختبار تورش,1050.0
7121595,LABORATORY,CHEMISTRY,TOTAL AND DIRECT BILIBURIN, الصفراء الكلـي المباشــر,181.25
7121596,LABORATORY,CHEMISTRY,"TOTAL BILIBURIN, NEONATAL", الصفراء عند الأطفال حديثي الولادة,87.5
7121597,LABORATORY,CHEMISTRY,TOTAL BILIRUBIN, الصفراء الكليـة,87.5
7121598,LABORATORY,CHEMISTRY,TOTAL CHOLESTEROL, الكوليسترول الكلي بالــدم,150.0
7121599,LABORATORY,CHEMISTRY,TOTAL CO2, ثاني أكسيد الكربون الكلي,93.75
7121600,LABORATORY,CHEMISTRY,TOTAL HLA TYPING, أختبار التوافــق النسجــي,3975.0
7121601,LABORATORY,CHEMISTRY,TOTAL IRON BINDING CAPACITY (TIBC), عيار السعة الرابطة للحديــد,250.0
7121602,LABORATORY,CHEMISTRY,"TOTAL PROTEIN, SERUM", إجمالي البروتين ( في المصل ),87.5
7121603,LABORATORY,CHEMISTRY,TOXOCARA ABS CANIS IGG & IGM WESTERNBLOT,"مضادات كوكسوكارا كاينز (جي,أم) وسترن بلورت",1375.0
7121604,LABORATORY,CHEMISTRY,"TOXOPLASMOSIS, IGG SPECIFIC", توكسوبلازموس أي جي جي خاصة,637.5
7121605,LABORATORY,CHEMISTRY,"TOXOPLASMOSIS, IGM SPECIFIC", توكسوبلازموس خاص اي جي أم,637.5
7121606,LABORATORY,CHEMISTRY,TPMT ACTIVITY,الأجسام المضادة للصفيحات,375.0
7121607,LABORATORY,CHEMISTRY,TRACP,ت ر ا س ب,718.75
7121608,LABORATORY,CHEMISTRY,"TRANFERRITIN, SERUM", ترانفيرتين من الــدم,637.5
7121609,LABORATORY,CHEMISTRY,TRANSFERRIN,ترانسقرين,468.75
7121610,LABORATORY,CHEMISTRY,TREPONEMAL IGG AND IGG ABS IMMUNOBLOT,اختبار IGG و IGG AB في اللولبية الشاحبة,1800.0
7121611,LABORATORY,CHEMISTRY,TREPONEMAL PALLIDUM ANTIBODIES,اختبار الأجسام المضادة للولبية الشاحبة,475.0
7121612,LABORATORY,CHEMISTRY,TRIGLYCERIDES, الدهنيات الثلاثـيـة,300.0
7121613,LABORATORY,CHEMISTRY,TRIPLE TEST,التحليل الثلاثي,875.0
7121614,LABORATORY,CHEMISTRY,TROP T., أختبار القلب السريع,300.0
7121615,LABORATORY,CHEMISTRY,TRYPSIN, عيـار أنـزيـم الـتـربسيــن,637.5
7121617,LABORATORY,CHEMISTRY,TRYPTASE, تريبتيز (الوذمه الوعائيه),718.75
7121618,LABORATORY,CHEMISTRY,TSC 1 GENE,ت اس س ا جين,38625.0
7121619,LABORATORY,CHEMISTRY,TSC 2 GENE,ت اس س 2 جين,38625.0
7121620,LABORATORY,CHEMISTRY,TSH, تي اس اتش / الهرمون المحرض للدرق,300.0
7121622,LABORATORY,CHEMISTRY,TSH RECEPTOR ANTIBODY    , مضـاد مستـقـبـلات  تي اس اتش,875.0
7121623,LABORATORY,CHEMISTRY,TSH-NEONATAL, تي اس تش ( حديثي الولادة ),300.0
7121624,LABORATORY,CHEMISTRY,U1-NRNP,يو 1 ان ار ان بى,450.0
7121625,LABORATORY,CHEMISTRY,URIC ACID (SERUM), حمض البول ( في المصل ),87.5
7121626,LABORATORY,CHEMISTRY,UROPLAKIN III,يورو بلاكن 3 ,718.75
7121627,LABORATORY,CHEMISTRY,VANCOMYCIN PEAK, قياس الفانكومايسين,950.0
7121628,LABORATORY,CHEMISTRY,VANCOMYCIN TROUGH, قياس الفانكومايسين,950.0
7121629,LABORATORY,CHEMISTRY,"VANILLYMANDELIC ACID (VMA), URINE", أف أم  أي من البول فحص إفراز حمض الفـينيـل مندليك بالبول ,637.5
7121630,LABORATORY,CHEMISTRY,VARICELLA ZOSTER IGM & IGG SPEC ABS, قياس القلوبين المناعي الخاص بداء المنطقة بأنواعه أم + جي,1350.0
7121631,LABORATORY,CHEMISTRY,VASOPRESSIN (ADH), أي دي اتش الهرمون المضاد للإدرار البولي,1425.0
7121632,LABORATORY,CHEMISTRY,VENOUS BLOOD GASES, غازات بالدم - شرياني,375.0
7121633,LABORATORY,CHEMISTRY,VERY LONG CHAIN FATTY ACIDS (VLCFA),الأحماض الدهنية طويلة السلسلة,2187.5
7121634,LABORATORY,CHEMISTRY,VIGABATRIN,قياس فيجابترين,875.0
7121635,LABORATORY,CHEMISTRY,VILLIN,فيلين ,718.75
7121636,LABORATORY,CHEMISTRY,VIMENTIN,فايتمن ,718.75
7121637,LABORATORY,CHEMISTRY,VITAMIN A (RETINOL),فيتامين أ,387.5
7121638,LABORATORY,CHEMISTRY,VITAMIN B2 (FAD),فيتامين بي 2,662.5
7121639,LABORATORY,CHEMISTRY,VITAMIN C (ASCORBIC ACID),فيتامين ج,1087.5
7121640,LABORATORY,CHEMISTRY,"VITAMIN D1,25 (1.25 DIHYDROXY-CHOLECALCIFEROL)", فيتامين دي 1.25,1500.0
7121641,LABORATORY,CHEMISTRY,VITAMIN E, فـيـتــاميــن أي,637.5
7121642,LABORATORY,CHEMISTRY,VITAMIN K1,فيتامين ك 1,687.5
7121643,LABORATORY,CHEMISTRY,VITAMINE B1 THIAMINE,فيامين بي 1 ثيامين,468.75
7121644,LABORATORY,CHEMISTRY,"VITAMINE B12, SERUM", فيتاميـن بـي 12 مـن الــدم,637.5
7121645,LABORATORY,CHEMISTRY,VITAMINE B6 (PYRIDOXYL PHOSPHATE),فيتامين بي 6,675.0
7121646,LABORATORY,CHEMISTRY,VITAMINE D3 (25 HYDROXICHOLICALCIFEROL), فيتامين    D3,862.5
7121647,LABORATORY,CHEMISTRY,VORICONAZOLE,فوريكونازول,875.0
7121648,LABORATORY,CHEMISTRY,WAALER ROSE, أختبـار  روز والـيـــر,637.5
7121649,LABORATORY,CHEMISTRY,WARFARIN,وارفارين,656.25
7121650,LABORATORY,CHEMISTRY,WESTERNBLOT ECHINOCOCCUS GRANULOSA IGG & IGM,مضادات اكينو كوكس جوانيولوز  وسترن بلوت اي جي جي & اي جي ام,2100.0
7121651,LABORATORY,CHEMISTRY,WESTERNBLOT ECHINOCOCCUS MULTIOCULARIS IGG & IGM,مضادات اكينوكوكس التي اكيولاريس اي جي جي & اي جي ام,2100.0
7121652,LABORATORY,CHEMISTRY,XYLOSE,زيلوس,231.25
7121653,LABORATORY,CHEMISTRY,ZAP-70,زاب 70,1125.0
7121654,LABORATORY,CHEMISTRY,ZINC, زنك,525.0
7121655,LABORATORY,CHEMISTRY,ZONISAMIDE,زونيساميد,537.5
7121656,LABORATORY,CHEMISTRY,GESTATIONAL DIABETES SCREENING (OGTT / 50 Grs) ONE TEST,اختبار سكر الحمل (50 جم) فحص واحد,125.0
7121657,LABORATORY,CHEMISTRY,GESTATIONAL DIABETES SCREENING (OGTT / 75 Grs) TWO TESTS,اختبار سكر الحمل (75 جم) فحصين,200.0
7121658,LABORATORY,CHEMISTRY,GESTATIONAL DIABETES CONFIRMATION (OGTT / 100 Grs) FOUR TESTS,اختبار سكر الحمل تأكيد (100 جم) فحص عدد 4,350.0
7121659,LABORATORY,CHEMISTRY,NON-INVASIVE PRE-NATAL TESTING (NIPT) ANY METHOD,إختبارات ما قبل الولآدة غير تداخلي (أي طريقة),3200.0
7122001,LABORATORY,HEMATOLOGY,ANTI FACTOR XA DETERMINATION (ANTI-XA),عامل رقم 10 أي,562.5
7122002,LABORATORY,HEMATOLOGY,BLEEDING TIME, زمــن الـنـزف,56.25
7122003,LABORATORY,HEMATOLOGY,BONE MARROW ( B.M. ) ASPIRATIONAL BIOPSY,اجراء خزعة من نقي النخاع العظمي مع اخذ عينة من العظام,5000.0
7122004,LABORATORY,HEMATOLOGY,BONE MARROW EXAMINATION, فحص عينه النخاع الشوكي,637.5
7122005,LABORATORY,HEMATOLOGY,CBC WITH DIFFERENTIAL COUNT, صورة دم كاملة مع عدد كرات دم بيضاء نوعى,193.75
7122006,LABORATORY,HEMATOLOGY,CLOTTING TIME, زمــن التـجــلــط,56.25
7122007,LABORATORY,HEMATOLOGY,COMPLETE BLOOD COUNT (CBC), صورة دم كامــلة,150.0
7122008,LABORATORY,HEMATOLOGY,D-DIMER, دى - ديمر,375.0
7122009,LABORATORY,HEMATOLOGY,ERYTHROCYTE SEDIMENTATION RATE (ESR), سرعة الترسيب ( سرعة التثفل ),56.25
7122010,LABORATORY,HEMATOLOGY,FIBRINOGEN, عيـار فـايـبـرونجيـن,375.0
7122011,LABORATORY,HEMATOLOGY,FILARIAL EXAMIANTION, فحص ( الخيطيات ),93.75
7122012,LABORATORY,HEMATOLOGY,G6PD (QUANTITATIVE), تحليل ج 6 بي. دي.,250.0
7122013,LABORATORY,HEMATOLOGY,GLYCOSYLATED HEMOGLOBIN (HB A1C), هيموجلوبين جلايكستيلاتيد,637.5
7122014,LABORATORY,HEMATOLOGY,HEINZ BODY STAIN, فحص جسيمات هيـنـز,93.75
7122015,LABORATORY,HEMATOLOGY,HEMATOCRITE, هيموماتكرديت ( رسابة الـدم ),50.0
7122016,LABORATORY,HEMATOLOGY,HEMOGLOBIN, نسبة هيموجلوبيـن - من الدم ( الخصاب ),50.0
7122017,LABORATORY,HEMATOLOGY,HEMOGLOBIN F DETERMINATION (KLEINHAUER), تحديد نسبة خضاب الدم نوع ف,250.0
7122018,LABORATORY,HEMATOLOGY,HEMOGLOBIN H INCLUSION,معايرة الهيموغلوبين H,312.5
7122019,LABORATORY,HEMATOLOGY,"IMMUNOPHENOTYPING FOR LEUKOMIA / LYMPHOMA (WHOLE BLOOD, BONE MARROW)",تحليل المناعي لسرطان الدم / الأورام اللمفاوية (الدم الكامل، نخاع العظام),4875.0
7122020,LABORATORY,HEMATOLOGY,L.E. PREPARATION, اختبار الذئبة الحمامية ,125.0
7122021,LABORATORY,HEMATOLOGY,LEISHMANIA SMEAR, عينة ليشمانيا,150.0
7122022,LABORATORY,HEMATOLOGY,LOW MOLECULAR WEIGHT HEPARIN DETERMINATION (LMWH),الهيبارين منخفض الوزن الجزيئي ,562.5
7122023,LABORATORY,HEMATOLOGY,MALARIA EXAMINATION, طفيليات الملاريــا,93.75
7122024,LABORATORY,HEMATOLOGY,OSMOTIC FRAGILITY TEST, أختبار الهشاشة الكروية ,375.0
7122025,LABORATORY,HEMATOLOGY,"PARTIAL THROMBOPLASTINE TIME (PTT,APTT)", زمـن جزئـي الترومتبوبلاستيـن,375.0
7122026,LABORATORY,HEMATOLOGY,PERIPHERAL SMEAR, فحص عينة دم طرفية,93.75
7122027,LABORATORY,HEMATOLOGY,PLATELET COUNT, عـد الصفائـح الدمـويـة,50.0
7122028,LABORATORY,HEMATOLOGY,PROTHROMBINE TIME (PT), زمــن البـروتـرومبيــن,150.0
7122029,LABORATORY,HEMATOLOGY,RETICULOCYTE COUNT, الخـلايـا الشبكـيــة,50.0
7122030,LABORATORY,HEMATOLOGY,SICKLE CELL SCREEN, فحص خلايـا الدم المنجليــة,75.0
7122031,LABORATORY,HEMATOLOGY,THALASSEMIA SCREENING, فحص الثالاسيميا,600.0
7122032,LABORATORY,HEMATOLOGY,WBC COUNT, عـد كريــات الـدم البيـضــاء,50.0
7123001,LABORATORY,MICROBIOLOGY,ACID FAST STAINING, الفحص الجرثومي للعصيات المقاومة للحمض بالتلوين ,93.75
7123002,LABORATORY,MICROBIOLOGY,ANAEROBIC CULTURE, مزرعة لا هوائية ,231.25
7123003,LABORATORY,MICROBIOLOGY,BLOOD CULTURE, مـزرعــة لـلـــدم,250.0
7123004,LABORATORY,MICROBIOLOGY,C & S (CULTURE & SENSITIVITY), مزرعـة و الحساسيـة,200.0
7123005,LABORATORY,MICROBIOLOGY,C & S AXILLA, مزرعـة و حسـاسـيـة  من الإبــط,200.0
7123006,LABORATORY,MICROBIOLOGY,C & S BLOOD, مزرعـة و حسـاسـيـة  للـــدم,200.0
7123007,LABORATORY,MICROBIOLOGY,C & S CERVICAL SMEAR, مزرعـة و حسـاسـيـة  لـعينـه من عنـق الرحـم,200.0
7123008,LABORATORY,MICROBIOLOGY,C & S CONJUNCTIVA, مزرعـة و حسـاسـيـة  لمسحـة من العيـن,200.0
7123009,LABORATORY,MICROBIOLOGY,C & S EAR DISCHARGE, مزرعـة و حسـاسـيـة  لإفرازات الأذن,200.0
7123010,LABORATORY,MICROBIOLOGY,C & S GASTRIC ASPIRATE, مزرعـة و حسـاسـيـة  للعـصـارة المعـديــة,200.0
7123011,LABORATORY,MICROBIOLOGY,C & S PROSTRATE, مزرعـة و حسـاسـيـة  لسائـل البروستاتـا,200.0
7123012,LABORATORY,MICROBIOLOGY,C & S PUS, مزرعـة و حسـاسـيـة  للصـديــد,200.0
7123013,LABORATORY,MICROBIOLOGY,C & S RECTAL, مزرعـة و حسـاسـيـة  لعينـة من المستقـيـم,200.0
7123014,LABORATORY,MICROBIOLOGY,C & S SEMEN, مزرعة واختبار للسائل المنوي,200.0
7123015,LABORATORY,MICROBIOLOGY,C & S SKIN, مزرعـة و حسـاسـيـة لعينـة من الجلــد,200.0
7123016,LABORATORY,MICROBIOLOGY,C & S SPUTUM, مزرعـة و حسـاسـيـة  للـبـلـغــم,200.0
7123017,LABORATORY,MICROBIOLOGY,C & S STOOL, مزرعـة و حسـاسـيـة  للـبــراز,200.0
7123018,LABORATORY,MICROBIOLOGY,C & S SWINE FLU (H1N1),انفلونزا الخنازير اتش ون ان ون,225.0
7123019,LABORATORY,MICROBIOLOGY,C & S THROAT, مزرعـة و حسـاسـيـة  لعـيـنـة من الحـلق,200.0
7123020,LABORATORY,MICROBIOLOGY,C & S UMBILICAL, مزرعـة و حسـاسـيـة  لعينـة من الصـرة,200.0
7123021,LABORATORY,MICROBIOLOGY,C & S URINE, مزرعـة و حسـاسـيـة  لـلـبــول,200.0
7123022,LABORATORY,MICROBIOLOGY,C & S VAGINAL, مزرعـة و حسـاسـيـة  لعـينـه من المهبـل,200.0
7123023,LABORATORY,MICROBIOLOGY,DIRECT FUNGAL WET MOUNT, فحص مباشـر للفـطـــر,93.75
7123024,LABORATORY,MICROBIOLOGY,"FERN TEST (TEST FOR LEAKAGE OF THE
AMNIOTIC FLUID)", أخـتـبــار فـيــرن,75.0
7123025,LABORATORY,MICROBIOLOGY,FOOD TESTING FOR COLIFORMS, أختبار فحص الأطعمة و جراثيم الكلوفروم,500.0
7123026,LABORATORY,MICROBIOLOGY,GENE XPERT MTB/RIF,تحديد ميكروب مرض الضرن بواسطة  سلسلة تفاعل البوليمراز  (BCR),3125.0
7123027,LABORATORY,MICROBIOLOGY,GRAM STAINING, الفحص الجرثومي بالتلويــن,93.75
7123028,LABORATORY,MICROBIOLOGY,GROUP A STREPTOCOCCAL AG,مجموعة أ الميكتروبات السبحية,250.0
7123029,LABORATORY,MICROBIOLOGY,NASAL SWAB FOR MRSA AND S. AUREUS ,مسحة الأنف إلى إم أر إس أيه والمكورة العنقودية الذهبية بواسطة بي سي أر,625.0
7123030,LABORATORY,MICROBIOLOGY,"ROUTINE CULTURE, MYCOLOGY", فحص روتيني تحت المجهر لعـينه جرثومية ,200.0
7123031,LABORATORY,MICROBIOLOGY,WATER TESTING: ROUTINE BACTERIOLOGICAL ANALYSIS, أختبار فحص جزئية المياة من الجراثيم ,637.5
7124001,LABORATORY,URINE AND STOOL ANALYSIS,ROUTINE URINE ANALYSIS, فحص البول العادي,93.75
7124002,LABORATORY,URINE AND STOOL ANALYSIS,"GLUCOSE, URINE", فحص السكر من البول,93.75
7124003,LABORATORY,URINE AND STOOL ANALYSIS,"KETONES, URINE", فحص الكيتوين من البول,50.0
7124004,LABORATORY,URINE AND STOOL ANALYSIS,"PROTEIN, URINE", فحص البروتين من البول,50.0
7124005,LABORATORY,URINE AND STOOL ANALYSIS,"PROTEIN, 24 HOURS URINE", فحص بروتين للبول خلال 24 ساعة ,250.0
7124006,LABORATORY,URINE AND STOOL ANALYSIS,"CREATININE, 24 HOURS URINE", فحص الكرياتينـين بالبول خلال 24 ساعة,250.0
7124007,LABORATORY,URINE AND STOOL ANALYSIS,"CALCIUM, 24 HOURS URINE", فحص الكالسيوم بالبول خلال 24 ساعة,250.0
7124008,LABORATORY,URINE AND STOOL ANALYSIS,ROUTINE STOOL ANALYSIS, فحص بــراز عـادي,93.75
7124009,LABORATORY,URINE AND STOOL ANALYSIS,"OCCULT BLOOD, STOOL", فحص الـدم الخـفي بــراز,93.75
7124010,LABORATORY,URINE AND STOOL ANALYSIS,"FECAL FAT, STAIN", فحص الدهـون بالـبـراز,93.75
7124011,LABORATORY,URINE AND STOOL ANALYSIS,"REDUCING SUBSTANCE, STOOL", العوامل اللاقطـه ( للبـراز ),93.75
