CODE,SERVICES,Price,20% increase -april 2021
FMORT-0490,CORRECTIVE OSTEOTOMY FOR DEF.  OF HIP JOIN AFTER T.B.,2320,2784.0
FMORT-0491,IF P/S R.U.F.T.E.,3072,3686.4
FMORT-0492,CLOSED & OPEN RED.& INT.FIX.W/PLATE & SCREW OF NECK FEMUR,2960,3552.0
FMORT-0493,OPEN RED.& INT.FIX.OF FRACTURE OF CALCANEUS,2085,2502.0
FMORT-0494,CORRECTION OF DEFORMITIES LIMB,2320,2784.0
FMORT-0495,TRIPLE FUSION FOR FOOT DEFORM.,2960,3552.0
FMORT-0496,EXPLORATN LYSIS & NERVE SUTURE OF THE ULNAR,2320,2784.0
FMORT-0497,OPEN RED. & INT. FIX -PATELLA,2320,2784.0
FMORT-0498,TENDON TRANSFER FOR RECURRENT  DISLOC. OF PATELLA,1740,2088.0
FMORT-0499,OPEN RED. FOR HIP IN C.D.H.,2320,2784.0
FMORT-0500,CORRECTION OF DEFORMITY - KNEE,2320,2784.0
FMORT-0501,CALCANEUM OSTEOTOMY FOR CORREC TION OF FOOT DEFORMITIES,2320,2784.0
FMORT-0502,SEQUESTROMY OF LONG BONES,2320,2784.0
FMORT-0503,ARTHRODESIS OF SHOULDER & KNEE,2320,2784.0
FMORT-0504,"OPERATION OF RECURR,DIS SHLDR",2655,3186.0
FMORT-0505,SCAPULAR OSTEOTOMY/EXCISN FOR CORRECTION OF DEFORMITY,2960,3552.0
FMORT-0506,EXCISION OF CEVICAL RIB,2320,2784.0
FMORT-0507,MAJOR JOINT DISARTICULATION,2320,2784.0
FMORT-0508,PARTIAL ARTHROPLASTY,2960,3552.0
FMORT-0509,REPAIR OF CRUCIATE LIGAMENT OFKNEE JOINT,2215,2658.0
FMORT-0510,CORRECTION OF CAVUS FOOT DUE   TO PARALYSIS OR IDIOPATHIC,1740,2088.0
FMORT-0511,TOTAL HIP REPLACEMENT AFTER   O.A. DEG.,4070,4884.0
FMORT-0512,SPINAL FUSION FOR SCOLIOSIS,4070,4884.0
FMORT-0513,"ARTHROPLASTY OF SHOULDER,ELBOW & KNEE",2780,3336.0
FMORT-0514,HIND QUARTER OR FORE QUARTER   AMPUTATION,2780,3336.0
FMORT-0515,BONE LENGHTENING OR SHORTENING,2780,3336.0
FMORT-0516,CORRECTION OF HAND & FINGER    DEFORMITY,2780,3336.0
FMORT-0517,LAMINECTOMY,3475,4170.0
FMORT-0518,SPINAL OSTEOTOMY,4070,4884.0
FMORT-0519,K WIRE UNDER LOCAL ANAESTHESIA SUBCUTANEOS,620,744.0
FMORT-0520,REMVL OF WIRE UNDER LOCAL ANA. DP. SUBCU.,975,1170.0
FMORT-0521,REMVL OF ACCESSORY BONE -FOOT,930,1116.0
FMORT-0522,RELEASE ADDUCTOR TENDON BILAT.,1160,1392.0
FMORT-0523,REPAIR OF RUPTURED ANTERIOR -  CRUCIATE LIGAMENT,2320,2784.0
FMORT-0524,REPAIR OF OSTEOCHONDRITIS -    DISSEC. - KNEE,2320,2784.0
FMORT-0525,OPEN REDUCT.OF FIX RADIUS HEAD OR EXCISION,2320,2784.0
FMORT-0526,REV.OF LUMB.DISC PROLAPSE 2    LEVEL LY/L5 / L5/S1,3704,4444.8
FMORT-0527,SKELETAL TRACT.FR.FRAC.ADL/CLD,930,1116.0
FMORT-0528,OPEN RED.& INT.FIX OF SYMPH.   PUBIS DISATASIS W/ OR W/O FRAC,2780,3336.0
FMORT-0529,RELEASE TARSAL TUNNEL SYNDROME,1740,2088.0
FMORT-0530,HOHMANN OPERATION @FT.SING.TOE,585,702.0
FMORT-0531,RECONS. OF MUL.LIG. KNEE INJ.,3244,3892.8
FMORT-0532,SURGICAL ARTHOSCOPY PLICA OR  RETINACULUM RELEASE/ARTHROSCO.,2215,2658.0
FMORT-0533,RETRO-PATELLAR SHAVING PER     ARTHROSCOPY,1160,1392.0
FMORT-0534,ULTRASOUND OF INFANT HIP[,400,480.0
FMORT-0535,ULTRASOUND OF SOFT TISSUE,400,480.0
FMORT-0536,REPLACEMENT OF HEAD OF FEMUR  WITH USE OF METHYL METHACRYLAT,4704,5644.8
FMORT-0537,CORRECTION OF CHILDREN SHOES FROM GERMANY,2760,3312.0
FMORT-0538,DIAGNOSTIC ATHROSCOPIC EXAMIN- ATION - SHOULDER,1105,1326.0
FMORT-0539,SURGICAL ARTHROSCOPIC EXAMINA-TION - SHOULDER,3528,4233.6
FMORT-0540,MALLET SPLINT,400,480.0
FMORT-0541,RELEASE OF TRIGGER FINGER1,1250,1500.0
FMORT-0542,ARTHROTOMY OF SEPTIC KNEE,1160,1392.0
FMORT-0543,ARTHROTOMY OF THE KNEE,585,702.0
FMORT-0544,TENDON TRANSFER AT FOOT,1740,2088.0
FMORT-0545,CLOSURE OF CAST,120,144.0
FMORT-0547,OPEN.REDUC. W/ INT/FIX. FRAC.  ACHRONIC CLAVICULAR JOINT,2780,3336.0
FMORT-0548,SHOULDER ARM SPINE,1930,2316.0
FMORT-0549,TRANSFER OF MUSCLE AT THIGH,2320,2784.0
FMORT-0550,MANUAL MANIPULAT'N SACRO-ILIAC,590,708.0
FMORT-0551,MANUAL MANIP. - CERVICAL SPINE,590,708.0
FMORT-0552,ORTHOSIS I,2532,3038.4
FMORT-0553,ORTHOSIS II,5048,6057.6
FMORT-0554,ORTHOSIS III,10505,12606.0
FMORT-0555,ORTHOSIS IV,16795,20154.0
FMORT-0556,ORTHOSIS V,20910,25092.0
FMORT-0557,RELEASE OF TENNIS ELBOW,1275,1530.0
FMORT-0558,RELEASE OF OBTURATOR NERVE AT  HIP,2320,2784.0
FMORT-0559,REMOVAL OF INTERNAL FIXATION   DEVICE AT SPINE,2320,2784.0
FMORT-0560,COLCHICINE 3 DOSES,1930,2316.0
FMORT-0561,MINOR SKIN GRAFT,955,1146.0
FMORT-0562,MAJOR SKIN GRAFT,2555,3066.0
FMORT-0563,STRENGTHENING OF CASTS,75,90.0
FMORT-0564,SHOULDER SPICA,975,1170.0
FMORT-0565,CLOSE REDUCTION U.G.A. FOR    FRACTURE HUMERUS,975,1170.0
FMORT-0566,OPEN REDUCTION & INTERNAL FIXA TION (PINNIG)OF COLES FRACTURE,1160,1392.0
FMORT-0567,FINGER SPLINT,120,144.0
FMORT-0568,CERVICAL TRACTION,460,552.0
FMORT-0569,HAMMOCK PELVIC TRACTION,710,852.0
FMORT-0570,DORSOLUMBAR SPICA,1355,1626.0
FMORT-0571,FUSION AT FINGER,1160,1392.0
FMORT-0574,TRANS.OF TENDON AT HAND/WRIST,1915,2298.0
FMORT-0575,PATELLOPLASTY,2320,2784.0
FMORT-0576,"TRANSPED.FIX.,LAMINEC., INTER. AND SPINAL FUSION",3528,4233.6
FMORT-0577,EVACUATION OF HEMATOMA,585,702.0
FMORT-0578,SECONDARY SUTURING OF WOUND 1ST GRADE,590,708.0
FMORT-0579,2NDARY SUTURING OF WOUND 2ND   GRADE,585,702.0
FMORT-0580,REPAIR OF COLLATERAL LATERAL   LIGAMENT,2320,2784.0
FMORT-0582,ELBOW ARTHROSCOPY OF ELBOW SURCAL,1410,1692.0
FMORT-0583,ARTHROSCOPY OF ELBOW DIAGNOST.,1280,1536.0
FMORT-0589,ARTHROSCOPY OF WRIST-DIAGNSTIC,560,672.0
FMORT-0590,GASTROCNEMIUS MUSCLE FLAP,2780,3336.0
FMORT-0591,REMOVAL OF INT. FIX. DEVICE AT TIBIA,1740,2088.0
FMORT-0592,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL ONE,2805,3366.0
FMORT-0593,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL II,2800,3360.0
FMORT-0594,CERVICAL RHIZOTOMY LEVEL I,2800,3360.0
FMORT-0595,CERVICAL RHIZOTOMY LEVEL II,3048,3657.6
FMORT-0596,ARTROSCOPY ANKLE SURGICAL,1740,2088.0
FMORT-0597,ARTROSCOPIC ANKLE DIAGNOSTIC,1160,1392.0
FMORT-0598,ARTROSCOPY OF WRIST SURGICAL,1740,2088.0
FMORT-0599,ULNARIS NERVE TRANSPOSITION,1740,2088.0
FMORT-0600,REMOVAL OF BAND OR STAPLE,585,702.0
FMORT-0601,O.R. AND I.F.OF FRACTURE SCAPL,2320,2784.0
FMORT-0602,FRACTURE PELVIC GR.III(POST &  ANTERIOR COLUMN),5564,6676.8
FMORT-0603,FRACT. PELVIC GR.II(POST.COL.),4632,5558.4
FMORT-0604,FRAC. PELVIC GR.I(ANT.COLUMN),3704,4444.8
FMORT-0605,SUPRACONDYLE OSTEOTOMY FEMUR,2780,3336.0
FMORT-0609,OSTEOTOMY OF FEMUR,2780,3336.0
FMORT-0610,SCIENTIFIC SLIDES (OUTSIDE DR),45,54.0
FMORT-0611,FRACTURE MEDIAL AND LATERAL   MALLEOLUS,3072,3686.4
FMORT-0612,FRACTURE AT MEDIAL OR LATERAL MALLEOLUS,3048,3657.6
FMORT-0613,OR & IF SUB-CHONDRAL FRACTURE,2320,2784.0
FMORT-0614,EXPLORATION OF NERVE & NEUROLY SIS OR REPAIR,4632,5558.4
FMORT-0615,SCIENTIFIC SLIDES (SGH),25,30.0
FMORT-0616,MANUAL KYROPRACTIC MANIPULA-  TION,400,480.0
FMORT-0618,THUMB & FINGER ORTHOSIS,400,480.0
FMORT-0619,CLOSED REDUCTION WITH INTERNAL FIXATION RADIUS ULNA,1945,2334.0
FMORT-0626,SITTING BRACE W/O HEAD SUPPORT,1625,1950.0
FMORT-0630,CORTICOTOMY & APPLICATION OF   EXTERNAL FIXATOR,2320,2784.0
FMORT-0631,FEBULAR OESTEOTOMY,585,702.0
FMORT-0632,CORRECTION OF EXTERNAL FIXATOR,585,702.0
FMORT-0633,REMOVAL OF EXTERNAL FIXATOR,1875,2250.0
FMORT-0634,ACL RECONSTRUCTION FOR ARTHRO- SCOPY GRADE 1,1105,1326.0
FMORT-0635,FRACTURE NECK FEMUR WITH VAS-  CULARIZED BONEGRAFT,4632,5558.4
FMORT-0636,CORRECTION OF SCOLLIOSIS USING ISOLA-SYSTEM,5564,6676.8
FMORT-0637,ACETABULUM RECONSTRUCTION,2320,2784.0
FMORT-0638,REPAIR -NERVE INJURY W/O GRAFT,2780,3336.0
FMORT-0639,REPAIR-NERVE INJURY WITH GRAFT,3704,4444.8
FMORT-0640,SGH COCKTAIL PEDIA,445,534.0
FMORT-0641,PERCUTANEOUS LAZER DISCECTOMY,6120,7344.0
FMORT-0642,SPINAL DISCOGRAPHY,2320,2784.0
FMORT-0643,USAGE OF LASER,1930,2316.0
FMORT-0644,EXPLOR.OF RETRO-PERITO.REGION,2780,3336.0
FMORT-0645,ADD'L FEE FOR COM.OR OVER 3HRS,830,996.0
FMORT-0646,APPLICATION OF EXTERNAL FIXATO R GRADE I,1000,1200.0
FMORT-0647,APPLICATION OF EXTERNAL FIXATO R GRADE II,500,600.0
FMORT-0648,CHIRO PRACTICE,335,402.0
FMORT-0649,SUPRA-PATELLAR NEURECTOMY,1000,1200.0
FMORT-0650,"LAT. RETINACULAR RELEASE,KNEE",1000,1200.0
FMORT-0651,PERCUTANEOUS ENDOSCOPIC LASER  DISCECTOMY,2400,2880.0
FMORT-0652,"ARTHROSCOPIC FIX. OF BANKART   LESION, SHOULDER",3200,3840.0
FMORT-0653,APPLICATION OF HALO RING,500,600.0
FMORT-0654,ANTERIOR SPINAL RELEASE BY     SCOLIOSIS,3200,3840.0
FMORT-0655,VASCULRIZED BONE GRAFTING      ILIAC CREST,5600,6720.0
FMORT-0656,GROIN FLAP,2400,2880.0
FMORT-0657,TENDON TRANSFER AT SHOULDER,2400,2880.0
FMORT-0658,SCOLIOSIS CORRECTION,3200,3840.0
FMORT-0659,REMOVAL OF TUMOUR OF THE SPINE,3200,3840.0
FMORT-0660,SPONDYLISTHESIS CORRECTION,3200,3840.0
FMORT-0661,COTREL BUILT EXERCISES,95,114.0
FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,4800,5760.0
FMORT-0663,REVISION OF DURAL TEAR,2500,3000.0
FMORT-0664,THORACOTOMY,3000,3600.0
FMORT-0665,PLEURAL DECORTICATION,2000,2400.0
FMORT-0666,"SKIN GRAFT, FREE ANY AREA",560,672.0
FMORT-0667,CERVICAL DISCECTOMY AND INTER- BODY FUSION,5292,6350.4
FMORT-0668,CERVICAL ANTERIOR CORPECTOMY   GRAFT + PLATING,6176,7411.2
FMORT-0669,RETRO PERITONIAL ANTERIOR      SPINAL FIXATION,6176,7411.2
FMORT-0670,EXCISION OF NEUROMA FINGER,2205,2646.0
FMORT-0671,POSTERIOR CRUCIATE LIGAMENT    RECONSTRUCTION,3528,4233.6
FMORT-0672,CERV.POST. OPEN REDUC.INTERNAL FIXATION + FUSION,6176,7411.2
FMORT-0673,REMOVAL OF FOREIGN BODIES UNSP SITE,560,672.0
FMORT-0674,TIGGES BANDAGE,1470,1764.0
FMORT-0675,EXPLORATION OF ANY NERVE,1830,2196.0
FMORT-0676,"REPAIR OF LATERAL COLLATERAL   LIGAMENT, ANKLE",2765,3318.0
FMORT-0677,"BI. ALLEOLAR FRACTURE, ANKLE",2205,2646.0
FMORT-0678,"TRI.MALLEOLAR FRACTURE, ANKLE",2648,3177.6
FMORT-0679,OPEN REDUC. & INT. FIX. SACRAL FRACTURE,4412,5294.4
FMORT-0680,REVISION OF SPINAL FUSION,5292,6350.4
FMORT-0681,MUSCLE & TENDON TRANSFER @ HIP SHARAAD OR MASTERED OPERATION,4412,5294.4
FMORT-0682,O.R.& I.F.-FRACT.MED.MALLEOLUS,1660,1992.0
FMORT-0683,EXPLORATION AND REPAIR OF BRAC HIAL FLEXUS.,14886,17863.2
FMORT-0684,EVAC. OF PSOAS ABCESS W/TRANS- PEDICULAR SPINAL FUSION,3528,4233.6
FMORT-0685,TRANSPEDICULAR SCREW FIXATION  + CERCLAGE WIRE W/ FUS. 1 LEV,3528,4233.6
FMORT-0686,REVISION OF TOTAL KNEE REPLACE MENT,8100,9720.0
FMORT-0687,TRANS ABDOMINAL ANTERIOR       SPINAL FUSION,5040,6048.0
FMORT-0688,TUNNEL BONE GRAFTING,2520,3024.0
FMORT-0689,SACRO ILIAC JOINT ARTHRODESIS,4200,5040.0
FMORT-0690,SPINAL FUSION WITH MICOMED SYS TEM,3360,4032.0
FMORT-0691,PDN PROSTHETIC DISC NUCLEUS    REPLACEMENT,2520,3024.0
FMORT-0692,VASCULARISED MUSCLE PEDICLE    TRANSFER,5880,7056.0
FMORT-0693,ARTHRODESIS OF FINGERS,1575,1890.0
FMORT-0694,TENDON TRANSFER AT ELBOWS,3360,4032.0
FMORT-0695,CURRETTAGE OF BONE SYST SMALL,930,1116.0
FMORT-0696,CURRETTAGE OF BONE SYST MEDIUM,1575,1890.0
FMORT-0697,CURRETTAGE OF BONE SYST LARGE,2100,2520.0
FMORT-0698,DORSAL EPIPHYSIODESIS OF CONGI NITAL SCOLIOSIS,5040,6048.0
FMORT-0699,CERVICAL POSTERIOR DECOMPRESSI ON WITH PLATTING,4800,5760.0
FMORT-0700,CERVICAL POSTERIOR DECOMPRESSI ON WITHOUT PLATTING,3200,3840.0
FMORT-0701,O.R.I.F. OF STERNO CLAVICULAR  JOIN,2400,2880.0
FMORT-0702,REMOVAL OF PDN & REINSERTION,2000,2400.0
FMORT-0703,REPAIR OF BANKART LESION SHOUL DER PER ARTHROSCOPY,2800,3360.0
FMORT-0704,POSTERO LATERAL ROTERY INSTABI LITY (DLRI),3200,3840.0
FMORT-0705,TOTAL ELBOW PROSTESIS,3200,3840.0
FMORT-0706,COSTOPLASTY,2400,2880.0
FMORT-0707,MENERVA CAST,1660,1992.0
FMORT-0708,GIRDLE STONE OPERATION HIP,2000,2400.0
FMORT-0709,CRYOTHERAPY,270,324.0
FMORT-0710,ENDOSCOPIC DISCECTOMY,2400,2880.0
FMORT-0711,HIGH TIBIAL OSTEOTOMY THROUGH  SINGLE INCISION,2500,3000.0
FMORT-0712,MUSCLE REPAIR,2670,3204.0
FMORT-0713,VERTEBRAL PLASTY,5328,6393.6
FMORT-0714,PROXIMAL RAW CARPECTOMY,3204,3844.8
FMORT-0715,SHOCK WAVE PER SOFT TISSUE,905,1086.0
FMORT-0716,SHOCK WAVE FOR PSEUDOARTHROSIS OF DELAYED UNION UNDER G.A. (DAY CARE) P.D.,3048,3657.6
FMORT-0717,ARTHROSCOPIC CARBON PINS INPLANTATION,3204,3844.8
FMORT-0718,ULTRASOUND OF HIP FOLLOW UP,240,288.0
FMORT-0719,LUMBAR PUNCTURE,325,390.0
FMORT-0720,APPLICATION OF SKULL TRACTION ( HALO TRACTION ),640,768.0
FMORT-0721,APPLICATION OF HALO VEST,1275,1530.0
FMORT-0722,COLCHICINE INJECTION ( 3 DOSES ),1485,1782.0
FMORT-0723,COLCHICINE INJECTION COURSE,3884,4660.8
FMORT-0724,RHIZOTOMY ( ONE LEVEL ),1020,1224.0
FMORT-0725,RHIZOTOMY ( MULTIPLE LEVELS ),2170,2604.0
FMORT-0726,DISCOGRAPHY ( ONE LEVEL ),1345,1614.0
FMORT-0727,DISCOGRAPHY ( MULITPLE LEVELS ),2410,2892.0
FMORT-0728,ANTERIOR CERVICAL DISCOTOMY W/INTERBODY FUSION,3200,3840.0
FMORT-0729,ANTERIOR CERVICAL DISCOTOMY PLATING,3200,3840.0
FMORT-0730,POSTERIOR CERVICAL DECOMPRESSION W/O FIXATION,2400,2880.0
FMORT-0731,POSTERIOR CERVICAL DECOMPRESSION WITH FIXATION,3200,3840.0
FMORT-0732,COSTOTRANSVERSECTOMY FOR THORACICDISC,2640,3168.0
FMORT-0733,ANTERIOR THORACIC DESICTOMY,3200,3840.0
FMORT-0734,POSTERIOR THORACIC DISECTOMY,3200,3840.0
FMORT-0735,OPEN LUMBAR DISCECTOMY ( ONE LEVEL ),2500,3000.0
FMORT-0736,OPEN LUMBAR DISCECTOMY ( MULTIPLE LEVEL ),3200,3840.0
FMORT-0737,LUMBAR LAMINOTOMY OR LAMINECTOMY ( ONE LEVEL ),2500,3000.0
FMORT-0738,LUMBAR LAMINOTOMY / LAMINECTOMY ( MULTIPLE LEVEL ),3200,3840.0
FMORT-0739,PRECOTONEOUS DISCECTOMY ( ANY REGION ),2400,2880.0
FMORT-0740,PERCUTANEOUS THERMO-LASER,3200,3840.0
FMORT-0741,ENDOSCOPIC THERMO-LASER ( ANY REGION ),3200,3840.0
FMORT-0742,LUMBAR DISCECTOMY W/PDN INSERTION,3200,3840.0
FMORT-0743,POSTERIOR FIXATION OF CERVICAL FRACTURE,4240,5088.0
FMORT-0744,POSTERIOR CERVICAL WIRING,3204,3844.8
FMORT-0745,ANTERIOR CERVICAL CORPECTOMY,5328,6393.6
FMORT-0746,COMBINED ANTERIOR AND POSTERIOR OR CERVICAL FIXATION,7195.5,8634.6
FMORT-0747,POSTERIOR FIXATION OF THORACIC,4268,5121.6
FMORT-0748,ANTERIOR FIXATION OF THORACIC LUMBAR FRACTURE,7195.5,8634.6
FMORT-0749,COMBINED ANTERIOR  & POSTERIOR FIXATION ( DORSO-LUMBAR ),8991,10789.2
FMORT-0750,OCCIPITO-CERVICAL SPINAL FUSION,7195.5,8634.6
FMORT-0751,POSTERIOR THORACIC SIPNAL FUSION W/GRAFTING,4268,5121.6
FMORT-0752,POSTEROLATERAL LUMBAR SPINAL FUSION,4268,5121.6
FMORT-0753,POSTEROLATERAL W/INTERBODY LUMBAR SPINAL FUSION,5328,6393.6
FMORT-0754,POSTERIOR OSTEOTOMY WITH FUSION,5328,6393.6
FMORT-0755,MODIFIED SCOTT WIRING,3740,4488.0
FMORT-0756,REVISION OF SPINAL FUSION,7195.5,8634.6
FMORT-0757,SACRO-ILIAC JOINT ARTHRODESIS,3204,3844.8
FMORT-0758,POST.HEMI-EPIPHYSIODESIS FOR CONG.,7195.5,8634.6
FMORT-0759,FUSION IN SITU FOR CONGENTIAL,5328,6393.6
FMORT-0760,HEMIVERTEBRA EXCISION,7195.5,8634.6
FMORT-0761,OPEN ANTERIOR SPINAL RELEASE FOR SCOLIOSIS,4268,5121.6
FMORT-0762,CORRECTION AND POSTERIOR INSTRUMENTATION OF SCOLIOSIS,7195.5,8634.6
FMORT-0763,ANTERIOR RELEASE & INSTRUMENTATION FOR SCOLIOSIS,7789.5,9347.4
FMORT-0764,POSTERIOR CORRECTION AND FIXATION KYPHOSIS,5328,6393.6
FMORT-0765,COSTOPLASTY,2668,3201.6
FMORT-0766,EXCISION OF COCCYX,2670,3204.0
FMORT-0767,ANT.RESECTION OF ONE VERTEBRA W/FIXATION,5328,6393.6
FMORT-0768,RESECTION OF SPINAL CORD TOMOUR,7195.5,8634.6
FMORT-0769,REMOVAL OF SPINAL INSTRUMENTATION,2670,3204.0
FMORT-0770,REPAIR DURAL RENT,2668,3201.6
FMORT-0771,REVISION OF SPINAL WOUNDS,1345,1614.0
FMORT-0772,DESTANTU LUMBAR LAMINOTOMY ( 1 LEVEL ),2670,3204.0
FMORT-0773,DESTANTU LIMBAR LAMINOTOMY ( 2 LEVEL ),3204,3844.8
FMORT-0774,INTRO OP-MONITORING (IOM),870,1044.0
FMORT-0775,INTRA-OPERATIVE MONITORING (IOM),1855,2226.0
FMORT-0776,ARTHROSCOPIC MNISCAL SUTURE,3016,3619.2
FMORT-0777,OZON INJECTION,370,444.0
FMORT-0778,MOSAICOPLASTY,3016,3619.2
FMORT-0779,LUMBAR COCKTAIL INJECT + FACET BLOCK,1800,2160.0
FMORT-0780,CORE DECOMPRESSION,1890,2268.0
FMORT-0781,PISSANI OPERATION,1890,2268.0
FMORT-0782,O.R.I.F FEMUR HEAD FRACTURE GRADE 1,2932,3518.4
FMORT-0783,O.R.I.F. FEMUR HEAD FRACTURE GRADE 2,3904,4684.8
FMORT-0784,LENGTHENING  OF THE ROD BY SCOLIOSIS,1190,1428.0
FMORT-0785,VASCULAR REPAIR,3676,4411.2
FMORT-0786,ORTHO KIN,3504,4204.8
FMORT-0788,STEAM CELL,2670,3204.0
FMORT-0789,SKIN FLAP REDICLE,3200,3840.0
FMORT-0790,SKIN FLAP FREE,6750,8100.0
FMORT-0791,DENERVATION SENSORY NERVE,1675,2010.0
FMORT-0792,HIMIARTHOPLASTY HIP,4600,5520.0
FMORT-0800,LOCAL INJECTION FACET JOINT,415,498.0
FMORT-0801,RELEASE OF DE QUERVAIN,650,780.0
FMORT-0802,FINGER AMPUTATION,975,1170.0
FMORT-0803,INTERLOCKING NAIL (ILN) FEMUR,2560,3072.0
FMORT-0804,INTERLOCKING NAIL (ILN) TIBIA,2560,3072.0
FMORT-0805,INTERLOCKING NAIL (ILN) HUMERUS,2560,3072.0
FMORT-0806,SEQUESTRECTOMY SMALL BONE,650,780.0
FMORT-0807,SEQUESTRECTOMY LONG BONE,975,1170.0
FMORT-0808,REMOVAL OF INTRA MEDULLARY NAIL (IM,1100,1320.0
FMORT-0809,REMOVAL OF INTER LOCKING NAIL (ILN),1100,1320.0
FMORT-0810,REMOVAL OF PLATE AND SCREWS,975,1170.0
FMORT-0811,REMOVAL OF SCREWS,760,912.0
FMORT-0812,DEBRIDEMENT LARGE,650,780.0
FMORT-0813,DEBRIDMENT SMALL,325,390.0
FMORT-1000,DAY CARE SUPERVISION,270,324.0
FMORT-1001,DOCTOR'S DAYCARE SUPERVISION,95,114.0
FMORT-2000,ADDITIONAL FEE FOR COMPLICATEDOPERATIONS,1485,1782.0
FMORT-3000,PULSED SIGNAL THERAPY ONE SESSION,470,564.0
FMORT-3001,PULSED SIGNAL THERAPY 9 SESSION,2712,3254.4
FMORT-3002,PULSED SIGNAL THERAPY 12 SESSION,3252,3902.4
FMORT-3003,PST,2825,3390.0
FMORT-3004,PULSED SIGNAL THERAPY 6 SESSIONS,1920,2304.0
FMORT-9000,C.P. PROGRAM - 2 SESSION (P.D),430,516.0
FMORT-9903,REDUCTION OF JOINT DISCL.W/G.A,1160,1392.0
FMORT-9905,REDUCTION AND CORRECTION OF   SIMPLE FRACTURE,2875,3450.0
FMORT-9915,NERVE SUTURE AND NEUROLYSIS,2676,3211.2
FMORT-9918,MENISCECTOMY,2100,2520.0
FMORT-9919,ARTHROSCOPIC RELEASE OF LANTAR FASCITIS,2230,2676.0
FMORTIC000,OR01 CONSULTATION PRICE DEFFERENCE,410,492.0
FNORT-0661,CORRECTION OF FRACTURE -SPINE,4060,4872.0
FRMORT-078,CORE DECOMPRESSION,1800,2160.0
MTORT-0000,CLOSED REDUCT OF DISLOCATION ATSHOULDER,760,912.0
MTORT-0001,ARTHROSCOPY OF KNEE SURGICAL,2400,2880.0
MTORT-0002,ARTROSCOPY OF KNEE DIAGNOSTIC,2500,3000.0
MTORT-0003,ARTHROTOMY OF SEPTIC KNEE,2000,2400.0
MTORT-0004,ARTROSCOPIC ANKLE DIAGNOSTIC,2000,2400.0
MTORT-0005,CARPAL TUNNEL DECOMPRESSCION,2500,3000.0
MTORT-0007,CLOSED REDUCT OF DISLOCATION THIP,1160,1392.0
MTORT-0008,CLOSED REDUCT OF FRACT W/ INT.FIX AT UNSPEC. SITE,1045,1254.0
MTORT-0009,RELEASE OF TRIGGER FINGER,1000,1200.0
MTORT-0010,REMOVAL OF BAND OR STAPLE,1000,1200.0
MTORT-0011,REMOVAL OF EXTERNAL FIXATOR,1875,2250.0
MTORT-0012,REMOVAL OF K WIRE,500,600.0
MTORT-0013,REMOVAL OF STITCHES,70,84.0
MTORT-0014,REMVL OF INT. FIXATN DEVICE ATFEMUR,2500,3000.0
MTORT-0015,REMVL OF INT. FIXATN DEVICE ATUNSPEC. SITE,2000,2400.0
MTORT-0016,REMVL. OF K WIRE UNDERL LOCAL ANAESTHESIA DP. SUBCUTANEOUS,585,702.0
MTORT-0017,REMVL OF K WIRE UNDERL LOCAL  ANAESTHESIA SUBCUTANEOUS,500,600.0
MTORT-0018,SEQUESTROMY OF LONG BONES,2500,3000.0
MTORT-0019,SEQUESTROMY OF SMALL SHORT    BONES,1500,1800.0
MTORT-0020,SPICA PELVIC,760,912.0
MTORT-0021,SYNOVECTOMY OF JOINT REUMOHOD,2000,2400.0
MTORT-0022,ARTROSCOPIC ANKLE DIAGNOSTIC,1500.4,1800.48
MTORT-0023,ARTROSCOPY ANKLE SURGICAL,2000,2400.0
MTORT-0024,EXCISION OF LISION (GANGLION) OF TENDON EXCEPT HAND,1740,2088.0
MTORT-0026,RELEASE OF DE QUERVIANS SYNDROME,1500,1800.0
MTORT-009,RELEASE OF TRIGGER FINGER,700,840.0
MTORT-0157,"RELEASE OF ADHERENT JNT CAPSULLIGAMENT, CARTILAGE-HAND FINGR",585,702.0
MTORT-0158,JOINT WASHOUT1,380,456.0
FMORW-0001,ORTHOSIS I,2320,2784.0
FMORW-0002,ORTHOSIS II,4630,5556.0
FMORW-0003,ORTHOSIS III,7705,9246.0
FMORW-0004,ORTHOSIS IV,11725,14070.0
FMORW-0005,ORTHOSIS V,14645,17574.0
FMORW-0006,ORTHOSIS VI,475,570.0
FMORW-0007,ORTHOSIS,755,906.0
FMORW-0008,ORTHOSIS VII,165,198.0
FMORW-0009,ORTHOSIS VIII,90,108.0
FMORW-0010,ORTHOSIS IX,320,384.0
FMORW-0011,FOOT SLAB,1105,1326.0
FMORW-0012,FOREARM SLAB W/O COVER,400,480.0
FMORW-0013,ABOVE ELBOW ORTH. W/O COVER,560,672.0
FMORW-0014,THUMB & FINGER ORTHOSIS,320,384.0
FMORW-0015,FOREARM ORTHOSIS WITH COVER,785,942.0
FMORW-0016,BELOW KNEE ORTHOSIS AGE 3 YRS,785,942.0
FMORW-0017,BELOW KNEE ORTH. 3- 10 YRS.,1400,1680.0
FMORW-0018,BEL.KNEE ORTH.UPTO AGE 10 YRS.,2320,2784.0
FMORW-0019,ABOVE KNEE ORTHOSIS 3 YRS,785,942.0
