Code,Discription,Price,SBS CODE,category
FMPSYA0033,M.M.P.I.,308,92204-00-00,services
FMPSYB0012,SEX THERAPY,308,96179-00-00,services
FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,308,96101-00-00,services
FMURO-0041,SUTURING UNDER G.A,308,90675-00-00,services
FMXRY-0505,ULTRASOUND FOLLOW-UP,308,90908-00-00,Radiology
FMXRY-0512,ULTRASOUND PELVIS,308,55065-00-00,Radiology
FMNUR-0015,SPECIAL CARE FROM 4TH WEEK,307,99999-99-99,services
FMOPTB0010,LOST OF C.L. (DAILY) 24H,306,96092-00-20,services
FMENT-0023,CENTRAL EPISTAXIS BY ELECTRO CAVTERIZATION BILATERAL,3300,41677-00-00,services
FMLAB-1020,BONE MARROW SAMPLING PROCEDURE,303,90280-00-00,Laboratory
FMLAB-5011,ANTI-DNA,303,73100-12-90,Laboratory
FMLAB-5012,ANTI-SMOOTH MUSCLE,303,73100-13-30,Laboratory
FMLAB-5079,DENGUE ANTOBODY IGG,303,73100-27-20,Laboratory
FMLAB-5080,DENGUE ANTOBODY IGM,303,73100-27-20,Laboratory
FMLAB-5081,PARVO VIRUS IGG,303,73100-25-30,Laboratory
FMLAB-5083,PARVO VIRUS IGM,303,73100-25-30,Laboratory
FMLAB-7045,GOSI OR PROFILE,303,73050-39-70,Laboratory
FMLAB-9331,HEPATITIS E VIRUS AB (HEV AB),303,73100-23-90,Laboratory
FMLAB-9573,LIPOPROTEIN  X,303,73050-23-10,Laboratory
FMLAB-9574,LISTERIA ABS,303,73100-24-60,Laboratory
FMLAB-9814,BONE SPECIFIC ALKALINE PHOS,303,73050-27-60,Laboratory
FMLAB-9815,URINE DEOXYPYRIDINOLINE,303,73050-08-70,Laboratory
FMNUM-0038,NCV STUDY FOR 1 UNIT,303,11012-01-00,services
FMURO-0054,BLADDER WASHOUT,303,11921-00-00,services
FMXRY-0042,"ELBOW AP LAT. SP.,VIEW",303,57506-01-21,Radiology
FMLAB-9066,GASTRIN (S),300,73050-15-10,Laboratory
FMLAB-9716,SELENIUM (S.U),300,73050-32-60,Laboratory
FMDNTP0100,POLISHING CAVIJET /VISIT,297,111,services
FMDNTP0104,QUICK BLEACHING PER VISIT,297,118,services
FMDNTP0128,TOOTH JEWLLERY SMALL,297,99999-99-99,services
FMDNTS0234,ORTHODANTIC SESSION PER MOUTH TYPE I,297,871,services
FMLAB-2052,IMMUNOGLOBULIN G. A. & M.,297,73100-10-60,Laboratory
FMLAB-7004,"BASIC ADMISSION PROFILE: CBC,ESR,U",297,73100-00-90,Laboratory
FMLAB-9188,HAEMOSIDERIN (U),297,73050-19-40,Laboratory
FMLAB-9525,HEXOSAMINIDASE B,297,73050-19-50,Laboratory
FMLAB-9717,SHIGELLA ABS,297,73100-26-30,Laboratory
FMLAB-9819,SYNOVIAL FLUID,297,73050-24-90,Laboratory
FMPSDH0007,BURN DRESSING,297,30010-00-20,services
FMXRY-0020,RIBS BILATERAL,297,58524-00-00,Radiology
FMXRY-0082,CHEST PA LAT. & DECUBITUS,297,58500-00-10,Radiology
FMXRY-0083,CHEST PA LAT. OBL.,297,58500-00-30,Radiology
FMXRY-0607,TELERADIOLOGY CONSULTATION -   X-RAY MISC. BONES,297,83600-03-50,Radiology
FMLAB-9480,ESTRONE/OESTRONE (P.S.),295,73050-12-10,Laboratory
FMINT-0056,DIFFUSION,292,73100-15-20,services
FMLAB-2021,COMPLEMENT C3,292,73100-12-50,Laboratory
FMLAB-2022,COMPLEMENT C4,292,73100-12-40,Laboratory
FMLAB-3026,TBG,292,73050-35-40,Laboratory
FMLAB-4022,LIDOCAINE,292,73300-01-60,Laboratory
FMLAB-9030,CARNITINE (S),292,73050-06-80,Laboratory
FMLAB-9038,CHOLINESTERASE IN PSEUDOCHO-   LINESTERASE (S),292,73050-08-30,Laboratory
FMLAB-9080,HYDROXY INDOLE ACETIC ACID (5-HIAA),292,73050-20-00,Laboratory
FMLAB-9275,VITAMIN B1 (THIAMINE),292,73050-34-70,Laboratory
FMLAB-9286,TETANUS ABS.,292,73100-26-40,Laboratory
FMLAB-9291,DOPAMINE-BETA-HYDROXYLASE,292,73000-01-20,Laboratory
FMLAB-9366,ANTI MI,292,83700-00-00,Laboratory
FMLAB-9371,ANTI PMI ABS,292,73250-00-20,Laboratory
FMLAB-9379,ASULFIDINE,292,73300-03-70,Laboratory
FMLAB-9437,COLLAGEN/RETICULIN ABS IGA & I GG,292,73050-08-70,Laboratory
FMLAB-9438,COLLOID AG. 2 - ABS,292,73050-39-70,Laboratory
FMLAB-9439,COLON EPITHELIUM ABS,292,73250-00-20,Laboratory
FMLAB-9448,CRYPTOCOCCUS ANTIGEN,292,73050-48-00,Laboratory
FMLAB-9476,ELASTIN ABS,292,73250-00-20,Laboratory
FMLAB-9478,EPHEDRINE,292,73300-03-70,Laboratory
FMENTP3011,LASER ASSISTED UVULOPALATOPLAS TY W/O TONSILECTOMY (LAUP),3300,41786-00-00,services
FMLAB-9496,FORMIC ACID,292,73050-39-70,Laboratory
FMOPT-1022,INTRAVITREAL INJECTION OF KENACORT,3300,42740-03-01,services
FMLAB-9524,HEXOKINASE,292,83700-00-00,Laboratory
FMLAB-9546,INDOXY SULFATE,292,73050-34-30,Laboratory
FMLAB-9553,IODINE (S.U.),292,73050-24-30,Laboratory
FMLAB-9560,LACRIMAL GLAND ABS,292,73050-39-70,Laboratory
FMORT-0612,FRACTURE AT MEDIAL OR LATERAL  MALLEOLUS,3300,90558-00-01,services
FMLAB-9596,MICROPOLYSPORA ABS,292,73250-00-20,Laboratory
FMLAB-9617,NORTRIPTYLINE,292,73300-05-90,Laboratory
FMPSDB0002,NASAL TIP CORRECTION,3300,45632-00-00,services
FMLAB-9635,PAROTIS ABS,292,73250-00-20,Laboratory
FMLAB-9645,PHENYLBUTAZONE,292,73300-03-70,Laboratory
FMSUR-2097,TRANS-ABDOMINAL RECTOPEXY,3300,32117-00-00,services
FMLAB-9682,PROPYLPHENAZONE,292,73050-39-70,Laboratory
FMLAB-9703,REVERSE T3,292,73050-36-60,Laboratory
FMLAB-9705,RIBONUCLEASE,292,73100-01-40,Laboratory
FMLAB-9706,RICKETTSIA ABS,292,73100-25-70,Laboratory
FMLAB-9753,TOCAINIDE,292,73300-03-70,Laboratory
FMLAB-9767,TUBERCULOSIS ABS,292,73100-17-90,Laboratory
FMLAB-9774,VITAMIN E (ALPHA TOCOPHEROL),292,73050-35-70,Laboratory
FMLAB-9777,VISCOSITY,292,73100-09-70,Laboratory
FMLAB-9781,"YELLOW FEVER IGG, IGM",292,73100-11-70,Laboratory
FMORD-0006,GX SOLUTION,292,99999-99-99,services
FMRHE-0001,RHEUMATOLOGY DAY CARE,292,99999-99-99,services
FMLAB-9043,COMPLEMENT (C2),291,73100-12-50,Laboratory
FMLAB-9267,AMITRIPTYLINE,291,73300-05-90,Laboratory
FMSUR-2103,ABDOMINAL RECTOPEXY,3300,32117-00-00,services
FMLAB-9385,BETA  1- MICROGLYCOPROTEIN,291,73100-11-60,Laboratory
FMLAB-9386,BETA HYDROXY - BUTYRATE,291,73000-01-30,Laboratory
FMLAB-9387,BETA MANNOSIDASE,291,83700-00-00,Laboratory
FMLAB-9399,"BROMIDE, QUANT.",291,73300-03-70,Laboratory
FMSUR-2139,LAPAROSCOPIC ADRENALECTOMY,3300,36500-01-00,services
FMLAB-9729,STRATUM SPINOSUM (SPINY CELL)  ABS,291,73100-01-10,Laboratory
FMLAB-9734,T3 ABS,291,73050-36-50,Laboratory
FMLAB-9740,TETANUS ABS IGG,291,73100-26-40,Laboratory
FMLAB-9771,VANADIUM (S.U),291,73050-39-70,Laboratory
FMSUR-4023,LOBECTOMY - BREAST,3300,31500-00-01,services
FMANA-0044,STELLATE GANGLION BLOCK,286,18298-00-00,services
FMANA-9908,ENDOTRACHEAL INTUBATION,286,22007-00-00,services
FMDER-0024,ICE CUBE TEST,286,99999-99-99,services
FMDER-0057,OIL OF BERGAMOT 100CC,286,83700-00-00,services
FMDER-0062,PATHERGY,286,99999-99-99,services
FMDNTLO0003,LINGUAL BAR OR NANCE DEVICE,286,841,services
FMLAB-9197,CARBOXY HAEMOGLOBIN,286,73400-00-20,Laboratory
FMLAB-9208,PLASMINOGEN,286,73100-06-50,Laboratory
FMLAB-9231,TRICHINOSIS AB IGG ONLY,286,73100-26-80,Laboratory
FMLAB-9253,TOXOPLASMA ISAGA TEST,286,73100-26-50,Laboratory
FMLAB-9421,CHLORDIAZEPOXIDE,286,73300-06-70,Laboratory
FMLAB-9451,CYSTEICERCOSIS ABS (TAENIA ABS ),286,73100-25-50,Laboratory
FMLAB-9549,INSULIN,286,73050-20-90,Laboratory
FMLAB-9722,SOLUBLE LIVER ANTIGEN ABS,286,73250-00-20,Laboratory
FMLAB-9754,TOLUENE,286,73050-08-00,Laboratory
FMLAB-9999,METHADONE,286,73300-07-90,Laboratory
FMOBG-0004,INSERTION OF I.U.D.,286,35503-00-00,services
FMOBG-0122,INTRAUTERINE DEVICE REMOVAL,286,35506-02-00,services
FMONC-0073,HALF BODY 6-8-FOLLOW UP,286,83700-00-00,services
FMSUR-9035,LAPAROSCOPIC ORCHIDECTOMY,3300,30390-00-00,services
FMPSD-0033,WOUND DRESSING MODERATE,286,30055-00-00,services
FMPSDC0010,CLOSURE OF HOLE OF EAR PINNA,286,90111-00-01,services
FMPSDJ0016,EXCISION OF SEBA. CYST(SMALL),286,31205-00-10,services
FMPTD-0017,TOTAL PT >3 MODALITIES,286,95550-03-00,services
FMPTD-0063,WEIGHT REDUC.EXER.SGH STAFF + 6 SESSION SAUNA STEE,286,96129-00-00,services
FMPTD-0083,PT MULTIPLE AREAS (3 PROCS),286,95550-03-00,services
FMSUR-9037,RESECTION-ANASTOMOSIS OF A SMALL INTENSINAL LOOP,3300,30566-00-00,services
ENT-0016,Adenoidectomy,3300.0000000000005,41801-00-00,Package
FMXRY-0032,SPINE FLEXION  EXT. AP & LAT.,286,58106-00-00,Radiology
FMXRY-0037,"SHOULDER AP. INT., EXT. ROTATION",286,57700-00-21,Radiology
FMXRY-0057,HIP-BILATERAL AP/LAUENSTEIN,286,57712-00-22,Radiology
FMXRY-0073,ANKLE STRESS BOTH SIDES,286,57518-03-11,Radiology
FMORT-0092,OPEN REDUCT OF FRACT W/INT FIX AT RADIUS & ULNA,3317,47366-02-01,services
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,286,60503-00-00,Radiology
FMOPTB0023,COLORED COMP.C.L. (ONE),284,96092-00-20,services
FMLAB-9658,PORPHYRINS IN ERYTHROCYTES (TO TAL),279,73050-31-30,Laboratory
FMOPTHA014,RETROBULBER ANAESTHESIA,278,92509-99-00,services
FMORT-0125,OPEN REDUCT OF DISLOCATN AT    UNSPEC. SITE,3317,99999-99-99,services
FMDER-0230,MULTI-ZONES(1X)BODY TREATMENT  MEDIUM AREA,275,99999-99-99,services
FMDNTF0003,AMALGAM FILLING > 2 S,275,83700-00-00,services
FMDNTF0018,COMPOSIT FILLING CLASS I,275,531,services
FMDNTF0020,PARTIAL SCALING,275,114,services
FMORT-0281,RECONSTRUCTION OF OPPONEUSPLA- STY,3317,46507-00-01,services
FMENTE9911,TYMPANUMETERY TO ACCESS MIDDLE EAR PRESSURE,275,11324-00-01,services
FMERDA0094,CODE YELLOW CONSULTATION,275,96037-00-00,services
FMORT-0485,FUSION OF THE SPINE AFTER FRAC OR FRACTURE DISLOCATION,3317,48642-00-00,services
FMORT-0486,OPEN REDUCTION OF INT. FIX OF  FRACT. & DISLOC. SPINE,3317,47699-01-00,services
FMLAB-1096,TOTAL EOSINOPHILIC COUNT,275,73400-01-20,Laboratory
FMLAB-1102,BASIC BLEEDING PROFILE,275,73100-04-80,Laboratory
FMLAB-2136,A.F.B. SMEAR 3 SUCCESSIVE SAMPLES,275,73050-41-90,Laboratory
FMLAB-3031,NEONATAL TSH,275,73050-35-20,Laboratory
FMLAB-4009,COCAINE,275,73300-07-40,Laboratory
FMLAB-5010,ANTI TOXOPLASMA IGM,275,73100-26-60,Laboratory
FMLAB-5042,HERPES VIRUS IGM (TOTAL),275,73100-23-10,Laboratory
FMLAB-5062,HERPES I  IGM,275,73100-23-00,Laboratory
FMLAB-6003,BLOOD C/S ( AEROBIC & ANAEROBIC) 1 set,275,73050-40-00,Laboratory
FMONC-0075,X-RAY CHECK FILM,275,90909-00-00,services
FMORT-0489,CORRECTION OF BONE DEFORMITIES AFTER PATHOLOGICAL FRACTURE.],3317,90604-00-00,services
FMPSDP0001,CLEANING BY STEAM,275,99999-99-99,services
FMPSDP0011,PEEL TREATMENT (COURSE 4 TIMES 600),275,45019-00-00,services
FMPSDP0012,HAND & FOOT TREATMENT (COURSE 4 TIMES 600),275,99999-99-99,services
FMPSDP0015,BODY MASSAGE G5 (30 MINUTES),275,96162-00-00,services
FMPSDP0027,DETOXIFYING MASK (COURSE 2 TIMES 300),275,99999-99-99,services
FMPSDP0031,STAFF SERVICES,275,99999-99-99,services
FMPSDP0035,MESOTHERAPY SMALL SESSION,275,90676-00-00,services
FMPTD-0161,SHOCK WAVE THERAPY,275,96155-00-00,services
FMURO-2092,URETHRAL BALLOON DILATATION,275,90394-00-00,services
FMXRY-0026,THORACIC SPINE AP. & LAT. SWIMM.,275,58103-00-00,Radiology
FMXRY-0028,LUMBAR SPINE AP LAT OBL.,275,58106-00-00,Radiology
FMDER-0169,K.O.H. EXAMINATION,270,12000-00-00,services
FMDER-0176,BLEACHING - TRUNK,270,99999-99-99,services
FMDNTF0006,COMPOSITE FILLING - SIMPLE,270,97417-00-00,services
FMDNTF0013,KETAC FILLING ONE SURFACE,270,97417-00-00,services
FMDNTF0016,CHILD. KETAC FILLING 2 SURFACE,270,532,services
FMDNTM0014,LOCAL TREAT. ORAL LESION MED.,270,90141-01-00,services
FMDNTM0015,LOCAL TREAT. ORAL LESION LARGE,270,97377-00-00,services
FMDNTP0002,TEMPORARY READY MADE CROWN,270,97631-00-00,services
FMDNTP0044,EXTRA VITAL. TEETH,270,765,services
FMDNTP0047,RELINING OF PARTIAL DENTURE,270,83700-00-00,services
FMDNTP0068,STUDY MODEL,270,97071-00-00,services
FMDNTS0006,SIMPLE EXT. PRE OR POST MOLAR,270,311,services
FMDNTS0195,INSERTION OF I.M.Z. IMPLANT 2ND STAGE,270,691,services
FMORT-0490,CORRECTIVE OSTEOTOMY FOR DEF.  OF HIP JOIN AFTER T.B.,3317,48424-00-00,services
FMDNTS0281,COMPOSITE FILLING SIMPLE  X7,270,531,services
FMDNTX0007,PANORAMIC & CEPHALOMETRIC,270,57930-00-00,services
FMORT-0494,CORRECTION OF DEFORMITIES LIMB,3317,99999-99-99,services
FMORT-0500,CORRECTION OF DEFORMITY - KNEE,3317,90604-00-00,services
FMORT-0525,OPEN REDUCT.OF FIX RADIUS HEAD OR EXCISION,3317,47408-01-01,services
FMIVF-0036,I.V.F. CHECK-UP,270,99999-99-99,services
FMLAB-1039,ESTERASE  STAIN,270,73050-08-20,Laboratory
FMLAB-1055,PERIODIC ACID-SCHIFF (PAS) STAIN,270,73050-24-80,Laboratory
FMLAB-1056,PEROXIDASE  STAIN,270,73200-07-20,Laboratory
FMLAB-4018,QUINIDINE,270,73300-02-70,Laboratory
FMLAB-4023,NAPA,270,73300-02-50,Laboratory
FMLAB-4024,PROCAINAMIDE,270,73300-02-50,Laboratory
FMLAB-4028,NETROMYCIN,270,73300-03-60,Laboratory
FMLAB-5063,HERPES II  IGM,270,73100-23-10,Laboratory
FMLAB-9009,ALKALINE LEUKOCYTE PHOSPHATASE (ALP),270,73050-27-60,Laboratory
FMOBG-0061,GIFT IVF PACKGE DEAL 2ND CLASS,270,13215-00-00,services
FMOBG-0062,GIFT IVF PACKGE DEAL 3RD CLASS,270,13215-03-00,services
FMOPT-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS,270,83700-00-00,services
FMOPTA0017,MYOPIC KEROTMELIUSIS,270,99999-99-99,services
FMORT-0601,O.R. AND I.F.OF FRACTURE SCAPL,3317,47468-01-01,services
FMOPTC0009,OTHER ADJSTMNT OF LID POSITION,270,45623-05-01,services
FMORT-0611,FRACTURE MEDIAL AND LATERAL    MALLEOLUS,3317,90558-00-01,services
FMOPTC0011,OTHER REPAIR OF EYELID,270,90085-00-01,services
FMOPTC0014,TARSOPHY,270,42584-00-01,services
FMOPTC0015,LOWER EYELID BLEPHAROPLASTY,270,45614-00-01,services
FMOPTC0020,DERMOTOCHALASIS - ONE EYE (BAGGY EYE LIDS),270,45614-00-01,services
FMOPTC0021,DERMATOLASIS - BOTH EYES (BAGGY EYE LIDS),270,45448-00-01,services
FMOPTE0016,REDIAL KERATOTOMY,270,90062-00-01,services
FMOPTE0018,EXCIM.LAS.FOR MYOPIA(PPK)/EYE,270,42809-00-01,services
FMOPTE0019,ALK EXCIM.FOR HIGH MYOPIA/EYE,270,99999-99-99,services
FMOPTE0020,PHOTOTHERAPEUTIC KERATOPLASTY  FOR SUPER.CORNEAL OPALITY/EYE,270,90064-00-01,services
FMOPTE0022,INTRA OCULAR LENS,270,42701-00-01,services
FMORT-0637,ACETABULUM RECONSTRUCTION,3317,90552-00-01,services
FMOPTF0002,EXT.CAPSUL.EXT.OF LENS(LINEAR),270,42698-08-01,services
FMOPTF0003,EXT.CAPSUL.EXT.OF LENS FRAG. & ASPIRATION,270,42698-05-01,services
MS-S-002575,"STONE EXTRACTOR DORMIA 4 WIRES, 3FR. 90CM DETACHABLE HANDLE PORGES COLOPLAST #EXT424",3325,35685,supplies
FMOPTF0009,SECONDARY IMPLANT,270,42707-00-01,services
FMOPTF0010,REMOVAL OF INTRAOCULAR LENS,270,42704-00-01,services
MS-P-002116,PLATE RECONSTRUCTION 11 HOLE SYNTHES # 245.031,3337.355,61573,supplies
FMOPTG0002,CYCLODIALYSIS,270,42770-00-01,services
FMOPTG0004,CYCLODIATHERMY,270,42770-00-01,services
FMOPTG0006,CYCLOPHOTO COAGULATION,270,42770-00-01,services
FMOPTG0008,MOLTENO IMPLANT IN GLAUCOMA OPERATION,270,42752-00-01,services
FMOPTG0009,PRICE OF SINGLE MOLTENO IMPLAN T,270,99999-99-99,services
FMOPTG0010,PEDIATRIC 8MM MOLTENO IMPLANT,270,42752-00-01,services
FMOPTG0011,DOUBLE MOLTENO IMPLANT,270,42752-00-02,services
FMOPTH0003,REP.OF RETINAL TEAR W/ DTCHMNT W/ LAZER COAGULATION,270,42809-01-01,services
FMOPTH0011,LASER TRABECULOPLASTY,270,42782-00-01,services
FMDNTS0106,COMPOUND FRACTURE,3344,99999-99-99,services
FMDNTS0174,CRONOIDECTOMY,3344,45720-02-00,services
MS-P-002068,PLATE LOCKING RECONSTRUCTION 3.5MM PELVIS LOW PROFILE STRAIGHT 15HOLES×195MM IRENE #A92591519,3368.75,61573,supplies
FMOPTI0009,INTRANASAL ENDOSCOPY DACRYOCYO TORTIMOSTOMY,270,42623-00-01,services
FMOPTJ0002,ADV.OF 1 EXT OCUL MUSCLE,270,42833-00-00,services
MS-P-002061,PLATE LOCKING RECONSTRUCTION 3.5MM PELVIS LOW PROFILE STRAIGHT 8HOLES×104MM IRENE #A92590810,3368.75,61573,supplies
FMOPTJ0005,TRANSPOSITION OF EOM,270,42848-00-01,services
FMOPTK0001,ORBITOTOMY,270,42533-00-01,services
FMOPTK0002,EVISCERATION,270,42512-00-00,services
FMOPTK0004,EXCENTRATION,270,42536-00-01,services
FMOPTK0005,ENUNCLEATION WITH IMPLANT,270,42509-00-00,services
FMOPTK0006,BIOPSY OF ORBITAL TUMOUR,270,42533-01-01,services
FMENDE0063,INJECTION OF FUNDAL VARICES,3388,30476-03-00,services
FMOPTK0008,EXPLORATN & RECONST. OF ORBIT,270,45590-00-01,services
FMOPTK0009,ARTIFICIAL EYE REFORM OR SHELL,270,96092-00-00,services
FMOPTK0010,IRIS POSITION (ARTIFICIAL EYE),270,42518-01-01,services
FMOPTK0011,ENUCLEATION WITH MOTILITY IMPLANT,270,42509-00-00,services
FMOPTK0012,EVISCERATION WITH MOTILITY IMPLANT,270,42515-00-00,services
FMOPTK0013,SECONDARY MOTILITY IMPLANT,270,99999-99-99,services
FMOPTK0014,PRICE OF MOTILITY IMPLANT,270,99999-99-99,services
FMOPTK0015,ARTIFICIAL EYE SHELL,270,42518-01-01,services
FMOPTL0001,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/ MAGNET,270,42563-00-01,services
FMOPTL0004,REMVL OF I.O. F.B. FM POSTRIOR SEGMENT W/OUT MAGNET,270,42569-00-01,services
FMOPTL0006,REPAIR OF SCLERAL FISTULA,270,90072-00-01,services
FMOPTL0007,EVACUATION OF ANTER CHAMBER,270,42740-00-01,services
FMOPTL0008,ADD'L FEE FOR COM.OR OVER 3HRS,270,99999-99-99,services
FMOPTL0009,REMOVAL OF PERIBULBAR MASS,270,42573-00-01,services
MS-S-008827,"SCREW MULTI DIRECTIONAL 4.5 X 20 MM , WRIGHT # DWD120",3395,56642,supplies
FMOPTL0012,AHMED VALVE IMPLANTATION,270,90075-00-01,services
MS-S-008828,"SCREW MULTI DIRECTIONAL 4.5 X 26 MM , WRIGHT # DWD126",3395,56642,supplies
FMDNTS0323,RCT 2 PERMANENT TEETH 3 RC,3399,371,services
FMERDC0008,AMBULANCE W / NURSE & DOCTOR (MADINAH TO AL ZAHAB),3399,83520-00-00,services
FMORT-0202,DYNAMIZATION OF ILN,270,47930-01-01,services
FMORT-0770,HEMIARTHROPLASTY HIP,270,47522-00-01,services
FMORW-0010,ORTHOSIS IX,270,96092-00-00,services
FMORW-0014,THUMB & FINGER ORTHOSIS,270,96092-00-00,services
FMPSDA-0007,REPAIR OF SMALL DEFECT -UPPER,3399,99999-99-99,services
FMPSYB0006,GROUP THERAPY UNDER ANAESTH'A,270,14224-00-00,services
FMPSYB0013,MODIFIED INSULIN THERAPY,270,96200-06-00,services
FMSUR-1051,VASCULAR EXPLORATION OF NECK AND BY PASS GRAFT,270,99999-99-99,services
FMSUR-1052,LIGATION EXTERNAL CAROTID ARTERY (UNILATRAL),270,34100-02-01,services
FMSUR-1053,LIGATION OF EXTERNAL CAROTID ARTERY (BILATERAL),270,34100-02-02,services
FMURO-2026,CYSTOCELE REPAIR,270,35570-00-00,services
FMURO-2027,REMOVAL OF STUNT,270,36833-01-00,services
FMURO-2029,CYSTOLETHROSCOPY,270,36812-00-00,services
FMURO-2030,ESWL (SMALL),270,36546-00-00,services
FMURO-2031,ESWL (MEDIUM),270,36546-00-00,services
FMURO-2032,ESWL (LARGE),270,36546-00-00,services
FMURO-2033,ESWL (ADDITIONAL CASE),270,36546-00-00,services
FMURO-2034,MEATOPLASTY,270,37342-00-00,services
FMURO-2035,PERCILE PROTHESIS,270,99999-99-99,services
FMURO-2036,RYLICPLASTY,270,99999-99-99,services
FMURO-2037,HEMATOCELE,270,99999-99-99,services
FMLAB-9011,ALPHA-1-ANTITRYPSIN PHYNOTYPE,269,73050-01-60,Laboratory
MS-P-001017,PLATE RECONSTRUCTION 3.5X5 HOLES IRENE #S72000505,3417.75,61573,supplies
FMDNTP0071,BLEACHING TEETH,264,97118-00-00,services
FMLAB-3043,HGH RESP. (GH * GLUC * 6),264,73050-17-10,Laboratory
FMLAB-4002,ALCOHOL,264,73300-04-10,Laboratory
FMLAB-9162,"SALICYLATES (U,S)",264,73050-39-70,Laboratory
FMLAB-9187,METHAEMOGLOBN,264,73050-18-70,Laboratory
FMLAB-9233,ENDOMYSIUM IGA,264,73050-39-70,Laboratory
FMLAB-9354,ALVEOLAR BASAL MEMBRANE ABS,264,73050-39-70,Laboratory
FMLAB-9393,BLASTOMYCES ABS (YEAST CF/DERM  CIE),264,73100-19-40,Laboratory
FMLAB-9568,LEGIONELLA PNEUMPHILA ANTIGEN,264,73050-55-80,Laboratory
FMLAB-9600,MOUTH MUCOSA ABS,264,73250-00-20,Laboratory
FMLAB-9715,SCL 70 ABS.,264,73100-10-00,Laboratory
MS-R-000786,"ROD CONECTING ELIMENT, SPINE CRAFT # CE4000",3430,64253,supplies
FMNUM-0031,E M G,264,11012-00-00,services
FMOBG-0217,LAPAROSCOPIC CYSTECTOMY,3438,35638-04-00,services
FMOBG-0066,SEMEN WASH & SWIM UP,261,35713-07-00,services
FMDER-0004,SKIN BIOPSY,259,30071-00-00,services
FMDER-0022,PHOTOPATCH TEST,259,99999-99-99,services
FMDER-0025,PATHOLOGY TEST,259,73400-01-50,services
FMENTE0002,AUDIOMETRY - PURE TONE,259,11306-00-00,services
FMENTE0003,AUDIOMETRY - SPEECH,259,11306-00-00,services
FMORT-0831,EXPOSURE OF JOINT AND REMOVAL OF INTRA-ARTICULAR FRACTURE,3438,99999-99-99,services
FMENTE3006,INCISION OF ABSCESS OF EXTERNL EAR CANAL,259,41626-00-00,services
FMENTN2001,FOREIGN BODY REMOVAL,259,99999-99-99,services
FMPSD-2002,REMOVAL OF MINI PALOTS & SCREWS FROM OLD FRACTURE MANDIBULE,3438,52102-00-01,services
FMENTN2064,NASAL SINUSCOPY WITH BIOPSY,259,41764-01-00,services
FMENTN2065,INCISSION OF NASAL ABSCESS,259,30223-01-00,services
FMLAB-4006,CANNABINOID,259,73300-07-00,Laboratory
FMLAB-4013,LITHIUM,259,73300-01-80,Laboratory
FMLAB-4015,PHENOBARBITONE,259,73300-03-70,Laboratory
FMLAB-4016,PHENYTOIN,259,73300-02-20,Laboratory
FMLAB-9085,INSULIN ABS,259,73100-15-80,Laboratory
FMLAB-9266,LEAD COMP.,259,73050-22-40,Laboratory
FMNEU-0058,EXPLORATION OF SURG. WOUND L.A,259,99999-99-99,services
FMNEU-0059,REMOVAL OF SHUNT WITH L.A.,259,92513-99-00,services
FMSUR-3045,RECONSTRUCTION OF RADIAL ARTERY ANEURYSM,3438,33070-00-00,services
FMOPTD0004,REPAIR OF MILD CONJ. LACERATN,259,42632-02-01,services
FMOPTD0008,PICKING OF P.T.D.,259,42587-04-01,services
FMNEU-0112,STEREOTACTIC ASPIRATION HAEMAT OMA. (SMALL),3465,99999-99-99,services
FMORT-0241,INJ.OF THERAPEUTIC SUBSTANCE   INTO JOINT OR LIGAMENT,259,39013-01-00,services
FMORT-0293,INJ.OF THERAPEUTIC SUBS.INTO   BURSA OF HAND,259,50124-01-10,services
FMORT-0358,BOBATH COURSE PER SESSION,259,95550-03-00,services
FMORT-0361,FOREARM SLAB,259,96092-00-00,services
FMORT-0376,ELASTIC BANDAGE BELOW KNEE W/  MEDICINE,259,96092-00-00,services
FMORT-0392,INTRA-ART INJ OF OTHER JOINT,259,50124-01-10,services
FMORT-0394,RIB BELT,259,96092-00-00,services
FMORT-0396,GILCHRIST BANDAGE,259,96092-00-31,services
FMORT-0399,CLAVICLE STRIP,259,96092-00-00,services
FMORT-0417,DEEP CUT WOUND - MEDIUM (5-10 STITCHES),259,30026-00-20,services
FMORT-0441,REMOVAL OF KWIRE,259,47927-00-01,services
FMORT-0443,CHANGE OF P.O.P (IN O.R.),259,96092-00-00,services
FMORT-0446,INCISION & DRAINAGE OF SUPER-  FICIAL ABSCESS,259,30223-01-00,services
FMORW-0094,ARCH SUPPORT WITH LEATHER,259,96092-00-31,services
FMPDT-0053,ULTRASOUND OF MORE THAN 1 ORGN BABIES & INFANT TO 4 YEARS,259,90908-00-00,services
FMPTD-0073,TETRAPLEGIA TRTMENT (3 PROCS),259,96129-00-00,services
FMPTD-0126,USE OF A.V.I.MACHINE FOR OVER- NIGHT FROM 10:00PM - 8:00 AM,259,99999-99-99,services
FMSUR-1006,EXCISION AND BIOPSY OF SKIN,259,73200-06-60,services
FMSUR-1009,ABSCESS INCISION DEEP,259,30223-03-01,services
