Service Code,Service Description,Price,Gross/Net,Discount %,Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
7128117,BX HISTOPATH. FORB EYE INOCULATION,1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
7128118,BX HISTOPATH. FORB NEPHRECTOMY PARTIAL,1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection"
7128119,BX HISTOPATH. FORB URINARY BLADDER CYSTECTOMY (PARTIAL),1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity"
7128120,BX HISTOPATH. FORB MULTIPLE TRUS PROSTATIC BIOPSIES (10-15 LABELED SEPARATE CONTAINERS),1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity"
7128121,BX HISTOPATH. FORB PROSTATECTOMY,1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection"
7128122,BX HISTOPATH. FORB SCROTAL MASSES - MULTIPLE (10-15 NODULES),1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity"
7128123,BX HISTOPATH. FORB MYOMECTOMIES - MULTIPLE FIBROIDS (10-15 TUMORS),1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
7128124,BX HISTOPATH. FORB TOTAL HYSTERECTOMY + BILATERAL SALPINGO OOPHORECTOMY,1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection"
7128125,BX HISTOPATH. FORB TOTAL THYROIDECTOMY,1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
7128126,BX HISTOPATH. FORB CERVICAL CONIZATION,1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
7128127,BX HISTOPATH. FORB PROSTATE-TUR CHIPS (ONE CONTAINER),1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
7128128,BX HISTOPATH. FOR B SPLENECTOMY,1500.0,Gross,15.0,yes,31.0,Portal Laboratory,NP Code: 73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
