SER,PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,Admission Days (LOS),Unnamed: 7,SNC GROSS PRICE FOR ALL CLASSES 10% decrease
1087.0,7011031.0,NEUROSURGERY,CRANIAL,CRANIOTOMY FOR SURGICAL DIPPING OF CEREBRAL ANEURYSM,فتح لعظام الجمجمة وتدبيس لالم بالمخ,1,4,85680.0
1088.0,7011032.0,NEUROSURGERY,CRANIAL,DEEP BRAIN STIMULATION EXCLUDING THE IMPLANTS,تحفيز عميق للمخ ( غير متضمن المستهلكات)  ,1,4,76500.0
1089.0,7011033.0,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF ACUTE SUBDURAL HEMATOMA,تفريغ نزيف تحت الالم الجافية باستخدام المنظار,0,4,29970.0
1090.0,7011034.0,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,تفريغ نزيف مزمن تحت الام الخلفية بالمنظار الجراحى - جهتين,0,4,30780.0
1091.0,7011035.0,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,تفريغ نزيف مزمن تحت الالم الجافية بالمنظار الجراحى - جهة واحدة,0,4,27540.0
1092.0,7011036.0,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,تفريغ نزيف داخل المخ باستخدام المنظار الجراحى,1,4,41652.0
1093.0,7011037.0,NEUROSURGERY,CRANIAL,ENDOSCOPIC EXCISION OF INTRAVENTRICULAR TUMOUR,استئصال ورم بتجاديف المخ باستخدام المنظار,1,4,59274.0
1094.0,7011038.0,NEUROSURGERY,CRANIAL,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,العلاج التنظيري لماء الراس ,0,4,35244.0
1095.0,7011039.0,NEUROSURGERY,CRANIAL,ENDOSCOPY FOR THE MANAGEMENT OF HYDROCEPHALUS,علاج استسقاء المخ باستخدام المنظار الجراحى,0,4,28350.0
1096.0,7011040.0,NEUROSURGERY,CRANIAL,ENDOVASCULAR INTERVENTION FOR CEREBRO-VASCULAR LESION,علاج للاوعية الدموية المخية باستخدام الاشعة التراجاما,1,4,60476.0
1097.0,7011041.0,NEUROSURGERY,CRANIAL,EVACUATION OF  CHRONIC SUBDURAL HEMATOMA : BILATERAL,تفريغ نزيف مزمن تحت الام الجافية (جانبين),0,2,22185.0
1098.0,7011042.0,NEUROSURGERY,CRANIAL,EVACUATION OF CHRONIC SUBDURAL HEMATOMA : UNILATERAL,تفريغ نزيف مزمن تحت الام الجافية (ناحية واحدة),0,2,14094.0
1099.0,7011043.0,NEUROSURGERY,CRANIAL,EXCISION OF  BASAL ENCEPHACOLE,استئصال عوصلة بقاع الجمجمة ,0,3,42053.0
1100.0,7011044.0,NEUROSURGERY,CRANIAL,EXCISION OF CEREBRAL ARTERIOVENOUS MALFORMATION,استئصال التشوهات الوريدية الشريانية المخية,1,4,59675.0
1101.0,7011045.0,NEUROSURGERY,CRANIAL,EXCISION OF SCALP SWELLING OR TUMOUR,استئصال ورم بفروة الراس,0,1,9465.0
1102.0,7011046.0,NEUROSURGERY,CRANIAL,EXCISION OF SKULL VAULT ENCEPHALOCELE,استئصال حوصلة بقاع الجمجمة ( بغطاء الجمجمة ),0,3,27945.0
1103.0,7011047.0,NEUROSURGERY,CRANIAL,EXCISION OF SKULL VAULT TUMOUR,استئصال ورم بغطاء الجمجمة,0,1,17595.0
1104.0,7011048.0,NEUROSURGERY,CRANIAL,FONTO-ORBITAL ADVANCEMENT FOR CRANIOSYNOSTOIS,تحريك / تقديم بالجمجمة لعلاج التصاق عظام الجمجمة المبكر,1,4,59675.0
1105.0,7011049.0,NEUROSURGERY,CRANIAL,INSERTION OF  EXTERNAL VENTRICULAR DRAIN,وضع مصرف خارجى للسائل النخاعى عن طريق البطين المخى,0,1,9900.0
1106.0,7011050.0,NEUROSURGERY,CRANIAL,INSERTION OF INTRACRANIAL PRESSURE MONITOR,وضع جهاز متابعة لضغط المخ,0,1,9900.0
1107.0,7011051.0,NEUROSURGERY,CRANIAL,INSERTION OF INTRACRANIAL PRESSURE MONITORING CATHETER,قسطرة قياس ضغط المخ,0,2,17978.0
1108.0,7011052.0,NEUROSURGERY,CRANIAL,MICRVASCULAR DECOMPRESSION FOR HEMIFACIAL SPASM,تشريح دقيق لازالة ضغط العصب فى تشنج نصف الوجه,1,4,70488.0
1109.0,7011053.0,NEUROSURGERY,CRANIAL,MICRVASCULAR DECOMPRESSION OF TRIGEMINAL NERVE,تشريح دقيق لازالة ضغط عن العصب المثلث التوام,1,4,70488.0
1110.0,7011054.0,NEUROSURGERY,CRANIAL,MOTOR CORTEX STIMULATION (IMPLANTS NOT INCLUDED),تحفيز القسطرة الحركية ( غير متضمن المستهلكات),1,4,60075.0
1111.0,7011055.0,NEUROSURGERY,CRANIAL,REMOVAL DBS – EXTENSION ELECTRODES,إزالة تطويلات أقطاب محفز أعماق المخ ,0,1,22950.0
1112.0,7011056.0,NEUROSURGERY,CRANIAL,REMOVAL DBS ELECTRODES,إزالة أقطاب محفز أعماق المخ ,0,1,22950.0
1113.0,7011057.0,NEUROSURGERY,CRANIAL,REMOVAL MCS – ELECTRODES (WITH CRANIOTOMY),إزالة أقطاب محفز القشرة الحركية ,0,1,40050.0
1114.0,7011058.0,NEUROSURGERY,CRANIAL,REMOVAL MCS EXTENSION ELECTRODES,إزالة تطويلات أقطاب محفز القشرة الحركية ,0,1,22950.0
1115.0,7011059.0,NEUROSURGERY,CRANIAL,REMOVAL ONS – EXTENSION ELECTRODES,إزالة تطويلات أقطاب محفز العصب القذالي الأكبر,0,1,19125.0
1116.0,7011060.0,NEUROSURGERY,CRANIAL,REMOVAL ONS ELECTRODES,إزالة أقطاب محفز العصب القذالي الأكبر ,0,1,19125.0
1117.0,7011061.0,NEUROSURGERY,CRANIAL,REMOVAL PNS – ELECTRODES,إزالة أقطاب محفز أعصاب طرفية,0,1,15840.0
1118.0,7011062.0,NEUROSURGERY,CRANIAL,REMOVAL PNS – EXTENSION ELECTRODES,إزالة تطويلات أقطاب محفز أعصاب طرفية ,0,1,15840.0
1119.0,7011063.0,NEUROSURGERY,CRANIAL,REMOVAL SCS ELECTRODES,إزالة أقطاب محفز الحبل الشوكي ,0,1,19125.0
1120.0,7011064.0,NEUROSURGERY,CRANIAL,REMOVAL SCS EXTENSION ELECTRODES,إزالة تطويلات أقطاب محفز الحبل الشوكي ,0,1,19125.0
1121.0,7011065.0,NEUROSURGERY,CRANIAL,REMOVAL VNS – EXTENSION ELECTRODES,إزالة تطويلات أقطاب محفز العصب الغامض,0,1,19125.0
1122.0,7011066.0,NEUROSURGERY,CRANIAL,REMOVAL VNS ELECTRODES,إزالة أقطاب محفز العصب الغامض,0,1,22950.0
1123.0,7011067.0,NEUROSURGERY,CRANIAL,REPAIR OF COMPOUND SKULL FRACTURE,اصلاح كسر مضاعف بعظام الجمجمة,0,2,19890.0
1124.0,7011068.0,NEUROSURGERY,CRANIAL,REPAIR OF SCALP INJURY UNDER GENERAL ANAESTHESIA,تصليح جرح بفروة الراس تحت مخدر عام,0,1,11088.0
1125.0,7011069.0,NEUROSURGERY,CRANIAL,REPAIR OF SIMPLE SKULL FRACTURE,اصلاح كسر بعظام الجمجمة,0,2,17978.0
1126.0,7011070.0,NEUROSURGERY,CRANIAL,REPAIR OF SKULL FRACTURE WITH DAMAGED BRAIN TISSUE,اصلاح كسور بالجمجمة مع تهتك باغشية الدماغ,0,2,27540.0
1127.0,7011071.0,NEUROSURGERY,CRANIAL,SIMPLE SKULL OSTEOTOMY FOR CRANIOSYNOSTOIS,فتحة بسيطة بالجمجمة لعلاج التصاق عظام الجمجمة المبكر,0,2,22568.0
1128.0,7011072.0,NEUROSURGERY,CRANIAL,SKULL BASE REVISION FOR CSF FISTULA,استكشاف قاع الجمجمة لتشخيص تسرب السائل النخاعى,0,2,29970.0
1129.0,7011073.0,NEUROSURGERY,CRANIAL,STEREOTACTIC BIOPSY BRAIN,أخذ عينة دماغية لمسية,1,3,64080.0
1130.0,7011074.0,NEUROSURGERY,CRANIAL,TANS-SPHENOIDAL EXCISION OF SELLAR TUMOUR,استئصال ورم بالغدة النخامية عن طريق الجيوب الانفية,1,4,70488.0
1131.0,7011075.0,NEUROSURGERY,CRANIAL,UNILATERAL EXTERNAL VENTRICULAR DRAINAGE,مفجر بطنى خارجى وحيد الجانب,0,2,15444.0
1132.0,7011076.0,NEUROSURGERY,CRANIAL,VENTRICULO-PERITONEAL OR VENTRICULO ATRIAL SHUNT,تحويلة بطنية برتوانى او بطنى شريانى,0,2,17978.0
1133.0,7011077.0,NEUROSURGERY,CRANIAL,VENTRICULO-PERITONEAL SHUNT INSERTION,تركيب جهاز تصريف سائل نخاعى من المخ الى البطن,0,2,14094.0
1134.0,7012001.0,NEUROSURGERY,SPINAL,"ANTERIOR OR ANTEROLATERAL VERTEB, RESECTION AND STABILIZATION",تثبيت امامى للعمود الفقرى,0,4,55269.0
1135.0,7012002.0,NEUROSURGERY,SPINAL,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION,استئصال وتثبيت الجزعة الصدرية للفقرات الصدرية,0,4,62478.0
1136.0,7012003.0,NEUROSURGERY,SPINAL,ANTEROLATERAL THORACO – LUMBER APPROACH – SINGLE LEVEL WITH FUSION,تثبيت امامى جانبى للفقرات الصدرية القطنية مستوى واحد,0,4,70488.0
1137.0,7012004.0,NEUROSURGERY,SPINAL,CERVICAL DECOMPRESSIVE LAMINECTOMY,استئصال عظمى لتحرير ضغط بالفقرات العتفية,1,4,35244.0
1138.0,7012005.0,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH –  MORE THAN 2 LEVELS WITH FUSION,المقاربة الامامية لاستئصال الديسك الرقبى مع تثبيت لعدة مستويات,1,4,55269.0
1139.0,7012006.0,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION,المقاربة الامامية لاستئصال الديسك الرقبى مع تثبيت لمستوى واحد ,1,4,48600.0
1140.0,7012007.0,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION,المقاربة الدماغية لاستئصال الديسك الرقبى مستوى واحد بدون تثبيت,1,4,39600.0
1141.0,7012008.0,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION,المقاربة الامامية لاستئصال الديسك الرقبى مع تثبيت لمستويين ,1,4,51665.0
1142.0,7012009.0,NEUROSURGERY,SPINAL,CERVICAL MICRODISCECTOMY WITH FUSION : SINGLE LEVEL,استئصال غضروف عنقى مع تثبيت للفقرات,1,4,39249.0
1143.0,7012010.0,NEUROSURGERY,SPINAL,CERVICAL MICRODISCECTOMY WITHOUT FUSION : SINGLE LEVEL,استئصال عضروف عنقى - مستوى واحد,1,4,31590.0
1144.0,7012011.0,NEUROSURGERY,SPINAL,"CRANIECTOMY, BRAIN DISSECTION & HAEMATOMA EVAUCATION",فتح جمجمى - منحنى لاستئصال ورم دموى,0,3,27419.0
1145.0,7012012.0,NEUROSURGERY,SPINAL,CT GUIDED ASPIRATION OF INTRA-CEREBRAL,البزل داخل المخ الموجه بالتصويب الطبقى الجدرى,0,2,27419.0
1146.0,7012013.0,NEUROSURGERY,SPINAL,DECOMPRESSIVE THORACIC LAMINECTOMY,استئصال الصفائح مع تحرير للفقرات الصدرية,0,4,38295.0
1147.0,7012014.0,NEUROSURGERY,SPINAL,EACH ADDITIONAL LEVEL ANTEROLATERAL THORACO APPROACH,تداخل امامى جانبى لمستويات متعددة للفقرات الصدرية,0,0,11088.0
1148.0,7012015.0,NEUROSURGERY,SPINAL,EACH ADDITIONAL LEVEL CERVICAL DISC EXESION / FUSION,اى مستوى اضافى فى فقرات العنق,0,0,7089.0
1149.0,7012016.0,NEUROSURGERY,SPINAL,EACH ADDITIONAL LEVEL LUMBER DISC EXCESION / FUSION,اى مستوى اضافى فى الفقرات القطنية,0,0,6288.0
1150.0,7012017.0,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – CERVICAL,استئصال ورم داخل القناة العصبية وخارج الحبل الشوكى بالمنطقة العنقية,1,4,41652.0
1151.0,7012018.0,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – DORSAL,استئصال ورم داخل القناة العصبية وخارج الحبل الشوكى بالمنطقة الصدرية,0,4,41652.0
1152.0,7012019.0,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – LUMBAR,استئصال ورم داخل القناة العصبية وخارج الحبل الشوكى بالمنطقة القطنية,0,4,31590.0
1153.0,7012020.0,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – SACRAL,استئصال ورم داخل القناة العصبية وخارج الحبل الشوكى بالمنطقة العصبية,0,3,31590.0
1154.0,7012021.0,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL INTRADURAL – CERVICAL,استئصال ورم بالحبل الشوكى بالمنطقة العنقية,1,4,48861.0
1155.0,7012022.0,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL INTRADURAL – DORSAL,استئصال ورم بالحبل الشوكى بالمنطقة الصدرية,0,4,46458.0
1156.0,7012023.0,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL INTRADURAL – LUMBAR,استئصال ورم بالحبل الشوكى بالمنطقة القطنية,0,3,33642.0
1157.0,7012024.0,NEUROSURGERY,SPINAL,EXPLORATION OF RADIAL NERVE WITH EXTERNAL NEUROSIS,استكشاف العصب الكعبرى واستئصال تجمع عصبى ,0,3,22185.0
1158.0,7012025.0,NEUROSURGERY,SPINAL,IMPLANTATION OF INTRATHECAL PUMP EXCLUDING THE PUMP,زراعة مضخة داخل الفراغ القرابي ( غير متضمن المضخة) ,0,3,32400.0
1159.0,7012026.0,NEUROSURGERY,SPINAL,INTRATHECAL BACLOFEN INJECTION – SCREENING PROCEDURE,زراعة مضخة داخل قرابين _ اجراء التحري ,0,2,15840.0
1160.0,7012027.0,NEUROSURGERY,SPINAL,KHYPOPLASTY (PER LEVEL) BILATERAL,دأب الحدبة (لكل مستوى) ثنائي الحركة,0,4,56070.0
1161.0,7012028.0,NEUROSURGERY,SPINAL,KYPHOPLASTY (PER LEVEL) UNILATERAL,دأب الحدبة (لكل مستوى) أحادي الجهه ,0,4,48060.0
1162.0,7012029.0,NEUROSURGERY,SPINAL,"LAMINECTOPLASTY / LAMINECTOMY FOR SPINAL TUMOR FOCAL (MENINGIOMA, NEUROMA)",استئصال عظمى بالفقرات لعلاج ورم موضعى بالحبل الشوكى,0,4,46458.0
1163.0,7012030.0,NEUROSURGERY,SPINAL,"LAMINECTOPLASTY L LAMINECTOMY FOR SPINAL TUMOR DIFUSE (GLIOMA, EPENDYMOMA)",استئصال عظمى بالفقرات لعلاج ورم منتشر بالحبل الشوكى,0,4,68886.0
1164.0,7012031.0,NEUROSURGERY,SPINAL,LATERAL APPROACH TO THORACIC DISCECTOMY,المقاربة الجانبية لاستئصال الديسك الصدرى,0,4,54468.0
1165.0,7012032.0,NEUROSURGERY,SPINAL,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – MORE THAN TWO LEVELS,استئصال غضروفى وتحرير ضغط الفقرات القطنية - لاكثر من مستوى,0,4,34155.0
1166.0,7012033.0,NEUROSURGERY,SPINAL,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – ONE LEVEL,استئصال غضروفى وتحرير ضغط الفقرات القطنية - مستوى واحد,0,4,27428.0
1167.0,7012034.0,NEUROSURGERY,SPINAL,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – TWO LEVELS,استئصال غضروفى وتحرير ضغط الفقرات القطنية - مستويين,0,4,32085.0
1168.0,7012035.0,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL BILATERAL,استئصال غضروفى قطنى بالجراحة الميكروسكوبية  لمستوى واحد - لجهتين,0,4,21803.0
1169.0,7012036.0,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL UNILATERAL,استئصال غضروفى قطنى بالجراحة الميكروسكوبية لمستوى واحد بجهة واحدة,0,4,18743.0
1170.0,7012037.0,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,استئصال غضروفى قطنى بالجراحة الميكروسكوبية لثلاث مستويات - بجهتين,0,4,44055.0
1171.0,7012038.0,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS UNILATERAL,استئصال غضروفى قطنى بالجراحة الميكروسكوبية لثلاث مستويات - بجهة واحدة,0,4,29970.0
1172.0,7012039.0,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS BILATERAL,استئصال غضروفى قطنى بالجراحة الميكروسكوبية لمستويين - بجهتين,0,4,31185.0
1173.0,7012040.0,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS UNILATERAL,استئصال غضروفى قطنى بالجراحة الميكروسكوبية لمستويين - بجهة واحدة,0,4,21803.0
1174.0,7012041.0,NEUROSURGERY,SPINAL,LUMBER MICRODISECTOMY WITH FUSION : SINGLE LEVEL,استئصال غضروف قطنى مع تثبيت للفقرات,0,4,28350.0
1175.0,7012042.0,NEUROSURGERY,SPINAL,LUMBER MICRODISECTOMY WITHOUT FUSION : SINGLE LEVEL,استئصال غضروف قطنى ,0,4,18360.0
1176.0,7012043.0,NEUROSURGERY,SPINAL,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,الاستئصال المجهرى ,1,4,55149.0
1177.0,7012044.0,NEUROSURGERY,SPINAL,MICROSCOPIC TOTAL SUPRASELLAR TUMOUR EXCISION THROUGH SUBFRONTAL APPROACH WITH FRONTAL CRANIOTOMY,أستئصال مجهري لورم فوق السرج عبر فتح الجمجمة تحت القفص الجبهي,1,4,41532.0
1178.0,7012045.0,NEUROSURGERY,SPINAL,"MYELOMENINGOCELE REPAIR, MAJOR DEFECT",اصلاح عيب حوصلى للسائل النخاعى (كبيرة),0,3,28350.0
1179.0,7012046.0,NEUROSURGERY,SPINAL,"MYELOMENINGOCELE REPAIR, MINOR DEFECT",اصلاح عيب حوصلى للسائل النخاعى (صغيرة),0,3,22185.0
1180.0,7012047.0,NEUROSURGERY,SPINAL,PERCUTANEOUS FIXATION WITHOUT SCREW & IMPLANT ,تثبيت الفقرات عن طريق الجلد بدون صفائح و مسامير ,0,3,56070.0
1181.0,7012048.0,NEUROSURGERY,SPINAL,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 2 NERVE ROOTS,تحرير عصب عنقى من الجهة الخلفية - عصب واحد,1,3,34043.0
1182.0,7012049.0,NEUROSURGERY,SPINAL,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 2 NERVE ROOTS,تحرير عصب عنقى من الجهة الخلفية - اكثر من عصب,1,3,43254.0
1183.0,7012050.0,NEUROSURGERY,SPINAL,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – ONE NERVE ROOT,تحرير عصب عنقى من الجهة الخلفية - عصبين,1,3,29565.0
1184.0,7012051.0,NEUROSURGERY,SPINAL,POSTERIOR FUSION AND STABILIZATION,تثبيت خلفى للعمود الفقرى,0,3,42453.0
1185.0,7012052.0,NEUROSURGERY,SPINAL,POSTERIOR RHIZOTOMY,بضع الجذور الخلفية ,0,3,40050.0
1186.0,7012053.0,NEUROSURGERY,SPINAL,RE-FENESTRATION AND MICRODISCECTOMY,استئصال غضروف مرتجع,0,3,24480.0
1187.0,7012054.0,NEUROSURGERY,SPINAL,REFILL OF INTRATHECAL PUMP (EXCLUDING THE MEDICATION),إعادة تعبئة مضخة داخل قرابية (غير متضمن ثمن الدواء),0,0,7920.0
1188.0,7012055.0,NEUROSURGERY,SPINAL,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS –  MORE THAN TWO LEVELS,استئصال عظمى التوسيع تضيق بقناة الفقرات القطنية - لاكثر من مستوى,0,3,30780.0
1189.0,7012056.0,NEUROSURGERY,SPINAL,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – ONE LEVEL,استئصال عظمى التوسيع تضيق بقناة الفقرات القطنية - مستوى واحد,0,3,27540.0
1190.0,7012057.0,NEUROSURGERY,SPINAL,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – TWO LEVELS,استئصال عظمى التوسيع تضيق بقناة الفقرات القطنية - مستويين,0,3,28350.0
1191.0,7012058.0,NEUROSURGERY,SPINAL,REMOVAL NEURO-STIMULATOR,إزالة محفز عصبي ,0,3,22950.0
1192.0,7012059.0,NEUROSURGERY,SPINAL,REPAIR OF MENINGOMYELOCELE MAJOR,تصليح قيلة نخاعية سحائية كبيرة,0,3,38048.0
1193.0,7012060.0,NEUROSURGERY,SPINAL,"REPAIR OF MENINGOMYELOCELE, MINOR DEFECT",تصليح قيلة نخاعية سحائية صغيرة,0,3,23715.0
1194.0,7012061.0,NEUROSURGERY,SPINAL,REPAIR OF OCCULT SPINAL DYSRAPHISM,إصلاح خلل الرفاء الشوكي ,0,3,34443.0
1195.0,7012062.0,NEUROSURGERY,SPINAL,SELECTIVE DORSAL RHIZOTOMY FOR SPASTICITY,بضع الجذور الخلفية الانتقالي لعلاج الشلل التشنجي ,0,3,40050.0
1196.0,7012063.0,NEUROSURGERY,SPINAL,SPINAL CORD STIMULATION (EXCLUDING IMPLANTS),تحفيز الحبل الشوكي ( غير متضمن المستهلكات),0,3,32400.0
1197.0,7012064.0,NEUROSURGERY,SPINAL,SPINAL STENOSIS : INTER LAMINAR DECOMPRESSION / LAMINECTOMY,توسيع للقناة العصبية الشوكية,0,3,21420.0
1198.0,7012065.0,NEUROSURGERY,SPINAL,SPINAL STENOSIS : INTER LAMINAR DECOMPRESSION / LAMINECTOMY WITH DISCECTOMY,توسيع للقناة العصبية الشوكية واستئصال للغضروف,0,3,28350.0
1199.0,7012066.0,NEUROSURGERY,SPINAL,THECO-PERITONEAL SHUNT,تحويلة دماغية بربتوانية,0,3,37247.0
1200.0,7013001.0,NEUROSURGERY,PERIPHERAL,BILATERAL CARPAL TUNNEL NEUROLYSIS,افتكاك العصب بالنفق الرسغي على الناحيتين ,0,2,16038.0
1201.0,7013002.0,NEUROSURGERY,PERIPHERAL,BRACHIAL PLEXUS DECOMPRESSION,تحرير الضفيرة العضدية,0,3,29849.0
1202.0,7013003.0,NEUROSURGERY,PERIPHERAL,CARPEL TUNNEL SYNDROME DECOMPRESSION BILATERAL ,عمليات تحرير نفق الرسغ للجهتين,0,1,6008.0
1203.0,7013004.0,NEUROSURGERY,PERIPHERAL,CARPEL TUNNEL SYNDROME DECOMPRESSION UNILATERAL,عمليات تحرير نفق الرسغ,0,1,5434.0
1204.0,7013005.0,NEUROSURGERY,PERIPHERAL,DIRECT PERINEURAL NERVE REPAIR,تصليح حول العصب الحالى,0,2,22836.0
1205.0,7013006.0,NEUROSURGERY,PERIPHERAL,INTERFASICULAR REPAIR,تصليح الحزم العصبية الداخلية,0,2,30659.0
1206.0,7013007.0,NEUROSURGERY,PERIPHERAL,NERVE GRAFTING (WITHOUT GRAFT),ترقيع العصب (بدون الرقعة),0,2,23333.0
1207.0,7013008.0,NEUROSURGERY,PERIPHERAL,NERVE GRAFTS – AUTO GRAFTS ,ترقيع العصب ,0,2,32841.0
1208.0,7013009.0,NEUROSURGERY,PERIPHERAL,NERVE NEUROLYSIS,تحليل العصب,0,2,18246.0
1209.0,7013010.0,NEUROSURGERY,PERIPHERAL,NERVE REPAIR (ONE NERVE), اصلاح عصب واحد,0,2,18743.0
1210.0,7013011.0,NEUROSURGERY,PERIPHERAL,NERVE REPAIR MAJOR ,ترميم عصب كبير ,0,2,23715.0
1211.0,7013012.0,NEUROSURGERY,PERIPHERAL,NERVE TRANSFERS ,نقل مسار الأعصاب  ,0,2,33642.0
1212.0,7013013.0,NEUROSURGERY,PERIPHERAL,"NERVE TRANSPOSITION, OLD SCAR  ",تغيير مسار الأعصاب ,0,2,28350.0
1213.0,7013014.0,NEUROSURGERY,PERIPHERAL,"NEUROLYSIS, OLD REPAIR, EXPLORATION ",إستكشاف وتحرير عصب نتيجة إصابة قديمة  ,0,2,23715.0
1214.0,7013015.0,NEUROSURGERY,PERIPHERAL,NEUROMA EXCISION TREATMENT ,علاج جراحي لورم الأعصاب ,0,2,28350.0
1215.0,7013016.0,NEUROSURGERY,PERIPHERAL,OLD PERINEURAL NERVE REPAIR,تصليح حول العصب القديم,0,2,25131.0
1216.0,7013017.0,NEUROSURGERY,PERIPHERAL,PERIPHERAL NERVE STIMULATION (EXCLUDING IMPLANTS),تحفيز العصب الطرفي( غير متضمن المستهلكات),0,2,33642.0
1217.0,7013018.0,NEUROSURGERY,PERIPHERAL,RELEASE OF CUBITAL TUNNEL SYNDROME,تحرير قيلا زنة النفق,0,1,15722.0
1218.0,7013019.0,NEUROSURGERY,PERIPHERAL,RELEASE OF ULNAR NERVE ENTRAPMENT AT WRIST,تسليك اختناق العصب الزندي فى الرسخ,0,1,13194.0
1219.0,7013020.0,NEUROSURGERY,PERIPHERAL,SELECTIVE PERIPHERAL NEURECTOMY (ONE LIMB),بضع عصب طرفي انتقالي (طرف واحد),0,1,15840.0
1220.0,7013021.0,NEUROSURGERY,PERIPHERAL,SUBCUTANEOUS FIELD STIMULATION,تحفيز منطقة تحت جلدية ,0,1,32400.0
1221.0,7013022.0,NEUROSURGERY,PERIPHERAL,VAGAL NERVE STIMULATOR ( EXCLUDING THE IMPLANTS ),تحفيز العصب الغامض ( غير متضمن المستهلكات) ,0,4,56070.0
