PC_PRVSRVCODE,PC_PRVSRVDESC,PC_STRTDATE,PC_ORPRICE
FSEXTR-302,CHOCOLATE CAKE,2017-02-02,10.0
FSEXTR-303,APPLE PIE,2017-02-02,10.0
FSEXTR-305,FRENCH PASTRY,2017-02-02,5.0
FSEXTR-306,ENGLISH PASTRY,2017-02-02,5.0
FSEXTR-307,CROISSANT,2017-02-02,5.0
FSEXTR-308,COOKIES KGS.,2017-02-02,35.0
FSEXTR-309,DANISH,2017-02-02,5.0
FSEXTR-310,MOHALLBIA,2017-02-02,5.0
FSEXTR-311,JELLY,2017-02-02,5.0
FSEXTR-312,CREAM CARAMEL,2017-02-02,5.0
FSEXTR-313,OM ALI,2017-02-02,10.0
FSEXTR-314,CHARLOTT,2017-02-02,10.0
FSEXTR-315,ICE CREAM MIX,2017-02-02,5.0
FSEXTR-316,FRENCH PASTRY - STAFF,2017-02-02,5.0
FSEXTR-317,CROISSANT - STAFF,2017-02-02,5.0
FSEXTR-318,BROWN BREAD (3 PIECES) - STAFF,2017-02-02,5.0
FSEXTR-400,BEEF BURGER,2017-02-02,10.0
FSEXTR-401,CHICKEN BURGER,2017-02-02,10.0
FSEXTR-402,CHICKEN S/W,2017-02-02,10.0
FSEXTR-403,MORTADILA,2017-02-02,10.0
FSEXTR-404,SMOKED TURKY,2017-02-02,10.0
FSEXTR-405,SMOKED BEEF,2017-02-02,10.0
FSEXTR-406,KOFTA,2017-02-02,10.0
FSEXTR-407,TUNA S/W,2017-02-02,5.0
FSEXTR-408,HOTDOG S/W,2017-02-02,5.0
FSEXTR-409,SHAKSHOKA S/W,2017-02-02,5.0
FSEXTR-410,FRENCH FRIES (STAFF),2017-02-02,5.0
FSEXTR-411,FRIED SHRIMP S/W,2017-02-02,15.0
FSEXTR-412,PLAIN SPONGE CAKE - STAFF,2017-02-02,5.0
FSEXTR-413,KUNAFA 1 KILO,2017-02-02,30.0
MTURO-0020,CYSTOSCOPY AND RECTOGRADE URE-TEROPHELOGRAPHY,2017-02-02,2297.0
MTURO-0021,PECAUTENOUS NEPHROSTOMY,2017-02-02,4022.0
MTURO-0022,POST-OP.REG.URETHRAL DLTN. FORURETHRAL STRTR. USING MTL URET,2017-02-02,578.0
MTURO-0023,CYSTOSCOURETHOSCOPY,2017-02-02,1268.0
MTURO-0024,REMOVAL OF D.J. RTENT,2017-02-02,1380.0
MTURO-0025,URETROSCOPY URS,2017-02-02,1905.0
MTURO-0026,I.M.INJECTION,2017-02-02,7.0
MTURO-0027,DORSAL VEIN LIGATION,2017-02-02,4022.0
MTURO-0028,REMOVAL OF FFOREEIGN BODY,2017-02-02,659.0
FMXRY-0001,SKULL AP. LATERAL,2017-02-02,228.0
FMXRY-0002,PARANASAL SINUSES 1 VIEW WATER,2017-02-02,228.0
FMXRY-0003,P.N.S./ SKULL PA. LAT. WATERS,2017-02-02,287.0
FMXRY-0004,NASAL BONES LATERAL,2017-02-02,160.0
FMDNTP0038,COMPLETE DENT.VITAL. TYPE III,2017-02-02,13257.0
FMDNTP0039,UPPER/LOWER DENT.VITAL.TYPE I,2017-02-02,5310.0
FMDNTP0040,UPPER/LOWER DENT.VITAL.TYPE II,2017-02-02,6637.0
FMDNTP0041,UPPER/LOWER DENT.VIT.TYPE III,2017-02-02,7957.0
FMDNTP0042,VITALIUM CHROME COB. ONE TOOTH,2017-02-02,1067.0
FMDNTP0043,VITAL. CHROME COBALT TWO TOOTH,2017-02-02,1332.0
FMDNTP0044,EXTRA VITAL. TEETH,2017-02-02,271.0
FMDNTP0045,VITALIUM CLASP,2017-02-02,403.0
FMDNTP0046,VITALIUM BAR,2017-02-02,669.0
FMDNTP0047,RELINING OF PARTIAL DENTURE,2017-02-02,271.0
FMDNTP0048,RELINING OF UPPER/LOWER DENT.,2017-02-02,536.0
FMDNTP0049,RELINING OF COMPLETE DENTURE,2017-02-02,807.0
FMDNTP0050,REPAIR OF BROKEN PARTIAL       DENTURE,2017-02-02,403.0
FMDNTP0051,REPAIR OF BROKEN DENTURE,2017-02-02,536.0
FMDNTP0052,REPAIR OF CLASP,2017-02-02,208.0
FMDNTP0053,REPAIR OF CASTING CLASP,2017-02-02,340.0
FMDNTP0054,OBTURATOR,2017-02-02,1332.0
FMDNTP0055,LATERAL TRAINING FLANGE,2017-02-02,1332.0
FMDNTP0056,SPACE MAINTAINER,2017-02-02,807.0
FMDNTP0057,NIGHT GAURD,2017-02-02,669.0
FMDNTP0058,MOUTH GAURD,2017-02-02,807.0
FMDNTP0059,SPLINT - METALIC,2017-02-02,2653.0
FMDNTP0060,SPLINT - ACRYLIC I,2017-02-02,669.0
FMDNTP0061,SPLINT ACYLIC II,2017-02-02,1332.0
FMDNTP0062,SPLINT ACYLIC III,2017-02-02,1989.0
FMDNTP0063,ONE SURFACE CERAMIC FILLING,2017-02-02,271.0
FMDNTP0064,TWO SURFACES CERAMIC FILLING,2017-02-02,403.0
FMDNTP0065,THREE SURFACES CERAMIC FILLING,2017-02-02,536.0
FMDNTP0066,VENER FACE CERAMIC,2017-02-02,1332.0
FMDNTP0067,VENER CEREC FILLING,2017-02-02,271.0
FMDNTP0068,STUDY MODEL,2017-02-02,271.0
FMDNTP0069,VEENER FACE CERAMIC,2017-02-02,1332.0
FMDNTP0070,VENEER CEREC FILLING,2017-02-02,271.0
FMDNTR0001,ROOT CANAL TREATMENT 1RC,2017-02-02,403.0
FMDNTR0002,ROOT CANAL TREATMENT 2RC,2017-02-02,669.0
FMDNTR0003,ROOT CANAL TREATMENT 3RC OR    MORE,2017-02-02,807.0
FMDNTR0004,ROOT CANAL TREATMENT INFECTED  TOOTH 1RC,2017-02-02,669.0
FMDNTR0005,ROOT CANAL TREATMENT INFECTED  TOOTH 2RC,2017-02-02,940.0
FMDNTR0006,ROOT CANAL TREATMENT INFECTED  TOOTH 3RC OR MORE,2017-02-02,1199.0
FMDNTR0007,RCT AND FILLING ONE RC,2017-02-02,1332.0
FMDNTR0008,RCT AND FILLING TWO RC,2017-02-02,1666.0
FMDNTR0009,RCT AND FILLING THREE RC,2017-02-02,1809.0
FMDNTR0010,RCT DECIDIOUS MOLAR,2017-02-02,610.0
FMDNTR0011,RCT DECIDIOUS TEETH,2017-02-02,489.0
FMDNTR0012,PULPOTOMY (CHILDREN),2017-02-02,340.0
FMDNTR0013,READY MADE POST,2017-02-02,139.0
FMDNTS0001,DAY CARE SUPERVISION,2017-02-02,208.0
FMDNTS0002,ADDL FEE FOR COMPL. OP. -LA,2017-02-02,807.0
FMDNTS0003,ADD'L FEE FOR COMPL. OP. - GA,2017-02-02,1332.0
FMDNTS0004,SIMPLE EXT.DECIDIOUS,2017-02-02,139.0
FMDNTS0005,SIMPLE EXT. PERMANENT TEETH,2017-02-02,208.0
FMDNTS0006,SIMPLE EXT. PRE OR POST MOLAR,2017-02-02,271.0
FMDNTS0007,SIMPLE EXTRACTION OF REMAINING ROOT,2017-02-02,340.0
FMLABM0093,FGF23 WHOLE GENE SEQUENCING,2017-02-02,9515.0
FMLABM0094,OBESITY GENETIC TEST (1),2017-02-02,2415.0
FMLABM0095,OBESITY GENETIC TEST (2),2017-02-02,4830.0
FMXRY-0319,"MPR,MPD ANY ORGAN AREA",2017-02-02,2186.0
FMXRY-0320,CONTROL FOLLOW C.T.,2017-02-02,1093.0
FMXRY-0321,PRELIMINARY C.T. ANY ORGAN,2017-02-02,987.0
FMXRY-0322,C.T. FOR P.N.S.,2017-02-02,876.0
FMXRY-0323,C.T. FOR PELVIMETRY,2017-02-02,546.0
FMXRY-0324,EXTREMITIES W/O CONT.,2017-02-02,1316.0
FMXRY-0325,EXTREMITIES W/ CONTRAST,2017-02-02,1863.0
FMXRY-0326,OSTEO - CT.,2017-02-02,770.0
FMXRY-0327,CT GUIDED BIOPSY,2017-02-02,987.0
FMXRY-0328,C.T. POST COLCHICINE,2017-02-02,711.0
FMXRY-0329,OSTEO C.T. FOLLOW UP,2017-02-02,440.0
FMXRY-0330,PANORAMA + CEPHALOMETRIC 1,2017-02-02,2096.0
FMXRY-0331,C.T. SIMULATION WITHOUT CONTRA,2017-02-02,1093.0
FMXRY-0332,C.T. SIMULATION WITH CONTRAST,2017-02-02,1316.0
FMXRY-0333,C.T. SIMULATION FOLLOW UP,2017-02-02,546.0
FMXRY-0400,CEREBRAL SCINTIGRAPHY,2017-02-02,770.0
FMXRY-0401,THYROID SCAN W/TECHNITIUM,2017-02-02,822.0
FMXRY-0402,THYROID UPTAKE/PERFUSION,2017-02-02,515.0
FMXRY-0403,THYROID SCAN W/R/A/IODINE,2017-02-02,891.0
FMXRY-0404,HEART MULTIGATED ACQUISITION,2017-02-02,770.0
FMXRY-0405,THALLIUM W/O EXERCISE,2017-02-02,1268.0
FMXRY-0406,THALLIUM W/EXERCISE,2017-02-02,1905.0
FMXRY-0407,THALLIUM W/ PERSANTINE,2017-02-02,1656.0
FMXRY-0408,MYOCARDIAL INFARCTSCITINGRAPH/,2017-02-02,770.0
FMXRY-0409,CARDIAC PHASE AMPLITUDE,2017-02-02,515.0
FMXRY-0410,1ST PASS STUDY,2017-02-02,515.0
FMXRY-0411,LUNG PERFUSION,2017-02-02,770.0
FMXRY-0412,LUNG VENMTILLATION,2017-02-02,642.0
FMXRY-0413,LUNG PERFUSION &VENTILLATION,2017-02-02,1268.0
FMXRY-0414,LIVER & SPLEEN SCAN,2017-02-02,770.0
FMXRY-0415,BILIARY TREE SCAN,2017-02-02,770.0
FMXRY-0416,RENOGRAM &N RENAL SCAN,2017-02-02,770.0
FMXRY-0417,"RENOGRAM, RENAL SCAN & G.F.R.",2017-02-02,1141.0
FMXRY-0418,GLOMOERUALR FILTERATION RATG,2017-02-02,642.0
FMXRY-0419,READIONUCLIDE MICTURATING,2017-02-02,515.0
FMXRY-0420,BONE SCAN,2017-02-02,998.0
FMXRY-0421,WHOLE BODY SCAN W/R/A.IODINE,2017-02-02,891.0
FMXRY-0422,WHOLE BODY SCAN W/ 67GAL,2017-02-02,1268.0
FMXRY-0423,LACRIMAL DUCT SCINTIGRAPHY,2017-02-02,515.0
FMXRY-0424,RADIONUCLIDE PHLEBOGRAPHY,2017-02-02,1268.0
FMXRY-0425,PRELIMINARY SCAN ANY AREA/ORG.,2017-02-02,515.0
FMXRY-0426,SCINTIGRAPHY OF ANY ORGAN,2017-02-02,770.0
FMXRY-0427,DYNAMIC SCAN ANY AREA / ORGAN,2017-02-02,515.0
FMXRY-0428,ISOTOPE SCAN FOLLOW-UP STUDY,2017-02-02,770.0
FMXRY-0429,CEREBRAL SCINTIGRAPHY (W/LIPOP,2017-02-02,1316.0
FMXRY-0430,CSF FLOW STUDY,2017-02-02,891.0
FMXRY-0431,MPS W/TC-99 LABELLED COMPDS ST,2017-02-02,1863.0
FMXRY-0432,MPS W/TC-99 LABELLED COMPDS W/,2017-02-02,1316.0
FMXRY-0433,MPS W/THALLUM-201(STESS+REDIST,2017-02-02,1969.0
FMXRY-0434,MPS (DUAL ISOTOPE TECHNIQUE),2017-02-02,1863.0
FMXRY-0435,FIRST PASS WITHOUT STRESS,2017-02-02,891.0
FMXRY-0436,FIRST PASS UNDER STRESS,2017-02-02,1422.0
FMXRY-0437,GATED ERNA WITHOUT STRESS,2017-02-02,1040.0
FMXRY-0438,GATED ERNA UNDER STRESS,2017-02-02,1422.0
FMXRY-0439,PERFUSION (Q) LUNG SCAN,2017-02-02,891.0
FMXRY-0440,VENTILATION (V) LUNG SCAN,2017-02-02,891.0
FMXRY-0441,V/Q LUNG SCAN,2017-02-02,1989.0
FMXRY-0442,TC-99 M DMSA SCAN,2017-02-02,891.0
FMXRY-0443,TC-99 M DTPA (+/-CAPTOPRIL CHA,2017-02-02,891.0
FMXRY-0444,TC-99 M MAG3 STUDY,2017-02-02,2.0
FMXRY-0445,TC-99 M DMSA + TC-99 M DTPA,2017-02-02,1300.0
FMXRY-0446,TC-99 M DMSA + TC99 M DTPA,2017-02-02,2.0
FMXRY-0448,TC-99 M SULFER COLLOID MICTURA,2017-02-02,891.0
FMENTS0003,INTRANASAL ANTROSTOMY-BILAT.,2017-02-02,2605.0
FMENTL0020,LASER BIOPSY OF THE LARYNX,2017-02-02,2796.0
FMENTO0018,SUBMANDIBULAR SAILADERECTOMY,2017-02-02,2796.0
FMENTK0009,PARTIAL THYROIDECTOMY,2017-02-02,3025.0
FMENTO0019,GLOSSOPLASTY,2017-02-02,3025.0
MTENT-0110,CONTROL HGE. AFTER TONS.      OUTSIDE SGH (G.A.),2017-02-02,3050.0
FMENTO0006,BONY TUMOURS OF THE PALATE,2017-02-02,3173.0
FMENTS0015,TRANSNASAL ETHMOIDECTOMY,2017-02-02,3173.0
FMENTL0010,EXCISION OF PHARYNGEAL POUCH,2017-02-02,3173.0
FMENTE2014,PARTIAL EXCISION & RECONSRUCTN,2017-02-02,3173.0
FMENTE2007,EXCISION OF PRE-AURICULAR CYST,2017-02-02,3173.0
FMENTL0006,EXCISION OF VOCAL CORDS MICRO-,2017-02-02,3173.0
FMENTE3013,MIC. EXCISION OF EXOSTOSIS,2017-02-02,3173.0
FMENTP3007,LASER EXCISSION OF BENIGN TUM.,2017-02-02,3173.0
FMENTS0010,TRANSANTRAL APPROACH FOR CORR-,2017-02-02,3173.0
FMENTE3014,RECONSTRUCTION OF EXTERNAL EAR,2017-02-02,3173.0
FMENTN2040,LIMITED RHINOPLASTY,2017-02-02,3173.0
FMENTN2041,AUGMENTATION RHINOPLASTY,2017-02-02,3173.0
FMENTN2037,REPAIR OF CHOANAL ATRESIA-UNIL,2017-02-02,3173.0
FMENTN2052,SURGERY OF TUMOUR OF NASAL -,2017-02-02,3173.0
FMENTN2050,SURGERY OFTUMOUR OF NASAL -,2017-02-02,3173.0
FMENTL0011,DIATHERMY TREATMENT OF,2017-02-02,3173.0
FMENTD0004,BRONCHOSCOPY FOR F.B. REMOVAL,2017-02-02,3173.0
MTENT-0140,RADIO FREQ. APPLICATION TO THEINFERIOR TURBINATES (BILATERAL,2017-02-02,3279.0
MTENT-0141,RADIO FREQ. APPL. TO THE INFERIOR TUBINATES AND TONGUE,2017-02-02,3279.0
FMENTP3011,LASER ASSISTED UVULOPALATOPLAS,2017-02-02,3279.0
FMENTR0005,RDO.FREQ.APPL.TO THE INFER. TU,2017-02-02,3279.0
FMENTR0006,RDO. FREQ. APPL. TO INFER. TUR,2017-02-02,3279.0
FMENTR0008,RADIO FREQUENCY APPLICATION TO,2017-02-02,3279.0
FMENTO0017,SUPERFICIAL PAROTIDECTOMY,2017-02-02,3491.0
FMENTN2048,REPAIR OF SEPTAL PERFORATION,2017-02-02,3798.0
FMENTL0016,LARYNGOPLASTY,2017-02-02,3798.0
FMENTN2036,SILASTIC IMPLANTATION ATROFIC,2017-02-02,3798.0
FMENTE5001,LABYRINTHECTOMY,2017-02-02,3798.0
FMENTK0005,EXCISION OF SUBMANDIBULAR -,2017-02-02,3798.0
FMENTN2030,ANTROCHOANAL POLYPECTOMY WITH,2017-02-02,3798.0
FMENTL0009,EXCISION OF LARYNGOCELE,2017-02-02,3798.0
FMENTE4010,MASTOIDECTOMY - SIMPLE,2017-02-02,3798.0
FMENTD0005,REMOVAL OF FOREIGN BODY FROM,2017-02-02,3798.0
FMENTS0013,REPAIR OF ORO-ANTRAL FISTULA,2017-02-02,3798.0
FMENTL0008,OPEN SURGERY FOR CORAL,2017-02-02,3798.0
FMENTL0005,SURGERY OF VOCAL CORDS,2017-02-02,3798.0
FMENTD0007,TRIPLE ENDOSCOPY (E-B-L),2017-02-02,3798.0
MTENT-0142,RADIO REQ. APPL. TO THE PALATEAND TONGUE.,2017-02-02,3825.0
FMENTP3012,LASER ASSISTED UVULOPALATOPLAS,2017-02-02,3825.0
FMENTK0001,TRACHEOTOMY,2017-02-02,4133.0
FMENTS0009,CALDWELL-LUC OPERATION,2017-02-02,4133.0
FMENTL0018,LASER MIRCOSURGERY OF LARYNX,2017-02-02,4133.0
FMENTK0007,SUB-TOTAL THYROIDECTOMY,2017-02-02,4180.0
FMENTP3008,CRICO-PHARYNGEAL MYOTOMY,2017-02-02,4180.0
FMENTN2058,LASER ARETENOIDECTOMY,2017-02-02,4229.0
MTENT-0143,RDO. FREQ. APPL. TO THE INFERIOR TUBINATES PALATE AND TONGUE,2017-02-02,4372.0
FMENTR0007,RDO. PREQ.APPL. INFR. TURB. TO,2017-02-02,4372.0
FMENTN0002,EXCISION OF LIMITED TUMOUR OF,2017-02-02,4435.0
FMENTN2046,REVISION SEPTOPLASTY,2017-02-02,4435.0
FMENTE2015,AMPUTATION OF EXTERNAL EAR,2017-02-02,4435.0
FMENTE4018,TYMPANOPLASTY - TYPE  III,2017-02-02,4435.0
FMENTE4009,MIDDLE EAR SURGERY-IMPAIRED,2017-02-02,4435.0
FMENTL0007,MICROSCOPIC SURGERY OF CORAL -,2017-02-02,4435.0
FMENTD0008,TRIPLE ENDOSCOPY & BIOPSY,2017-02-02,4435.0
FMENTE4011,MASTOIDECTOMY - OTHERS,2017-02-02,5061.0
FMENTO0016,LASER EXCISSION OF MALIGNANT,2017-02-02,5061.0
FMENTN2042,REVISION OF RHINOPLASTY,2017-02-02,5061.0
FMENTS0018,BONY TUMOURS OF NASAL SINUSES-,2017-02-02,5061.0
FMENTN2039,NOSE RECONSTRUCTION-RHINOPLAST,2017-02-02,5061.0
FMENTN2043,RHINOSEPTOPLASTY,2017-02-02,5061.0
FMOBG-0069,POST-NATAL PROGRAM 4 SESSION,2017-02-02,181.0
FMOBG-0070,HIGH VAGINAL SWAB,2017-02-02,122.0
FMOBG-0071,INDUCTION OF LABOUR,2017-02-02,610.0
FMOBG-0073,EPISIOTOMY - LOCAL ANAESTHESIA,2017-02-02,489.0
FMOBG-0090,CRYOCAUTERY OF CERVIX,2017-02-02,361.0
FMOBG-0091,THERMO-CAUTERY OF CERVIX,2017-02-02,361.0
FMOBG-0122,INTRAUTERINE DEVICE REMOVAL,2017-02-02,287.0
FMOBG-0123,ASPIRATION OF VULVAL CYST,2017-02-02,101.0
FMOBG-0124,EXAM.UNDER GENERAL ANAESTHESIA,2017-02-02,181.0
FMOBG-0132,INFERTILITY PROG. PCKG.       FEM.PROF. A&B/HYSTER/6MOS TRMT,2017-02-02,2064.0
FMOBG-0137,ULTRASOUND SCAN W\O PHOTO,2017-02-02,181.0
FMOBG-0138,PUDENDAL BLOCK ANAESTHESIA,2017-02-02,308.0
FMOBG-0141,OXYTOCIN CHALLENGE TEST(LESS   THAN 4 HRS.) INC. CTG MON.500,2017-02-02,361.0
FMOBG-0142,OXYTOCIN CHALL. TEST MORE 4HRS,2017-02-02,610.0
FMOBG-0143,ENDOMETRIAL PREMESTRUAL CURR.  (WITH OR W/THOUT ANAESTHESIA),2017-02-02,361.0
FMORT-0375,ELASTIC BANDAGE FOREARM W/OUT  MEDICINE,2017-02-02,96.0
FMORT-0376,ELASTIC BANDAGE BELOW KNEE W/  MEDICINE,2017-02-02,260.0
FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,2017-02-02,122.0
FMORT-0391,PARAVETEBRAL INJ. W/ MEDICINE,2017-02-02,334.0
FMORT-0392,INTRA-ART INJ OF OTHER JOINT,2017-02-02,260.0
FMORT-0393,INFILTRATION IN SOFT TISSUE OR PERIARTICULAR,2017-02-02,165.0
FMORT-0394,RIB BELT,2017-02-02,260.0
FMORT-0395,SLING FOR UPPER LIMB,2017-02-02,334.0
FMORT-0396,GILCHRIST BANDAGE,2017-02-02,260.0
FMORT-0397,LEUCOTAP BANDAGE,2017-02-02,334.0
FMORT-0398,WALKING HEEL,2017-02-02,122.0
FMORT-0399,CLAVICLE STRIP,2017-02-02,260.0
FMORT-0403,CARPAL TUNNEL DECOMPRESSION1,2017-02-02,3300.0
FMORT-0416,DEEP CUT WOUND - SMALL        (3-5 STITCHES),2017-02-02,165.0
FMORT-0418,DEEP CUT WOUND-LARGE (10-20 STICHES),2017-02-02,334.0
FMORT-0422,DRESSING OF SMALL WOUND,2017-02-02,54.0
FMORT-0423,DRESING OF WOUND MEDIUM,2017-02-02,96.0
FMORT-0424,DRESSING OF WOUND LARGE,2017-02-02,260.0
FMORT-0426,REMOVAL OF CAST,2017-02-02,96.0
FMORT-0431,FACETTE BLOCK,2017-02-02,834.0
FMORT-0432,SINGLE COLCHICINE INJ. W/OTHER MEDICINE,2017-02-02,546.0
FMORT-0435,MANIPULATION UNDER G.A. SHLDER,2017-02-02,834.0
FMORT-0436,MANIPULATION UNDER G.A. KNEE,2017-02-02,834.0
FMORT-0437,MANIPULATION UNDER G.A. ELBOW,2017-02-02,822.0
FMORT-0438,MANIPULATION UNDER G.A. UNSPECSITE (SINGLE JOINT),2017-02-02,834.0
FMORT-0439,REMOVAL OF STITCHESS,2017-02-02,59.0
FMORT-0440,P.O.P. TO SIMPLE FRACTURE 2ND  VISIT,2017-02-02,165.0
FMORT-0441,REMOVAL OF K WIRE,2017-02-02,260.0
FMORT-0443,CHANGE OF P.O.P (IN O.R.),2017-02-02,260.0
FMORT-0444,P.O.P. TO SIMPLE FRACTURE W/O  DISPLACEMENT,2017-02-02,165.0
FMORT-0445,SKIN TRACTION,2017-02-02,165.0
FMORT-0446,INCISSION & DRAINAGE SUPER FICIAL ABSCESS,2017-02-02,260.0
FMORT-0448,MANIPULATION OF STEEL JOINT   UNDER G.A.,2017-02-02,334.0
FMORT-0453,REDUCTION OF DISLOCATION & POP,2017-02-02,600.0
FMORT-0456,BIOPSY OF SWELLING OF BONE,2017-02-02,1205.0
FMORT-0457,SKULL CALIPER TRACTN FOR DISL-SPINE,2017-02-02,1656.0
FMORT-0491,IF P/S R.U.F.T.E.,2017-02-02,3300.0
FMORT-0519,K WIRE UNDER LOCAL ANAESTHESIA SUBCUTANEOS,2017-02-02,499.0
FMORT-0520,REMVL OF WIRE UNDER LOCAL ANA. DP. SUBCU.,2017-02-02,834.0
FMORT-0534,ULTRASOUND OF INFANT HIP[,2017-02-02,334.0
FMORT-0535,ULTRASOUND OF SOFT TISSUE,2017-02-02,334.0
FMORT-0537,CORRECTION OF CHILDREN SHOES FROM GERMANY,2017-02-02,2366.0
FMORT-0540,MALLET SPLINT,2017-02-02,334.0
FMORT-0545,CLOSURE OF CAST,2017-02-02,96.0
FMORT-0548,SHOULDER ARM SPINE,2017-02-02,1656.0
FMORT-0550,MANUAL MANIPULAT'N SACRO-ILIAC,2017-02-02,499.0
FMORT-0551,MANUAL MANIP. - CERVICAL SPINE,2017-02-02,499.0
FMORT-0552,ORTHOSIS I,2017-02-02,2722.0
FMORT-0553,ORTHOSIS II,2017-02-02,5438.0
FMORT-0554,ORTHOSIS III,2017-02-02,9050.0
FMORT-0555,ORTHOSIS IV,2017-02-02,14482.0
FMORW-0114,PELVIC-THIGH ORTHOSIS - MEDIUM,2017-02-02,3788.0
FMORW-0115,PELVIC-THIGH ORTHOSIS - LARGE,2017-02-02,5051.0
FMORW-0116,HALUX VALGUS BRACE,2017-02-02,128.0
FMORW-0117,SHOULDER ARM ABDUCTION SPLINT  (ORTHOPLAST),2017-02-02,2976.0
FMORW-0118,ABOVE KNEE OTHOSIS W/ 1 JOINT,2017-02-02,2786.0
FMORW-0119,ABOVE KNEE ORTHOSIS W/2 JOINTS,2017-02-02,4170.0
FMORW-0120,FINGER THUMB SPLINT,2017-02-02,234.0
FMORW-0121,DROP BOOT SPLINT ORTHOPLAST,2017-02-02,955.0
FMORW-0122,MILWAIKEE BRACE ORTHOP.- SMALL,2017-02-02,6313.0
FMORW-0123,MAILWAIKEE BRACE ORTHOP.MEDIUM,2017-02-02,8212.0
FMORW-0124,MILWAIKEE BRACE ORTHOP. -LARGE,2017-02-02,10101.0
FMORW-0125,"DROP FOOT SPLINT ""POLYMOPYLENE """,2017-02-02,351.0
FMORW-0126,SOFT CERVICAL COLLAR,2017-02-02,70.0
FMORW-0127,ROM HINGED KNEE BRACE,2017-02-02,637.0
FMORW-0129,UNIVERSAL KNEE IMMOBILIZE,2017-02-02,197.0
FMORW-0130,RIB BINDER SUPPORT,2017-02-02,85.0
FMORW-0131,TENNIS ELBOW SUPPORT,2017-02-02,85.0
FMORW-0132,SILICON HEEL,2017-02-02,139.0
FMORW-0133,HINGED KNEE SUPPORT,2017-02-02,250.0
FMORW-0134,KNEE SUPPORT,2017-02-02,139.0
FMORW-0135,HIGH DORSO-LUMBAR SUPPORT,2017-02-02,250.0
FMORW-0136,"MEDICAL SHOES ""FLAT FOOT""SMALL",2017-02-02,415.0
FMORW-0137,"MEDICAL SHOES ""FLAT FOOT""LARGE",2017-02-02,440.0
FMORW-0138,"MEDICAL SHOES ""ANTI VARUS""SML",2017-02-02,440.0
FMORW-0139,"MEDICAL SHOES ""ANTI VARUS""LARG E",2017-02-02,467.0
FMORW-0140,"MEDICAL SHOES ""STRAIGHT"" SMALL",2017-02-02,440.0
FMORW-0141,"MEDICAL SHOES ""STRAINGT"" LARGE",2017-02-02,467.0
FMORW-0142,SHOES SPECIAL ORTHO DENNIS     BROWN,2017-02-02,351.0
FMORW-0143,SPREADER BAR/DENNIS BROWN,2017-02-02,70.0
FMORW-0144,RIVET TYPE SHOE PLATES,2017-02-02,80.0
MTPOL-0001,WHEEL CHAIR LENDING,2017-02-02,41.0
FMPDT-0001,REFERRAL FROM OTHER DOCTOR-OP,2017-02-02,75.0
FMPDT-0002,FOLLOW-UP & EXAM. & CONSULTATN NURSERY,2017-02-02,119.0
FMPDT-0003,EXCHANGE TRANSFUSION EXCLUDING BLOOD MEDICINE & INSTRUMENTS,2017-02-02,971.0
FMPDT-0004,ENDOTRACHEAL INTUBATN OF CHILD INCLUDING SHORT RESPIRATION,2017-02-02,546.0
FMPDT-0005,EXAMINATN OF BABY & CHILD UPTO 4 YEARS OLD,2017-02-02,122.0
FMPDT-0006,EXAMINATION OF NEW BORN        INCLUDING SIMPLE NEURO TEST,2017-02-02,122.0
FMPDT-0007,LUMBAR PUNCTURE,2017-02-02,245.0
FMPDT-0008,INTRAVENOUS INFUSION MORE THAN 30 MINS. - CHILDREN 5 +,2017-02-02,122.0
FMPDT-0009,OXYGEN TENT-UP TO 24 HRS,2017-02-02,610.0
FMPDT-0010,HEART MONITOR - 24 HOURS,2017-02-02,361.0
FMPDT-0011,INSERTION OF UMBILICAL CANNULA AND STERILE BANDAGING,2017-02-02,308.0
FMPDT-0012,INSERTION & INDWELLING URINE   CATH.OR GET STRL.UR SPL/CAT SP,2017-02-02,64.0
FMPDT-0013,URINE BAG (COLLECTOR),2017-02-02,17.0
FMPDT-0014,PHOTOTHERAPY PER 24HRS+EYEPADS,2017-02-02,122.0
FMPDT-0015,EAR CANAL WASH (EVACUATION OF  CERUMEN OR PUS),2017-02-02,101.0
FMPDT-0016,I.M. INJECTION UP TO 4 YEARS,2017-02-02,7.0
FMPDT-0017,I.V. INJECTION UP TO 4 YEARS,2017-02-02,12.0
FMPDT-0018,I.V. INJ. FROM 5 YEARS TO PUB- ISCENCE,2017-02-02,32.0
FMPDT-0019,COMPLETE NEURO PROFILE AND     TESTING INFANT DEVELOPMENT,2017-02-02,430.0
FMPDT-0020,ALLERGY SKIN TEST (PRICK TEST) 1-5 ALLERGIES,2017-02-02,170.0
FMPDT-0021,ALLERGY SKIN TEST (PRICK TEST) SIX AND MORE ALLERGIES,2017-02-02,245.0
FMPDT-0022,EARLOBE PIERCING,2017-02-02,64.0
FMPDT-0023,BLOOD EXTRACTN FOR LAB PURPOSE CUBITAL VN OR PERIPHERAL VN,2017-02-02,38.0
FMPDT-0024,BLOOD EXTRACTN BY DOCTOR FOR   LAB PURPOSES FM JUGULAR VEIN,2017-02-02,38.0
FMPDT-0025,VENESECTION,2017-02-02,223.0
