Unified Codes,Unified Descr.,LOS, SBS Codes,type,Gross Price,Unnamed: 6
FMORT-0194,Dorso-Lumbar Spinal Fusion W/ Harrington Rod Long Segment,,48681-00-00,PKG,93840,
FMORT-0196,Lumbar Spinal Fusion ( Multiple Level ),,48642-00-00,PKG,39420,
FMORT-0197,Lumbo-Sacral Spinal Fusion,,48642-00-00,PKG,40560,
FMORT-0198,Refusion Of Spine (Correction Of Pseudo-Arthrosis Of Spine),,48660-00-00,PKG,56760,
FMORT-0199,Arthrodesis Of Foot & Ankle W/ Bone Graft,,49712-00-00,PKG,24000,
FMORT-0200,Ankle Fusion(Tibutalar Fusion),,49712-00-00,PKG,16200,
FMORT-0201,Triple Arthrodesis (Talus To Calcaneus To Caboid &Navicular,,49815-00-00,PKG,19800,
FMORT-0202,Subtalar Fusion,,50118-00-00,PKG,13200,
FMORT-0203,Midtarsal Fusion,,50109-00-01,PKG,16560,
FMORT-0204,Tarsometatarsal Fusion,,49845-00-00,PKG,16560,
FMORT-0206,Other Fusion Of Foot,,49845-00-00,PKG,16560,
FMORT-0207,Other Fusion Of Toe,,90559-00-00,PKG,13200,
FMORT-0208,Arthrodesis Of Unspecified Jnt,,50109-00-01,PKG,19800,
FMORT-0209,Arthrodesis Of Hip,,49306-00-00,PKG,38250,
FMORT-0210,Arthrodesis Of Knee,,49509-01-00,PKG,33120,
FMORT-0211,Arthrodesis Of Shoulder,,48939-00-01,PKG,33120,
FMORT-0212,Arthrodesis Of Elbow,,49106-00-01,PKG,24840,
FMORT-0214,Metacarpo-Carpal Fusion,,46303-00-01,PKG,16560,
FMORT-0215,Metacarpo Phalangeal Fusion,,46300-01-01,PKG,16560,
FMORT-0216,Intrphalangeal Fusion,,46300-00-01,PKG,13200,
FMORT-0218,Total Knee Replacement,,49518-00-00,PKG,48000,
FMORT-0219,Medial Collateral Ligament Repair,,49539-01-01,PKG,18600,
FMORT-0220,Vastus Medialis Advancement,,90611-01-01,PKG,12000,
FMORT-0221,Semitendinosus Advancement,,47954-00-01,PKG,13050,
FMORT-0222,Pes Aserinus Transfer,,49503-03-00,PKG,18600,
FMORT-0223,Total Hip Replacement W/Use Of Methyl Methacrylate,,49318-00-00,PKG,50400,
FMORT-0224,Revisn Of Total Hip Replacemnt (Include Implant),,49324-00-00,PKG,98640,
FMORT-0229,Arthroplasty Of Hand & Finger W/ Synthetic Prosthesis,,46309-00-01,PKG,21690,
FMORT-0230,Other Repair Of Hand Finger,,90548-00-01,PKG,15600,
FMORT-0231,Arthroplasty Of Hand & Finger W/O Traction Fixation,,46309-00-01,PKG,21690,
FMORT-0232,Arthroplasty Of Hand & Finger W/ Int. Fix. Dev.Or Prosthesis,,46309-00-01,PKG,21690,
FMORT-0233,Arthroplasty Of Shoulder W/ Synthetic Prosthesis,,48918-00-01,PKG,37170,
FMORT-0235,Other Repair Of Shoulder,,90533-00-01,PKG,24120,
FMORT-0237,Other Repair Of Elbow,,90536-00-01,PKG,13200,
FMORT-0238,Arthroplasty Of Carpals With Synthetic Prosthesis,,46324-00-01,PKG,21690,
FMORT-0240,Arthocentesis (Jnt Aspiration),,50124-00-01,services,700,
FMORT-0241,Inj. Of Therapeutic Substance Into Joint Or Ligament,,39013-01-00,services,504,
FMORT-0242,Suture Of Capsule Or Ligament Of Upper Extremity,,90582-00-01,PKG,14670,
FMORT-0243,Suture Of Capsule Of Ligament Of Ankle & Foot,,90582-00-01,PKG,12060,
FMORT-0244,Suture Of Diagnostic Procedureon Jnt Structure-Lower Extr.,,99999-99-99,PKG,6000,
FMORT-0245,Exploration Of Tendon Sheat Of Hand,,47972-00-01,PKG,7560,
FMORT-0246,Myotomy Of Hand,,90545-00-01,PKG,7740,
FMORT-0248,Incision & Dainage Of Palmar Or Thenar Space,,46519-00-01,PKG,7740,
FMORT-0250,Tenotomy Of Hand,,90545-00-01,PKG,10890,
FMORT-0253,Excision Of Lesion Of Muscle Of Hand,,31350-00-01,PKG,7800,
FMORT-0254,Excision Of Lesion Of Other Lesion Of Soft Tissue-Hand,,31350-00-01,PKG,8190,
FMORT-0255,Skin Graft Of Hand,,45451-05-01,PKG,9540,
FMORT-0256,Bursectomy Of Hand,,30107-01-01,PKG,8820,
FMORT-0257,Excision Of Tendon Of Hand For Graft,,90578-00-01,PKG,6912,
FMORT-0259,Tenosynovectomy Of Hand,,47969-00-01,PKG,12720,
FMORT-0260,Excision Of Muscle Or Facia Of Hand For Graft,,90577-00-01,PKG,7920,
FMORT-0261,Other Faciectomy Of Hand,,46369-00-01,PKG,9600,
FMORT-0262,RELEASE OF DUPUYTREN`S CONTRACTURE,1,46381-00-01,PKG,5500,
FMORT-0263,Other Myectomy Of Hand,,30229-00-01,PKG,8280,
FMORT-0265,Suture Of Tendon Sheath Of Hand,,47972-00-01,PKG,12690,
FMORT-0268,Other Suture Of Flexor Tendon Of Hand,,46432-00-01,PKG,14580,
FMORT-0269,Other Suture Of Other Tendon Of Hand,,90582-01-01,PKG,12690,
FMORT-0270,Transplant Of Muscle & Tendon Of Hand,,47966-01-00,PKG,18000,
FMORT-0271,Advancement Of Tendon Of Hand,,47963-02-01,PKG,12000,
FMORT-0272,Recession Of Tendon Of Hand,,47963-02-01,PKG,9840,
FMORT-0273,Reattachemnt Of Tendon Of Hand,,90584-01-01,PKG,14940,
FMORT-0274,Reattachemnt Of Muscle Of Hand,,90585-00-00,PKG,14940,
FMORT-0275,Other Hand Tendon Transfer Of Transplant,,46417-00-01,PKG,21600,
FMORT-0276,Reconstruction Of Thumb,,45451-06-01,PKG,20880,
FMORT-0277,Reconstruction Of Thumb Incl. Digital Transfr To Act As Thum,,46507-00-01,PKG,36360,
FMORT-0279,Graft Reconstruction Of Thumb,,45451-06-01,PKG,12690,
FMORT-0280,Bone Reconstruction Of Thumb,,99999-99-99,PKG,13200,
FMORT-0281,Reconstruction Of Opponeuspla- Sty,,46507-00-01,PKG,20610,
FMORT-0282,Plastic Operation On Hand Withgraft Of Muscle Or Fascia,1,90547-00-01,PKG,15750,
FMORT-0283,Plastic Operation On Hand W/ Other Graft Or Implant,1,90547-00-01,PKG,21000,
FMORT-0284,Transfer Of Finger Excpt Thumb,,46507-00-01,PKG,16200,
FMORT-0288,Tendesis Of Hand,,47963-01-01,PKG,13050,
FMORT-0289,Plication Of Fascia,,30238-00-00,PKG,13740,
FMORT-0291,Lysis Of Adhesions Of Hand,,90544-00-01,PKG,11070,
FMORT-0292,Aspiration Of Bursa Of Hand,,50124-00-11,services,1160,
FMORT-0295,Achillootenotomy,,49718-01-00,PKG,13050,
FMORT-0296,Adductiontenotomy Of Hip,,50375-01-00,PKG,9000,
FMORT-0298,Strip Of Tendon,,47954-00-01,PKG,8424,
FMORT-0299,Tendon Release,,47963-00-01,PKG,8340,
FMORT-0300,Strip Of Ilio-Tibial Bond,,90579-00-01,PKG,9000,
FMORT-0302,Biopsy Of Soft Tissue Of Hand,,30075-01-02,PKG,8370,
FMORT-0303,"Other Diagn.Proc.On Muscle Tendon Facia,Bursa,Incl. Hand",1,90593-00-00,PKG,12600,
FMORT-0304,Excison Of Lesion (Ganglion) Of Tendon Except Hand,,30107-00-01,PKG,7380,
FMORT-0305,Excision Of Heteroptic Bone,,90572-00-01,PKG,9540,
FMORT-0306,Excision Of Muscle Scar Of Volmann'S Contracture,,90547-00-01,PKG,10800,
FMORT-0307,Excisn Of Myositis Ossificans,,31350-00-01,PKG,10800,
FMORT-0308,Excision Of Baker'S Cyst,,30114-00-00,PKG,11430,
FMORT-0309,Achilloraphy,,49718-01-00,PKG,9000,
FMORT-0311,Ham String Lenghtening,,47957-00-01,PKG,12330,
FMORT-0312,Heel Cord Shortening,1,49718-01-00,PKG,15750,
FMORT-0314,Quadriceps Plasty,,49569-00-01,PKG,16800,
FMORT-0315,Insertion Or Replace Of Skele- Tal Muscle Stimulator,,90561-00-01,PKG,21420,
FMORT-0316,Removal Of Skeletal Muscle - Stimulator,,90566-00-01,PKG,6300,
FMORT-0317,Amputation Of Upper Limb,,44328-01-00,PKG,22860,
FMORT-0318,Revision Of Current Traumatic Amputation,,44376-00-01,PKG,13200,
FMORT-0319,Amputation & Disarticulation Of Thumb,,46465-00-01,PKG,11430,
FMORT-0320,Amputation Through Carpals,,44325-00-01,PKG,15300,
FMORT-0321,Disarticulation Of Wrist,,44328-02-01,PKG,20340,
FMORT-0322,Amputation Through Forearm,,44328-00-01,PKG,15300,
FMORT-0323,Amputation Through Humerus,,44328-01-00,PKG,17820,
FMORT-0324,Disarticulation Of Shoulder,,44331-00-01,PKG,23580,
FMORT-0325,Interthoracoscapular Amputatn,,44334-00-01,PKG,48000,
FMORT-0326,Lower Limb Amputation,,44367-02-00,PKG,24840,
FMORT-0327,Amputation Of Toe,,44338-00-01,PKG,11430,
FMORT-0328,Amputation Of Forefoot,,44364-01-01,PKG,15300,
FMORT-0329,Amputation Thru Middle Of Foot,,44364-01-01,PKG,15300,
FMORT-0330,Chopart Arthrodesis,,50109-00-01,PKG,21690,
FMORT-0331,Midtarsals Amputation,,44364-00-01,PKG,13200,
FMORT-0333,Disarticulation Of Ankle,,44361-00-01,PKG,22320,
FMORT-0334,Disarticulation Of Knee,,44367-01-00,PKG,23580,
FMORT-0335,Amputation Of Leg Thru Femur,,44367-00-00,PKG,24840,
FMORT-0336,Amputation Of Thigh,,44367-00-00,PKG,24840,
FMORT-0337,Conversion Of Below Knee Amputatn To Above Knee Amputation,,44367-00-00,PKG,24840,
FMORT-0338,Disarticulation Of Hip,,44370-00-00,PKG,23580,
FMORT-0339,Hemipelvectomy,,44373-00-00,PKG,48000,
FMORT-0340,Thumb Reattachement,,90584-01-01,PKG,25200,
FMORT-0341,Finger Reattachement,,46483-00-01,PKG,31800,
FMORT-0343,Toe Reattachement,,90584-01-01,PKG,2400,
FMORT-0345,Revisn Of Amputatn Stump - (Reamputation),,44376-00-01,PKG,15300,
FMORT-0346,Revision Of Amputaiton Stump -(2Nd Close),,44376-00-01,PKG,13200,
FMORT-0347,Revision Of Amputation Stump - (Trimming),,44376-00-01,PKG,9450,
FMORT-0352,Vertebrotomy - Transthoracic,,48639-00-00,PKG,57120,
FMORT-0353,Vertebrotomy Retroperitoneal,,48639-00-00,PKG,57120,
FMORT-0359,ZINKLEIHM BANDAGE OF KNEE,,96092-00-00,services,616,
FMORT-0360,ZINKLEIHM BANDAGE OF ANKLE,,96092-00-00,services,616,
FMORT-0361,Forearm Slab,,90595-00-51,services,510,
FMORT-0362,Above Elbow Slab,,90595-00-51,services,652,
FMORT-0363,Below Knee Slab,,90595-00-71,services,652,
FMORT-0364,Above Knee Slab,,90595-00-71,services,803,
FMORT-0365,Forearm Circular Cast,,90595-00-51,services,644,
FMORT-0366,Above Elbow Circular Cast,,90595-00-51,services,1089,
FMORT-0367,Below Knee,,96092-00-00,services,969,
FMORT-0368,Above Knee Cast,,96092-00-00,services,950,
FMORT-0369,CYLINDER CAST,,96092-00-00,services,895,
FMORT-0370,Spica Pelvic,,47540-00-02,services,1548,
FMORT-0371,GIPS CARSETTE,,96092-00-00,services,2047,
FMORT-0375,ELASTIC BANDAGE FOREARM W/OUT MEDICINE,,96092-00-00,services,326,
FMORT-0376,ELASTIC BANDAGE BELOW KNEE W/ MEDICINE,,96092-00-00,services,483,
FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,,96092-00-00,services,238,
FMORT-0378,High Tibial Osteotomy W\O Grft,,48418-00-01,PKG,17820,
FMORT-0379,High Tibial Osteotomy W/ Graft,,48418-00-01,PKG,20610,
FMORT-0380,Three Dimensional Osteotomy Of Hip (Schneider),,90569-00-01,PKG,27600,
FMORT-0381,Valgus Osteotomy Of Hip,,90569-00-01,PKG,21600,
FMORT-0382,Varus Osteotomy Of Hip,,90569-00-01,PKG,21600,
FMORT-0383,Osteotomy Of Shoulder,,90569-00-01,PKG,17820,
FMORT-0384,Osteotomy Of Wrist,,90569-00-01,PKG,15840,
FMORT-0385,Osteotomy Of Humerus,,48412-00-01,PKG,17820,
FMORT-0386,Osteotomy Of Elbow,,90569-00-01,PKG,15840,
FMORT-0387,Osteotomy Of Hand & Finger,,46396-01-01,PKG,15840,
FMORT-0388,Osteotomy Of Knee,,90569-00-01,PKG,16560,
FMORT-0389,Osteotomy Of Ankle,,90569-00-01,PKG,15840,
FMORT-0390,Osteotomy Of Tibia Children,,48418-00-01,PKG,12690,
FMORT-0393,Infiltration In Soft Tissue Orperiticular,,50124-01-10,services,345,
FMORT-0395,Sling For Upper Limb,,96092-00-00,services,751,
FMORT-0396,GILCHRIST BANDAGE,,96092-00-31,services,483,
FMORT-0397,Leucoptab Bandage,,90595-00-91,services,643,
FMORT-0398,WALKING HEEL,,96092-00-00,services,238,
FMORT-0399,CLAVICLE STRIP,,96092-00-00,services,483,
FMORT-0401,Open Reduction Of Cdh & Cast,,47051-00-01,PKG,28800,
FMORT-0402,Salter Dv Osteotomy & Cast,,48424-00-00,PKG,21600,
FMORT-0403,Carpal Tunnel Decompression1,,39331-01-01,PKG,9360,
FMORT-0404,Second Revisn Of Carpal Tunnel Syndrome,,39331-01-01,PKG,10710,
FMORT-0405,Bullet Wound Treatment - Deep,,99999-99-99,PKG,10296,
FMORT-0406,Bullet Wound Treatmnt-Superfic(Superficial),,99999-99-99,PKG,8028,
FMORT-0407,Pemberton Acetabular Osteotomy,,48424-00-00,PKG,21600,
FMORT-0408,Chiari Acetabular Osteotomy,,48424-00-00,PKG,31770,
FMORT-0409,Removal Of Simple Benign Bone Or Soft Tissue,,30241-00-01,PKG,6660,
FMORT-0410,Removal Of Medium Bone Or Soft Tissue,,90572-00-01,PKG,9540,
FMORT-0411,Removal Of Large Benign Bone Or Soft Tissue,,30241-00-01,PKG,12960,
FMORT-0412,Removal Of Malignant Bone Or Soft Tissue,,30241-00-01,PKG,19620,
FMORT-0413,Superficial Cut Wound-Small (3-5 Stitches),,83700-00-00,services,202,
FMORT-0414,Superficial Cut Wound-Medium (5-10 Stitches),,83700-00-00,services,958,
FMORT-0415,Supercial Cut Wound - Large (10-20 Stitches),,83700-00-00,services,782,
FMORT-0416,DEEP CUT WOUND SMALL  3-5 STITCHES,,83700-00-00,services,403,
FMORT-0417,Deep Cut Wound - Medium (5-10 Stitches),,30026-00-20,services,782,
FMORT-0418,Deep Cut Wound-Large (10-20 Stiches),,30026-00-30,PKG,4800,
FMORT-0419,Excision Of Single Lipoma,,31205-00-10,services,1718,
FMORT-0420,Excision Of Multiple Lipoma,,31205-00-10,PKG,10380,
FMORT-0421,Removal Of Ingrown Toe Nail,,47915-00-01,PKG,6300,
FMORT-0422,Dressing Of Wound - Small,,30055-00-10,services,137,
FMORT-0423,Dressing Of Wound - Medium,,30055-00-20,services,216,
FMORT-0424,Dressing Of Wound - Large,,30055-00-30,services,549,
FMORT-0425,Sunction Irrigation Of Joint,,50103-00-01,PKG,10080,
FMORT-0426,Removal Of Cast,,96094-00-00,services,199,
FMORT-0427,ARUMALON COURSE,,83700-00-00,services,1458,
FMORT-0428,Repair Of Recurr Disloc Of Shoulder,,48930-00-01,PKG,19980,
FMORT-0429,Arthroscopy Of Knee-Diagnostic,1,49557-00-01,PKG,10500,
FMORT-0430,Arthroscopy Of Knee - Surgical,,49557-00-01,PKG,12000,
FMORT-0432,SINGLE COLCHICINE INJ. W/OTHER MEDICINE,,39013-00-00,services,1193,
FMORT-0433,Partial Knee Replacement,,49517-00-01,PKG,33120,
FMORT-0434,Total Knee Replacement (Unilaterall)/Hinged,,49518-00-00,PKG,57000,
FMORT-0435,Manipulation Unger G.A. Shoulder,,50115-00-00,PKG,9000,
FMORT-0436,Manipulation Under G.A. Knee,,50115-00-00,PKG,9000,
FMORT-0437,Manipulation Under G.A. Elbow,,50115-00-00,PKG,9000,
FMORT-0438,Manipulation Under G.A. Unspecsite (Single Joint),,99999-99-99,PKG,9000,
FMORT-0440,P.O.P. To Simple Fracture 2Nd Visit,,96092-00-00,services,345,
FMORT-0441,Removal Of K Wire,DAY CASE,47927-00-01,PKG,6435,
FMORT-0442,STRESS FILM UNDER G.A.,,83700-00-00,services,571,
FMORT-0443,Changed Of P.O.P. ( In O.R.),DAY CASE,96092-00-00,PKG,3150,
FMORT-0444,P.O.P. To Simple Fracture W/O Displacement,,96092-00-00,services,341,
FMORT-0445,Skin Traction,,90531-00-00,services,326,
FMORT-0446,Incision & Drainage Of Super- Ficial Abscess,,30223-01-00,services,509,
FMORT-0447,Recons.Of Amp.Finger W/O Graft,,46444-00-01,PKG,23490,
FMORT-0449,Removl Of Implant & Small Bone,,48691-04-00,PKG,10800,
FMORT-0450,Incisn & Drain Perichondri.,DAY CASE,30223-03-01,PKG,5250,
FMORT-0451,Correction Of Halux Valgus,,49833-00-00,PKG,12600,
FMORT-0452,Arthrodesis Of The Big Toe,1,90559-00-00,PKG,12000,
FMORT-0453,Reduction Of Dislocation & Pop,,47048-00-01,PKG,9630,
FMORT-0455,Excision Of Oleacranon Burse,,30111-00-01,PKG,9600,
FMORT-0456,Biopsy Of Swelling Of Bone,,50200-00-01,PKG,9000,
FMORT-0460,Incision & Drainage Of Abscess,,30223-01-00,PKG,7110,
FMORT-0461,Closed Reduction Of P.O.P. Of Fracture Of The Calcaneum,,47609-00-01,PKG,10260,
FMORT-0462,Arthrotomy In Infective Spines,,50103-00-01,PKG,21600,
FMORT-0463,Synovectomy Of Joint Reumohod,,50104-00-01,PKG,12960,
FMORT-0464,Correctn Of Deform.&Tendon Displ.Fm Rheumatoid Arthritis,,47954-00-01,PKG,15300,
FMORT-0465,Excision Of Head Of Radius,,48406-03-01,PKG,14580,
FMORT-0466,Excision Of Lower End Ulna,,48406-05-01,PKG,10800,
FMORT-0467,Arthrodesis Of The Wrist,,49200-00-01,PKG,29880,
FMORT-0468,Drainage Of Cold Abscess Or T.B. Of Joint,,90569-00-01,PKG,10800,
FMORT-0469,Excision Of Simple Tumour Of Bone,,30241-00-01,PKG,11520,
FMORT-0470,Correction Of Foot Deformities,,90604-00-00,PKG,20000,
FMORT-0471,Excision Of Calcification Of Thesupraspinatus Tendon,,48900-01-01,PKG,10260,
FMORT-0472,Excision Of The Acromion,,48406-09-01,PKG,12000,
FMORT-0474,Rad. Head Exc.After Fracture,,48406-03-01,PKG,10800,
FMORT-0475,Disloc.Or Valgus Deform Of The Elbow,,47018-00-01,PKG,16200,
FMORT-0476,Drainage Of Hand Infectn Sept- Ice Tenosynovitis Of Hand,,30223-03-01,PKG,8520,
FMORT-0477,Excisn Of Sternomastoid Tumour,,31350-00-01,PKG,9540,
FMORT-0479,Arthroscopic Examination-Knee,,49557-00-01,PKG,12000,
FMORT-0480,Synevectomy Due To Loose Body,,50104-00-01,PKG,11700,
FMORT-0481,RELEASE OF THE T.E.V. DEFORM,,50321-00-00,services,2800,
FMORT-0482,Sequestromy Of Small Short - Bones,,90573-00-01,PKG,11700,
FMORT-0483,Gradual Skin Tractn Of Con.Hip Deformity,,90531-00-00,PKG,6000,
FMORT-0485,Fusion Of The Spine After Frac Or Fracture Dislocation,,48660-00-00,PKG,48000,
FMORT-0486,Open Reduction Of Int. Fix Of Fract. & Disloc. Spine,,47699-01-00,PKG,41940,
FMORT-0487,Open Reduction & Int. Fix. Of Fractured Pelvis,,47486-00-01,PKG,39780,
FMORT-0489,Correction Of Bone Deformities After Pathological Fracture.,3,90604-00-00,PKG,53640,
FMORT-0490,Corrective Osteotomy For Def. Of Hip Join After T.B.,,49303-00-00,PKG,32400,
FMORT-0492,Closed & Open Red.& Int.Fix.W/Plate & Screw Of Neck Femur,,47519-00-01,PKG,29250,
FMORT-0493,Open Red.& Int.Fix.Of Fracture Of Calcaneus,,47615-01-01,PKG,24000,
FMORT-0494,Correction Of Deformities Limb,1,90604-00-00,PKG,31500,
FMORT-0495,Triple Fusion For Foot Deform.,,49815-00-00,PKG,14310,
FMORT-0496,Exploratn Lysis & Nerve Suture Of The Ulnar,,39300-00-00,PKG,16560,
FMORT-0497,Open Red. & Int. Fix -Patella,,47585-00-01,PKG,19080,
FMORT-0498,Tendon Transfer For Recurrent Disloc. Of Patella,,49503-03-00,PKG,24000,
FMORT-0499,Open Red. For Hip In C.D.H.,,47051-00-01,PKG,25200,
FMORT-0500,Correction Of Deformity - Knee,,50300-00-00,PKG,25380,
FMORT-0501,Calcaneum Osteotomy For Correc Tion Of Foot Deformities,,50333-00-01,PKG,12690,
FMORT-0502,Sequestromy Of Long Bones,,90573-00-01,PKG,13320,
FMORT-0504,"Operation Of Recurr,Dis Shldr",,47009-00-01,PKG,23760,
FMORT-0505,Scapular Osteotomy/Excisn For Correction Of Deformity,,48406-09-01,PKG,19350,
FMORT-0506,Excision Of Cevical Rib,,34139-00-01,PKG,20610,
FMORT-0507,Major Joint Disarticulation,,50109-00-01,PKG,31140,
FMORT-0508,Partial Arthroplasty,,49315-00-00,PKG,30000,
FMORT-0510,Correction Of Cavus Foot Due To Paralysis Or Idiopathic,,90599-00-01,PKG,13860,
FMORT-0511,Total Hip Replacement After O.A. Deg.,,49318-00-00,PKG,50400,
FMORT-0513,ARTHROPLASTY/REPL.OF SH.EL.KN.,,90533-00-01,services,7948.71,
FMORT-0514,Hind Quarter Or Fore Quarter Amputation,,44373-00-00,PKG,26100,
FMORT-0515,Bone Lenghtening Or Shortening,,50300-00-00,PKG,14580,
FMORT-0516,Correction Of Hand & Finger Deformity,,90604-00-00,PKG,16200,
FMORT-0517,Laminectomy,1,90024-00-00,PKG,29400,
FMORT-0518,Spinal Osteotomy,,90569-00-01,PKG,44400,
FMORT-0519,K WIRE UNDER LOCAL ANAESTHESIA SUBCUTANEOS,,47927-00-01,services,1172,
FMORT-0520,REMVL OF WIRE UNDER LOCAL ANA. DP. SUBCU.,,47927-00-01,services,1582.35,
FMORT-0521,Remvl Of Accessory Bone -Foot,,48400-01-01,PKG,8550,
FMORT-0522,Release Adductor Tendon Bilat.,,47963-00-02,PKG,10800,
FMORT-0525,Open Reduct.Of Fix Radius Head Or Excision,,47408-00-01,PKG,16200,
FMORT-0526,Rev.Of Lumb.Disc Prolapse 2 Level Ly/L5 / L5/S1,,40303-01-00,PKG,30420,
FMORT-0527,Skeletal Tract.Fr.Frac.Adl/Cld,,90531-00-00,PKG,10080,
FMORT-0528,Open Red.& Int.Fix Of Symph. Pubis Disatasis W/ Or W/O Frac,,47486-00-01,PKG,26400,
FMORT-0530,Hohmann Operation @Ft.Sing.Toe,,48400-03-01,PKG,10080,
FMORT-0531,Recons. Of Mul.Lig. Knee Inj.,,49539-01-01,PKG,29250,
FMORT-0532,Surgical Arthoscopy Plica Or Retinaculum Release/Arthrosco.,,49557-02-01,PKG,13200,
FMORT-0533,Retro-Patellar Shaving Per Arthroscopy,,49557-00-01,PKG,9600,
FMORT-0534,ULTRASOUND OF INFANT HIP,,55816-00-01,services,616,
FMORT-0538,Diagnostic Athroscopic Examin- Ation - Shoulder,,48945-00-01,PKG,13200,
FMORT-0539,SURGICAL ARTHROSCOPIC EXAMINA-TION - SHOULDER,,48945-00-01,services,5800,
FMORT-0540,MALLET SPLINT,,96092-00-00,services,616,
FMORT-0541,Release Of Trigger Finger,,46363-00-01,PKG,5400,
FMORT-0542,Arthrotomy Of Septic Knee,,49500-01-01,PKG,13200,
FMORT-0543,Arthrotomy Of The Knee,,49500-01-01,PKG,13200,
FMORT-0544,Tendon Transfer At Foot,,49812-00-00,PKG,21600,
FMORT-0546,TUSAL INJECTION,,83700-00-00,services,194,
FMORT-0547,Open.Reduc. W/ Int/Fix. Frac. Achronic Clavicular Joint,,47465-01-01,PKG,19980,
FMORT-0549,Transfer Of Muscle At Thigh,,47966-01-00,PKG,24000,
FMORT-0550,Manual Manipulat'N Sacro-Iliac,1,50115-00-00,PKG,9450,
FMORT-0557,RELEASE OF TENNIS ELBOW,(1day),90595-00-00,PKG,12600,
FMORT-0559,Removal Of Internal Fixation,,47927-00-01,services,5174,
FMORT-0561,Minor Skin Graft,,90669-00-00,PKG,8280,
FMORT-0562,Major Skin Graft,,45451-09-00,PKG,13320,
FMORT-0563,STRENGTHENING OF CASTS,,96092-00-00,services,145,
FMORT-0564,DYNACAST SHOULDER SPICA UNILATERAL,,47540-01-01,services,1476,
FMORT-0565,Close Reduction U.G.A. For Fracture Humerus,,47456-00-01,PKG,8160,
FMORT-0566,Open Reduction & Internal Fixa Tion (Pinnig)Of Coles Fracture,,47366-02-01,PKG,18720,
FMORT-0567,Finger Splint,,96092-00-00,services,235,
FMORT-0568,Cervical Traction,,47684-00-00,services,825,
FMORT-0569,Hammock Pelvic Traction,,47480-00-01,services,908,
FMORT-0570,Dorso-Lumbar Spica,,96092-00-00,services,2345,
FMORT-0571,Fusion At Finger,,46300-01-01,PKG,13200,
FMORT-0574,Trans.Of Tendon At Hand/Wrist,,46417-00-01,PKG,21600,
FMORT-0575,Patelloplasty,,49534-01-01,PKG,19080,
FMORT-0576,"Transped.Fix.,Laminec., Inter. And Spinal Fusion",,48654-00-00,PKG,41400,
FMORT-0578,Secondary Suturing Of Wound 1St Grade,DAY CASE,30026-00-20,PKG,3990,
FMORT-0579,2Ndary Suturing Of Wound 2Nd Grade,DAY CASE,30026-00-10,PKG,4410,
FMORT-0580,Repair Of Collateral Lateral Ligament,,49539-01-01,PKG,18600,
FMORT-0582,Elbow Arthroscopy Of Elbow Surcal,,49118-00-01,PKG,16200,
FMORT-0583,Arthroscopy Of Elbow Diagnost.,,49118-00-01,PKG,14400,
FMORT-0589,Arthroscopy Of Wrist-Diagnstic,,49218-00-01,PKG,14400,
FMORT-0591,Removal Of Int. Fix. Device At Tibia,,47930-00-01,PKG,10800,
FMORT-0592,Lumbar Percutaneous Rhizotomy Level I,,40330-00-00,services,4680,
FMORT-0593,Lumbar Percutaneous Rhizotomy Level Ii,,40330-00-00,services,5825,
FMORT-0594,Cervical Rhizotomy Level I,,40330-00-00,services,5825,
FMORT-0595,Cervical Rhizotomy Level Ii,,40330-00-00,services,6345,
FMORT-0596,Artroscopy Ankle Surgical,,49700-00-01,PKG,12000,
FMORT-0597,Artroscopic Ankle Diagnostic,,49700-00-01,PKG,10800,
FMORT-0598,Artroscopy Of Wrist Surgical,,49218-00-01,PKG,14400,
FMORT-0599,Ulnaris Nerve Transposition,,39321-00-00,PKG,15000,
FMORT-0600,Removal Of Band Or Staple,,83700-00-00,services,1421,
FMORT-0601,O.R. And I.F.Of Fracture Scapl,,47468-01-01,PKG,23760,
FMORT-0602,Fracture Pelvic Gr.Iii(Post & Anterior Column),,47489-01-01,PKG,57840,
FMORT-0603,Fract. Pelvic Gr.Ii(Post.Col.),,47486-00-01,PKG,34740,
FMORT-0604,Frac. Pelvic Gr.I(Ant.Column),,47486-00-01,PKG,34740,
FMORT-0605,Supracondyle Osteotomy Femur,,47459-01-01,PKG,25380,
FMORT-0609,Osteotomy Of Femur,,48424-06-01,PKG,17190,
FMORT-0610,Scientific Slides (Outside Dr),,73200-07-60,services,100,
FMORT-0611,Fracture Medial And Lateral Malleolus,,47600-00-01,services,6395,
FMORT-0612,Fracture At Medial Or Lateral Malleolus,,47597-00-01,PKG,14580,
FMORT-0613,Open Reduction W/Internal Fixation Sub-Chondral Fracture,,47588-00-01,PKG,25380,
FMORT-0614,Exploration Of Nerve & Neuroly Sis Or Repair,,39330-00-00,PKG,21600,
FMORT-0615,Scientific Slides (Sgh),,99999-99-99,services,70,
FMORT-0616,Manual Chiropractic Manipulation,,90595-00-00,services,720,
FMORT-0617,Medial Patella Femoral Ligament Reconstruction,,49503-01-01,services,9450,
FMORT-0618,Thumb & Finger Orthosis,,96092-00-31,services,616,
FMORT-0619,Closed Reduction With Internal Fixation Radius Ulna,,47363-02-01,PKG,11430,
