SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
7125003,LABORATORY,IMMUNO/SEROLOGY,BRUCELLA AGGLUTINATION,62
7125005,LABORATORY,IMMUNO/SEROLOGY,CRYPTOSPORRIDIUM PAVUM ANTIGEN IN STOOL,143
7125006,LABORATORY,IMMUNO/SEROLOGY,ENTAMOEBA HISTOLYTICA ANTIGEN IN STOOL,143
7125007,LABORATORY,IMMUNO/SEROLOGY,FEBRILE ANTIGENS (WIDAL TEST),129
7125008,LABORATORY,IMMUNO/SEROLOGY,GIARDIA LAMBLIA ANTIGEN IN STOOL,143
7125009,LABORATORY,IMMUNO/SEROLOGY,"HBSAG, SCREEN",190
7125010,LABORATORY,IMMUNO/SEROLOGY,HELICOBACTOR PYLORI,642
7125011,LABORATORY,IMMUNO/SEROLOGY,"HIV (AIDS),SCREEN",72
7125012,LABORATORY,IMMUNO/SEROLOGY,HIV P24 AG,190
7125013,LABORATORY,IMMUNO/SEROLOGY,HTLV,190
7125014,LABORATORY,IMMUNO/SEROLOGY,INFECTIOUS MONONUCLEOSIS TEST,129
7125015,LABORATORY,IMMUNO/SEROLOGY,NAT FOR BLOOD DONORS,285
7125016,LABORATORY,IMMUNO/SEROLOGY,"PREGNANCY TEST, SERUM",124
7125017,LABORATORY,IMMUNO/SEROLOGY,"PREGNANCY TEST, URINE",62
7125018,LABORATORY,IMMUNO/SEROLOGY,PROCALICTONIN,190
7125019,LABORATORY,IMMUNO/SEROLOGY,RHEUMATOID FACTOR,304
7125020,LABORATORY,IMMUNO/SEROLOGY,TPHA,190
7125021,LABORATORY,IMMUNO/SEROLOGY,UREA BREATH TEST,642
7125022,LABORATORY,IMMUNO/SEROLOGY,RPR FOR SYPHILIS,90
7125023,LABORATORY,IMMUNO/SEROLOGY,VDRL FOR SYPHILIS,62
7126001,LABORATORY,ELECTROPHORESIS,HEMOGLOBIN ELECTROPHORESIS,238
7126002,LABORATORY,ELECTROPHORESIS,"PROTEIN ELECTROPHORESIS (SERUM, CSF, URINE)",238
7127001,LABORATORY,FLOWCYTOMETRY,"ANTI PLATELETS, ABS DIRECT (S-F)",1663
7127002,LABORATORY,FLOWCYTOMETRY,"ANTI PLATELETS, ABS INDIRECT (S-F)",1663
7127003,LABORATORY,FLOWCYTOMETRY,BURST TEST,618
7127004,LABORATORY,FLOWCYTOMETRY,"CD34 + ENUMERATION (WHOLE BLOOD, BONE MARROW, APHERESIS)",760
7127005,LABORATORY,FLOWCYTOMETRY,DNA INDEX,1473
7127006,LABORATORY,FLOWCYTOMETRY,"IMMUNOPHENOTYPING FOR LEUKEMIA / LYMPHOMA PANEL (WHOLE BLOOD, BONE MARROW)",3705
7127007,LABORATORY,FLOWCYTOMETRY,LYMPHOCYTES SUBSET ANALYSIS,1235
7127008,LABORATORY,FLOWCYTOMETRY,PHAGO TEST,1425
7127009,LABORATORY,FLOWCYTOMETRY,PLATELET GLYCOPROTEIN BY FLOWCYTOMETRY,1425
7127010,LABORATORY,FLOWCYTOMETRY,PNH BY FLOCYTOMETRY,1425
7128001,LABORATORY,HYSTOPATH. & CYTOLOGY,HISTOPATHOLOGY BIOPSY (SMALL OR LESS THAN 5 BLOCKS,404
7128002,LABORATORY,HYSTOPATH. & CYTOLOGY,HISTOPATHOLOGY BIOPSY (MEDIUM OR MORE THAN 5 BLOCKS),665
7128003,LABORATORY,HYSTOPATH. & CYTOLOGY,"HISTOPATHOLOGY, GROSS ONLY",81
7128004,LABORATORY,HYSTOPATH. & CYTOLOGY,"SPECIAL STAINS, HISTOPATHOLOGY, EACH",81
7128005,LABORATORY,HYSTOPATH. & CYTOLOGY,"FROZEN SECTION HISTOLOGY, EACH SPECIMEN",642
7128006,LABORATORY,HYSTOPATH. & CYTOLOGY,HISTOLOGY PROCESSING ONLY FOR TISSUES (OUTSIDE REF),238
7128007,LABORATORY,HYSTOPATH. & CYTOLOGY,"CYTOLOGY, CERVICAL (PAP) SMEAR",304
7128008,LABORATORY,HYSTOPATH. & CYTOLOGY,"CYTOLOGY, SPECIAL (SPUTUM, RESPIRATORY, URINE,...E",162
7128009,LABORATORY,HYSTOPATH. & CYTOLOGY,BUCCAL SMEAR (BARR BODY),162
7128010,LABORATORY,HYSTOPATH. & CYTOLOGY,FINE NEEDLE ASPIRATION CYTOLOGY,404
7128011,LABORATORY,HYSTOPATH. & CYTOLOGY,"CYTOLOGY,SURFACE SKIN BX FOR FUNGUS",162
7128012,LABORATORY,HYSTOPATH. & CYTOLOGY,HISTOPATHOLOGY BX (10 TO 15 BLOCKS),1188
7128013,LABORATORY,HYSTOPATH. & CYTOLOGY,HISTOPATHOLOGY BX (15 TO 20 BLOCKS0,1900
7128014,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR ADENOIDECTOMY,485
7128015,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR APPENDECTOMY,485
7128016,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BONE,485
7128017,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BONE MASS/ CYST,485
7128018,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BRAIN ,485
7128019,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BREAST CORE ,485
7128020,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BREAST LUMB EXCISION,485
7128021,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BRONCHOSCOPIC ,485
7128022,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BURSA EXCISION,485
7128023,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR CECUM,485
7128024,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR CERVICAL POLYP,485
7128025,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR CERVICAL PUNCH ,485
7128026,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR CHOLECYSTECTOMY,485
7128027,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR CONJUCTIVA ,485
7128028,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR DENTAL CYST,485
7128029,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR EAR BX (ONE SIDE),485
7128030,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR ECTOPIC PREGNANCY,485
7128031,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR EYE SKIN BX,485
7128032,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR FALLOPIN TUBE (ONE SIDE),485
7128033,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR FISTULA ± FISSURE,485
7128034,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR GANGLION,485
7128035,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR GINGIVAL,485
7128036,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR HERNIA SAC,485
7128037,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR ILEAL ,485
7128038,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR LID / ONE SIDE,485
7128039,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR LIP ,485
7128040,LABORATORY,HYSTOPATH. & CYTOLOGY,INNERE EAR AND /OR MASTOID ,485
7128041,LABORATORY,HYSTOPATH. & CYTOLOGY, SOFT TISSUE BX (< 5CM),485
7128042,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR MAXILLARY / MANDIBULAR  MASS OR CYST ,485
7128043,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR MEDIASTINAL ,485
7128044,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR NASAL MASS ,485
7128045,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR NASOPHARYNX MASS,485
7128046,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR OMENTAL NODULE,485
7128047,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR ORAL MASS/CYST,485
7128048,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR PANCREATIC MASS OR CYST,485
7128049,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR PERICARDIAL ,485
7128050,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR PHARANGEAL ,485
7128051,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR PILES,485
7128052,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR PILONIDAL SINUS,485
7128053,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR PLEURAL BX,485
7128054,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR POC (ABORTION),485
7128055,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR RECTAL BX,485
7128056,LABORATORY,HYSTOPATH. & CYTOLOGY,AMBULLA OF VATER MASS BX,485
7128057,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR SCROTAL (ONE SIDE),485
7128058,LABORATORY,HYSTOPATH. & CYTOLOGY,VAGINAL MASS/CYST,485
7128059,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR SPINAL CORD,485
7128060,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR SYNOVIAL,485
7128061,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR TOUNGUE,485
7128062,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR TONSILECTOMY,485
7128063,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR TRUS PROSTATE (1-2 SEPARATE CONTAINERS),485
7128064,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR TUR BLADDER TUMOR,485
7128065,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR TRUE CUT,485
7128066,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR URETER (ONE SIDE),485
7128067,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR URETHRA,485
7128068,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR UVULAR,485
7128069,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR VARICOCELE (ONE SIDE),485
7128070,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR VOCAL CORD (ONE SIDE),485
7128071,LABORATORY,HYSTOPATH. & CYTOLOGY,OUTSIDE CONSULTATION FOR HISTOPATHOLOGY,485
7128072,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR COLORECTAL,485
7128073,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR JEJUNAL,485
7128074,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR CNS LESS THAN 5 CM,485
7128075,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR VULVAL MASS / CYST,485
7128076,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR CLETORAL MASS / CYST,485
7128077,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR BARTHOLIN GLAND CYST,485
7128078,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR HEMITHYROIDECTOMY,485
7128079,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR MYOMECTOMY < 5 CM,485
7128080,LABORATORY,HYSTOPATH. & CYTOLOGY,SPECIMEN HISTOPATH. FOR THROMBECTOMY ,485
7128081,LABORATORY,HYSTOPATH. & CYTOLOGY,SPECIMEN HISTOPATH. FOR EMBOLECTOMY ,485
7128082,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR  COLON + 1 SP STAINS,580
7128083,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR  DUODENUM + 1 SP STAINS,580
7128084,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR ENDOMETRIAL + 1 SP STAIN ,580
7128085,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR ESOPHAGEAL + 2 SP STAINS ,675
7128086,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR GASTRIC / ANTRAL / PYLORIC + 2 SP STAINS ,675
7128087,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR  LIVER + 3 SP STAINS,770
7128088,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORLYMPH NODE + 1 SP STAINS ,580
7128089,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR  SKIN + 3 SP STAINS,770
7128090,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR RENAL + 3 SP STAINS ,770
7128091,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR TESTICULAR  + 1 SP STAINS (ONE SIDE),580
7128092,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR NASAL POLYP + 1 SP STAINS  (ONE SIDE),580
7128093,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM PERITONEAL MASS OR CYST (5-10 CM),798
7128094,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM PROSTATE TRUS (5-10 SEPARATE CONTAINERS),798
7128095,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM MULTIPLE SCROTAL NODULES (5-10),798
7128096,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM MYOMECTOMIES MULTIPLE (5-10 FIBROIDS),798
7128097,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM OVARIAN CYST (ONE SIDE),798
7128098,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM SUBTOTAL HYSTECTOMY,798
7128099,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM UNILATERAL OOPHRECTOMY ± TUBE,798
7128100,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM PELVIC MASS (5-10 CM),798
7128101,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM PELVIC CYST (5-10 CM),798
7128102,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM PLACENTA,798
7128103,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM BROAD LIGAMENT MASS OR CYST,798
7128104,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM AMPUTATION (ONE TOE),798
7128105,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM AMPUTATION (ONE FINGER ),798
7128106,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORM PART OF DIABETIC FOOT,798
7128107,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR M SUBTOTAL THYROIDECTOMY,798
7128108,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB SLEEVE GASTROSTOMY,1425
7128109,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB JEJUNECTOMY (PARTIAL),1425
7128110,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB HEMICOLECTOMY,1425
7128111,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB COLORECTAL EXCISION (PARTIAL),1425
7128112,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB GASTROSTOMY,1425
7128113,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB PANCREATECTOMY (PARTIAL),1425
7128114,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB MANDIBLECTOMY (PARTIAL),1425
7128115,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB SALIVARY GLAND EXCISION,1425
7128116,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB LARYNGECTOMY (PARTIAL),1425
7128117,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB EYE INOCULATION,1425
7128118,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB NEPHRECTOMY PARTIAL,1425
7128119,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB URINARY BLADDER CYSTECTOMY (PARTIAL),1425
7128120,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB MULTIPLE TRUS PROSTATIC BIOPSIES (10-15 LABELED SEPARATE CONTAINERS),1425
7128121,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB PROSTATECTOMY,1425
7128122,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB SCROTAL MASSES - MULTIPLE (10-15 NODULES),1425
7128123,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB MYOMECTOMIES - MULTIPLE FIBROIDS (10-15 TUMORS),1425
7128124,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB TOTAL HYSTERECTOMY + BILATERAL SALPINGO OOPHORECTOMY,1425
7128125,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB TOTAL THYROIDECTOMY,1425
7128126,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB CERVICAL CONIZATION,1425
7128127,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORB PROSTATE-TUR CHIPS (ONE CONTAINER),1425
7128128,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B SPLENECTOMY,1425
7128129,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B PARTIAL MASTECTOMY,1425
7128130,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B BREAST QUADRECTOMY,1425
7128131,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B SIMPLE MASTECTOMY,1425
7128132,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B MODIFIED RADICAL MASTECTOMY,1425
7128133,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B LUNG PARTIAL LOBECTOMY,1425
7128134,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B PARTIAL PLEURAL DECORTICATION,1425
7128135,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B CNS MASS > 5 CM,1425
7128136,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FOR B TOTAL HYSTERECTOMY,1425
7128137,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB HEMICOLECTOMY + LYMPH NODE,2138
7128138,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB HEMICOLECTOMY ± LYMPH NODE + OMENTAL TISSUE  ± SMALL INTESTINE,2138
7128139,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB MANDIBLECTOMY + LYMPH NODES,2138
7128140,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB LARYNGECTOMY + LYMPH NODES,2138
7128141,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB NEPHRECTOMY TOTAL,2138
7128142,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB RADICAL CYSTECTOMY  ± LYMPH NODE,2138
7128143,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB ABDOMINAL PELVIC EXCENTRATION,2138
7128144,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB AMBUTATION OF ONE LIMB,2138
7128145,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB RADICAL MASTECTOMY,2138
7128146,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB PARTIAL MASTECTOMY + LN ± AXILLARY CLEARANCE,2138
7128147,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB QUADRECTOMY + LN ± AXILLARY CLEARANCE,2138
7128148,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB SIMPLE MASTECTOMY + LN ± AXILLARY CLEARANCE,2138
7128149,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB MODIFIED RADICAL MASTECTOMY + LN ± AXILLARY CLEARANCE,2138
7128150,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB LUNG LOBECTOMY  + LN,2138
7128151,LABORATORY,HYSTOPATH. & CYTOLOGY,BX HISTOPATH. FORXB PLEURAL COMPLETE DECORTICATION,2138
7128152,LABORATORY,HYSTOPATH. & CYTOLOGY,DESCENDING  COLON,580
7128153,LABORATORY,HYSTOPATH. & CYTOLOGY,TRANSVERSE COLON,580
7128154,LABORATORY,HYSTOPATH. & CYTOLOGY,ASCENDING COLON,580
7128155,LABORATORY,HYSTOPATH. & CYTOLOGY,CECUM,580
7128156,LABORATORY,HYSTOPATH. & CYTOLOGY,CORPUS /GASTRIC MUCOSA.,675
7128157,LABORATORY,HYSTOPATH. & CYTOLOGY,FUNDUS GASTRIC MUCOSA,675
7128158,LABORATORY,HYSTOPATH. & CYTOLOGY,GASTRIC POLYP,675
7128159,LABORATORY,HYSTOPATH. & CYTOLOGY,B- IN DUODENUM,580
7128160,LABORATORY,HYSTOPATH. & CYTOLOGY,AMPULLA /DUODENUM,580
7128161,LABORATORY,HYSTOPATH. & CYTOLOGY,BIOPSY HISTOPATH. FOR C -   COLON  ,580
7128162,LABORATORY,HYSTOPATH. & CYTOLOGY,ENDOSCOPIC BIOPSY SIGMOID COLON,580
7128163,LABORATORY,HYSTOPATH. & CYTOLOGY,PLEURAL FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,475
7128164,LABORATORY,HYSTOPATH. & CYTOLOGY,PERITONEAL FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,475
7128165,LABORATORY,HYSTOPATH. & CYTOLOGY,SYNOVIAL FLUID NON-GYNECOLOGY CYROLOGY LIQUID BASE,475
7128166,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA.BREAST MASS (ONE SIDE),485
7128167,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA.THYROID (ONE SIDE),485
7128168,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA LYMPH NODE (ONE),485
7128169,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA.SALIVARY GLAND,485
7128170,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA. SOFT TISSUE MASS/CYST,485
7128171,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.GYN. CERVICAL SMEAR,190
7128172,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. NASAL SMEAR (EOSINOPHELIA) ,190
7128173,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. NIPPLE DISCHARGE (ONE SIDE)  ,190
7128174,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. SPUTUM + 1 SP STAIN (AFB),285
7128175,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. URINE CYTOLOGY,190
7128176,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. ASCETIC FLUID,357
7128177,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. PERITONEAL FLUID,357
7128178,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. PELVIC FLUID,357
7128179,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. PLEURAL FLUID,357
7128180,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF.PERICARDIAL FLUID,357
7128181,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BAL (BRONCHALVEOLAR LAVAGE),357
7128182,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BRUSH CYTOLOGY,357
7128183,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. OVARIAN CYST FLUID ASPIRATION (ONE SIDE),357
7128184,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BREAST CYST FLUID ASPIRATION,357
7128185,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. SYNOVIAL FLUID (ONE JOINT),357
7128186,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BARTHOLIN CYST FLUID ASPIRATION ,357
7128187,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. CSF,357
7128188,LABORATORY,HYSTOPATH. & CYTOLOGY,LIQUID BASED CYTOLOGY (LBC) PAP SMEAR,285
7128189,LABORATORY,HYSTOPATH. & CYTOLOGY,HPV PCR,570
7128190,LABORATORY,HYSTOPATH. & CYTOLOGY,HPV + LBC PROFILE,618
7128191,LABORATORY,HYSTOPATH. & CYTOLOGY,PERICARDIAL FLUID NON-GYNECOLOGY CYROLOGY LIQUID BASE,475
7128192,LABORATORY,HYSTOPATH. & CYTOLOGY,OTHER BODY FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,475
7128193,LABORATORY,HYSTOPATH. & CYTOLOGY,EBER STAIN,950
7128194,LABORATORY,HYSTOPATH. & CYTOLOGY,WARTHIN - STARY SILVER STAIN,570
7129001,LABORATORY,IMMUNO-CHEMISTRY,ACTIN (SMOOTH MUSCLE),547
7129002,LABORATORY,IMMUNO-CHEMISTRY,ALK,547
7129003,LABORATORY,IMMUNO-CHEMISTRY,ALPHA-1-FETOPROTEIN,428
7129004,LABORATORY,IMMUNO-CHEMISTRY,ANDROGEN RECEPTOR (AR),547
7129005,LABORATORY,IMMUNO-CHEMISTRY,BCL2 ONCOPROTEIN,547
7129006,LABORATORY,IMMUNO-CHEMISTRY,BCL6 PROTEIN,547
7129007,LABORATORY,IMMUNO-CHEMISTRY,BER-EP4,547
7129008,LABORATORY,IMMUNO-CHEMISTRY,BETA CATININ,547
7129009,LABORATORY,IMMUNO-CHEMISTRY,BRCA-1,428
7129010,LABORATORY,IMMUNO-CHEMISTRY,IGA/FITC,380
7129011,LABORATORY,IMMUNO-CHEMISTRY,IGG/FITC,380
7129012,LABORATORY,IMMUNO-CHEMISTRY,IGM/FITC,380
7129013,LABORATORY,IMMUNO-CHEMISTRY,C3C COMPLEMENT / FITC,380
7129014,LABORATORY,IMMUNO-CHEMISTRY,C4 / FITC,428
7129015,LABORATORY,IMMUNO-CHEMISTRY,CA-125,547
7129017,LABORATORY,IMMUNO-CHEMISTRY,CALDESMON,428
7129018,LABORATORY,IMMUNO-CHEMISTRY,CALRETININ,547
7129019,LABORATORY,IMMUNO-CHEMISTRY,CARCINOEMBRYONIC ANTIGEN (CEA),428
