code,description,type
52393,"Schistosoma mansoni immunoglobulin E (IgE)/IgG antibody IVD, reagent",medical-devices
52394,"Schistosoma mansoni total antibody IVD, kit, agglutination, rapid",medical-devices
52395,"Schistosoma mansoni total antibody IVD, reagent",medical-devices
51591,"Salmonella typhi total antibody IVD, reagent",medical-devices
51592,"Salmonella typhimurium culture isolate antigen IVD, kit, agglutination",medical-devices
51593,"Salmonella typhimurium culture isolate antigen IVD, antibody",medical-devices
51594,"Salmonella typhimurium culture isolate antigen IVD, control",medical-devices
51595,"Salmonella typhimurium culture isolate antigen IVD, reagent",medical-devices
51596,"Salmonella typhimurium nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
51597,"Salmonella typhimurium nucleic acid IVD, calibrator",medical-devices
51598,"Salmonella typhimurium nucleic acid IVD, control",medical-devices
51599,"Salmonella typhimurium nucleic acid IVD, reagent",medical-devices
51600,"Multiple Shigella species culture isolate antigen IVD, kit, agglutination",medical-devices
51601,"Multiple Shigella species culture isolate antigen IVD, antibody",medical-devices
51602,"Multiple Shigella species culture isolate antigen IVD, control",medical-devices
51603,"Multiple Shigella species culture isolate antigen IVD, reagent",medical-devices
51604,"Multiple Shigella species verotoxin 1 & 2 antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
51605,"Multiple Shigella species verotoxin 1 & 2 antigen IVD, calibrator",medical-devices
51606,"Multiple Shigella species verotoxin 1 & 2 antigen IVD, control",medical-devices
51607,"Multiple Shigella species verotoxin 1 & 2 antigen IVD, reagent",medical-devices
52067,"Candida albicans immunoglobulin G (IgG)/IgM antibody IVD, control",medical-devices
52068,"Candida albicans immunoglobulin G (IgG)/IgM antibody IVD, reagent",medical-devices
52069,"Candida albicans/C. glabrata antigen IVD, kit, agglutination, rapid",medical-devices
52070,"Candida albicans/C. tropicalis/C. parapsilosis antigen IVD, kit, agglutination, rapid",medical-devices
52071,"Cryptococcus neoformans antigen IVD, kit, agglutination, rapid",medical-devices
52072,"Cryptococcus neoformans antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
52073,"Cryptococcus neoformans antigen IVD, calibrator",medical-devices
52074,"Cryptococcus neoformans antigen IVD, reagent",medical-devices
52075,"Coccidioides immitis exoantigen IVD, kit, precipitation/immunodiffusion",medical-devices
52076,"Coccidioides immitis exoantigen IVD, calibrator",medical-devices
52077,"Coccidioides immitis exoantigen IVD, control",medical-devices
52078,"Coccidioides immitis exoantigen IVD, reagent",medical-devices
52079,"Coccidioides immitis total antibody IVD, kit, complement fixation test (CFT)",medical-devices
52080,"Coccidioides immitis total antibody IVD, kit, agglutination, rapid",medical-devices
52081,"Coccidioides immitis total antibody IVD, kit, precipitation/immunodiffusion",medical-devices
52082,"Coccidioides immitis total antibody IVD, calibrator",medical-devices
52134,"Ascaris lumbricoides immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52135,"Ascaris lumbricoides immunoglobulin G (IgG) antibody IVD, control",medical-devices
52136,"Ascaris lumbricoides immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52137,"Babesia microti nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52138,"Babesia microti nucleic acid IVD, calibrator",medical-devices
52139,"Babesia microti nucleic acid IVD, control",medical-devices
52140,"Babesia microti nucleic acid IVD, reagent",medical-devices
52141,"Babesia microti immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
52142,"Babesia microti immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52143,"Babesia microti immunoglobulin G (IgG) antibody IVD, control",medical-devices
52144,"Babesia microti immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52145,"Babesia microti immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",medical-devices
52146,"Babesia microti immunoglobulin M (IgM) antibody IVD, calibrator",medical-devices
52147,"Babesia microti immunoglobulin M (IgM) antibody IVD, control",medical-devices
52148,"Babesia microti immunoglobulin M (IgM) antibody IVD, reagent",medical-devices
52149,"Babesia microti immunoglobulin G (IgG)/IgM antibody IVD, kit, fluorescent immunoassay",medical-devices
52396,"Schistosoma mansoni/S. haematobium immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52397,"Schistosoma mansoni/S. haematobium immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
52398,"Schistosoma mansoni/S. haematobium immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52399,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52400,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE) antibody IVD, kit, fluorescent immunoassay",medical-devices
52401,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE) antibody IVD, reagent",medical-devices
52402,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE)/IgG antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52403,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE)/IgG antibody IVD, kit, fluorescent immunoassay",medical-devices
52404,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE)/IgG antibody IVD, reagent",medical-devices
52405,"Strongyloides stercoralis immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52406,"Strongyloides stercoralis immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52407,"Strongyloides stercoralis immunoglobulin G (IgG) antibody IVD, control",medical-devices
52408,"Strongyloides stercoralis immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52409,"Taenia solium antigen IVD, kit, enzyme immunohistochemistry",medical-devices
51608,"Multiple Shigella species verotoxin 1 & 2 nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
51609,"Multiple Shigella species verotoxin 1 & 2 nucleic acid IVD, calibrator",medical-devices
51610,"Multiple Shigella species verotoxin 1 & 2 nucleic acid IVD, control",medical-devices
51611,"Multiple Shigella species verotoxin 1 & 2 nucleic acid IVD, reagent",medical-devices
51612,"Shigella boydii culture isolate antigen IVD, kit, agglutination",medical-devices
51613,"Shigella boydii culture isolate antigen IVD, antibody",medical-devices
51614,"Shigella boydii culture isolate antigen IVD, control",medical-devices
51615,"Shigella boydii culture isolate antigen IVD, reagent",medical-devices
51616,"Shigella boydii total antibody IVD, kit, complement fixation test (CFT)",medical-devices
51617,"Shigella boydii total antibody IVD, calibrator",medical-devices
51618,"Shigella boydii total antibody IVD, control",medical-devices
51619,"Shigella boydii total antibody IVD, reagent",medical-devices
51620,"Shigella dysenteriae culture isolate antigen IVD, kit, agglutination",medical-devices
51621,"Shigella dysenteriae culture isolate antigen IVD, antibody",medical-devices
51622,"Shigella dysenteriae culture isolate antigen IVD, control",medical-devices
51623,"Shigella dysenteriae culture isolate antigen IVD, reagent",medical-devices
51624,"Shigella dysenteriae verotoxin antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
52083,"Coccidioides immitis total antibody IVD, reagent",medical-devices
52084,"Histoplasma capsulatum antigen IVD, kit, radioimmunoassay (RIA)",medical-devices
52085,"Histoplasma capsulatum antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
52086,"Histoplasma capsulatum antigen IVD, calibrator",medical-devices
52087,"Histoplasma capsulatum antigen IVD, control",medical-devices
52088,"Histoplasma capsulatum antigen IVD, reagent",medical-devices
52089,"Histoplasma capsulatum exoantigen IVD, kit, precipitation/immunodiffusion",medical-devices
52090,"Histoplasma capsulatum exoantigen IVD, calibrator",medical-devices
52091,"Histoplasma capsulatum exoantigen IVD, control",medical-devices
52092,"Histoplasma capsulatum exoantigen IVD, reagent",medical-devices
52093,"Histoplasma capsulatum total antibody IVD, kit, complement fixation test (CFT)",medical-devices
52094,"Histoplasma capsulatum total antibody IVD, calibrator",medical-devices
52095,"Histoplasma capsulatum total antibody IVD, reagent",medical-devices
52097,"Pneumocystis jirovecii antigen IVD, kit, enzyme immunohistochemistry",medical-devices
52098,"Pneumocystis jirovecii antigen IVD, antibody",medical-devices
52099,"Pneumocystis jirovecii antigen IVD, reagent",medical-devices
52100,"Saccharomyces cerevisiae immunoglobulin A (IgA) antibody IVD, kit enzyme immunoassay (EIA)",medical-devices
52150,"Babesia microti immunoglobulin G (IgG)/IgM antibody IVD, calibrator",medical-devices
52151,"Babesia microti immunoglobulin G (IgG)/IgM  antibody IVD, control",medical-devices
52152,"Babesia microti immunoglobulin G (IgG)/IgM antibody IVD, reagent",medical-devices
52153,"Babesia WA1 nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52154,"Babesia WA1 nucleic acid IVD, calibrator",medical-devices
52155,"Babesia WA1 nucleic acid IVD, control",medical-devices
52156,"Babesia WA1 nucleic acid IVD, reagent",medical-devices
52157,"Babesia WA1 immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
52158,"Babesia WA1 immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52159,"Babesia WA1 immunoglobulin G (IgG) antibody IVD, control",medical-devices
52160,"Babesia WA1 immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52162,"Cryptosporidium species antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
52163,"Cryptosporidium species antigen IVD, kit, immunochromatographic test (ICT), rapid",medical-devices
52164,"Cryptosporidium species antigen IVD, kit, agglutination, rapid",medical-devices
52165,"Cryptosporidium species antigen IVD, kit, enzyme immunohistochemistry",medical-devices
52166,"Cryptosporidium species antigen IVD, antibody",medical-devices
52410,"Taenia solium antigen IVD, calibrator",medical-devices
52411,"Taenia solium antigen IVD, control",medical-devices
52412,"Taenia solium antigen IVD, reagent",medical-devices
52413,"Taenia solium immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52414,"Taenia solium immunoglobulin G (IgG) antibody IVD, kit, immunoblot",medical-devices
52415,"Taenia solium immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52416,"Taenia solium immunoglobulin G (IgG) antibody IVD, control",medical-devices
52417,"Taenia solium immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52418,"Toxocara canis immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52419,"Toxocara canis immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52420,"Toxocara canis immunoglobulin G (IgG) antibody IVD, control",medical-devices
52421,"Toxocara canis immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52422,"Toxoplasma gondii antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
52424,"Toxoplasma gondii antigen IVD, kit, chemiluminescent immunoassay",medical-devices
52425,"Toxoplasma gondii antigen IVD, calibrator",medical-devices
52426,"Toxoplasma gondii antigen IVD, control",medical-devices
52427,"Toxoplasma gondii antigen IVD, reagent",medical-devices
51625,"Shigella dysenteriae verotoxin antigen IVD, calibrator",medical-devices
51626,"Shigella dysenteriae verotoxin antigen IVD, control",medical-devices
51627,"Shigella dysenteriae verotoxin antigen IVD, reagent",medical-devices
51628,"Shigella dysenteriae total antibody IVD, kit, complement fixation test (CFT)",medical-devices
51629,"Shigella dysenteriae total antibody IVD, calibrator",medical-devices
51630,"Shigella dysenteriae total antibody IVD, control",medical-devices
51631,"Shigella dysenteriae total antibody IVD, reagent",medical-devices
51632,"Shigella flexneri culture isolate antigen IVD, kit, agglutination",medical-devices
51633,"Shigella flexneri culture isolate antigen IVD, antibody",medical-devices
51634,"Shigella flexneri culture isolate antigen IVD, control",medical-devices
51635,"Shigella flexneri culture isolate antigen IVD, reagent",medical-devices
51636,"Shigella flexneri verotoxin antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
51637,"Shigella flexneri verotoxin antigen IVD, calibrator",medical-devices
51638,"Shigella flexneri verotoxin antigen IVD, control",medical-devices
51639,"Shigella flexneri verotoxin antigen IVD, reagent",medical-devices
51640,"Shigella flexneri total antibody IVD, kit, complement fixation test (CFT)",medical-devices
51641,"Shigella flexneri total antibody IVD, calibrator",medical-devices
51642,"Shigella flexneri total antibody IVD, control",medical-devices
52101,"Saccharomyces cerevisiae immunoglobulin A (IgA) antibody IVD, calibrator",medical-devices
52102,"Saccharomyces cerevisiae immunoglobulin A (IgA) antibody IVD, control",medical-devices
52103,"Saccharomyces cerevisiae immunoglobulin A (IgA) antibody IVD, reagent",medical-devices
52104,"Saccharomyces cerevisiae immunoglobulin M (IgM) antibody IVD, kit enzyme immunoassay (EIA)",medical-devices
52105,"Saccharomyces cerevisiae immunoglobulin M (IgM) antibody IVD, calibrator",medical-devices
52106,"Saccharomyces cerevisiae immunoglobulin M (IgM) antibody IVD, control",medical-devices
52107,"Saccharomyces cerevisiae immunoglobulin M (IgM) antibody IVD, reagent",medical-devices
52108,"Saccharomyces cerevisiae immunoglobulin G (IgG) antibody IVD, kit enzyme immunoassay (EIA)",medical-devices
52109,"Saccharomyces cerevisiae immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52110,"Saccharomyces cerevisiae immunoglobulin G (IgG) antibody IVD, control",medical-devices
52111,"Saccharomyces cerevisiae immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52112,"Saccharomyces cerevisiae total antibody IVD, kit enzyme immunoassay (EIA)",medical-devices
52113,"Saccharomyces cerevisiae total antibody IVD, calibrator",medical-devices
52114,"Saccharomyces cerevisiae total antibody IVD, control",medical-devices
52115,"Saccharomyces cerevisiae total antibody IVD, reagent",medical-devices
52116,"Sporothrix schenckii total antibody IVD, kit, agglutination",medical-devices
52117,"Sporothrix schenckii total antibody IVD, kit, immunoblot",medical-devices
52167,"Cryptosporidium species antigen IVD, calibrator",medical-devices
52168,"Cryptosporidium species antigen IVD, control",medical-devices
52169,"Cryptosporidium species antigen IVD, reagent",medical-devices
52170,"Cryptosporidium species nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52171,"Cryptosporidium species nucleic acid IVD, calibrator",medical-devices
52172,"Cryptosporidium species nucleic acid IVD, control",medical-devices
52173,"Cryptosporidium species nucleic acid IVD, reagent",medical-devices
52174,"Cryptosporidium species immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52175,"Cryptosporidium species immunoglobulin A (IgA) antibody IVD, kit, immunoblot",medical-devices
52176,"Cryptosporidium species immunoglobulin A (IgA) antibody IVD, reagent",medical-devices
52177,"Cryptosporidium species immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52178,"Cryptosporidium species immunoglobulin G (IgG) antibody IVD, kit, immunoblot",medical-devices
52179,"Cryptosporidium species immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
