HCP Name,;,Department,S. Type,Code,Provider Service Description,LOS
SGH Jeddah ,8015041,OPT,PD,8015041,PRK WITH MKM (DISK FLAP)  ,D/C
SGH Jeddah ,8015042,OPT,PD,8015042,"RADIAL KERATOTOMY (R.K., ARK, RKT) ONE EYE  ",D/C
SGH Jeddah ,8015043,OPT,PD,8015043,REFRACTIVE LENS EXCHANGE  ,D/C
SGH Jeddah ,8015044,OPT,PD,8015044,TORIC ICL PHAKIC LENS,D/C
SGH Jeddah ,8016001,OPT,PD,8016001,CATARACT EXTRACTION,D/C
SGH Jeddah ,8016002,OPT,PD,8016002,CATARACT EXTRACTION WITH IOL WITH KERATOPLASTY,D/C
SGH Jeddah ,8016003,OPT,PD,8016003,CATARACT EXTRACTION WITH IOL WITH TRABECULECTOMY,D/C
SGH Jeddah ,8016004,OPT,PD,8016004,CATARACT EXTRACTION WITH TRABECULECTOMY,D/C
SGH Jeddah ,8016005,OPT,PD,8016005,CATARACT EXTRACTION-I.O.L.,D/C
SGH Jeddah ,8016006,OPT,PD,8016006,REMOVAL OF I.O.L. (IMPLANTED INSIDE),D/C
SGH Jeddah ,8016007,OPT,PD,8016007,REMOVAL OF I.O.L. (IMPLANTED OUTSIDE),D/C
SGH Jeddah ,8016008,OPT,PD,8016008,SECONDRY I.O.L. IMPLANTATION,D/C
SGH Jeddah ,8016009,OPT,PD,8016009,SECONDRY IOL WITH KERATOPLASTY ,D/C
SGH Jeddah ,8016010,OPT,PD,8016010,SURGICAL POST. CAPSULOTOMY (DONE INSIDE),D/C
SGH Jeddah ,8016011,OPT,PD,8016011,SURGICAL POST. CAPSULOTOMY (DONE OUTSIDE),D/C
SGH Jeddah ,8017001,OPT,PD,8017001,CYCLOCRYOPEXY,D/C
SGH Jeddah ,8017002,OPT,PD,8017002,GLAUCOMA EXT.WITH MOLTENO TUBE,1
SGH Jeddah ,8017003,OPT,PD,8017003,GLAUCOMA EXT.WITH OPTOMIDE,1
SGH Jeddah ,8017004,OPT,PD,8017004,GLAUCOMA EXTRACTION,1
SGH Jeddah ,8017005,OPT,PD,8017005,GLAUCOMA EXTRACTION WITH CATARACT EXTRACTION WITH IOL,1
SGH Jeddah ,8017006,OPT,PD,8017006,GLAUCOMA EXTRACTION SURGERY WITH SECANRY (IOL),1
SGH Jeddah ,8017007,OPT,PD,8017007,GLUOCOMA CYCLO PHOTO – COAGULATION ( CBC),D/C
SGH Jeddah ,8017008,OPT,PD,8017008,GLUOCOMA EXTWITH DRANG IMPLANT ,1
SGH Jeddah ,8017009,OPT,PD,8017009,HOLMIUM LASER FOR GLAUCOMA (ONE EYE),1
SGH Jeddah ,8017010,OPT,PD,8017010,RETROBULBAR ALCOHOLIC INJ.,0
SGH Jeddah ,8017011,OPT,PD,8017011,SURGICAL P.I. OR S.I.,D/C
SGH Jeddah ,8018001,OPT,PD,8018001,LOCALIZED RETINAL DETACHMENT ,2
SGH Jeddah ,8018002,OPT,PD,8018002,OUTOLOGUS  BLOOD INJECTION ( INSIDE HOSPITAL ) ,0
SGH Jeddah ,8018003,OPT,PD,8018003,OUTOLOGUS GAS BLOOD INJECTION (OTHER HOSPITAL) ,0
SGH Jeddah ,8018004,OPT,PD,8018004,PARSPLANA  VITRECTOMY WITH ERM,1
SGH Jeddah ,8018005,OPT,PD,8018005,PARSPLANA LEN. WITH VITRECTOMY WITH IOL,1
SGH Jeddah ,8018006,OPT,PD,8018006,PARSPLANA LEN. WITH VITRECTOMY WITH SCL. BUCK WITH IOL,1
SGH Jeddah ,8018007,OPT,PD,8018007,PARSPLANA LENS WITH VITRECTOMYWITH IOL WITH ERM,1
SGH Jeddah ,8018008,OPT,PD,8018008,PARSPLANA LENSECTOMY  VITRECTOMY WITH RETINAL DETACHMENT WITH SCLERAL BUCKLE,1
SGH Jeddah ,8018009,OPT,PD,8018009,PARSPLANA LENSECTOMY WITH VITRECTOMY,1
SGH Jeddah ,8018010,OPT,PD,8018010,PARSPLANA VITRECTOMY,1
SGH Jeddah ,8018011,OPT,PD,8018011,PARSPLANA VITRECTOMY (PPLV) WITH IOL,1
SGH Jeddah ,8018012,OPT,PD,8018012,PARSPLANA VITRECTOMYWITHRETINAL DETACHMENT,1
SGH Jeddah ,8018013,OPT,PD,8018013,PARSPLANA VITRECTOMYWITHSCLERAL BUCKLE,1
SGH Jeddah ,8018014,OPT,PD,8018014,PARSPLANAVITRECTOMYWITHIOFBWITHRETINAL DETACHMENT WITH SCLERAL BUCKLE,1
SGH Jeddah ,8018015,OPT,PD,8018015,PNEUMATIC RETINOPEXY,1
SGH Jeddah ,8018016,OPT,PD,8018016,REMOVAL OF EPIRETINAL MEMBRANCE (ERM REMOVAL),1
SGH Jeddah ,8018017,OPT,PD,8018017,RETINAL CRYOPEXY ,1
SGH Jeddah ,8018018,OPT,PD,8018018,RETINAL PHOTOCOAGULATION ONE SETTING,0
SGH Jeddah ,8018019,OPT,PD,8018019,RETINAL PHOTOCOAGULATION THREE SETTING OR MORE ,0
SGH Jeddah ,8018020,OPT,PD,8018020,RETINAL PHOTOCOAGULATION TWO SETTING,0
SGH Jeddah ,8018021,OPT,PD,8018021,SILICON OIL,D/C
SGH Jeddah ,8018022,OPT,PD,8018022,SIMPLE RETINAL DETACHMENT ,0
SGH Jeddah ,8018023,OPT,PD,8018023,TOTAL RETINAL DETACHMENT ,1
SGH Jeddah ,8018024,OPT,PD,8018024,UNILATERAL PUNCTURAL OCCLUSION,1
SGH Jeddah ,8018025,OPT,PD,8018025,VITEROUS WASH OUT ,1
SGH Jeddah ,8019001,OPT,PD,8019001,INDIRECT LASER TREATMENT FOR RETINAL ABNORMALITIES - ONE EYE,1
SGH Jeddah ,8019002,OPT,PD,8019002,LASER PERIPHERAL IREDECTOMY / UGA,1
SGH Jeddah ,8019003,OPT,PD,8019003,LASER TRABECULOPLASTY / UGA,1
SGH Jeddah ,8019004,OPT,PD,8019004,PHOTO. KERA. ASTIGM - PAK VIZX,1
SGH Jeddah ,8019005,OPT,PD,8019005,PHOTOTHERAPEUTIC KERATECTOMY (P.T.K.) ONE EYE,1
SGH Jeddah ,8019006,OPT,PD,8019006,YAG LASER POST. CAPSULOTOMY (DONE INSIDE),0
SGH Jeddah ,8019007,OPT,PD,8019007,YAG LASER POST. CAPSULOTOMY (DONE OUTSIDE),0
SGH Jeddah ,9011001,ONC,PD,9011001,BONE MARROW ASPIRATION WITH BIOPSY WITHOUT HISTOPATHOLOGY UNDER GA,D/C
SGH Jeddah ,9011002,ONC,PD,9011002,BONE MARROW ASPIRATION WITHOUT BIOPSY UNDER GA,D/C
SGH Jeddah ,9011003,ONC,PD,9011003,LUMBAR PUNCTURE WITH INTRATHECAL CHEMOTHERAPY WITHOUT MEDICATION UNDER GA ,D/C
SGH Jeddah ,9021001,INT,PD,9021001,BRONCHOSCOPY WITH BRONCHIAL BIOPSY – EXCLUDED THE HISTOPATHOLOGY TEST,D/C
SGH Jeddah ,9021002,INT,PD,9021002,BRONCHOSCOPY WITH BRONCHOALVEOLAR LAVAGE AND BRUSH,D/C
SGH Jeddah ,9021003,INT,PD,9021003,"BRONCHOSCOPY WITH CONVENTIONAL (BLIND) TRANSBRONCHIAL NEEDLE ASPIRATION (C-TBNA) OF MEDIASTINAL LYMPH NODES, HILAR LYMPH NODES, AND TUMORS AROUND THE AIRWAYS",D/C
SGH Jeddah ,9021004,INT,PD,9021004,BRONCHOSCOPY WITH TRANSBRONCHIAL LUNG BIOPSY UNDER FLUOROSCOPY WITHOUT HISTOPATHOLOGY  TEST,D/C
SGH Jeddah ,9021005,INT,PD,9021005,BRONCHOSCOPY WITH TRANSBRONCHIAL NEEDLE ASPIRATE OF PERIPHERAL PULMONARY MASSES GUIDED BY FLOROSCOPY,D/C
SGH Jeddah ,9021006,INT,PD,9021006,THERAPEUTIC BRONCHOSCOPY,D/C
SGH Jeddah ,9021007,INT,PD,9021007,THORACOSCOPY,1
SGH Jeddah ,9021008,INT,PD,9021008,VIDEO ASSISTED THORASCOPY (VATS) THERAPEUTIC - ,1
SGH Jeddah ,9021009,INT,PD,9021009,PLEURAL BIOPSY (ABRAM’S NEEDLE) WITHOUT HISTOPATHOLOGY  TEST,0
SGH Jeddah ,9021010,INT,PD,9021010,POLYSOMNOGRAPHY (DIAGNOSTIC AND TITRATION BY CPAP OR BIPAP) SPLIT NIGHT,1
SGH Jeddah ,9021011,INT,PD,9021011,POLYSOMNOGRAPHY (OVERNIGHT DIAGNOSTIC TEST AND MULTIPLE SLEEP LATENCY TEST),1
SGH Jeddah ,9021012,INT,PD,9021012,POLYSOMNOGRAPHY (OVERNIGHT DIAGNOSTIC TEST ONLY),1
SGH Jeddah ,9021013,INT,PD,9021013,POLYSOMNOGRAPHY (TITRATION TEST ONLY BY CPAP OR BIPAP),1
SGH Jeddah ,9031001,XRY,PD,9031001,A.V FISTULA DILATION ,D/C
SGH Jeddah ,9031002,XRY,PD,9031002,ABDOMINAL ANGIOGRAPHY,D/C
SGH Jeddah ,9031003,XRY,PD,9031003,ABDOMINAL/PELVIC ABSCESS DRAINAGE,D/C
SGH Jeddah ,9031004,XRY,PD,9031004,ADRENAL ANGIOGRAPHY,D/C
SGH Jeddah ,9031005,XRY,PD,9031005,AMNIOCENTESIS/ CORDOCENTESIS,D/C
SGH Jeddah ,9031006,XRY,PD,9031006,ANGIOGRAM - CEREBRAL/ SPINAL  3-4 VESSELS,D/C
SGH Jeddah ,9031007,XRY,PD,9031007,ANGIOGRAM - SUBCLAVIAN ARTERY (BILATERAL),D/C
SGH Jeddah ,9031008,XRY,PD,9031008,ANGIOGRAM - SUBCLAVIAN ARTERY (UNILATERAL),D/C
SGH Jeddah ,9031009,XRY,PD,9031009,ANGIOPLASTY- BILATERAL SUPERFICIAL FEMORAL/ POPLITEAL ARTERY,D/C
SGH Jeddah ,9031010,XRY,PD,9031010,ANGIOPLASTY- UNILATERAL SUPERFICIAL FEMORAL / POPLITEAL ARTERY,D/C
SGH Jeddah ,9031011,XRY,PD,9031011,AORTOGRAPHY,D/C
SGH Jeddah ,9031012,XRY,PD,9031012,ARCH ANGIOGRAPHY,D/C
SGH Jeddah ,9031013,XRY,PD,9031013,ARTERIAL ANEURYSM COILING ,D/C
SGH Jeddah ,9031014,XRY,PD,9031014,ARTERIAL GRAFT STENT FOR ARTERY ( LEFT / RIGHT HEPATIC ARTERY),D/C
SGH Jeddah ,9031015,XRY,PD,9031015,ARTERIAL THROMBOLYSIS,D/C
SGH Jeddah ,9031016,XRY,PD,9031016,"BALLOON OCCLUSION TEST (WITHOUT BALLOONS, MICRO WIRE)",D/C
SGH Jeddah ,9031017,XRY,PD,9031017,"BASILAR ARTERY ANGIOPLASTY (IMPLANTS, STENTS, BALLOONS, CATHETERS, AND WIRES NOT INCLUDED)",D/C
SGH Jeddah ,9031018,XRY,PD,9031018,BILATERAL CAROTID ANGIOGRAPHY,D/C
SGH Jeddah ,9031019,XRY,PD,9031019,BILATERAL SFA STENT GRAFT,D/C
SGH Jeddah ,9031020,XRY,PD,9031020,BONE BIOPSY (EXCLUDING LABORATORY),D/C
SGH Jeddah ,9031021,XRY,PD,9031021,"CAROTID ARTERY STENTING (WITHOUT STENTS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031022,XRY,PD,9031022,"CAROTID CAVERNOUS FISTULAE EMBOLIZATION (WITHOUT STENTS, COILS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031023,XRY,PD,9031023,"CAROTID OR CEREBRAL ARTERY OCCLUSION (WITHOUT COILS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031024,XRY,PD,9031024,CATHETER REMOVAL,D/C
SGH Jeddah ,9031025,XRY,PD,9031025,CATHETEROGRAM,D/C
SGH Jeddah ,9031026,XRY,PD,9031026,CECOSTOMY TUBE INSERTION I ,D/C
SGH Jeddah ,9031027,XRY,PD,9031027,CECOSTOMY TUBE INSERTION II,D/C
SGH Jeddah ,9031028,XRY,PD,9031028,CEREBRAL ANGIOGRAPHY USING MICRO CATHETER UNDER GENERAL ANAESTHESIA (WITHOUT MICRO CATHETER COST),D/C
SGH Jeddah ,9031029,XRY,PD,9031029,"CEREBRAL ARTERIOVENOUS MALFORMATIONS EMBOLIZATION (WITHOUT COILS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031030,XRY,PD,9031030,"CERVICAL CAROTID ANGIOPLASTY (WITHOUT STENTS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031031,XRY,PD,9031031,CHEMICAL ABLATION FOR VARICOSE VEINS (1 SESSION),D/C
SGH Jeddah ,9031032,XRY,PD,9031032,CHEMICAL ABLATION FOR VARICOSE VEINS (10 SESSIONS),D/C
SGH Jeddah ,9031033,XRY,PD,9031033,CHEMICAL ABLATION FOR VARICOSE VEINS (3 SESSIONS),D/C
SGH Jeddah ,9031034,XRY,PD,9031034,CHEMICAL ABLATION FOR VARICOSE VEINS (5 SESSIONS),D/C
SGH Jeddah ,9031035,XRY,PD,9031035,CHOLANGIOGRAM-MULTIPLE PROJECTION,D/C
SGH Jeddah ,9031036,XRY,PD,9031036,"CHOLANGIOSCOPE  WITH MATERIAL COST (INCLUDES/TUBE CHOLANGOGRAM, EMBOLIZATION GELFOAM, CATHETER CHANGE, PTC AND CHOLANGIOSCOPY)",D/C
SGH Jeddah ,9031037,XRY,PD,9031037,CHOLECYSTOSTOMY,D/C
SGH Jeddah ,9031038,XRY,PD,9031038,ADDITIONAL COIL / EACH INTERVEN'L RADIOLOGY,D/C
SGH Jeddah ,9031039,XRY,PD,9031039,COLONIC STENTING,D/C
SGH Jeddah ,9031040,XRY,PD,9031040,CT  LIVER - ANGIOGRAPHY,D/C
SGH Jeddah ,9031041,XRY,PD,9031041,CT - VENOGRAPHY,D/C
SGH Jeddah ,9031042,XRY,PD,9031042,CT ANGIOGRAPHY,D/C
SGH Jeddah ,9031043,XRY,PD,9031043,CT GUIDED EPIDURAL INJECTION,D/C
SGH Jeddah ,9031044,XRY,PD,9031044,CT SCAN- GUIDED BIOPSIES,D/C
SGH Jeddah ,9031045,XRY,PD,9031045,CUTANOUS LASER THERAPY FOR SPIDER VEINS / SESSION,D/C
SGH Jeddah ,9031046,XRY,PD,9031046,DIAGNOSTIC EXTRA CRANIAL HEAD AND NECK ANGIOGRAPHY,D/C
SGH Jeddah ,9031047,XRY,PD,9031047,DIALYSIS LINE INSERTION,D/C
SGH Jeddah ,9031048,XRY,PD,9031048,DIRECT CT PORTOGRAM WITH WITH W/OUT CONTRAST,D/C
SGH Jeddah ,9031049,XRY,PD,9031049,DRAINAGE OF PERINEPHRIC ABSCESS / INTERVENTIONAL RADIOLOGY,D/C
SGH Jeddah ,9031050,XRY,PD,9031050,DUODENAL STENTING,D/C
SGH Jeddah ,9031051,XRY,PD,9031051,"DURAL ARTERIOVENOUS FISTULAE EMBOLIZATION (WITHOUT STENTS, COILS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031052,XRY,PD,9031052,EMBOLIZATION - PROSTATE,D/C
SGH Jeddah ,9031053,XRY,PD,9031053,EMBOLIZATION - TRACT FOR POST BIOPSY,D/C
SGH Jeddah ,9031054,XRY,PD,9031054,EMBOLIZATION  TRANS CATHETER THERAPY,D/C
SGH Jeddah ,9031055,XRY,PD,9031055,EMBOLIZATION- PERIPHERAL ARTERIES VEIN MALFORMATION,D/C
SGH Jeddah ,9031056,XRY,PD,9031056,EMBOLIZATION- TRACT FOR POST BIOPSY,D/C
SGH Jeddah ,9031057,XRY,PD,9031057,EMBOLIZATION UTERINE ARTERIES,D/C
SGH Jeddah ,9031058,XRY,PD,9031058,EMBOLIZATION- UTERINE FIBROID,D/C
SGH Jeddah ,9031059,XRY,PD,9031059,"ENDOVASCULAR EMBOLIZATION FOR EPISTAXIS (WITHOUT COILS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031060,XRY,PD,9031060,ENDOVASCULAR REPAIR OF AORTIC ANEURYSM W/O STENT GRAFT,D/C
SGH Jeddah ,9031061,XRY,PD,9031061,ENDOVASULAR REPAIR OF AORTIC ANEURYSM WITHOUT STENT OR GRAFT,D/C
SGH Jeddah ,9031062,XRY,PD,9031062,ENDOVENOUS ABLATION FOR VARICOSE VEIN  (UNILATERAL),D/C
SGH Jeddah ,9031063,XRY,PD,9031063,"ENDOVENOUS ABLATION THERAPY OF INCOMPETENT VEIN (EVLT), EXTREMITY,  PERCUTANEOUS, LASER; FIRST VEIN",D/C
SGH Jeddah ,9031064,XRY,PD,9031064,"ENDOVENOUS ABLATION THERAPY OF INCOMPETENT VEIN (EVLT), EXTREMITY, , PERCUTANEOUS, RADIOFREQUENCY; FIRST VEIN TREATED",D/C
SGH Jeddah ,9031065,XRY,PD,9031065,ENDOVENOUS LASER ABLATION - BILATERAL,D/C
SGH Jeddah ,9031066,XRY,PD,9031066,ENDOVENOUS LASER ABLATION - UNILATERAL,D/C
SGH Jeddah ,9031067,XRY,PD,9031067,EPIDURAL INJECTION UNDER CT,D/C
SGH Jeddah ,9031068,XRY,PD,9031068,EPIDURAL INJECTION UNDER FLUOROSCOPY,D/C
SGH Jeddah ,9031069,XRY,PD,9031069,ESOPHAGEAL DILATATION,D/C
SGH Jeddah ,9031070,XRY,PD,9031070,ESOPHAGEAL STENTING IR,D/C
SGH Jeddah ,9031071,XRY,PD,9031071,"EXTRA CRANIAL HEAD AND NECK EMBOLIZATION (WITHOUT COILS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031072,XRY,PD,9031072,FACETS JOINT BLOCK - LUMBAR (UNILATERAL - 1 LEVEL),D/C
SGH Jeddah ,9031073,XRY,PD,9031073,FALLOPIAN TUBE EMBOLIZATION,D/C
SGH Jeddah ,9031074,XRY,PD,9031074,FALLOPIAN TUBE RECANULIZATION,D/C
SGH Jeddah ,9031075,XRY,PD,9031075,GASTRIC BAND INFLATION / DEFLATION,D/C
SGH Jeddah ,9031077,XRY,PD,9031077,GREATER SAPHENOUS VEIN ABLATION / VENOSEAL - UNILATERAL,D/C
SGH Jeddah ,9031078,XRY,PD,9031078,HEPATIC ANGIOGRAPHY / CELIAC ARTERIOGRAM,D/C
SGH Jeddah ,9031079,XRY,PD,9031079,HEPATIC MAPPING AND EMBOLIZATION ONE (1) ARTERY,D/C
SGH Jeddah ,9031080,XRY,PD,9031080,HEPATIC MAPPING AND EMBOLIZATION THREE (3) ARTERIES,D/C
SGH Jeddah ,9031081,XRY,PD,9031081,HEPATIC MAPPING AND EMBOLIZATION TWO (2) ARTERIES,D/C
SGH Jeddah ,9031082,XRY,PD,9031082,HICKMAN LINE INSERTION,D/C
SGH Jeddah ,9031083,XRY,PD,9031083,ILIAC ARTERY/ FEMORAL STENTING,D/C
SGH Jeddah ,9031084,XRY,PD,9031084,INFERIOR PETROSAL VEIN SAMPLING BILATERAL,D/C
SGH Jeddah ,9031085,XRY,PD,9031085,INFERIOR VENA CAVA FILTER INSERTION ,D/C
SGH Jeddah ,9031086,XRY,PD,9031086,INFERIOR VENA CAVA FILTER REMOVAL ,D/C
SGH Jeddah ,9031087,XRY,PD,9031087,INFERIOR/ SUPERIOR MESENTERIC ANGIOGRAPHY,D/C
SGH Jeddah ,9031088,XRY,PD,9031088,INSERTION OF ESOPHAGEAL STENT ,D/C
SGH Jeddah ,9031089,XRY,PD,9031089,INSERTION OF TRACHEAL / BRONCHIAL STENT ,D/C
SGH Jeddah ,9031090,XRY,PD,9031090,INTERNAL ILIAC BALLOON OCCLUSION,D/C
SGH Jeddah ,9031091,XRY,PD,9031091,"INTRACRANIAL ANGIOPLASTY (WITHOUT STENTS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031092,XRY,PD,9031092,INTRAGASTRIC BALLOON INSERTION UNDER MODERATE SEDATION,D/C
SGH Jeddah ,9031093,XRY,PD,9031093,"JOINTS INJECTION (SHOULDER, ELBOW, WRIST, FINGERS, HIP, KNEE, ANKLE, FOOT AND TOES)",D/C
SGH Jeddah ,9031094,XRY,PD,9031094,LYMPH NODE BIOPSY,D/C
SGH Jeddah ,9031095,XRY,PD,9031095,LYMPH NODE BIOPSY CT GUIDED,D/C
SGH Jeddah ,9031096,XRY,PD,9031096,LYMPHANGIOGRAM,D/C
SGH Jeddah ,9031097,XRY,PD,9031097,"MECHANICAL THROMBECTOMY FOR ACUTE ISCHEMIC STORK (WITHOUT STENTS, BALLOONS, BALLOON GUIDE CATHETER, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",D/C
SGH Jeddah ,9031098,XRY,PD,9031098,MICROCATHETER ADDITIONAL EACH,D/C
SGH Jeddah ,9031099,XRY,PD,9031099,"MICROWAVE ABLATION (SITE/ LIVER, BONE, LUNG, AND OTHERS) /EACH ORGAN",D/C
SGH Jeddah ,9031100,XRY,PD,9031100,NEPHROSTOGRAM- MULTIPLE PROJECTION,D/C
SGH Jeddah ,9031101,XRY,PD,9031101,NEPHROSTOMY / Interventional Radiology,D/C
SGH Jeddah ,9031102,XRY,PD,9031102,NERVE ROOT BLOCK - LUMBAR (UNILATERAL - 1 LEVEL),D/C
SGH Jeddah ,9031103,XRY,PD,9031103,NERVE ROOT BLOCK LUMBAR (BILATERAL – 1 LEVEL),D/C
SGH Jeddah ,9031104,XRY,PD,9031104,PELVIC ANGIOGRAPHY,D/C
SGH Jeddah ,9031105,XRY,PD,9031105,PELVIC VARICOCELE (FLUOROSCOPY) FOR PELVIC CONGESTION SYNDROME USING COILS,D/C
SGH Jeddah ,9031106,XRY,PD,9031106,PERCUTANEOUS ABLATION OF TUMOURS,D/C
SGH Jeddah ,9031107,XRY,PD,9031107,PERCUTANEOUS ALCOHOL INJECTION,D/C
SGH Jeddah ,9031108,XRY,PD,9031108,PERCUTANEOUS BILIARY DILATION UNDER RADIOLOGICAL SUPERVISION,D/C
SGH Jeddah ,9031109,XRY,PD,9031109,PERCUTANEOUS BILIARY DRAINAGE UNDER RADIOLOGICAL SUPERVISION,D/C
SGH Jeddah ,9031110,XRY,PD,9031110,PERCUTANEOUS BILIARY DUCT STONE EXTRACTION W/ RADIOLOGICAL SUPERVISION,D/C
SGH Jeddah ,9031111,XRY,PD,9031111,PERCUTANEOUS CAECOSTOMY,D/C
SGH Jeddah ,9031112,XRY,PD,9031112,PERCUTANEOUS COMMON BILE DUCT BRUSH BIOPSY,D/C
SGH Jeddah ,9031113,XRY,PD,9031113,PERCUTANEOUS CORE NEEDLE ASPIRATION/BIOPSY,D/C
SGH Jeddah ,9031114,XRY,PD,9031114,PERCUTANEOUS DRUG ELUTED BALLOON IN SINGLE VESSEL,D/C
SGH Jeddah ,9031115,XRY,PD,9031115,PERCUTANEOUS DRUG ELUTED STENT IN SINGLE VESSEL,D/C
SGH Jeddah ,9031116,XRY,PD,9031116,PERCUTANEOUS FLUID DRAINAGE,D/C
SGH Jeddah ,9031117,XRY,PD,9031117,PERCUTANEOUS GASTROJEJUNOSTOMY ,D/C
SGH Jeddah ,9031118,XRY,PD,9031118,PERCUTANEOUS GASTROSTOMY,D/C
SGH Jeddah ,9031119,XRY,PD,9031119,PERCUTANEOUS JOINT INJECTION  OF THERAPEUTIC SUBSTANCE (FLUOROSCOPY GUIDED),D/C
SGH Jeddah ,9031120,XRY,PD,9031120,PERCUTANEOUS JUJENOSTOMY,D/C
SGH Jeddah ,9031121,XRY,PD,9031121,PERCUTANEOUS LIVER BIOPSY WITH US,D/C
SGH Jeddah ,9031122,XRY,PD,9031122,PERCUTANEOUS NEPHROSTOMY,D/C
SGH Jeddah ,9031123,XRY,PD,9031123,PERCUTANEOUS PANCREATIC DUCTOGRAM,D/C
SGH Jeddah ,9031124,XRY,PD,9031124,PERCUTANEOUS PERITONEAL DIALYSIS CATHETER INSERTION,D/C
SGH Jeddah ,9031125,XRY,PD,9031125,PERCUTANEOUS RENAL BIOPSY,D/C
SGH Jeddah ,9031126,XRY,PD,9031126,PERCUTANEOUS RENAL STONE EXTRACTION,D/C
SGH Jeddah ,9031127,XRY,PD,9031127,PERCUTANEOUS SCLEROTHERAPY FOR VENOUS MALFORMATION ,D/C
SGH Jeddah ,9031128,XRY,PD,9031128,PERCUTANEOUS STENT INSERTION,D/C
SGH Jeddah ,9031129,XRY,PD,9031129,PERCUTANEOUS STENT WITHDRAWAL,D/C
SGH Jeddah ,9031130,XRY,PD,9031130,PERCUTANEOUS THROMBECTOMY,D/C
SGH Jeddah ,9031131,XRY,PD,9031131,PERCUTANEOUS THROMBOLYSIS,D/C
SGH Jeddah ,9031132,XRY,PD,9031132,PERCUTANEOUS TRACHEAL STENTING,D/C
SGH Jeddah ,9031133,XRY,PD,9031133,PERCUTANEOUS TRANS HEPATIC BILIARY STENT INSERTION ,D/C
SGH Jeddah ,9031134,XRY,PD,9031134,PERCUTANEOUS TRANSHEPATIC BIOPSY,D/C
SGH Jeddah ,9031135,XRY,PD,9031135,PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAPHY,D/C
SGH Jeddah ,9031136,XRY,PD,9031136,PERCUTANEOUS TRANSLUMINAL BALLOON DILATION,D/C
SGH Jeddah ,9031137,XRY,PD,9031137,PERCUTANEOUS TRANSLUMINAL DRUG INJ.,D/C
SGH Jeddah ,9031138,XRY,PD,9031138,PERCUTANEOUS URETERAL DILATION,D/C
SGH Jeddah ,9031139,XRY,PD,9031139,PERCUTANEOUS URETERAL STONE EXTRACTION,D/C
SGH Jeddah ,9031140,XRY,PD,9031140,PERIPHERAL ANGIOGRAPHY,D/C
SGH Jeddah ,9031141,XRY,PD,9031141,PERIPHERAL ANGIOPLASTY,D/C
SGH Jeddah ,9031142,XRY,PD,9031142,PERIPHERAL INSERTION OF CENTRAL LINE (PICC) .,D/C
SGH Jeddah ,9031143,XRY,PD,9031143,PERITONEAL DIALYSIS CATHETER INSERTION,D/C
SGH Jeddah ,9031144,XRY,PD,9031144,PERPHERAL ANGIOPLASTY ,D/C
SGH Jeddah ,9031145,XRY,PD,9031145,PETROSAL SINUS SAMPLING,D/C
SGH Jeddah ,9031146,XRY,PD,9031146,PLEUREX BOTTLE DRAINAGE (SPR),D/C
SGH Jeddah ,9031147,XRY,PD,9031147,PORTA CATH INSERTION,D/C
SGH Jeddah ,9031148,XRY,PD,9031148,PORTACATH,D/C
SGH Jeddah ,9031149,XRY,PD,9031149,PORTOGRAPHY - TRANS-HEPATIC,D/C
SGH Jeddah ,9031150,XRY,PD,9031150,PORTOGRAPHY - TRANS-SPLENIC,D/C
SGH Jeddah ,9031151,XRY,PD,9031151,PRE-CYBERKNIFE TISSUE MARKER - BODY,D/C
SGH Jeddah ,9031152,XRY,PD,9031152,PRE-CYBERKNIFE TISSUE MARKER - BONE,D/C
SGH Jeddah ,9031153,XRY,PD,9031153,PROCEDURE REPORT AMD IMAGES PER EXAM ON CD,D/C
SGH Jeddah ,9031154,XRY,PD,9031154,PROSTATE ARTERY EMBOLIZATION (PAE),D/C
SGH Jeddah ,9031155,XRY,PD,9031155,PROSTATIC ARTERY EMBOLIZATION,D/C
SGH Jeddah ,9031156,XRY,PD,9031156,RADIO FREQUENCY ABLATION – OSTEOID OSTEOMA ,D/C
SGH Jeddah ,9031157,XRY,PD,9031157,RADIO FREQUENCY ABLATION FOR TUMORS,D/C
