SERVICE CODE,SERVICE DESCRIPTION,CATEGORY,gowth
2013015,FAECAL FISTULA,GENERAL SURG.,11704.0
2013016,INTESTINAL VOLVULOUS,GENERAL SURG.,11704.0
2013017,LAPARTOMY WITH/WITHOUT PROCEDURE ,GENERAL SURG.,11704.0
2013018,LIVER ABSCESS WITH DRAINAGE,GENERAL SURG.,11704.0
2013019,PARTIAL GASTRECTOMY,GENERAL SURG.,11704.0
2013020,PARTIAL THYROIDECTOMY (SUB-TOTAL),GENERAL SURG.,10032.0
2013021,PEG TUBE INSERTION / EXCHANGE,GENERAL SURG.,10032.0
2013022,MASTECTOMY / RADICAL ,GENERAL SURG.,10032.0
2013023,RECURRENT HERNIA,GENERAL SURG.,11704.0
2013024,REPAIR OF GASTRIC / INTESTINAL PERFORATION ,GENERAL SURG.,11704.0
2013025,BOWEL REPAIR,GENERAL SURG.,11704.0
2013026,SPLENECTOMY,GENERAL SURG.,11704.0
2013027,FISTULA / SURGICAL REVISION,GENERAL SURG.,7102.2
2013028,THERAPEUTIC ERCP WITH LITHOTRIPSY WITH STENT,GENERAL SURG.,8360.0
2013029,THERAPEUTIC ERCP WITH LITHOTRIPSY WITHOUT STENT,GENERAL SURG.,7942.0
2013030,STRIPPING OF LSV WITH MULTIPLE LIGATION OF PERFORATES (UNILATERAL) (TRENDLENBERG OPERATION),GENERAL SURG.,10032.0
2013031,HERNIA REPAIR / UNILATERAL ,GENERAL SURG.,6341.25
2013032,VAGOTOMY WITH/WITHOUT GASTROENTEROSTOMY,GENERAL SURG.,11704.0
2014001,ADRENALECTOMY / BILATERAL,GENERAL SURG.,38554.799999999996
2014002,ADRENALECTOMY / PARTIAL,GENERAL SURG.,30780.0
2014003,ADRENALECTOMY / LAPARASCOPIC ,GENERAL SURG.,22206.25
2014004,ASSISTED EXTENDED HEMICOLECTOMY / LAPARASCOPIC ,GENERAL SURG.,28300.5
2014005,ANAL FISTULA / BRANCHING AND HIGH ,GENERAL SURG.,7989.974999999999
2014006,CHOLECYSTECTOMY WITH CBD EXPLORATION / LAPARASCOPY ,GENERAL SURG.,18653.25
2014007,ADHESIOLYSIS / LAPARASCOPIC,GENERAL SURG.,21802.5
2014008,EMBOLECTOMY,GENERAL SURG.,18057.6
2014009,END COLOSTOMY / LAPARASCOPIC ,GENERAL SURG.,12540.0
2014010,GASTRIC BY-PASS - LAPARASCOPIIC ,GENERAL SURG.,26647.5
2014011,HERNIA WITH MESH LAPARASCOPIC ,GENERAL SURG.,17556.0
2014012,HERNIA / LAPARASCOPIC ,GENERAL SURG.,15620.849999999999
2014013,HERNIA REPAIR BILATERAL / LAPARASCOPIC ,GENERAL SURG.,21923.625
2014014,HIATUS HERNIA / LAPRASCOPIC ,GENERAL SURG.,25194.0
2014015,HIATUS HERNIA  / SURGICAL-OPEN,GENERAL SURG.,14877.0
2014016,INTESTINAL RESECTION AND ANASTOMOSIS / LAPARASCOPIC ,GENERAL SURG.,17556.0
2014017,INTRAGASTRIC BALLOON REMOVAL,GENERAL SURG.,2622.0
2014018,INTRAGASTRIC BALLOON INSERTION,GENERAL SURG.,14877.0
2014019,LEFT HEMICOLECTOMY,GENERAL SURG.,18057.6
2014020,HERNOPLASTY WITH MESH (LICHTENSTEIN REPAIR),GENERAL SURG.,12038.4
2014021,MESENTRIC LYMPH NODE BIOPSY / LAPARASCOPIC,GENERAL SURG.,15083.625
2014022,NISSEN FUNDOPLICATION / LAPARASCOPIC ,GENERAL SURG.,18392.0
2014023,OVARIAN CYSTECTOMY / LAPARASCOPIC ,GENERAL SURG.,9279.6
2014024,PARATHYROIDECTOMY / TOTAL,GENERAL SURG.,36525.6
2014025,PARATHYROIDECTOMY / PARTIAL,GENERAL SURG.,12665.4
2014026,PAROTIDECTOMY,GENERAL SURG.,17054.399999999998
2014027,PERFURATED DUODENAL ULCER / LAPRASCOPIC  ,GENERAL SURG.,20106.75
2014028,PILONIDAL SINUS WITH RECONSTRUCTION FLAP,GENERAL SURG.,12038.4
2014029,ORAL MALIGNANCY / RADICAL SURGERY,GENERAL SURG.,17054.399999999998
2014030,REPAIR OF EPIGASTRIC HERNIA BILATERAL / LAPARASCOPIC ,GENERAL SURG.,18308.399999999998
2014031,REPAIR OF EPIGASTRIC HERNIA UNILATERAL / LAPARASCOPIC ,GENERAL SURG.,12540.0
2014032,REPAIR OF INCISIONAL HERNIA / LAPARASCOPIC ,GENERAL SURG.,20106.75
2014033,REPAIR OF PARAUMBILICAL HERNIA / LAPRASCOPIC ,GENERAL SURG.,20106.75
2014034,RESCTION OF DIVERTICULAM / LAPARASCOPIC ,GENERAL SURG.,17556.0
2014035,RIGHT HEMICOLECTOMY,GENERAL SURG.,17054.399999999998
2014036,APPENDECTOMY / SILS,GENERAL SURG.,10032.0
2014037,CHOLECYSTECTOMY / SILS ,GENERAL SURG.,14877.0
2014038,HERNIOPLASTY / SILS TAPP ,GENERAL SURG.,16720.0
2014039,VARICOCELECTOMY / SILS ,GENERAL SURG.,9196.0
2014040,SPLENECTOMY LAPARASCOPIC ,GENERAL SURG.,26647.5
2014041,STRANGULATED HERNIA WITH BOWEL RESECTION AND ANASTOMOSIS,GENERAL SURG.,14381.099999999999
2014042,STRANGULATED HERNIA W/O RESECTION ANASTOMOSIS,GENERAL SURG.,12665.4
2014043,SUBFASCIAL ENDOSCOPIC PERFORATED STAPLING  / LAPARASCOPIC ,GENERAL SURG.,11035.199999999999
2014044,INTESTINAL CANCER SURGERY,GENERAL SURG.,19137.75
2014045,THYROIDECTOMY / TOTAL,GENERAL SURG.,13792.812499999998
2014046,PELVIC EXACENTRATION / TOTAL ,GENERAL SURG.,28728.0
2014047,PANCREATECTOMY / TOTAL/PARTIAL (WHIPPLE PROCEDURE),GENERAL SURG.,23740.5
2014048,STRIPPING OF LSV WITH MULTIPLE LIGATION OF PERFORATES (BILATERAL) (TRENDLENBERG OPERATION),GENERAL SURG.,17556.0
2014049,VARICOCELECTOMY  / LAPARASCOPIC ,GENERAL SURG.,9279.6
2014050,VENTRAL HERNIA REPAIR  / LAPRASCOPIC  ,GENERAL SURG.,20106.75
2015001,ABDOMINAL PROCTOPEXY WITH RESECTION,GENERAL SURG.,16720.0
2015002,ABDOMINAL PROCTOPEXY WITHOUT RESECTION,GENERAL SURG.,12540.0
2015003,ABDOMINOPERINEAL RESECTION OF RECTUM,GENERAL SURG.,38047.5
2015004,ANAL FISTULOTOMY OR FISTULECTOMY / COMPLEX,GENERAL SURG.,8360.0
2015005,ANAL SPHENCTER REPAIR / FEACAL INCONTINENCE,GENERAL SURG.,12540.0
2015006,ANOPLASTY,GENERAL SURG.,3847.5
2015007,ANORECTAL AGENESIS WITH OR WITHOUT FISTULA OR CLOACAL MALFORMATIONS,GENERAL SURG.,11495.0
2015008,ANTERIOR RESECTION OF BOWEL / RECTUM,GENERAL SURG.,48193.5
2015009,ANTERIOR RESECTION OF RECTUM WITH OR WITHOUT TEMPORARY STOMA,GENERAL SURG.,40161.25
2015010,BOWEL RESCETION FOR COMLICATED DIVERTICULOSIS,GENERAL SURG.,30780.0
2015011,CECECTOMY,GENERAL SURG.,10032.0
2015012,CECOSTOMY,GENERAL SURG.,10032.0
2015013,CLOSURE OF LARGE INTESTINAL STOMA,GENERAL SURG.,12540.0
2015014,CLOSURE OF SMALL INTESTINAL STOMA,GENERAL SURG.,8360.0
2015015,COLOSTOMY,GENERAL SURG.,10032.0
2015016,COLOVAGINAL FISTULA REPAIR,GENERAL SURG.,20187.5
2015017,DUODENAL OBSTRUCTION REPAIR / NEONATAL,GENERAL SURG.,20591.25
2015018,EXCISION OF THROMBOTIC HAEMORRHOIDS,GENERAL SURG.,4061.25
2015019,CLOSURE OF POSITERIOR ANAL FISSURE WITH A FLAP ,GENERAL SURG.,5918.5
2015020,GASTRECTOMY / LAPAROSCOPIC / COMPLICATED,GENERAL SURG.,37202.0
2015021,GASTRECTOMY / SUBTOTAL-PARTIAL  / LAPAROSCOPIC / COMPLICATED,GENERAL SURG.,30780.0
2015022,ILEO-CECAL RESECTION,GENERAL SURG.,16720.0
2015023,ILEO-ANAL POUCH CREATION / LAPAROSCOPIC / COMPLICATED,GENERAL SURG.,37202.0
2015024,ILEOSTOMY,GENERAL SURG.,8360.0
2015025,INCISION OF PERIANAL ABSCESS / HIGH - COMPLEX,GENERAL SURG.,5918.5
2015026,INCISION OF PERIANAL ABSCESS / LOW - SIMPLE,GENERAL SURG.,4061.25
2015027,ABDOMINAL EXPLORATION / LAPARASCOPIC ,GENERAL SURG.,8360.0
2015028,COLOSTOMY / LAPARASCOPIC ,GENERAL SURG.,12540.0
2015029,ILEO-CECAL RESECTION / LAPARASCOPIC ,GENERAL SURG.,20187.5
2015030,ILEOSTOMY / LAPARASCOPIC ,GENERAL SURG.,12540.0
2015031,LEFT HEMI COLECTOMY / LAPARASCOPIC ,GENERAL SURG.,24225.0
2015032,SEGMENTAL RESECTION OF SMALL INTESTINE - MULITPLE  / LAPARASCOPIC ,GENERAL SURG.,20187.5
2015033,PROCTOPEXY WITH RESECTION / LAPARASCOPIC ,GENERAL SURG.,20187.5
2015034,PROCTOPEXY WITHOUT RESECTION LAPARASCOPIC ,GENERAL SURG.,16720.0
2015035,RIGHT HEMI COLECTOMY / LAPARASCOPIC ,GENERAL SURG.,20187.5
2015036,SIGMOID COLON RESECTION / LAPARASCOPIC ,GENERAL SURG.,20187.5
2015037,SMALL TO SMALL INTESTINE ANASTOMOSIS / LAPARASCOPIC ,GENERAL SURG.,16720.0
2015038,ANAL SPHINCTEROTOMY / LEFT LATERAL ,GENERAL SURG.,5130.0
2015039,HEMORRHOID / LIGATION,GENERAL SURG.,1786.0
2015040,SEGMENTAL RESECTION OF SMALL BOWEL - MULTIPLE ,GENERAL SURG.,16720.0
2015041,NEONATAL ESOPHAGIAL ATRESIA/FISTULA,GENERAL SURG.,12958.0
2015042,NEONATAL INTESTINAL OBSTRUCTION (INTESTINAL ATRESIA),GENERAL SURG.,20591.25
2015043,OMENTECTOMY,GENERAL SURG.,12934.724999999999
2015044,OMPHALOCELE REPAIR - MINOR ,GENERAL SURG.,12958.0
2015045,OMPHALOCELE REPAIR - MAJOR,GENERAL SURG.,29925.0
2015046,PILONIDAL SINSUS EXCISION WITH CLOSURE,GENERAL SURG.,6764.0
2015047,PROCTO COLECTOMY WITH ILEAL POUCH ANAL ANASTOMOSIS,GENERAL SURG.,42275.0
2015048,PROCTOCOLECTOMY /  / LAPAROSCOPIC / COMPLICATED,GENERAL SURG.,30780.0
2015049,RADICAL RESECTION AND RE-ANASTOMOSIS OF COLON CANCER,GENERAL SURG.,39738.5
2015050,RECTAL MUCOSECTOMY FOR RECTAL PROLAPSE,GENERAL SURG.,12540.0
2015051,ANAL SPHENECTER STENOSIS REPAIR WITH FLAP,GENERAL SURG.,12540.0
2015052,PARASTOMAL HERNIAREPAIR,GENERAL SURG.,12540.0
2015053,TRANSVERSE COLON RESECTION,GENERAL SURG.,20187.5
2015054,RIGHT HEMI-COLECTOMY,GENERAL SURG.,16720.0
2015055,SIGMOID COLON RESECTION,GENERAL SURG.,16720.0
2015056,ANAL FISTULOTOMY / SIMPLE ,GENERAL SURG.,5918.5
2015057,SMALL TO SMALL INTESTINE ANASTOMOSIS,GENERAL SURG.,12540.0
2015058,TOTAL COLECTOMY,GENERAL SURG.,27312.499999999996
2015059,TOTAL COLON RESECTION,GENERAL SURG.,34200.0
2015060,ULTRA LOW ANTERIOR BOWEL RESECTION / LAPAROSCOPIC / COMPLICATED,GENERAL SURG.,37202.0
2016001,BARIATRIC OPERATION REVISION,GENERAL SURG.,3534.0
2016002,BILIO-PANCREATIC DIVERSION (BPD) (SCOPINARO PROCEDURE ),GENERAL SURG.,35511.0
2016003,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH BAND REMOVAL,GENERAL SURG.,40584.0
2016004,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY ,GENERAL SURG.,40584.0
2016005,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY AND BAND REMOVAL,GENERAL SURG.,45657.0
2016006,DIAGNOSTIC LAPAROSCOPY POST BARIATRIC SURGERY ,GENERAL SURG.,8360.0
2016007,BAND REMOVAL / LAPAROSCOPIC,GENERAL SURG.,16720.0
2016008,BAND REMOVAL WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,GENERAL SURG.,20187.5
2016009,GASTRIC BANDING / LAPAROSCOPIC ,GENERAL SURG.,29925.0
2016010,GASTRIC BANDING WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,GENERAL SURG.,34665.5
2016011,MINI GASTRIC BYPASS / LAPAROSCOPIC ,GENERAL SURG.,32490.0
2016012,MINI GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,GENERAL SURG.,37202.0
2016013,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,GENERAL SURG.,37202.0
2016014,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,GENERAL SURG.,42275.0
2016015,NISSEN FUDOPLICATION / LAPAROSCOPIC ,GENERAL SURG.,24225.0
2016016,ROUX-EN-Y GASTRIC BYPASS / LAPAROSCOPIC ,GENERAL SURG.,32490.0
2016017,ROUX-EN-Y GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC ,GENERAL SURG.,37202.0
2016018,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,GENERAL SURG.,37202.0
2016019,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL LAPAROSCOPIC ,GENERAL SURG.,42275.0
2016020,SLEEVE GASTRECTOMY / LAPAROSCOPIC ,GENERAL SURG.,23750.0
2016021,SLEEVE GASTRECTOMY WITH BAND REMOVAL / LAPAROSCOPIC ,GENERAL SURG.,28500.0
2016022,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,GENERAL SURG.,37202.0
2016023,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC ,GENERAL SURG.,42275.0
2016024,BARIATRIC REVISION / MAJOR ,GENERAL SURG.,6764.0
2016025,GASTRIC BYPASS POUCH RESIZING FOLLOWING REGAIN,GENERAL SURG.,32490.0
2016026,GASTRIC BYPASS COMMON LIMB SHORTENING FOLLOWING REGAIN,GENERAL SURG.,32490.0
2016027,ROUX-EN-Y GASTRIC BYPASS TOTAL REVERSAL,GENERAL SURG.,32490.0
3011001,CERVICAL CIRCLAGE / SHIRODKAR SUTURE,OBS & GYN,3277.4999999999995
3011002,CERVICAL POLYPECTOMY,OBS & GYN,3058.9999999999995
3011003,D WITH C WITH BIOPSY,OBS & GYN,3277.4999999999995
3011004,DOUGLAS POUCH ABSCESS DRAINAGE,OBS & GYN,4924.8
3011005,EXCISION OF BARTHOLIN'S CYST,OBS & GYN,3180.6
3011006,EXTERNAL CEPHALIC VERSION (ECV),OBS & GYN,2161.25
3011007,HYMENOTOMY / HYMENECTOMY,OBS & GYN,2622.0
3011008,DIAGNOSTIC LAPARASCOPY (NON-INFERTILITY) ,OBS & GYN,5745.599999999999
3011009,POLYPECTOMY FRACTIONAL CURRETAGE,OBS & GYN,3286.6200000000003
3011010,POLYPECTOMY WITH D WITH C,OBS & GYN,4104.0
3011011,REMOVAL OF CIRCLAGE,OBS & GYN,1658.6999999999998
3011012,REMOVAL OF IUCD (U.G.A.),OBS & GYN,1658.6999999999998
3011013,SURGICAL EVACUATION OF UTERUS WITH BIOPSY,OBS & GYN,3847.5
3011014,VAGINAL PERINEAL REPAIR,OBS & GYN,3847.5
3012001,CERVICAL TEAR REPAIR,OBS & GYN,6087.599999999999
3012002,DISSECTION OF SYNOECHEA-ASHERMAN'S SYNDROME / HYSTROSCOPIC  ,OBS & GYN,15472.079999999998
3012003,ENDROETRIAL ABLATION / HYSTROSCOPIC ,OBS & GYN,14554.665
3012004,METROPLASTY-REPAIR OF SEPTATE UTERUS / HYSTROSCOPIC ,OBS & GYN,15472.079999999998
3012005,POLYPECTOMY / HYSTROSCOPIC ,OBS & GYN,9129.12
3012006,REMOVAL OF ENDOMETRIAL FIBROID / HYSTROSCOPIC ,OBS & GYN,12893.4
3012007,POSTERIOR COLPOPERINEORRHAPHY,OBS & GYN,4096.875
3012008,SALPINGECTOMY / SALPINGOSTOMY,OBS & GYN,4463.099999999999
3013001,CERVIX AMPUTATION,OBS & GYN,6341.25
3013002,ANTERIOR COLPOPERINEORRHAPHY,OBS & GYN,7609.5
3013003,VAGINAL CLASSICAL REPAIR,OBS & GYN,10032.0
3013004,OOPHRECTOMY,OBS & GYN,11286.0
3013005,OVARIAN CYSTECTOMY,OBS & GYN,7428.999999999999
3013006,SIMPLE VULVECTOMY,OBS & GYN,7406.58
3014001,ECTOPIC PREGNANCY / LAPARASCOPIC,OBS & GYN,14381.099999999999
3014002,ABDOMINAL COLPOPEXY,OBS & GYN,14877.0
3014003,ABDOMINAL TOTAL HYSTERECTOMY,OBS & GYN,14257.125
3014004,ABDOMINAL SLING FOR CONGENITAL PROLAPSE,OBS & GYN,14257.125
3014005,DIAGNOSTIC LAPARASCOPY WITH CANALIZATION OF TUBE,OBS & GYN,9196.0
3014006,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (BILATERAL),OBS & GYN,14381.099999999999
3014007,DIAGNOSTIC LAPARASCOPY WITH NEW OSTIA OF FALLOPIAN TUBE (UNILATERAL),OBS & GYN,14133.15
3014008,EXCISION OF TUBAL ECTOPIC PREGNANCY,OBS & GYN,9831.359999999999
3014009,EXPLORATION WITH RECONSTRUCTION OF FALLOPIAN TUBES,OBS & GYN,11913.0
3014010,FOTHERGILLS OPERATION,OBS & GYN,10659.0
3014011,HYSTERECTOMY,OBS & GYN,11913.0
3014012,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC UILATERAL,OBS & GYN,12852.074999999999
3014013,HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY / LAPAROSCOPIC BILATERAL,OBS & GYN,19665.0
3014014,ADHESIOLYSIS WITH OVARIAN CYSTECTOMY WITH NEO-OSTIA OF FALLOPIAN TUBE / LAPAROTOMY,OBS & GYN,14381.099999999999
3014015,CHECKING OF TUBAL PATENCY / LAPARASCOPIC ,OBS & GYN,7609.5
3014016,COAGULATION OF ENDOMETRIOSIS / LAPARASCOPIC ,OBS & GYN,14381.099999999999
3014017,HYSTERECTOMY / LAPARASCOPIC ,OBS & GYN,15620.849999999999
3014018,LASER MYOLISIS / LAPARASCOPIC ,OBS & GYN,15124.949999999999
3014019,OVARIAN CYSTECTOMY WITH ADHESIOLYSIS / LAPARASCOPIC ,OBS & GYN,14728.23
3014020,OVARIAN DRILLING (BILATERAL) / LAPARASCOPIC ,OBS & GYN,11536.8
3014021,OVARIAN DRILLING (UNILATERAL) / LAPARASCOPIC ,OBS & GYN,9279.6
3014022,OVARIAN DRILLING WITH ADHESIOLYSIS / LAPARASCOPIC ,OBS & GYN,14728.23
3014023,REMOVAL OF MISSED IUCD / LAPARASCOPIC ,OBS & GYN,9279.6
3014024,SALPINGECTOMY WITH REMOVAL OF ECTOPIC PREGNANCY / LAPARASCOPIC ,OBS & GYN,14728.23
3014025,SALPINGO-OOPHORECTOMY (BILATERAL) / LAPARASCOPIC ,OBS & GYN,11787.599999999999
3014026,SALPINGO-OOPHORECTOMY (UNILATERAL) / LAPARASCOPIC ,OBS & GYN,9279.6
3014027,TUBAL LIGATION ON CAUTERIZATION / LAPARASCOPIC ,OBS & GYN,7355.849999999999
3014028,TUBAL LIGATION ON CAUTERIZATION BILATERAL / LAPARASCOPIC ,OBS & GYN,8276.4
3014029,OVARIAN CYSTECTOMY (BILATERAL) / LAPARASCOPIC ,OBS & GYN,15158.437499999998
3014030,MYOMECTOMY,OBS & GYN,10032.0
3014031,RADICAL VULVECTOMY,OBS & GYN,14257.125
3014032,RECURRENT MYOMECTOMY   ,OBS & GYN,14257.125
3014033,RECURRENT OVARIAN TUMOUR   ,OBS & GYN,14257.125
3014034,REPAIR OF RECTO-VAGINAL FISTULA   ,OBS & GYN,14877.0
3014035,REPAIR OF VESICO-VAGINAL FISTULA   ,OBS & GYN,14877.0
3014036,VAGINAL COLPSUSPENSION (VSSF),OBS & GYN,14877.0
3014037,VAGINAL HYSTERECTOMY  ,OBS & GYN,12540.0
3014038,VAGINAL SACRO SPINOUS FIXATION,OBS & GYN,14050.5
3014039,VAGINAL SACROSPINOUS HYSTEROPEXY   ,OBS & GYN,14050.5
3014040,WEDGE RESECTION OF OVARY   ,OBS & GYN,4488.75
3014041,WEDGE RESECTION OF OVARY / LAPAROSCOPIC    ,OBS & GYN,6446.9375
3014042,ANTERIOR/POSTERIOR COLPOPERINEORRHAPHY WITH MESH (IMPLANT NOT INCLUDED),OBS & GYN,10687.5
3014043,LABIOPLASTY ,OBS & GYN,6175.0
3015001,DELIVERY BREECH WITH NORMAL BABY,OBS & GYN,5918.5
3015002,DELIVERY CAESARIAN WITH NORMAL BABY,OBS & GYN,13109.999999999998
3015003,DELIVERY CAESARIAN FOR TRIPLETS,OBS & GYN,16302.0
3015004,DELIVERY CAESARIAN FOR TWINS,OBS & GYN,14050.5
3015005,DELIVERY CAESARIAN REPEATED (WITH NORMAL BABY),OBS & GYN,14055.012499999997
3015006,L.S.C.S WITH BILATERAL TUB LIGITATION AND REMOVAL OF OVARY ,OBS & GYN,13224.0
3015007,L.S.C.S WITH ABDOMINAL HYSTERECTOMY,OBS & GYN,14877.0
3015008,DELIVERY NORMAL (WITH NORMAL BABY),OBS & GYN,5325.9375
3015009,DELIVERY NORMAL FOR TWINS (UNCOMPLICATED),OBS & GYN,7019.312499999999
3015010,DELIVERY VACUUM  (WITH NORMAL BABY),OBS & GYN,5918.5
3021001,ASSISTED HATCHING  ,OBS & GYN,2464.6799999999994
3021002,DIGANOSTIC HYSTEROSCOPY  ,OBS & GYN,4275.0
3021003,EMBRYO CRYO STORAGE FEE (3 YEARS)   ,OBS & GYN,6087.599999999999
3021004,EMBRYO CRYO STORAGE FEE (ONE YEAR)  ,OBS & GYN,2143.2
3021005,EMBRYO CRYO STORAGE FEE (TWO YEARS)   ,OBS & GYN,4104.0
3021006,EMRYO TRANSFER  ,OBS & GYN,2143.2
3021007,ENDOMETRIAL ABLATION   ,OBS & GYN,12038.4
3021008,FROZEN EMBRYO REPLACEMENT CYCLE  ,OBS & GYN,3693.6
3021009,HYSTEROSALPINGOGRAPHY IN O.R. (U.G.A.)  ,OBS & GYN,2884.2
3021010,ENDOMETRIAL BIOPSY / HYSTEROSCOPIC ,OBS & GYN,6087.599999999999
3021011,METROPLASTY / HYSTEROSCOPIC ,OBS & GYN,12038.4
3021012,POLYPECTOMY / HYSTEROSCOPIC ,OBS & GYN,7102.2
3021013,REMOVAL OF SYNECHIA / HYSTEROSCOPIC ,OBS & GYN,12038.4
3021014,MYOMECTOMY / HYSTEROSCOPIC ,OBS & GYN,12038.4
3021015,ICSI CYCLE FIRST ATTEMPT   ,OBS & GYN,19665.0
3021016,ICSI CYCLE SECOND ATTEMPT   ,OBS & GYN,16051.199999999999
3021017,IUI INCLUDING 3 ULTRASOUND WITH URINE TEST   ,OBS & GYN,2143.2
3021018,IVF CYCLE FIRST ATTEMPT   ,OBS & GYN,16387.5
3021019,IVF CYCLE SECOND ATTEMPT   ,OBS & GYN,15294.999999999998
3021020,PRE IMPLANTATION GENETIC SCREEING (PGS) 4 EMBRYOS   ,OBS & GYN,5643.0
3021021,TESTICULAR ASPIRATION   ,OBS & GYN,4617.0
4011001,AORTIC VALVE / MECHANICAL                                                          ,C.V.T.,53139.674999999996
4011002,AORTIC VALVE / TISSUE                                                                 ,C.V.T.,50603.174999999996
4011003,ATRIAL FIBRILLATION BY CRYOTHERAPY ,C.V.T.,80750.0
4011004,AV FISTULA ANGIOPLASTY,C.V.T.,16387.5
4011005,"BIOPSY, PERICARDIAM",C.V.T.,30780.0
4011006,BIVENTRICULAR IMPLANTABLE CARDIAC DEFIBRILLATOR,C.V.T.,67640.0
4011007,BIVENTRICULAR PERMANENT PACEMAKER CRT-P,C.V.T.,59185.0
4011008,BLALOCK - TAUSSING SHUNT                                          ,C.V.T.,15579.525
4011009,"FEMORO-TIBIAL ARTERY BYPASS, IN-SITU, ",C.V.T.,59058.174999999996
4011010,CABG WITH DOUBLE MECHANICAL VALVE                         ,C.V.T.,84407.5
4011011,CABG WITH DOUBLE TISSUE VALVE                                                                ,C.V.T.,70895.175
4011012,CABG WITH MECHANICAL AORTIC VALVE                                                   ,C.V.T.,57367.174999999996
4011013,CABG WITH MECHANICAL MITRAL VALVE                                                                                     ,C.V.T.,58212.674999999996
4011014,CABG WITH MITRAL VALVE REPAIR  (NO RING)                                                                                     ,C.V.T.,50603.174999999996
4011015,CABG WITH MITRAL VALVE REPAIR  (WITH RING)                  ,C.V.T.,52294.174999999996
4011016,CABG WITH TISSUE AORTIC VALVE REPLACEMENT                                             ,C.V.T.,52294.174999999996
4011017,CABG WITH TISSUE MITRAL VALVE                                                                                                                                                            ,C.V.T.,54830.674999999996
4011018,CARDIAC PACEMAKER DEVICE REPLACEMENT-PROCRSEXC,C.V.T.,25194.0
4011019,CARDIAC PACEMAKER REVISION WITHOUT DEVICE REPLACEMENT,C.V.T.,24225.0
4011020,CORONARY BYPASS (CABG)        ,C.V.T.,52107.5
4011021,DIAGNOSTIC EP STUDY ,C.V.T.,29925.0
4011022,DOUBLE VALVE / MECHANICAL                                                                         ,C.V.T.,72586.175
4011023,DOUBLE VALVE / TISSUE,C.V.T.,63285.674999999996
4011024,DUAL CHAMBER PERMANENT PACEMAKER,C.V.T.,50730.0
4011025,EP STUDY AND ABLATION FOR ATRIAL FLUTTER AND/OR SVT ,C.V.T.,54957.5
4011026,EP STUDY AND ABLATION FOR ATRIAL TACHYCARDIA OR WPW,C.V.T.,54957.5
4011027,IMPLANTABLE CARDIORATOR DEFIBRILLATOR,C.V.T.,59185.0
4011028,IMPLANTATION OF ICD DOUBLE ,C.V.T.,63412.5
4011029,IMPLANTATION OF ICD SINGLE,C.V.T.,59185.0
4011030,IMPLANTATION OF PERMANENT PACEMAKER (PPM),C.V.T.,15884.0
4011031,IMPLANTATION OR EXPLANTATION OF LOOP RECORDER (NOT INCLUDING THE PRICE OF THE IMPLANT),C.V.T.,10032.0
4011032,THORACOSTOMY TUBE INSERTION,C.V.T.,3693.6
4011033,INTRA AORTIC BALOON INSERTION     ,C.V.T.,10450.0
4011034,LIGATION PATENT DUCTUS  ARTERIOSUS (PEDIATRIC)               ,C.V.T.,17316.125
4011035,LIGATION PATENT DUCTUS ARTERIOSUS (ADULT)                ,C.V.T.,24911.375
4011036,CARDIAC MASSAGE / OPEN ,C.V.T.,3693.6
4011037,MITRAL WITH TRICUSPID VALVE REPAIR (WITHOUT RING)                                                  ,C.V.T.,42148.174999999996
4011038,MITRAL WITH TRICUSPID VALVE REPAIR (WITH RING)                                                      ,C.V.T.,46375.674999999996
4011039,VALVULOPLASTY / MITRAL WITH BALLOON ,C.V.T.,46375.674999999996
4011040,MITRAL VALVE / MECHANICAL         ,C.V.T.,53139.674999999996
4011041,MITRAL VALVE / TISSUE         ,C.V.T.,56857.5
4011042,MITRAL VALVE REPAIR (WITHOUT RING)                                                         ,C.V.T.,42148.174999999996
4011043,MITRAL VALVE REPAIR (WITH RING)                                                                 ,C.V.T.,42148.174999999996
4011044,PACEMAKER ANALYSIS AND REPROGRAMING,C.V.T.,570.0
