Unified Code,Unified Description,Type,SBS V2,LOS,Discount 3 years contract,Price 2026
FMXRAY1563,Fluroscopy Fluoro Guidance (< 1 Hour),Radiology,60503-00-00,-,0.15,345.3
FMXRAY1911,FLUROSCOPY GUIDED ERCP,Radiology,30484-00-00,-,0.15,529.5
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,Radiology,60503-00-00,-,0.15,355.7
FMXRAY1605,FLUROSCOPY IN OR5 MINUTES,Radiology,60503-00-00,-,0.15,175.1
FMXRAY1274,FLUROSCOPY. (H.S.G) HYSTERO SALPINGOGRAM,Radiology,59712-00-00,-,0.15,770.3
FMXRAY1268,FLUROSCOPY. BA. STUDY (ENEMA DOUBLE CONTRAST PROTOCOL),Radiology,58909-00-00,-,0.15,673.1
FMXRAY1267,FLUROSCOPY. BA. STUDY (ENEMA SINGLE CONTRAST PROTOCOL),Radiology,58921-00-00,-,0.15,513.9
FMXRAY1265,FLUROSCOPY. BA. STUDY (MEAL PROTOCOL),Radiology,58909-00-00,-,0.15,453.2
FMXRAY1266,Fluroscopy. Ba. Study (Small Bowel Series Protocol),Radiology,58915-00-00,-,0.15,793.5
FMXRAY1264,FLUROSCOPY. BA. STUDY (SWALLOW PROTOCOL),Radiology,58909-00-00,-,0.15,312.4
FMXRAY1275,FLUROSCOPY. CAVERNOSOGRAM,Radiology,57715-00-00,-,0.15,2625.5
FMXRAY1276,FLUROSCOPY. FISTULOGRAM,Radiology,59739-03-00,-,0.15,446.0
FMXRAY1288,Fluroscopy. Guided Tube Locolization,Radiology,60503-00-11,-,0.15,446.0
FMXRAY1277,FLUROSCOPY. NEPHOSTOMY DYE EXAM.,Radiology,58715-00-00,-,0.15,446.0
FMXRAY1273,Fluroscopy. Pediatric. Lower G.I. (Intussusception Hydrostatic/Pneumatic Reduction),Radiology,60503-00-00,-,0.15,571.2
FMXRAY1281,FLUROSCOPY. RETROGRADE PYELOGRAM,Radiology,58715-01-00,-,0.15,619.8
FMXRAY1284,FLUROSCOPY. SIALOGRAM,Radiology,57918-00-00,-,0.15,529.5
FMXRAY1280,Fluroscopy. T-Tube Cholangiography,Radiology,58927-00-00,-,0.15,529.5
FMXRAY1279,FLUROSCOPY. URETHROGRAM,Radiology,58718-01-00,-,0.15,432.9
FMXRAY1282,FLUROSCOPY. VENOGRAPHY UPP/LOW EXTR. (1 SIDE),Radiology,59718-00-00,-,0.15,1056.2
FMXRAY1283,FLUROSCOPY. VENOGRAPHY UPP/LOW EXTR. (2 SIDE),Radiology,59718-00-00,-,0.15,1749.9
FMXRAY1286,FLUROSCOPY. Video-Fluoroscopic Swallow Study (VFSS),Radiology,57939-00-00,-,0.15,1545.1
FMXRAY1278,FLUROSCOPY. VOIDING CYSTOURETEROGRAM(VCUG),Radiology,61397-00-00,-,0.15,1025.2
FMXRAY-1505,GA-67 CITRATE WBS INFECTION IMAGING,Radiology,61429-00-00,-,0.15,2163.1
FMXRY-0483,GA-76 CITRATE WBS TUMOR IMAGING,Radiology,61429-00-00,-,0.15,2379.4
FMXRY-0262,GALACTOGRAPHY ONE SIDE,Radiology,59306-00-00,-,0.15,446.0
FMXRY-0438,GATED ERNA UNDER STRESS,Radiology,61316-00-00,-,0.15,1961.7
FMXRY-0437,GATED ERNA WITHOUT STRESS,Radiology,61313-00-00,-,0.15,1434.1
FMXRAY1734,General anesthesia for radiology cases,Radiology,92514-99-00,-,0.15,486.7
FMXRAY-1506,GLOMOERUALR FILTERATION RATG,Lab,73050-00-72,-,0.15,883.8
FMXRAY1980,HAND AP. LAT. OBL.,Radiology,57506-04-21,-,0.15,264.3
FMXRAY7017,HEAD & NECK MALFORMATION EMBOLIZATION,Radiology,35321-03-00,-,0.15,50788.6
FMXRY-0404,HEART MULTIGATED ACQUISITION,Radiology,61313-00-00,-,0.15,1056.2
FMXRY-0543,HIGH RISK BIOPSY IN OR,Radiology,99999-99-99,-,0.15,1271.9
FMXRY-0542,HIGH RISKBIOPSY IN X-RAY DEPT,Radiology,90908-00-11,-,0.15,1297.9
FMXRAY7020,HUMERUS UPPER ARM - 3 VIEWS,Radiology,57506-00-01,-,0.15,218.0
FMSUR-3331,Hysterosalpingography in OR under GA,Radiology,59712-00-00,-,0.15,483.0
FMXRY-0212,I.V. CHOLECYSTOGRAM,Radiology,58924-00-00,-,0.15,529.5
FMXRAY-0215,I.V.P.,Radiology,58706-00-00,-,0.15,634.8
FMXRAY-1508,I.V.P.+M.C.U. (COMPLETE STUDY),Radiology,58706-00-00,-,0.15,793.5
FMCAT-0099,Intravascular Ultrasound (IVUS) ,Radiology,57360-00-00,-,0.15,7461.1
FMXRAY1730,IR .FACET INJECTION EACH LEVEL,Radiology,39118-00-00,-,0.15,1451.9
FMXRAY1361,Ir. Angiography Arch / Thoracic Aortogram,Radiology,59903-03-00,-,0.15,2625.5
FMXRAY1363,IR. Angiography PULMONARY / BRONCHIAL ARTERIOGRAM,Radiology,59970-04-00,-,0.15,2625.5
FMXRAY1365,IR. Angiography SPLEENO PORTOGRAPHY,Radiology,58900-00-10,-,0.15,2625.5
FMXRAY1360,IR. Angiography SUPERIOR/INFERIOR CAVOGRAHPY,Radiology,60024-00-00,-,0.15,1404.3
FMXRAY1432,IR. ARTHOGRAM,Radiology,59751-00-00,-,0.15,1056.2
FMXRAY1417,Ir. Ct Guided Aspiration,Radiology,99999-99-92,-,0.15,1872.6
FMXRAY1415,Ir. Ct Guided Biopsy,Radiology,99999-99-92,-,0.15,1128.7
FMXRAY1421,IR. CT guided RFA TUMOR (BONE),Radiology,30192-00-10,-,0.15,24726.9
FMXRAY1405,Ir. Varicocele Embolization/Coiling (Bilateral),Radiology,35321-07-02,-,0.15,11550.7
FMXRAY1607,ISOTOPE SCAN FOLLOW-UP STUDY,Radiology,90910-00-00,-,0.15,1056.2
FMXRAY-0463,IVC GRAM,Radiology,99999-99-92,-,0.15,7690.0
FMSUR-3320,Ivf Cycle First Attempt,Radiology,13215-01-00,-,0.15,883.8
FMENDE0090,LIVER FIBROSCAN ,Radiology,61352-00-00,-,0.15,1339.1
FMXRAY-0225,LUMBAR MYELOGRAM,Radiology,59724-00-00,-,0.15,2105.9
FMXRAY1668,MAMMOGRAPHY BILATERAL,Radiology,59300-00-00,-,0.15,654.0
FMXRAY-128,MANDIBLE/JAW - 3 VIEWS,Radiology,57915-00-00,-,0.15,218.0
FMXRAY7021,MASTOIDS - 3 VIEWS,Radiology,57906-00-01,-,0.15,218.0
FMXRY-0318,MODE EAST/DYNAMIC STUSY,Radiology,61417-00-00,-,0.15,2045.2
FMXRAY1608,MPR-MPD ANY ORGAN AREA,Radiology,90912-00-00,-,0.15,2663.3
FMXRAY-0434,MPS (DUAL ISOTOPE TECHNIQUE),Radiology,61310-00-00,-,0.15,2564.8
FMXRAY1111,Mri Limb Lymphangiography,Radiology,59754-00-00,-,0.15,2625.5
FMXRAY-0226,MYELOGRAM COMBINATION,Radiology,59724-00-00,-,0.15,3146.2
FMXRY-0200,NASOPHARYNX WUTH BARRIUM,Radiology,57921-00-00,-,0.15,220.3
FMXRAY1691,Nm- Iodine 131 Wholebody Scan (Or Tl201/Tetrofosmin) Ra00421036,Radiology,61426-00-00,-,0.15,1810.6
FMXRAY1690,Nm- Renogram (Diuretic) Scintigraphy (Dtpa) Ra00421010,Radiology,61386-00-00,-,0.15,1056.2
FMXRAY1474,NM. Bone scan (3 phase scan),Radiology,61421-00-00,-,0.15,1230.3
FMXRAY1472,Nm. Bone Scan (Whole Body 1 Phase),Radiology,61421-00-00,-,0.15,2379.5
FMXRAY1473,Nm. Bone Scan (Whole Body 2 Phase),Radiology,61426-00-00,-,0.15,1230.3
FMXRAY1512,Nm. Cardiac (Stress & Rest Myocardial Perfusion Scan),Radiology,61310-00-00,-,0.15,1857.5
FMXRAY1513,Nm. Cardiac (Viability Scan),Radiology,61310-00-00,-,0.15,1056.2
FMXRAY1461,Nm. Cerebral Perfusion (Tc99M),Radiology,61405-00-00,-,0.15,1810.6
FMXRAY1484,NM. Dynamic Sialoscintigraphy (Tc99m),Radiology,61369-00-00,-,0.15,1230.3
FMXRAY1507,Nm. Gallium Scan (Whole Body),Radiology,61421-00-00,-,0.15,1749.9
FMXRAY1485,NM. HIDA scan,Radiology,61369-00-00,-,0.15,1230.3
FMXRAY1509,Nm. Labeled Wbc Scan ,Radiology,61433-00-00,-,0.15,1810.6
FMXRAY1462,Nm. Lacrimal Scan (Tc99M),Radiology,61495-00-01,-,0.15,710.1
FMXRAY1470,NM. Liver and spleen scan (sulfur colloid scan),Radiology,61353-00-00,-,0.15,1035.1
FMXRAY1471,Nm. Liver And Spleen Scan (Sulfur Colloid Scan) + Spect/Ct,Radiology,61353-00-00,-,0.15,1230.3
FMXRAY1505,NM. Lower limb Lymphoscintigraphy,Radiology,61469-00-00,-,0.15,1230.3
FMXRAY1501,Nm. Mibg,Radiology,61426-00-00,-,0.15,24726.9
FMXRAY1503,Nm. Octreotide Scan,Radiology,61369-00-00,-,0.15,2739.9
FMXRAY1499,Nm. Parathyroid Scan (Tc99M),Radiology,61480-00-00,-,0.15,3270.0
FMXRAY1500,Nm. Parathyroid Scan (Tc99M) + Spect/Ct,Radiology,61480-00-00,-,0.15,2379.4
FMXRAY1518,Nm. Pet/Ct Brain,Radiology,61559-00-00,-,0.15,8706.9
FMXRAY1516,NM. PET/CT Whole body,Radiology,61523-00-00,-,0.15,11330.6
FMXRAY1476,Nm. Renal (Dmsa Scan),Radiology,61386-00-00,-,0.15,1056.2
FMXRAY1481,Nm. Renal (Dtpa + Dmsa Scan),Radiology,61386-00-00,-,0.15,2739.9
FMXRAY1479,NM. Renal (DTPA scan + Captopril protocol),Radiology,61386-00-00,-,0.15,1230.3
FMXRAY1478,NM. Renal (DTPA scan Standard Protocol),Radiology,61446-00-00,-,0.15,903.0
FMXRAY1480,NM. Renal (MAG3 scan),Radiology,61386-00-00,-,0.15,2739.9
FMXRAY1487,Nm. Thyroid (Diagnostic I-123),Radiology,61473-00-00,-,0.15,905.7
FMXRAY1488,NM. Thyroid (Diagnostic I-131 - 5 MCI),Radiology,61426-00-00,-,0.15,994.7
FMXRAY1486,Nm. Thyroid (Diagnostic Tc99M Scan And Uptake),Radiology,61473-00-00,-,0.15,1056.2
FMXRAY1489,NM. Thyroid (Theraputic I-131 - 10 MCI),Radiology,61426-00-00,-,0.15,1650.4
FMXRAY1496,NM. Thyroid (Theraputic I-131 - 100 MCI),Radiology,61426-00-00,-,0.15,3298.4
FMXRAY1497,NM. Thyroid (Theraputic I-131 - 120 MCI),Radiology,61426-00-00,-,0.15,4122.5
FMXRAY1493,NM. Thyroid (Theraputic I-131 - 30 MCI),Radiology,61426-00-00,-,0.15,1986.9
FMXRAY1494,NM. Thyroid (Theraputic I-131 - 50 MCI),Radiology,61426-00-00,-,0.15,2473.3
FMXRAY1468,Nm. V/Q Lung (Perfusion & Ventillation),Radiology,61348-00-00,-,0.15,1749.9
FMXRAY1464,Nm. V/Q Lung Scan (Perfusion Only),Radiology,61328-00-00,-,0.15,1961.7
FMXRAY1466,Nm. V/Q Lung Scan (Ventillation Only),Radiology,61340-00-00,-,0.15,1230.3
FMXRAY1467,Nm. V/Q Lung Scan (Ventillation Only) ,Radiology,61340-00-00,-,0.15,883.8
FMXRAY1463,Nm. Vp Shunt Study (Tc99M),Radiology,40003-02-00,-,0.15,1230.3
FMXRY-0201,OESOPHAGOGRAM-DOUBLE CONT.,Radiology,58909-00-00,-,0.15,392.7
FMXRY-0211,ORAL CHLOLECCYSTOGRAM,Radiology,58924-00-00,-,0.15,462.4
FMXRAY-131,ORBIT - 4 VIEWS,Radiology,57912-00-00,-,0.15,272.5
FMXRAY1692,Parathyroid Spect/Ct Localization S,Radiology,61480-00-00,-,0.15,2720.6
FMXRAY1641,Pelvis (2 Views),Radiology,57715-00-00,-,0.15,220.3
FMXRY-0242,PERIPHERAL ANGIOGRAM 1ST RUN,Radiology,59970-04-00,-,0.15,2279.8
FMXRAY-126,PORTABLE BILATERAL LOWER EXTERIMETIES ,Radiology,57518-02-02,-,0.15,549.4
FMXRAY-124,PORTABLE BILATERAL UPPER EXTERIMETIES ,Radiology,57506-00-02,-,0.15,549.4
FMXRAY7019,PORTABLE X-RAY 2 VIEW,Radiology,99999-99-92,-,0.15,225.6
FMXRAY-127,PORTABLE X-RAY 3 VIEW,Radiology,90909-00-00,-,0.15,261.6
FMXRAY-129,PORTABLE X-RAY 4 VIEW,Radiology,90909-00-00,-,0.15,318.3
FMXRY-0267,POST E.S.W.L. FOLLOW UP,Radiology,99999-99-99,-,0.15,446.0
FMXRY-0425,PRELIMINARY SCAN ANY AREA/ORG.,Radiology,99999-99-92,-,0.15,710.1
FMXRY-0466,PRELIMINARY SCAN I,Radiology,90910-00-00,-,0.15,755.2
FMXRY-0467,PRELIMINARY SCAN II,Radiology,90910-00-00,-,0.15,1230.3
FMURO-0136,Pudendal Arteriography,Radiology,59970-03-00,-,0.15,1894.4
FMXRY-0424,RADIONUCLIDE PHLEBOGRAPHY,Radiology,61465-00-00,-,0.15,1749.9
FMXRY-0419,READIONUCLIDE MICTURATING,Radiology,61397-00-00,-,0.15,710.1
FMCAR-3064,Renal Angiogram Both Renal Arteries,Radiology,57350-03-00,-,0.15,2279.8
FMXRAY-1513,RESTRICTED STUDY,Radiology,99999-99-92,-,0.15,755.2
FMXRAY1697,Rfa Tumor 3-5 Cm.,Radiology,30192-00-10,-,0.15,16485.4
FMCARS0012,Right Heart Catheterization,Radiology,38200-00-00,-,0.15,1872.6
FMXRY-0426,SCINTIGRAPHY OF ANY ORGAN,Radiology,90910-00-00,-,0.15,1056.2
FMXRAY1613,SELECTIVER ANGIOGRAM EACH VES.,Radiology,59970-04-00,-,0.15,1056.2
FMXRAY-130,SKULL - 4 VIEWS,Radiology,57901-00-20,-,0.15,272.5
FMXRY-0207,SMALL VOWEL SERIES + COLON,Radiology,58912-01-00,-,0.15,710.1
FMXRAY1645,Sonohysterography,Radiology,59712-00-00,-,0.15,608.2
FMXRAY-0317,SPINE POST MYELOGRAM,Radiology,59724-00-00,-,0.15,2045.2
FMXRY-0476,SR-86 CI,Radiology,61421-00-00,-,0.15,19780.4
FMXRY-0463,TC-99 M MDP,Radiology,61386-00-00,-,0.15,1230.3
FMXRAY-1523,TC-99 M PERTECHNETATE MICTURA,Radiology,61387-00-00,-,0.15,603.4
FMXRY-0495,TC-99M PSMA,Radiology,61369-00-00,-,0.15,9734.0
FMXRAY-1515,THALLIUM W/EXERCISE,Radiology,61302-00-00,-,0.15,2625.5
FMCAR-0023,Thallium W/O Exercise (Cardiology ),Radiology,61458-00-00,-,0.15,1749.9
FMXRAY1616,THALLIUM W/PERSANTINE,Radiology,61458-00-00,-,0.15,2279.8
FMXRAY-0224,THORACIC MYELOGRAM,Radiology,59724-00-00,-,0.15,2452.7
FMXRY-0403,THYROID SCAN W/R/A/IODINE,Radiology,61426-00-00,-,0.15,1230.3
FMXRAY1689,Tibia/Fibula Ap Lateral,Radiology,57518-02-01,-,0.15,213.8
FMXRAY1617,TOMOGRAPHY 3-6-SLICES,Radiology,60100-00-00,-,0.15,529.5
FMXRAY7015,ULTRASONOGRAPHY (EYE),Radiology,96188-00-00,-,0.15,457.8
FMXRAY2000,ULTRASONOGRAPHY / BILATERAL ,Radiology,90908-00-00,-,0.15,746.7
FMXRAY-1516,US GUIDED BREAST BIOPSY + TISSUE MARKER,Radiology,90908-00-11,-,0.15,4867.6
FMXRAY1351,W.H. Breast Tru-Cut Biopsy,Radiology,90908-00-11,-,0.15,3800.8
FMXRAY1344,W.H. Mammography 2D,Radiology,59303-00-00,-,0.15,567.8
FMXRAY1348,W.H. Mammography With Contrast Enhanced,Radiology,59303-00-00,-,0.15,562.4
FMXRAY-0458,WBS WITH GA-67 CITRATE,Radiology,61429-00-00,-,0.15,1961.7
FMXRAY7016,WBS WITH I-131 MIBG,Radiology,61426-00-00,-,0.15,4599.8
FMXRAY-0459,WBS WITH IN-111 CL,Radiology,61369-00-00,-,0.15,2739.9
FMXRAY-0462,WBS WITH TC-99 M - HIG,Radiology,61433-00-00,-,0.15,2739.9
FMXRAY-0461,WBS WITH TC-99 M NANOCOLLOID,Radiology,61433-00-00,-,0.15,1230.3
FMXRAY-0456,WBS WITH TC-99M (V) DMSA,Radiology,61433-00-00,-,0.15,1434.1
FMXRAY-0457,WBS WITH THALLIUM 201(OR T0-99,Radiology,61437-00-00,-,0.15,1810.6
FMXRAY1910,WHOLE BODY BONE SURVEY,Radiology,58306-00-00,-,0.15,883.8
FMXRAY1179,X-RAY A.C. JOINT WITH & W/O WEIGHT BEARING,Radiology,57700-00-21,-,0.15,264.3
FMXRAY1178,X-RAY A.C. JOINT WITH WEIGHT BEARING,Radiology,57700-00-11,-,0.15,175.1
FMXRAY1257,X-RAY ABDOMEN ERECT,Radiology,58900-00-90,-,0.15,140.8
FMXRAY1258,X-RAY ABDOMEN ERECT & FLAT DECUBITIS,Radiology,58900-00-30,-,0.15,245.4
FMXRAY1256,X-RAY ABDOMEN FLAT (KUB),Radiology,58700-00-00,-,0.15,139.4
FMXRAY-1518,XRAY- ABDOMINAL ANGIOGRAM,Radiology,58500-00-10,-,0.15,1962.0
FMXRAY1177,X-RAY ACROMIO-CLAVICULAR JOINT,Radiology,57700-00-11,-,0.15,143.7
FMXRAY1241,X-RAY ANKLE AP & LAT.,Radiology,57518-03-11,-,0.15,215.9
FMXRAY1242,X-RAY ANKLE AP & LAT. & OBL.,Radiology,57518-03-11,-,0.15,245.4
FMXRAY1243,X-RAY ANKLE STRESS (BOTH SIDES),Radiology,57518-03-11,-,0.15,348.6
FMXRAY1586,X-RAY Bone Age 1 view ,Radiology,58300-00-00,-,0.15,133.3
FMXRAY1220,X-RAY BOTH HANDS AP,Radiology,57506-04-12,-,0.15,193.1
FMXRAY1237,X-RAY BOTH KNEES AP & LAT.,Radiology,57518-01-12,-,0.15,384.8
FMXRAY1236,X-RAY BOTH KNEES AP STANDING,Radiology,57518-01-12,-,0.15,171.6
FMXRAY1560,X-Ray C-Arm Guidance (< 1 Hour),Radiology,83670-00-30,-,0.15,811.2
FMXRAY1562,X-Ray C-Arm Guidance (> 2 Hour),Radiology,83670-00-30,-,0.15,2298.2
FMXRAY1561,X-Ray C-Arm Guidance (1-2 Hour),Radiology,83670-00-30,-,0.15,1460.4
FMXRAY1216,X-RAY CARPAL TUNNEL (GAYNOR HART),Radiology,57506-03-11,-,0.15,205.2
FMXRAY1189,X-RAY CERVICAL SPINE AP & LAT.,Radiology,58100-00-00,-,0.15,215.9
FMXRAY1190,X-RAY CERVICAL SPINE AP & LAT. & OBLIQUE,Radiology,58100-00-00,-,0.15,325.8
FMXRAY1191,X-Ray Cervical Spine Flex. & Ext.,Radiology,58100-00-00,-,0.15,448.9
FMXRAY1255,X-RAY CHEST APICAL VIEW,Radiology,58500-00-10,-,0.15,156.9
FMXRAY1254,X-RAY CHEST PA & LAT. & OBL.,Radiology,58500-00-30,-,0.15,330.7
FMXRAY1253,X-RAY CHEST PA & LAT. DECUBITUS,Radiology,58500-00-20,-,0.15,301.5
FMXRAY1252,X-RAY CHEST PA & LAT. VIEWS,Radiology,58500-00-20,-,0.15,222.6
FMXRAY1251,X-RAY CHEST PA VIEW,Radiology,58500-00-10,-,0.15,140.8
FMXRAY1176,X-RAY CLAVICLE 5% AP OR PA,Radiology,57706-00-01,-,0.15,170.0
FMXRAY1208,X-RAY ELBOW AP & LAT.,Radiology,57506-01-21,-,0.15,215.9
FMXRAY1209,X-RAY ELBOW AP & LAT. & SP. VIEW,Radiology,57506-01-21,-,0.15,322.7
FMXRAY1757,X-Ray Elbow For Coronoid Process (4 Views) - Left,Radiology,57506-01-21,-,0.15,272.5
FMXRAY1210,X-Ray Elbow For Coronoid Process (4 Views) - Right,Radiology,57506-01-21,-,0.15,160.1
FMXRAY1211,X-RAY ELBOW FOR SULCRUS ULNARIS VIEW,Radiology,57506-01-11,-,0.15,160.1
FMXRAY1559,X-RAY FEET AP & LAT. & OBL.,Radiology,57518-04-21,-,0.15,245.4
FMXRAY1249,X-RAY FEET AP & LAT. IN STANDING (BILATERAL),Radiology,57518-04-12,-,0.15,293.5
FMXRAY1231,X-RAY FEMUR AP & LAT.,Radiology,57518-00-11,-,0.15,230.6
FMXRAY1222,X-RAY FINGERS AP & LAT. & OBL.,Radiology,57506-04-21,-,0.15,213.8
FMXRAY1223,X-RAY FINGERS STRESS VIEW,Radiology,57506-04-11,-,0.15,170.0
FMXRAY1247,X-Ray Foot Ap & Lat. & Obl. - Right,Radiology,57518-04-21,-,0.15,227.8
FMXRAY1246,X-RAY FOOT AP & OBL.,Radiology,57518-04-11,-,0.15,215.9
FMXRAY1248,X-RAY FOOT TANGENTIAL & LAT. IN STANDING,Radiology,57518-04-11,-,0.15,156.9
FMXRAY1212,X-RAY FOREARM AP. & LAT.,Radiology,57506-02-01,-,0.15,215.9
FMXRAY1218,X-Ray Hand Ap & Lat. & Obl. - Right,Radiology,57506-04-21,-,0.15,227.8
FMXRAY1217,X-RAY HAND AP. & OBL.,Radiology,57506-04-11,-,0.15,215.9
FMXRAY1219,X-RAY HAND FOR PISIFORM/NAVICULAR,Radiology,57506-04-11,-,0.15,215.9
FMXRAY1625,X-Ray Hip - 3 To 4 Views,Radiology,57712-00-11,-,0.15,261.6
FMXRAY1227,X-RAY HIP AP & FROG POSITION (BILATERAL),Radiology,57712-00-22,-,0.15,245.4
FMXRAY1228,X-RAY HIP FOR HEAD OF FEMUR(30 CA/AG),Radiology,57712-00-11,-,0.15,170.0
FMXRAY1229,X-RAY HIP SCHNEIDER POSITION (1 SIDE),Radiology,57712-00-11,-,0.15,243.0
FMXRAY1226,X-RAY HIP-BILATERAL AP/LAUENSTEIN,Radiology,57712-00-22,-,0.15,278.9
FMXRAY1225,X-RAY HIP-UNILATERAL AP/LAUENSTEIN,Radiology,57712-00-11,-,0.15,230.6
FMXRAY1207,X-RAY HUMERUS AP & LAT.,Radiology,57700-00-11,-,0.15,215.9
FMXRAY1232,X-RAY KNEE AP & LAT.,Radiology,57518-01-11,-,0.15,215.9
FMXRAY1233,X-RAY KNEE AP & LAT. & SPECIAL.VIEW,Radiology,57518-01-21,-,0.15,264.3
FMXRAY1235,X-RAY KNEE STRESS (1 SIDE),Radiology,57518-01-11,-,0.15,213.8
FMXRAY1234,X-RAY KNEE TUNNEL FRIK POSITION,Radiology,57518-01-11,-,0.15,155.4
FMXRAY1626,X-Ray Leg - 3 Views,Radiology,57518-02-01,-,0.15,218.0
FMXRAY1263,X-Ray Lower Limb Standing Ap (Leg Length),Radiology,57524-02-01,-,0.15,355.7
FMXRAY1196,X-RAY LUMBAR SPINE AP & LAT & OBL.,Radiology,58106-00-00,-,0.15,333.9
FMXRAY1195,X-RAY LUMBAR SPINE AP & LATERAL,Radiology,58106-00-00,-,0.15,237.3
FMXRAY1197,X-Ray Lumber Spine Flex. & Ext.,Radiology,58106-00-00,-,0.15,345.3
FMXRAY1172,X-RAY MANDIBLE PA & OBL.,Radiology,57915-00-00,-,0.15,213.8
FMXRAY1170,X-RAY MASTOID SCHULLERS & STENVERS,Radiology,57906-00-01,-,0.15,287.3
FMXRAY1169,X-RAY NASAL BONES LATERAL,Radiology,57921-00-00,-,0.15,140.8
FMXRAY1627,X-Ray Nasal Bones/Sinuses - 4 Views,Radiology,57903-00-00,-,0.15,272.5
FMXRAY1174,X-Ray Nasopharrynx Lateral,Radiology,57921-00-00,-,0.15,156.9
FMXRAY1230,X-RAY OBTURATE FORAMEN & ALA.(1 SIDE),Radiology,57715-00-00,-,0.15,235.3
FMXRAY1660,X-RAY OESOPHAGUS (BARIUM SWALLOW),Radiology,58500-00-10,-,0.15,220.3
FMXRAY1173,X-RAY ORBITS PA WATERS & OBL.,Radiology,57912-00-00,-,0.15,250.4
FMXRAY1244,X-RAY OS-CALSIS (HEEL)TANGENTIAL LAT.,Radiology,57518-04-11,-,0.15,215.9
FMXRAY1168,X-RAY P.N.S./ SKULL PA. & LAT. & WATERS,Radiology,57901-00-10,-,0.15,243.0
FMXRAY1166,X-RAY PARANASAL SINUSES 1 VIEW WATER,Radiology,57903-00-00,-,0.15,140.8
FMXRAY1259,X-RAY PELVIMETRY,Radiology,59503-00-00,-,0.15,446.0
FMXRAY1224,X-RAY PELVIS AP,Radiology,57715-00-00,-,0.15,140.8
FMXRAY1260,X-RAY PORTABLE CHARGE,Radiology,96093-00-00,-,0.15,171.6
FMXRAY1187,X-RAY RIBS BILATERAL (1 VIEW),Radiology,58524-00-00,-,0.15,309.4
FMXRAY1185,X-RAY RIBS UNILATERAL (1 VIEW),Radiology,58521-01-00,-,0.15,230.6
FMXRAY1748,X-Ray Ribs Unilateral (2 View) - Left,Radiology,58521-01-00,-,0.15,169.0
FMXRAY1199,X-Ray Sacroilac Joint Ap & Obl.,Radiology,58109-00-00,-,0.15,245.4
FMXRAY1198,X-RAY SACRUM COCCYX AP & LAT.,Radiology,58109-00-00,-,0.15,230.6
FMXRAY1628,X-Ray Scaphoid - 1 View,Radiology,57506-03-11,-,0.15,118.8
FMXRAY1215,X-Ray Scaphoid (4 Views) - Right,Radiology,57506-03-21,-,0.15,231.1
FMXRAY1180,X-RAY SCAPULA AP & LAT.,Radiology,57700-00-11,-,0.15,228.4
FMXRAY1200,X-RAY SCOLIOSIS STUDY AP VIEW,Radiology,58108-00-00,-,0.15,348.6
FMXRAY1203,X-RAY SHOULDER AP & AXIAL,Radiology,57700-00-21,-,0.15,245.4
FMXRAY1204,X-RAY SHOULDER AP INT. & EXT. ROTATION,Radiology,57700-00-11,-,0.15,264.3
FMXRAY1202,X-RAY SHOULDER AP.,Radiology,57700-00-11,-,0.15,140.8
FMXRAY1206,X-RAY SHOULDER OF INTERTUBECULARIS GROOVE,Radiology,57700-00-11,-,0.15,175.1
FMXRAY1205,X-RAY SHOULDER SPECIAL VIEW FOR GLENOID,Radiology,57700-00-11,-,0.15,175.1
FMXRAY1656,X-Ray Skull - 1 View,Radiology,57901-00-10,-,0.15,118.8
FMXRAY1165,X-RAY SKULL AP & LAT.,Radiology,57901-00-10,-,0.15,215.9
FMXRAY1239,X-RAY SKYLINE VIEW FOR PATELLA (BILATERAL),Radiology,57518-01-11,-,0.15,170.0
FMXRAY1238,X-Ray Skyline View For Patella (Unilateral) - Right,Radiology,57518-01-11,-,0.15,109.0
FMXRAY1184,X-RAY STERNO-CLAVICULAR JOINTS,Radiology,58521-00-00,-,0.15,170.0
FMXRAY1182,X-RAY STERNUM LAT.,Radiology,58521-00-00,-,0.15,175.1
FMXRAY1183,X-RAY STERNUM MULTIPLE VIEWS,Radiology,58521-00-00,-,0.15,235.3
FMXRAY1739,X-Ray T.M.J.  - Left,Radiology,57927-00-01,-,0.15,287.3
FMXRAY1192,X-RAY THORACIC SPINE AP & LAT.,Radiology,58103-00-00,-,0.15,281.6
FMXRAY1194,X-RAY THORACIC SPINE AP & LAT. SWIMM.,Radiology,58103-00-00,-,0.15,348.6
FMXRAY1193,X-RAY THORACIC SPINE AP STANDING,Radiology,58112-00-00,-,0.15,281.6
FMXRAY1250,X-RAY TOES AP & LATERAL & OBL.,Radiology,57518-04-11,-,0.15,215.9
FMXRAY1201,X-RAY WHOLE SPINE AP & LAT.,Radiology,58108-00-00,-,0.15,616.2
FMXRAY1214,X-RAY WRIST PA. & LAT. & OBLIQUE,Radiology,57506-03-11,-,0.15,243.0
FMXRAY1213,X-RAY WRIST PA. & LATERAL,Radiology,57506-03-11,-,0.15,215.9
FMXRAY1175,X-RAY ZYGOMATIC ARCH -TOWNES JUG LER,Radiology,90909-00-00,-,0.15,228.4
