Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
LABORATORY,FSLAB0005,Dlbl Fish (Bcl2 - Bcl6 -Myc ),0,Service,73350-06-20,3000,2700
LABORATORY,FSLAB0006,C-Myc By Fish ,0,Service,73050-39-70,920,828
LABORATORY,FSLAB0007,N-Myc By Fish,0,Service,73050-39-70,920,828
LABORATORY,FSLAB0008,Idh1- Idh2 -Ngc,0,Service,73050-39-70,2900,2610
LABORATORY,FSLAB0009,Cll By Fish ,0,Service,73200-05-30,4250,3825
LABORATORY,FSLAB0010,P16 Fish ,0,Service,73050-39-70,920,828
LABORATORY,FSLAB0011,Braf V600E (Melanoma) Pcr ,0,Service,73050-39-70,675,607.5
LABORATORY,FSLAB0012,Ntrk By Fish ,0,Service,73050-39-70,3000,2700
LABORATORY,FSLAB0013,Met By Fish ,0,Service,73050-53-10,1350,1215
LABORATORY,FSLAB0014,Foundation One Cdx Test ,0,Service,73200-09-60,16000,14400
LABORATORY,FSLAB0015,Foundation One Liquid Cdx Test,0,Service,73200-09-10,16000,14400
LABORATORY,FSLAB0016,Foundation Heme For Sarcoma ,0,Service,73050-52-00,17000,15300
LABORATORY,FSLAB0017,"Compined Foundation One Cdx , Foundation  Liquid",0,Service,73200-07-00,24000,21600
LABORATORY,FSLAB0018,Complete  Tumor  Molecular   Intelligence Test ,0,Service,73200-06-00,135000,121500
LABORATORY,FSLAB0019,Familial Mediterrean Fever Stage 1,0,Service,73350-05-50,10481,9432.9
LABORATORY,FSLAB0020,Fractional Excretion Of Sodium (Fena),0,Service,73050-33-20,800,720
Emergency,FMERD-0001,Ed Consultation,0,Service,83600-00-10,445,400.5
Emergency,FMERD-0015,"Ambulance Service - With Nurse Or Emt/ Paramedic, 80 - 150 Km (Single Trip)",0,Service,83500-00-80,800,720
Emergency,FMERD-0016,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 80 - 150 Km (Round",0,Service,83500-00-80,3500,3150
Emergency,FMERD-0018,"Ambulance Service - With Nurse Or Emt/ Paramedic, 150 - 250 Km (Single Trip)",0,Service,83500-00-80,2600,2340
Emergency,FMERD-0019,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 150 - 250 Km (Roun",0,Service,83500-00-80,3195,2875.5
Emergency,FMERD-0020,"Ambulance Service - Without Nurse Or Physician, 250 - 400 Km (Single Trip)",0,Service,83500-00-80,6600,5940
Emergency,FMERD-0024,"Ambulance Service - With Nurse Or Emt/ Paramedic, 250 - 400 Km (Round Trip)",0,Service,83500-00-80,3990,3591
Emergency,FMERD-0026,"Ambulance Service - Without Nurse Or Physician, 400 - 800 Km (Single Trip)",0,Service,83500-00-80,2395,2155.5
Emergency,FMERD-0028,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 400 - 800 Km (Rou",0,Service,83500-00-80,4790,4311
Emergency,FMERD-9906,"Ambulance Service - With Physician (Consultant) And Nurse Or Emt/ Paramedic, 20 - 40 Km (Single Trip",0,Service,83500-00-80,750,675
Emergency,FMERD-9925,Emergency Cardioversion,0,Service,83610-04-30,565,508.5
Emergency,FMERD-9938,Emergency Echocardiogram Study,0,Service,11700-00-00,1200,1080
Emergency,FMERDA0014,Deep Cut Wound Medium (5 -10 Stitches),0,Service,30026-00-10,199.65,181.5
Emergency,FMERDA0038,External Consultatnt Fee - With Permession,0,Service,83600-00-20,775,697.5
Emergency,FMERDA0060,Ice Compressor,0,Service,83700-00-00,170,153
Emergency,FMERDA0061,Fleet Enema - Single,0,Service,90335-01-00,130,117
Emergency,FMERDA0077,Home Visit - Specialist On Duty,0,Service,96028-00-00,469.48,426.8
Emergency,FMERDA0091,Vital Sign Monitoring Multi Parameter Hourly Rate,0,Service,11600-03-00,135.52,123.2
Emergency,FMERDA0095,Triage Cardiac Profiler,0,Service,92204-00-00,2240,2016
Emergency,FMERDA0112,Home Visit - Covid - 19 Swab,0,Service,73100-26-20,265,238.5
Emergency,FMERDA0118,14 Leads Ecg,0,Service,11700-00-00,145,130.5
Emergency,FMERDA0119,Back Slab Application,0,Service,50130-00-01,90,81
Emergency,FMERDA0121,Back Slab Long - Above Knee,0,Service,96092-00-00,250,225
Emergency,FMERDA0122,Back Slab Removal,0,Service,47948-00-01,75,67.5
Emergency,FMERDA0123,Back Slab Short - Below Elbow,0,Service,50130-00-01,150,135
Emergency,FMERDA0128,Dressing Change - Medium (10 - 25 Cm),0,Service,30055-00-20,30,27
Emergency,FMERDA0131,Ed Service Visit (No Charge),0,Service,83600-00-90,0,0
Emergency,FMERDA0132,Emergency Transvenous Pacing,0,Service,83700-00-00,75,67.5
Emergency,FMERDA0133,Eyelid Laceration Suturing,0,Service,90085-00-01,3330,2997
Emergency,FMERDA0135,Full Cast - Above Elbow,0,Service,50130-00-01,350,315
Emergency,FMERDA0136,Full Cast - Above Knee,0,Service,96092-00-00,603.79,548.9
Emergency,FMERDA0137,Full Cast - Below Elbow,0,Service,50130-00-01,605,544.5
Emergency,FMERDA0139,Full Cast Application,0,Service,50130-00-01,150,135
Emergency,FMERDA0140,Glue And Starry Streps,0,Service,83700-00-00,50,45
Emergency,FMERDA0142,Iv Medication Infusion (Anti-Biotics),0,Service,96199-19-00,40,36
Emergency,FMERDA0143,Iv Services,0,Service,96199-19-00,40,36
Emergency,FMERDA0144,Iv Vaso-Active Medication Infusion,0,Service,96199-19-00,60,54
Emergency,FMERDA0145,Joint Immobilizer,0,Service,50130-00-01,1080,972
Emergency,FMERDA0148,Open Crycothyrotomy,0,Service,83700-00-00,290,261
Emergency,FMERDA0149,Oxygen Service - Bipap,0,Service,96191-00-00,30,27
Emergency,FMERDA0151,Oxygen Service - Nasal Cannula,0,Service,96191-00-00,65,58.5
Emergency,FMERDA0154,Removal Of Clips,0,Service,83700-00-00,70,63
Emergency,FMERDA0155,Starry Streps,0,Service,83700-00-00,55,49.5
Emergency,FMERDA0156,Superfecial Wound Stapling (Clips),0,Service,90676-00-00,55,49.5
Emergency,FMERDA0157,Superfecial Wound Suturing (>10 Stitches),0,Service,90676-00-00,45,40.5
Emergency,FMERDA0158,Wound Glue Application (Acrylate),0,Service,90676-00-00,190,171
Emergency,FMERDA0159,Wound Irrihation,0,Service,90676-00-00,75,67.5
Emergency,FMERDC0004,"Ambulance Service - Local Airport With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 40 -",0,Service,83500-00-80,3465,3118.5
Anaesthia ,FMANA-0010,Spinal Anesthesia,0,Service,18216-31-00,345,310.5
Anaesthia ,FMANA-0054,Nitrous Oxide - 1/2 Tank,0,Service,92210-00-00,295,265.5
Anaesthia ,FMANA-0062,Use Of Zeus Monitoring,0,Service,92056-00-00,322.8280121,293.480011
Anaesthia ,FMANA-0067,Peripheral Nerve Block Procedure Ultrasound Guided,0,Service,90022-00-00,735,661.5
Cardiology,FMCAR-0018,Portable Echo Screening,0,Service,11700-00-00,335.17,304.7
Cardiology,FMCAR-0025,Ppm Interrogation,0,Service,11718-00-00,435,391.5
Cardiology,FMCAR-0100,Tilt Table Test (Ttt),0,Service,11724-00-00,2200,2000
Cardiology,FMCAR-9910,Cardiac Monitoring / Day,0,Service,92056-00-00,800,720
Cardiology,FMCAR-9954,Loop Recorder Insertion,0,Service,90223-01-00,28865,25978.5
Cardiology,FMCARH-0002,Cardiac Profile,0,Service,92204-00-00,700,630
Cardiology,FMCARS0009,Ambulatory Bp Monitoring,0,Service,11708-00-00,9255.29,8413.9
Cardiology,FMCARS0012,Right Heart Catheterization,0,Service,38200-00-00,1983.19,1802.9
Cardiology,FMCARS0025,48 Hours Holter,0,Service,11709-00-00,2500,2250
Cardiology,FMCARS0033,Wireless Ecg Monitoring Per Day,0,Service,11708-00-00,845,760.5
Cardiology,FMCARS0035,72 Hours Ecg Monitoring (Holter ),0,Service,11709-00-00,2330,2097
Cardiology,FMCAT-0044,Cardiac Device Check And Programming With Troubleshooting ,0,Service,11718-00-00,1800,1620
Dental,FMDNL-0003,Full Denture(Upper & Lower),0,Service,97711-00-00,418.66,380.6
Dental,FMDNL-0006,Additional Tooth Each(Acrylic),0,Service,97765-00-00,20.57,18.7
Dental,FMDNL-0007,Partial Denture First Tooth,0,Service,97727-00-00,52.03,47.3
Dental,FMDNL-0008,Additional Tooth Each Porcelain,0,Service,97765-00-00,52.03,47.3
Dental,FMDNL-0009,Repair Full Or Partial Denture,0,Service,97764-00-00,65.34,59.4
Dental,FMDNL-0010,"Full Denture, Upper Or Lower",0,Service,97711-00-00,212.96,193.6
Dental,FMDNL-0015,Full Denture Chrome Cobalt,0,Service,97727-00-00,699.38,635.8
Dental,FMDNL-0016,Jacket Crown Acrylic,0,Service,97611-01-00,77.44,70.4
Dental,FMDNL-0017,"Jacket Crown, Isosit",0,Service,97613-01-00,110.11,100.1
Dental,FMDNL-0018,"Jacket Crown, Porcelain",0,Service,97613-01-00,141.57,128.7
Dental,FMDNL-0019,Inlay/Onlay Cast Core + Post,0,Service,97625-10-00,141.57,128.7
Dental,FMDNL-0020,Ceramic Fused Non-Precious Metal Cast,0,Service,90595-00-00,2320,2088
Dental,FMDNL-0021,Isosit Cast Non-Pre Metal,0,Service,97613-02-00,212.96,193.6
Dental,FMDNL-0023,Splint - Acrylic,0,Service,97772-00-00,141.57,128.7
Dental,FMDNL-0026,Andersen Activator,0,Service,97575-00-00,283.14,257.4
Dental,FMDNL-0027,Study Models,0,Service,97071-00-00,141.57,128.7
Dental,FMDNL-0029,Veneer Crown Cast W/ Acrylic Face,0,Service,97582-01-00,260,234
Dental,FMDNL-0030,Veneer Crown Cast W/ Isosit Face,0,Service,97631-00-00,260,234
Dental,FMDNL-0031,Acrylic Partial Denture 2 Teeths,0,Service,97765-00-00,260,234
Dental,FMDNL-0033,Com. Denture Chrome Cobalt W/Teeth,0,Service,97765-00-00,2315,2083.5
Dental,FMDNL-0035,Chrome Cobalt Pist Two Teeth,0,Service,97727-00-00,353.32,321.2
Dental,FMDNL-0036,Chrome Cobalt Pist Three Teeth,0,Service,97727-00-00,418.66,380.6
Dental,FMDNL-0037,Chrome Cobalt Pist Four Teeth,0,Service,97727-00-00,559.02,508.2
Dental,FMDNL-0038,Chrome Cobalt Five Teeth,0,Service,97727-00-00,699.38,635.8
Dental,FMDNL-0039,Porcelain With Precious Metal,0,Service,97613-04-00,353.32,321.2
Dental,FMDNL-0040,Porcelain W/Non-Precious Metal,0,Service,97613-04-00,212.96,193.6
Dental,FMDNL-0041,Veneer Crown Cast Porcelain,0,Service,97631-00-00,180.29,163.9
Dental,FMDNL-0042,Full Denture (Upper & Lower),0,Service,97711-00-00,418.66,380.6
Dental,FMDNL-0043,Acrylic Partial Denture 1 Unit,0,Service,97721-00-00,77.44,70.4
Dental,FMDNL-0044,Additional Tooth,0,Service,97765-00-00,38.72,35.2
Dental,FMDNL-0045,Acr.Partial Denture .8 Teeths & 1/2 Den,0,Service,97765-00-00,415,373.5
Dental,FMDNL-0047,Reline (Upper & Lower),0,Service,97743-00-20,141.57,128.7
Dental,FMDNL-0050,Retainer,0,Service,97731-00-00,212.96,193.6
Dental,FMDNL-0053,Reline (Upper Or Lower),0,Service,97743-00-20,77.44,70.4
Dental,FMDNT00038,Removal Of Fixed Appliance,0,Service,97874-00-10,398.09,361.9
Dental,FMDNT-1001,Daycare Supervision,0,Service,83700-00-00,244.42,222.2
Dental,FMDNTF0006,Composite Filling - Simple,0,Service,97521-01-00,327.91,298.1
Dental,FMDNTF0007,Composite Filling Compound,0,Service,97511-01-00,487.63,443.3
Dental,FMDNTF0009,Temporary Filling,0,Service,97572-01-00,84.7,77
Dental,FMDNTF0012,Flouride Treatment (Children) Per Visit,0,Service,97281-00-00,251.68,228.8
Dental,FMDNTF0018,Pit And Fissure Sealing,0,Service,97161-00-00,520,468
Dental,FMDNTF0019,Desensitization Of Teeth,0,Service,97165-01-00,365,328.5
Dental,FMDNTM0002,Polishing,0,Service,97111-00-00,251.68,228.8
Dental,FMDNTM0003,Scaling And Polishing,0,Service,97281-00-10,487.63,443.3
Dental,FMDNTM0008,Gingivectomy Or Gingivoplasty/Quadrant,0,Service,97231-01-00,1207.58,1097.8
Dental,FMDNTM0009,Reverse Bevel Gingivectomy/Quadrant,0,Service,97231-01-00,1374.56,1249.6
Dental,FMDNTM0010,Sliding Flap Operation 1/4 Jaw,0,Service,97232-00-10,976.47,887.7
Dental,FMDNTM0012,Reconstruction Of Periodontal Bone Defect Quadrant,0,Service,97989-00-10,2315,2083.5
Dental,FMDNTM0018,Whitening One Session,0,Service,97118-00-00,500,450
Dental,FMDNTM0019,Whitening Two Session,0,Service,97118-00-00,2580,2322
Dental,FMDNTM0020,Whitening Three Session,0,Service,97118-00-00,3335,3001.5
Dental,FMDNTM0021,Bleaching (One Tooth),0,Service,97118-00-00,1185,1066.5
Dental,FMDNTM0022,Bleaching (Two Teeth),0,Service,97118-00-00,1670,1503
Dental,FMDNTM0023,Consultation + Scaling + Bleaching,0,Service,97281-00-10,200,180
Dental,FMDNTN0055,Apicectomy – Per Root,0,Service,97432-00-00,1550,1395
Dental,FMDNTN0057,Removal Of Root Filling – Per Canal,0,Service,97451-00-00,1300,1170
Dental,FMDNTN0058,Metallic Restoration One Surface Direct,0,Service,97511-01-00,275,247.5
Dental,FMDNTN0059,Metallic Restoration Two Surfaces Direct,0,Service,97511-01-00,360,324
Dental,FMDNTN0060,Metallic Restoration Three Surfaces Direct,0,Service,97511-01-00,460,414
Dental,FMDNTN0063,Adhesive Restoration Two Surfaces Anterior Tooth Direct,0,Service,97521-01-00,540,486
Dental,FMDNTN0066,Adhesive Restoration Veneer Anterior Tooth Direct,0,Service,97582-01-00,360,324
Dental,FMDNTN0074,Crown – Metallic – Minimal Tooth Preparation – Preformed,0,Service,97618-01-00,650,585
Dental,FMDNTN0076,Removal Of Indirect Restoration,0,Service,97595-00-00,350,315
Dental,FMDNTN0077,Recementing Of Indirect Restoration,0,Service,97596-00-10,250,225
Dental,FMDNTN0079,Full Crown Non-Metallic Indirect,0,Service,97613-07-00,3205,2884.5
Dental,FMDNTN0082,Post And Core For Crown Indirect,0,Service,97625-10-00,200,180
Dental,FMDNTN0084,Post And Root Cap Indirect,0,Service,97629-00-00,185,166.5
Dental,FMDNTN0092,Recementing Crown Or Veneer,0,Service,97651-00-00,90,81
Dental,FMDNTN0111,Partial Maxillary Denture – Resin Base,0,Service,97721-00-00,810,729
Dental,FMDNTN0133,Cleaning And Polishing Of Pre-Existing Denture,0,Service,97753-00-00,110,99
Dental,FMDNTN0167,Sedation – Intravenous – Per 30 Minutes,0,Service,92515-99-00,450,405
Dental,FMDNTO0002,Grade I Maloccl. 1St Depotsit,0,Service,97343-00-00,6111.71,5556.1
Dental,FMDNTO0004,Grade I Maloccl. 3Rd Deposit,0,Service,97963-00-00,3055.25,2777.5
Dental,FMDNTO0005,Grade Ii Malocclussion Total Rem. Stage I,0,Service,97963-00-00,23255,20929.5
Dental,FMDNTO0009,Grade Iii Malocclussion Total,0,Service,97968-00-00,15866.73,14424.3
Dental,FMDNTO0013,Grade Iv Malocclussion Total,0,Service,97968-00-00,18511.79,16828.9
Dental,FMDNTO0017,Grade V Malocclussion Total,0,Service,97963-00-00,24435.95,22214.5
Dental,FMDNTO0021,Grade Vi Malocclussion Total,0,Service,97961-00-00,23799.49,21635.9
Dental,FMDNTO0025,Grade Vii Malocclussion Total,0,Service,97343-00-00,45600,41040
Dental,FMDNTO0030,Retainer Upper Or Lower,0,Service,97649-00-00,770.77,700.7
Dental,FMDNTO0034,Space Maintainer Simple,0,Service,97845-00-00,770.77,700.7
Dental,FMDNTO0052,Night Guard,0,Service,97965-00-00,809.49,735.9
Dental,FMDNTP0001,Temporary Acrylic Crown,0,Service,97611-01-00,168.19,152.9
Dental,FMDNTP0002,Temporary Ready Made Crown,0,Service,97631-00-00,327.91,298.1
Dental,FMDNTP0003,Temporary Metalic Crown,0,Service,97618-01-00,487.63,443.3
Dental,FMDNTP0005,Isosit Jacket Crown,0,Service,97615-10-00,110.11,100.1
Dental,FMDNTP0006,Isosit Veneer Crown,0,Service,97615-10-00,809.49,735.9
Dental,FMDNTP0007,Metalic Casting Crown,0,Service,97613-04-00,809.49,735.9
Dental,FMDNTP0008,Porcelain Facing Jacket,0,Service,97631-00-00,976.47,887.7
Dental,FMDNTP0009,Porcelain Facing Crown,0,Service,97615-10-00,1137.4,1034
Dental,FMDNTP0010,Porcelain Jacket Crown,0,Service,97615-10-00,141.57,128.7
Dental,fmdntp0011,Procelain Crown (Type I),0,Service,97615-10-00,1611.72,1465.2
Dental,FMDNTP0012,Procelain Crown (Type Ii),0,Service,97615-10-00,2015.86,1832.6
Dental,FMDNTP0014,Porcelain Crwon (Type Iv),0,Service,97615-10-00,2573.67,2339.7
Dental,FMDNTP0015,Porcelain Jacket Precious Metal,0,Service,97989-00-10,4650,4185
Dental,FMDNTP0016,Porcelain Crown Precious Metal,0,Service,97613-07-00,5140,4626
Dental,FMDNTP0017,Inlay Metallic,0,Service,97541-01-00,809.49,735.9
Dental,FMDNTP0018,Inlay Metallic 2 Surfaces,0,Service,97541-01-00,976.47,887.7
Dental,FMDNTP0019,Inlay Metallic 3 Surfaces,0,Service,97541-01-00,1137.4,1034
Dental,FMDNTP0020,Onlay Core + Post,0,Service,97625-10-00,1778.7,1617
Dental,FMDNTP0022,Metallic Crown 3/4,0,Service,97613-04-00,2093.3,1903
Dental,FMDNTP0023,Cementation Of Crown,0,Service,97651-00-00,84.7,77
Dental,FMDNTP0025,Removal Of Bridge,0,Service,97656-00-00,251.68,228.8
Dental,FMDNTP0026,Full Denture Acrylic Type I,0,Service,97711-00-00,3651.78,3319.8
Dental,FMDNTP0027,Full Denture Acrylic Type Ii,0,Service,97711-00-00,5622.87,5111.7
Dental,FMDNTP0028,Full Denture Acrylic Type Iii,0,Service,97711-00-00,8030.77,7300.7
Dental,FMDNTP0029,Acrylic Denture Upper/Lower I,0,Service,97721-00-00,2406.69,2187.9
Dental,FMDNTP0030,Acrylic Denture Upper/Lower Ii,0,Service,97721-00-00,3210.13,2918.3
Dental,FMDNTP0031,Acrylic Denture Upper/Lower Iii,0,Service,97721-00-00,3210.13,2918.3
Dental,FMDNTP0032,Partial Denture Acrylic 1 Tooth,0,Service,97765-00-00,835,751.5
Dental,FMDNTP0033,Partial Denture Acrylic 2 Teeth,0,Service,97765-00-00,1250,1125
Dental,FMDNTP0034,Partial Denture Acrylic 3 Teeth,0,Service,97765-00-00,1640,1476
Dental,FMDNTP0035,Partial Denture Acrylic Extra Teeth,0,Service,97765-00-00,470,423
Dental,FMDNTP0036,Complete Denture Vitalium Type I,0,Service,97711-00-00,15090,13581
Dental,FMDNTP0037,Completel Denture Vitalium Type Ii,0,Service,97711-00-00,20095,18085.5
Dental,FMDNTP0038,Complete Denture Vitalium Type Iii,0,Service,97711-00-00,24425,21982.5
Dental,FMDNTP0039,Upper/Lower Dental Vitallium Type I,0,Service,97989-00-10,10070,9063
Dental,FMDNTP0040,Upper/Lower Denture Vitalium Type Ii,0,Service,97989-00-10,12590,11331
Dental,FMDNTP0041,Upper/Lower Denture Vitalium Type Iii,0,Service,97989-00-10,15090,13581
Dental,FMDNTP0042,Vitalium Chrome Cobalt One Tooth,0,Service,97989-00-10,2155,1939.5
Dental,FMDNTP0043,Vitalium Chrome Cobalt Two Tooth,0,Service,97989-00-10,2670,2403
Dental,FMDNTP0044,Extra Vitalium Teeth,0,Service,97989-00-10,580,522
Dental,FMDNTP0045,Vitalium Clasp,0,Service,97761-00-00,487.63,443.3
Dental,FMDNTP0046,Vitalium Bar,0,Service,97762-00-00,809.49,735.9
Dental,FMDNTP0047,Relining Of Partial Denture,0,Service,97743-00-20,327.91,298.1
Dental,FMDNTP0048,Relining Of Upper/Lower Denture,0,Service,97743-00-20,1100,990
Dental,FMDNTP0049,Relining Of Complete Denture,0,Service,97743-00-20,976.47,887.7
Dental,FMDNTP0050,Repair Of Broken Partial Denture,0,Service,97764-00-00,487.63,443.3
Dental,FMDNTP0051,Repair Of Broken Denture,0,Service,97764-00-00,648.56,589.6
Dental,FMDNTP0052,Repair Of Clasp,0,Service,97762-00-00,251.68,228.8
Dental,FMDNTP0053,Repair Of Casting Clasp,0,Service,97876-00-00,411.4,374
Dental,FMDNTP0055,Lateral Training Flange,0,Service,97812-01-00,1611.72,1465.2
Dental,FMDNTP0058,Mouth Gaurd,0,Service,97151-00-00,976.47,887.7
Dental,FMDNTP0060,Splint - Acrylic I,0,Service,97772-00-00,809.49,735.9
Dental,FMDNTP0061,Splint Acylic Ii,0,Service,97772-00-00,1611.72,1465.2
Dental,FMDNTP0062,Splint Acylic Iii,0,Service,97772-00-00,2406.69,2187.9
Dental,FMDNTP0063,One Surface Ceramic Filling,0,Service,97521-01-00,327.91,298.1
Dental,FMDNTP0064,Two Surfaces Ceramic Filling,0,Service,97521-02-00,487.63,443.3
Dental,FMDNTP0065,Three Surfaces Ceramic Filling,0,Service,97521-02-00,648.56,589.6
Dental,FMDNTP0066,Vener Face Ceramic,0,Service,97541-01-00,1611.72,1465.2
Dental,FMDNTP0067,Vener Cerec Filling,0,Service,97582-01-00,327.91,298.1
Dental,FMDNTP0068,Study Model,0,Service,97071-00-00,327.91,298.1
Dental,FMDNTP0069,Veener Face Ceramic,0,Service,97541-01-00,1611.72,1465.2
Dental,FMDNTP0070,Veneer Cerec Filling,0,Service,97521-01-00,327.91,298.1
Dental,FMDNTP0071,Bleaching Teeth,0,Service,97118-00-00,1650,1485
Dental,FMDNTP0072,Oral Mucosal Lesions,0,Service,90141-01-10,190,171
Dental,FMDNTP0073,Fissure Sealent Teeth,0,Service,97161-00-00,275,247.5
Dental,FMDNTP0074,Single Porcelain Tooth,0,Service,97551-02-00,700,630
Dental,FMDNTP0075,Space Mainteiner Pedo (Simple),0,Service,97845-00-00,660.66,600.6
Dental,FMDNTP0076,Space Mainteiner Pedo (Compound),0,Service,97845-00-00,1059.96,963.6
Dental,FMDNTP0077,Habit Breaking Appliance (Acrylic),0,Service,97575-00-00,1322.53,1202.3
Dental,FMDNTP0078,Posterior Crossbite Appliance,0,Service,97575-00-00,1670,1503
Dental,FMDNTP0079,Anterior Crossbite Appliance,0,Service,97575-00-00,1670,1503
Dental,FMDNTP0080,Topical Application Of Fluoride,0,Service,97121-01-00,250,225
Dental,FMDNTP0081,Inceram Crown,0,Service,97615-10-00,4045,3640.5
Dental,FMDNTP0082,High Ceram Crown,0,Service,97615-10-00,4045,3640.5
Dental,FMDNTP0083,Zirconium Crown Anterior,0,Service,97613-07-00,4850,4365
Dental,FMDNTP0084,Zirconium Crown Posterior,0,Service,97613-07-00,5655,5089.5
Dental,FMDNTP0085,Metal Post,0,Service,97625-20-00,1015,913.5
Dental,FMDNTP0086,Additional Metal Post,0,Service,97625-20-00,700,630
Dental,FMDNTP0087,Fiber Optic Post,0,Service,97625-20-00,520,468
Dental,FMDNTP0088,Additional Fiberoptic Post,0,Service,97625-20-00,365,328.5
Dental,FMDNTP0089,Stainless Steel Crown,0,Service,97613-04-00,520,468
Dental,FMDNTP0090,Fissure Sealant,0,Service,97161-00-00,365,328.5
Dental,FMDNTP0093,In Clinic Bleaching,0,Service,97117-00-00,600,540
Dental,FMDNTP0094,In Home Bleaching,0,Service,97119-00-00,885,796.5
Dental,FMDNTP0097,Crown Lengthening 1 Tooth,0,Service,97238-00-00,2100,1890
Dental,FMDNTP0098,Crown Lengthening For Extra Teeth,0,Service,97238-00-00,1050,945
Dental,FMDNTR0002,Root Canal Treatment 2 Roots,0,Service,97416-00-00,1370,1233
Dental,FMDNTR0003,Root Canal Treatment 3 Or More,0,Service,97416-00-00,2200,1980
Dental,FMDNTR0013,Ready-Made Post,0,Service,97625-20-00,168.19,152.9
Dental,FMDNTR0014,Retreatment One Root Canal,0,Service,97989-00-10,1050,945
Dental,FMDNTR0015,Retreatment Two Root Canal,0,Service,97415-00-00,1260,1134
Dental,FMDNTR0016,Root Canal Retreatment 3 Canals,0,Service,97415-00-00,1650,1500
Dental,FMDNTR0019,Remove Old Filling,0,Service,97451-00-00,315,283.5
Dental,FMDNTR0020,Remove Old Root One Canal,0,Service,97451-00-00,420,378
Dental,FMDNTR0021,Remove Old Root Two Canals,0,Service,97451-00-00,525,472.5
Dental,FMDNTR0023,Composite Veneer For One Tooth,0,Service,97582-01-00,630,567
Dental,FMDNTR0024,Snap On Smile,0,Service,97989-00-10,945,850.5
Dental,FMDNTR0026,Orthodontic Deposit One,0,Service,97963-00-00,1322.53,1202.3
Dental,FMDNTR0027,Orthodontic Deposit Two,0,Service,97862-00-00,840,756
Dental,FMDNTS0011,Surgery Removal Of Remaining Root,0,Service,97321-07-10,1430,1287
Dental,FMDNTS0012,Surface Tissue Impacted Upper 3Rd Molar,0,Service,97321-07-10,1640,1476
Dental,FMDNTS0017,Impacted Canine/Premolar Labialy,0,Service,97989-00-10,2670,2403
Dental,FMDNTS0022,Incision & Drainage Intra-Oral Abscess (Superficial),0,Service,30223-01-00,735,661.5
Dental,FMDNTS0023,Incision & Drainage Intra-Oral Abscess (Deep),0,Service,96215-00-20,1435,1291.5
Dental,FMDNTS0032,Apecictomy Anterior,0,Service,97989-00-10,1611.72,1465.2
Dental,FMDNTS0033,Apicectomy Posterior,0,Service,97432-00-00,2406.69,2187.9
Dental,FMDNTS0037,Closure Of Accidental Opening Of Maxillary Sinus (Small),0,Service,97989-00-10,2670,2403
Dental,FMDNTS0050,Lingual Frenectomy(Tongue Tie),0,Service,30278-02-00,1611.72,1465.2
Dental,FMDNTS0058,Vestibuloplasty One Jaw,0,Service,45837-00-00,3210.13,2918.3
Dental,FMDNTS0072,"Pain And Clicking Tmj, P.D",0,Service,50115-00-00,4377.78,3979.8
Dental,FMDNTS0073,"Myofacial Pain Disfunction Sydrome, P.D",0,Service,45865-00-00,5834.62,5304.2
