Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Column7,Class A ,VIP,Comment
Anaesthia ,FMICU-0020,Infusomat 24 Hrs,Service,96199-19-00,0.0,85.347,85.35,85.35,New
Cardiology,CAR-0017,Thoracotomy For Evacuationof Haemothorax And Lobectomy,PKG,38418-00-00,0.0,38076.0,38076.0,38076.0,New
Cardiology,CAR-2101,Intra Cardiac Tumor Excision,PKG,38456-00-00,0.0,85995.0,85995.0,85995.0,New
Cardiology,FMCAR-0003,Ecg With Ergometry,Service,11700-00-00,0.0,1715.0,1715.0,1715.0,New
Cardiology,FMCAR-0004,Echo Cardiogram (2D + M Mode ),Service,55113-00-00,0.0,1630.0,1630.0,1630.0,New
Cardiology,FMCAR-0005,Echo Cardiogram 2D + M Mode + Doppler (Full Study),Service,55113-00-00,0.0,1200.0,1200.0,1200.0,New
Cardiology,FMCAR-0025,Ppm Interrogation,Service,11718-00-00,0.0,435.0,435.0,435.0,New
Cardiology,FMCAR-0100,Tilt Table Test (Ttt),Service,11724-00-00,0.0,2100.0,2100.0,2100.0,New
Cardiology,fmcar-1010,Hemodynamic Monitoring,Service,61417-00-00,0.0,1800.0,1800.0,1800.0,New
Cardiology,FMCAR-3003,Thoracic Endovascular Aortic Repair Without Implant(Tevar),PKG,38562-03-00,0.0,60000.0,60000.0,60000.0,New
Cardiology,FMCAR-3004,Unilateral Endovenous Adhesive Ablation + Venseal Device,PKG,32520-00-00,0.0,23000.0,23000.0,23000.0,New
Cardiology,FMCAR-3023,"Simple Open Congenital A.S.D., V.S.V And P.V.",PKG,38715-02-00,0.0,41850.0,41850.0,41850.0,New
Cardiology,FMCAR-3093,Rotablation Angioplasty ,PKG,90218-00-00,0.0,120000.0,120000.0,120000.0,New
Cardiology,FMCAR-3094,Coronary Artery Chronic Total Occlusion (Cto) ,PKG,38309-00-00,0.0,130000.0,130000.0,130000.0,New
Cardiology,FMCAR-3095,Percutaneous Ventricular Assist Device (Impella),PKG,90218-02-00,0.0,150000.0,150000.0,150000.0,New
Cardiology,FMCAR-3096,Shockwave Intravascular Lithotripsy (Ivl) System,PKG,92199-00-00,0.0,75000.0,75000.0,75000.0,New
Cardiology,fmcar-3098,Eecp 35 Sissions,Service,99999-99-99,0.0,27936.0,27936.0,27936.0,New
Cardiology,FMCAR-3120,Blood Pressure Monitoring (24HRS TO 48HRS),Service,92001-00-10,0.0,2000.0,2000.0,2000.0,New
Cardiology,FMCAR-9954,Loop Recorder Insertion,Service,90223-01-00,0.0,28865.0,28865.0,28865.0,New
Cardiology,FMCARH-0002,Cardiac Profile,Service,92204-00-00,0.0,700.0,700.0,700.0,New
Cardiology,FMCARS0014,Coronary Angiography,Service,38215-00-00,0.0,8791.2,8791.2,8791.2,New
Cardiology,FMCARS0021,Echo Full Study -Cardiology,Service,55118-00-00,0.0,2585.0,2585.0,2585.0,New
Cardiology,FMCARS0022,Echo Follow Up (Within One Week) -Cardiology,Service,11700-00-00,0.0,1200.0,1200.0,1200.0,New
Cardiology,FMCARS0033,Wireless Ecg Monitoring Per Day,Service,11708-00-00,0.0,845.0,845.0,845.0,New
Cardiology,FMCARS0035,72 Hours Ecg Monitoring (Holter ),Service,11709-00-00,0.0,2330.0,2330.0,2330.0,New
Cardiology,FMCAT-0006,Intra-Aortic Balloon Pump Use,Service,38609-00-00,0.0,800.0,800.0,800.0,New
Cardiology,FMCAT-0042,Diagnostic Ep Study And Ablation Of Slow Pathways (Conventional Kit) ,PKG,38209-00-00,0.0,92500.0,92500.0,92500.0,New
Cardiology,FMCAT-0044,Cardiac Device Check And Programming With Troubleshooting ,Service,11718-00-00,0.0,1800.0,1800.0,1800.0,New
Cardiology,FMCAT-0045,Device Infection Removal Of The Device ,PKG,38353-02-00,0.0,4000.0,4000.0,4000.0,New
Cardiology,FMCAT-0051,Cardiac Device Lead Revision ,PKG,38353-01-00,0.0,39000.0,39000.0,39000.0,New
Cardiology,FMCAT-0052,Subcutaneous Icd Implantation,PKG,38390-00-00,0.0,77000.0,77000.0,77000.0,New
Cardiology,FMCAT-0054,Ablation Using 3D Mapping System (Add-On To Fmcat-0042 ),PKG,38287-01-00,0.0,24500.0,24500.0,24500.0,New
Cardiology,FMCAT-0055,Trans-Septal Puncture Using Brk Needle+ Sheath  For Left Sided Procedures ( Add-On To Fmcat-0042),PKG,38748-01-00,0.0,24500.0,24500.0,24500.0,New
Cardiology,FMCAT-0056,Use Of Intra-Cardiac Echocardiography Catheter ,PKG,38456-00-00,0.0,50000.0,50000.0,50000.0,New
Cardiology,FMCAT-0098,Diagnostic Fractional flow reserve (FFR) wire (Pressure Wire),PKG,38241-00-00,0.0,13500.0,13500.0,13500.0,New
Cardiology,FMCTS-0115,Maze Procedure(Surgical Ablation Of Atrial Fibrillation),PKG,38287-03-00,0.0,75000.0,75000.0,75000.0,New
Cardiology,FMVAS-0122,Angioplasty  - Two  Vessels,PKG,38303-00-00,0.0,27272.7,27272.7,27272.7,New
Cardiothoracic Surgery,FMCAT-0063,Ptca Additional Stent Des,PKG,38306-00-00,0.0,36036.0,36036.0,36036.0,New
Cardiothoracic Surgery,FMCTS-0009,Excision Of Chest Wall Tumour,Service,31350-00-01,0.0,24000.0,24000.0,24000.0,New
Consultation,FMANA-9902,Anaesthetic Doctor,Service,83600-00-10,0.0,306.072,306.07,306.07,New
consultation,SGHTELE-01,Tele Consultation,Service,83600-03-50,0.0,150.0,150.0,150.0,New
Dental,FMDNL-0007,Partial Denture First Tooth,Service,97727-00-00,0.0,170.0,170.0,170.0,New
Dental,FMDNL-0008,Additional Tooth Each Porcelain,Service,97765-00-00,0.0,135.0,135.0,135.0,New
Dental,FMDNL-0010,"Full Denture, Upper Or Lower",Service,97711-00-00,0.0,170.0,170.0,170.0,New
Dental,FMDNL-0017,"Jacket Crown, Isosit",Service,97613-01-00,0.0,225.0,225.0,225.0,New
Dental,FMDNL-0018,"Jacket Crown, Porcelain",Service,97613-01-00,0.0,260.0,260.0,260.0,New
Dental,FMDNL-0023,Splint - Acrylic,Service,97772-00-00,0.0,260.0,260.0,260.0,New
Dental,FMDNL-0026,Andersen Activator,Service,97575-00-00,0.0,505.0,505.0,505.0,New
Dental,FMDNL-0030,Veneer Crown Cast W/ Isosit Face,Service,97631-00-00,0.0,260.0,260.0,260.0,New
Dental,FMDNL-0035,Chrome Cobalt Pist Two Teeth,Service,97727-00-00,0.0,635.0,635.0,635.0,New
Dental,FMDNL-0037,Chrome Cobalt Pist Four Teeth,Service,97727-00-00,0.0,970.0,970.0,970.0,New
Dental,FMDNL-0039,Porcelain With Precious Metal,Service,97613-04-00,0.0,635.0,635.0,635.0,New
Dental,FMDNL-0041,Veneer Crown Cast Porcelain,Service,97631-00-00,0.0,355.0,355.0,355.0,New
Dental,FMDNL-0053,Reline (Upper Or Lower),Service,97743-00-20,0.0,260.0,260.0,260.0,New
Dental,FMDNL-0058,Ear Mold,Service,41557-02-02,0.0,260.0,260.0,260.0,New
Dental,FMDNL-0059,Ear Plug,Service,41647-01-00,0.0,260.0,260.0,260.0,New
Dental,FMDNT00038,Removal Of Fixed Appliance,Service,97874-00-10,0.0,825.0,825.0,825.0,New
DENTAL,FMDNT-2000,Additional Fee For Complicated Operations G.A,Service,97015-00-00,0.0,2670.0,2670.0,2670.0,New
Dental,fmdnt-3011,Treatment Of Acute Periodontal Infection – Per Appointment,Service,97213-00-00,0.0,5100.0,5100.0,5100.0,New
Dental,FMDNTF0004,Amalgam Core,Service,97625-10-00,0.0,835.0,835.0,835.0,New
Dental,FMDNTF0005,Reinforcement Each Pin,Service,97575-00-00,0.0,185.0,185.0,185.0,New
Dental,FMDNTF0013,Ketac Filling One Surface,Service,97572-01-00,0.0,580.0,580.0,580.0,New
Dental,FMDNTF0014,Ketac Filling Two Surface,Service,97572-01-00,0.0,735.0,735.0,735.0,New
Dental,FMDNTF0015,Child. Ketac Filling 1 Surface,Service,97572-01-00,0.0,470.0,470.0,470.0,New
Dental,FMDNTF0016,Child. Ketac Filling 2 Surface,Service,97572-01-00,0.0,580.0,580.0,580.0,New
Dental,FMDNTF0018,Pit And Fissure Sealing,Service,97161-00-00,0.0,520.0,520.0,520.0,New
Dental,FMDNTM0001,Scaling,Service,97281-00-10,0.0,470.0,470.0,470.0,New
Dental,FMDNTM0003,Scaling And Polishing,Service,97281-00-10,0.0,835.0,835.0,835.0,New
Dental,FMDNTM0006,Gum Treatment Quad. (Severe),Service,97281-00-10,0.0,1640.0,1640.0,1640.0,New
Dental,FMDNTM0009,Reverse Bevel Gingivectomy/Quadrant,Service,97231-01-00,0.0,2520.0,2520.0,2520.0,New
Dental,FMDNTM0012,Reconstruction Of Periodontal Bone Defect Quadrant,Service,97989-00-10,0.0,2315.0,2315.0,2315.0,New
Dental,FMDNTM0013,Local Treatment Of Oral Lesion Small,Service,97989-00-10,0.0,260.0,260.0,260.0,New
Dental,FMDNTM0014,Local Treatment Of Oral Lesion Medium,Service,97989-00-10,0.0,505.0,505.0,505.0,New
Dental,FMDNTM0015,Local Treatment Of Large,Service,97989-00-10,0.0,580.0,580.0,580.0,New
Dental,FMDNTM0017,Smoothing Of Sharp Edge,Service,97113-00-00,0.0,315.0,315.0,315.0,New
Dental,FMDNTM0019,Whitening Two Session,Service,97118-00-00,0.0,2580.0,2580.0,2580.0,New
Dental,FMDNTM0020,Whitening Three Session,Service,97118-00-00,0.0,3335.0,3335.0,3335.0,New
Dental,FMDNTM0021,Bleaching (One Tooth),Service,97118-00-00,0.0,1185.0,1185.0,1185.0,New
Dental,FMDNTM0022,Bleaching (Two Teeth),Service,97118-00-00,0.0,1670.0,1670.0,1670.0,New
Dental,FMDNTM0023,Consultation + Scaling + Bleaching,Service,97281-00-10,0.0,200.0,200.0,200.0,New
Dental,FMDNTN0065,Adhesive Restoration Four Surfaces Anterior Tooth Direct,Service,97521-01-00,0.0,750.0,750.0,750.0,New
Dental,FMDNTN0066,Adhesive Restoration Veneer Anterior Tooth Direct,Service,97582-01-00,0.0,360.0,360.0,360.0,New
Dental,FMDNTN0076,Removal Of Indirect Restoration,Service,97595-00-00,0.0,350.0,350.0,350.0,New
Dental,FMDNTN0079,Full Crown Non-Metallic Indirect,Service,97613-07-00,0.0,3205.0,3205.0,3205.0,New
Dental,FMDNTN0133,Cleaning And Polishing Of Pre-Existing Denture,Service,97753-00-00,0.0,110.0,110.0,110.0,New
Dental,FMDNTO0002,Grade I Maloccl. 1St Depotsit,Service,97343-00-00,0.0,9610.0,9610.0,9610.0,New
Dental,FMDNTO0004,Grade I Maloccl. 3Rd Deposit,Service,97963-00-00,0.0,4900.0,4900.0,4900.0,New
Dental,FMDNTO0013,Grade Iv Malocclussion Total,Service,97968-00-00,0.0,32545.0,32545.0,32545.0,New
Dental,FMDNTO0017,Grade V Malocclussion Total,Service,97963-00-00,0.0,37190.0,37190.0,37190.0,New
Dental,FMDNTO0021,Grade Vi Malocclussion Total,Service,97961-00-00,0.0,41830.0,41830.0,41830.0,New
Dental,FMDNTO0025,Grade Vii Malocclussion Total,Service,97343-00-00,0.0,45600.0,45600.0,45600.0,New
Dental,FMDNTO0029,Clicking Tmj[Fjo],Service,50115-00-00,0.0,7330.0,7330.0,7330.0,New
Dental,FMDNTP0003,Temporary Metalic Crown,Service,97618-01-00,0.0,835.0,835.0,835.0,New
Dental,FMDNTP0005,Isosit Jacket Crown,Service,97615-10-00,0.0,1100.0,1100.0,1100.0,New
Dental,FMDNTP0006,Isosit Veneer Crown,Service,97615-10-00,0.0,1370.0,1370.0,1370.0,New
Dental,FMDNTP0008,Porcelain Facing Jacket,Service,97631-00-00,0.0,1640.0,1640.0,1640.0,New
Dental,FMDNTP0015,Porcelain Jacket Precious Metal,Service,97989-00-10,0.0,4650.0,4650.0,4650.0,New
Dental,FMDNTP0018,Inlay Metallic 2 Surfaces,Service,97541-01-00,0.0,1640.0,1640.0,1640.0,New
Dental,FMDNTP0027,Full Denture Acrylic Type Ii,Service,97711-00-00,0.0,8820.0,8820.0,8820.0,New
Dental,FMDNTP0028,Full Denture Acrylic Type Iii,Service,97711-00-00,0.0,12590.0,12590.0,12590.0,New
Dental,FMDNTP0031,Acrylic Denture Upper/Lower Iii,Service,97721-00-00,0.0,7710.0,7710.0,7710.0,New
Dental,FMDNTP0036,Complete Denture Vitalium Type I,Service,97711-00-00,0.0,15090.0,15090.0,15090.0,New
Dental,FMDNTP0037,Completel Denture Vitalium Type Ii,Service,97711-00-00,0.0,20095.0,20095.0,20095.0,New
Dental,FMDNTP0038,Complete Denture Vitalium Type Iii,Service,97711-00-00,0.0,24425.0,24425.0,24425.0,New
Dental,FMDNTP0039,Upper/Lower Dental Vitallium Type I,Service,97989-00-10,0.0,10070.0,10070.0,10070.0,New
Dental,FMDNTP0040,Upper/Lower Denture Vitalium Type Ii,Service,97989-00-10,0.0,12590.0,12590.0,12590.0,New
Dental,FMDNTP0041,Upper/Lower Denture Vitalium Type Iii,Service,97989-00-10,0.0,15090.0,15090.0,15090.0,New
Dental,FMDNTP0042,Vitalium Chrome Cobalt One Tooth,Service,97989-00-10,0.0,2155.0,2155.0,2155.0,New
Dental,FMDNTP0046,Vitalium Bar,Service,97762-00-00,0.0,1370.0,1370.0,1370.0,New
Dental,FMDNTP0052,Repair Of Clasp,Service,97762-00-00,0.0,470.0,470.0,470.0,New
Dental,FMDNTP0055,Lateral Training Flange,Service,97812-01-00,0.0,2670.0,2670.0,2670.0,New
Dental,FMDNTP0061,Splint Acylic Ii,Service,97772-00-00,0.0,2670.0,2670.0,2670.0,New
Dental,FMDNTP0062,Splint Acylic Iii,Service,97772-00-00,0.0,3870.0,3870.0,3870.0,New
Dental,FMDNTP0063,One Surface Ceramic Filling,Service,97521-01-00,0.0,580.0,580.0,580.0,New
Dental,FMDNTP0065,Three Surfaces Ceramic Filling,Service,97521-02-00,0.0,1100.0,1100.0,1100.0,New
Dental,FMDNTP0066,Vener Face Ceramic,Service,97541-01-00,0.0,2670.0,2670.0,2670.0,New
Dental,FMDNTP0067,Vener Cerec Filling,Service,97582-01-00,0.0,580.0,580.0,580.0,New
Dental,FMDNTP0074,Single Porcelain Tooth,Service,97551-02-00,0.0,700.0,700.0,700.0,New
Dental,FMDNTP0075,Space Mainteiner Pedo (Simple),Service,97845-00-00,0.0,1015.0,1015.0,1015.0,New
Dental,FMDNTP0076,Space Mainteiner Pedo (Compound),Service,97845-00-00,0.0,1670.0,1670.0,1670.0,New
Dental,FMDNTP0079,Anterior Crossbite Appliance,Service,97575-00-00,0.0,1670.0,1670.0,1670.0,New
Dental,FMDNTP0082,High Ceram Crown,Service,97615-10-00,0.0,4045.0,4045.0,4045.0,New
Dental,FMDNTP0086,Additional Metal Post,Service,97625-20-00,0.0,700.0,700.0,700.0,New
Dental,FMDNTP0087,Fiber Optic Post,Service,97625-20-00,0.0,520.0,520.0,520.0,New
Dental,FMDNTP0088,Additional Fiberoptic Post,Service,97625-20-00,0.0,365.0,365.0,365.0,New
Dental,FMDNTP0091,Ready Made Post (For Children),Service,97597-00-00,0.0,1350.0,1350.0,1350.0,New
Dental,FMDNTP0093,In Clinic Bleaching,Service,97117-00-00,0.0,600.0,600.0,600.0,New
Dental,FMDNTP0094,In Home Bleaching,Service,97119-00-00,0.0,885.0,885.0,885.0,New
Dental,FMDNTP0097,Crown Lengthening 1 Tooth,Service,97238-00-00,0.0,2100.0,2100.0,2100.0,New
Dental,FMDNTP0098,Crown Lengthening For Extra Teeth,Service,97238-00-00,0.0,1050.0,1050.0,1050.0,New
Dental,FMDNTR0008,Rct And Filling Two Roots,Service,97416-00-00,0.0,3240.0,3240.0,3240.0,New
Dental,FMDNTR0015,Retreatment Two Root Canal,Service,97415-00-00,0.0,1260.0,1260.0,1260.0,New
Dental,FMDNTR0016,Root Canal Retreatment 3 Canals,Service,97415-00-00,0.0,1575.0,1575.0,1575.0,New
Dental,FMDNTR0019,Remove Old Filling,Service,97451-00-00,0.0,315.0,315.0,315.0,New
Dental,FMDNTR0020,Remove Old Root One Canal,Service,97451-00-00,0.0,420.0,420.0,420.0,New
Dental,FMDNTR0021,Remove Old Root Two Canals,Service,97451-00-00,0.0,525.0,525.0,525.0,New
Dental,FMDNTR0022,Remove Old Root Three Canals,Service,97451-00-00,0.0,630.0,630.0,630.0,New
Dental,FMDNTR0023,Composite Veneer For One Tooth,Service,97582-01-00,0.0,630.0,630.0,630.0,New
Dental,FMDNTR0024,Snap On Smile,Service,97989-00-10,0.0,945.0,945.0,945.0,New
Dental,FMDNTR0026,Orthodontic Deposit One,Service,97963-00-00,0.0,525.0,525.0,525.0,New
Dental,FMDNTR0027,Orthodontic Deposit Two,Service,97862-00-00,0.0,840.0,840.0,840.0,New
Dental,FMDNTS0004,Simple Extraction (Decidious),Service,97311-01-00,0.0,315.0,315.0,315.0,New
Dental,FMDNTS0012,Surface Tissue Impacted Upper 3Rd Molar,Service,97321-07-10,0.0,1640.0,1640.0,1640.0,New
Dental,FMDNTS0013,Impacted 3Rd Molar Lower Surface Tissue,Service,97989-00-10,0.0,1905.0,1905.0,1905.0,New
Dental,FMDNTS0015,Impacted 3Rd Molar Moderate Case,Service,97989-00-10,0.0,3870.0,3870.0,3870.0,New
Dental,FMDNTS0016,Impacted 3Rd Molar Severe Case,Service,97324-01-10,0.0,5140.0,5140.0,5140.0,New
Dental,FMDNTS0021,Operculectomy,Service,90675-00-00,0.0,1100.0,1100.0,1100.0,New
Dental,FMDNTS0022,Incision & Drainage Intra-Oral Abscess (Superficial),Service,30223-01-00,0.0,735.0,735.0,735.0,New
Dental,FMDNTS0023,Incision & Drainage Intra-Oral Abscess (Deep),Service,96215-00-20,0.0,1435.0,1435.0,1435.0,New
Dental,FMDNTS0024,Incision & Drainage Extra-Oral Abscess,Service,96215-00-10,0.0,1640.0,1640.0,1640.0,New
Dental,FMDNTS0025,Incision & Drainage Intra-Oral Abscess (Children),Service,96215-00-10,0.0,210.0,210.0,210.0,New
Dental,FMDNTS0026,Irrigation Or Change Drain Of Abscess/Socket,Service,96215-00-10,0.0,170.0,170.0,170.0,New
Dental,FMDNTS0027,Enucleation Of Small Cyst,Service,97379-00-00,0.0,2670.0,2670.0,2670.0,New
Dental,FMDNTS0028,Enucleation Of Moderate Cyst,Service,97379-00-00,0.0,3760.0,3760.0,3760.0,New
Dental,FMDNTS0029,Enucleation Of Large Cyst,Service,97379-00-00,0.0,5140.0,5140.0,5140.0,New
Dental,FMDNTS0044,Alveoloplasty One Jaw,Service,97331-00-10,0.0,7475.0,7475.0,7475.0,New
Dental,FMDNTS0058,Vestibuloplasty One Jaw,Service,45837-00-00,0.0,4770.0,4770.0,4770.0,New
Dental,FMDNTS0072,"Pain And Clicking Tmj, P.D",Service,50115-00-00,0.0,7010.0,7010.0,7010.0,New
Dental,FMDNTS0073,"Myofacial Pain Disfunction Sydrome, P.D",Service,45865-00-00,0.0,9155.0,9155.0,9155.0,New
Dental,FMDNTS0074,"Facial Pain, P.D",Service,50115-00-00,0.0,2430.0,2430.0,2430.0,New
Dental,FMDNTS0081,Surgical Excision Intra-Oral Swelling Small,Service,90141-01-10,0.0,2430.0,2430.0,2430.0,New
Dental,FMDNTS0082,Surgical Excision Of Intra-Oral Swelling - Medium,Service,90141-01-10,0.0,3375.0,3375.0,3375.0,New
Dental,FMDNTS0083,Surgical Excision Of Intra-Oral Swelling (Large),Service,90141-01-10,0.0,4690.0,4690.0,4690.0,New
Dental,FMDNTS0090,Surgical Excision Of Malignant Tumour Large,Service,90141-01-30,0.0,15240.0,15240.0,15240.0,New
Dental,FMDNTS0091,Stiches For Superficial Wound,Service,97399-00-00,0.0,1370.0,1370.0,1370.0,New
Dental,FMDNTS0092,Stiches For Deep Wound,Service,97399-00-00,0.0,2670.0,2670.0,2670.0,New
Dental,FMDNTS0110,Arch Bar Maxilla Or Mandible,Service,97989-00-10,0.0,2430.0,2430.0,2430.0,New
Dental,FMDNTS0114,Inter Dental Wiring One Jaw,Service,50130-00-01,0.0,4465.0,4465.0,4465.0,New
Dental,FMDNTS0115,Closed Reduction,Service,47756-00-01,0.0,3520.0,3520.0,3520.0,New
Dental,FMDNTS0116,Open Reduction Intra-Oral Int.,Service,47774-00-01,0.0,6620.0,6620.0,6620.0,New
Dental,FMDNTS0117,Open Reduction Intra-Oral Post,Service,47774-00-01,0.0,6077.0,6077.0,6077.0,New
Dental,FMDNTS0129,Excision Of Tongue (Partial),Service,30272-00-00,0.0,5140.0,5140.0,5140.0,New
Dental,FMDNTS0160,Surgery Model,Service,83700-00-00,0.0,1260.0,1260.0,1260.0,New
Dental,FMDNTS0180,Grafting Soft Tissue (Large),Service,97271-02-00,0.0,9765.0,9765.0,9765.0,New
Dental,FMDNTS0182,Grafting Hard Tissue (Medium),Service,97234-00-00,0.0,9765.0,9765.0,9765.0,New
Dental,FMDNTS0183,Grafting Hard Tissue (Large),Service,97234-00-00,0.0,12205.0,12205.0,12205.0,New
Dental,FMDNTS0185,T. Implant Ant. (L),Service,45846-00-00,0.0,2190.0,2190.0,2190.0,New
Dental,FMDNTS0186,T. Implant Ant. (G),Service,45846-00-00,0.0,3860.0,3860.0,3860.0,New
Dental,FMDNTS0189,T. Implant Post (L),Service,45846-00-00,0.0,3100.0,3100.0,3100.0,New
Dental,FMDNTS0190,T Implant Pirt (G),Service,45846-00-00,0.0,4250.0,4250.0,4250.0,New
Dental,FMDNTS0192,Immediate T Implant Ant. (G),Service,45846-00-00,0.0,5725.0,5725.0,5725.0,New
Dental,FMDNTS0194,Insertion Of I.M.Z. Implant 1St Stage,Service,97661-00-00,0.0,2580.0,2580.0,2580.0,New
Dental,FMDNTS0195,Insertion Of I.M.Z. Implant 2Nd Stage,Service,45847-00-10,0.0,550.0,550.0,550.0,New
Dental,FMDNTS0196,I.M.Z. Implant Titanium 1St Stage,Service,97661-00-00,0.0,3870.0,3870.0,3870.0,New
Dental,FMDNTS0197,I.M.Z. Implant Titanium 2Nd Stage,Service,97661-00-00,0.0,1145.0,1145.0,1145.0,New
Dental,FMDNTS0214,Subperior Steal Implant Partial 2Nd Stage,Service,97661-00-00,0.0,315.0,315.0,315.0,New
Dental,FMDNTS0236,Add`L Fee For Comp.Proc./ 3Hrs,Service,83610-00-50,0.0,1320.0,1320.0,1320.0,New
Dental,FMDNTS0256,Reconstruction Of Orbit (Floor),Service,97989-00-10,0.0,14995.0,14995.0,14995.0,New
Dental,FMDNTS0297,Osteotomy Of Maxilla (Localized Posterior),Service,45720-01-00,0.0,10500.0,10500.0,10500.0,New
Dental,FMDNTS0298,Osteotomy Of Maxilla (Segmental Anterior),Service,45720-01-00,0.0,12600.0,12600.0,12600.0,New
Dental,FMDNTS0352,Manipulation Of Dislocated Tmj (Moderate),Service,47000-00-01,0.0,845.0,845.0,845.0,New
Dental,FMDNTS0365,Insertion On Stage Dental Implant(Simple),Service,45846-00-00,0.0,6665.0,6665.0,6665.0,New
Dental,FMDNTS0366,Insertion Of One Stage Dental Implant(Moderate),Service,45846-00-00,0.0,8395.0,8395.0,8395.0,New
Dental,FMDNTS0400,Implant Surgical Part,Service,97989-00-10,0.0,3465.0,3465.0,3465.0,New
Dental,FMDNTS3072,Service Charges For Invisalign System-Comprehensive,Service,97989-00-10,0.0,10000.0,10000.0,10000.0,New
Dental,FMDNTS3073,Service Charges For Invasalign System Lite Dual Arch,Service,97989-00-10,0.0,6250.0,6250.0,6250.0,New
Dental,FMDNTS3074,Service Charges For Invasalign System Lite Single Arch,Service,97989-00-10,0.0,4280.0,4280.0,4280.0,New
Dental,FMDNTS3075,Service Charges For Invasalign System Express Dual Arch,Service,97989-00-10,0.0,3400.0,3400.0,3400.0,New
Dental,FMDNTS3077,Service Charges For Invasalign System Vivera Retainers Single Arch,Service,97989-00-10,0.0,770.0,770.0,770.0,New
Dental,FMDNTS3078,Service Charges For Invasalign System Vivera Retainers Dual Arch,Service,97989-00-10,0.0,1240.0,1240.0,1240.0,New
Dental,FMDNTS3079,Service Charges For Invasalign System Compliance Indicator,Service,97989-00-10,0.0,150.0,150.0,150.0,New
Dental,FMDNTX0004,Pediatric X-Ray,Service,97022-00-10,0.0,185.0,185.0,185.0,New
Dental,FMDNTX0006,Additional X-Ray,Service,97022-00-10,0.0,155.0,155.0,155.0,New
Dental,FMDNTX0007,Panoramic & Cephalometric,Service,57960-00-00,0.0,580.0,580.0,580.0,New
Dental & Maxillofacial, FMDNTC108, Arthrocentesis (Two Side),PKG,96215-00-10,0.0,9000.0,9000.0,9000.0,New
Dental & Maxillofacial,DNT-0001,I & D Facial Abscess L.A.,PKG,97379-00-00,0.0,5000.0,5000.0,5000.0,New
Dental & Maxillofacial,DNT-0002,Removal Of Arch Bars & Wires,PKG,45823-00-00,0.0,12000.0,12000.0,12000.0,New
Dental & Maxillofacial,DNT-0003,Removal Of Facial Foreign Bodies,PKG,92087-00-00,0.0,12000.0,12000.0,12000.0,New
Dental & Maxillofacial,DNT-0004,Closure Of  Facial Laceration,PKG,97377-00-00,0.0,12000.0,12000.0,12000.0,New
Dental & Maxillofacial,DNT-0005,Excision Of Minor Salivary Gland ( Mucocele ),PKG,90138-00-00,0.0,12000.0,12000.0,12000.0,New
Dental & Maxillofacial,DNT-0008,I & D Facial Abscess  G.A.,PKG,97379-00-00,0.0,15000.0,15000.0,15000.0,New
Dental & Maxillofacial,DNT-0009,Closed Reduction Of Nasal Bone Fractures,PKG,47738-00-00,0.0,15000.0,15000.0,15000.0,New
Dental & Maxillofacial,DNT-0010,Closure Of Deep/Multiple Facial Lacerationg.A,PKG,30035-00-10,0.0,15000.0,15000.0,15000.0,New
Dental & Maxillofacial,DNT-0011,Excision Of Localized Oral Tumor With Histopathology,PKG,90141-01-00,0.0,15000.0,15000.0,15000.0,New
Dental & Maxillofacial,DNT-0014,Orif Frontal Bone Fractures,PKG,90530-00-00,0.0,30000.0,30000.0,30000.0,New
Dental & Maxillofacial,DNT-0015,Orif - Midface Fractures  - Unilateral,PKG,90530-02-00,0.0,30000.0,30000.0,30000.0,New
Dental & Maxillofacial,DNT-0016,Orif - Mandibular Condyle Fracture,PKG,47789-00-01,1.0,30000.0,30000.0,30000.0,New
