Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
ENT,FMENT-3147,Throat Foreign Body Removal G.A.,PKG,99999-99-99,DAY CASE,2340,2340,Service to Package
NEUROSURGERY,FMNEU-3667,Craniectomy - Posterior Fossa Decompression,PKG,40106-01-00,3,45000,45000,Service to Package
Cardiology,FMCAR-3026,"Pulmonary Balloon Valvuloplasty Consumable (Catheter, Balloon, Wires, Sheath) 3000Sr",PKG,38270-03-00,2,25000,25000,Service to Package
NEUROSURGERY,FMNEU-3475,Anterior Cervical Corpectomy And Stabilization - One Level W/Out Implant,PKG,40331-00-00,2,78000,78000,Service to Package
NEUROSURGERY,FMNEU-3508,Posterior Cervical Fusion And Fixation - 2 Levels W/Out Implant,PKG,90011-02-00,3,85500,85500,Service to Package
Orthopedics,PKORT-0018,Patellar Tendon Repair,PKG,47582-00-01,2,24300,24300,Service to Package
Orthopedics,FMORT-0704,Postero Lateral Rotatory Instabi Lity (Dlri),PKG,47363-00-01,2,63000,63000,Service to Package
Dental,FMDNT-3007,General Anesthesia For Pediatric Dental Treatment (Medium),PKG,92514-99-00,DAY CASE,2000,2000,Service to Package
Cardiology,FMCAR-3015,Mitral Valve Repair (No Ring),PKG,38475-00-00,7 for the CABG  operation,49850,49850,Service to Package
NEUROSURGERY,FMNEU-3606,Lumbo Peritoneal Shunt Insertion,PKG,40006-00-00,2,30000,30000,Service to Package
NEUROSURGERY,FMNEU-3333,Repair Of Simple Skull Fracture,PKG,39606-01-00,3,29000,29000,Service to Package
Cardiothoracic Surgery,CAR-0027,Single Valve Replacement +Valve Cost,PKG,38562-02-00,5,60420,60420,Service to Package
SURGERY,FMSUR-3087,Division Of Tongue Tie Under L.A.,PKG,30278-02-00,DAY CASE,3000,3000,Service to Package
Plastic Surgery,FMENT-3237,Pk-Liposuction Gynocomastia - Large (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,16800,16800,Service to Package
NEUROSURGERY,FMNEU-3340,Endoscopic Evacuation Of Acute Subdural Hematoma,PKG,90007-00-00,3,55000,55000,Service to Package
SURGERY,FMSUR-3267,Sils Varicocelectomy,PKG,32508-00-01,1,11000,11000,Service to Package
Cardiology,FMCAR-3024,Mitral Balloon Valvuloplasty,PKG,38485-01-00,2,54850,54850,Service to Package
Radiology ,FMXRAY1364,Ir. Angiography Renal / Mesentric Arteriogram,PKG,59970-04-00,1,16500,16500,Service to Package
ONCOLOGY/NUCLEAR MED,FMONC-3001,Bone Marrow Aspiration Without Biopsy Under Ga,PKG,99999-99-99,1,6000,6000,Service to Package
Orthopedics,FMORT-0644,Explor.Of Retro-Perito.Region,PKG,90952-00-00,1,4200,4200,Service to Package
SURGERY,FMSUR-3239,Laprascopic Repair Of Paraumbilical Hernia,PKG,30617-00-00,1,24900,24900,Service to Package
Orthopedics,FMORT-0740,Percutaneous Thermo-Laser,PKG,40303-00-00,1,31500,31500,Service to Package
Ophthalmology,FMOPT-4059,Unilateral Eye Brow Plasty,PKG,45587-01-00,1,10500,10500,Service to Package
Orthopedics,FMORT-0732,Costotransversectomy For Thoracicdisc,PKG,40345-00-00,3,52500,52500,Service to Package
Cardiology,FMCAR-3076,Thoracotomy Drainage Loculated Collection Empyema Or Effusion,PKG,38415-00-00,2,40800,40800,Service to Package
NEUROSURGERY,FMNEU-3452,Trigeminal Nerve Radiofrequency Rhizotomy,PKG,90016-01-00,1,48000,48000,Service to Package
NEUROSURGERY,FMNEU-3551,Endoscopic Lumbar Discectomy - One Level,PKG,40300-00-00,2,40000,40000,Service to Package
Ophthalmology,FMOPT-4142,Cyclocryopexy,PKG,42806-00-01,1,9420,9420,Service to Package
SURGERY,FMSUR-3268,Laparascopic Adrenalectomy,PKG,36500-01-00,1,30000,30000,Service to Package
NEUROSURGERY,FMNEU-3455,Implantation Of Intrathecal Pump Excluding The Pump,PKG,90020-00-00,1,60000,60000,Service to Package
ENT,FMENT-3100,Nasal Foreign Body Removal G.A.,PKG,99999-99-99,DAY CASE,2340,2340,Service to Package
ENT,FMENT-3174,Incision & Drainage Of External Ear Abscess,PKG,30223-01-00,DAY CASE,2340,2340,Service to Package
Plastic Surgery,FMENT-3236,Pk-Liposuction Gynocomastia - Medium (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,14400,14400,Service to Package
Radiology ,FMXRAY1431,Ir. Myelogram,PKG,59724-00-00,1,22000,22000,Service to Package
NEUROSURGERY,FMNEU-3615,Tarsal Tunnel Release,PKG,39330-01-01,1,21500,21500,Service to Package
SURGERY,FMSUR-3085,Release Of Tongue Tie Under G.A.,PKG,30278-00-00,1,4800,4800,Service to Package
Cardiology,FMCAR-3043,Temporary Pacemaker ( Day Case ),PKG,38456-25-00,DAY CASE,9000,9000,Service to Package
SURGERY,FMSUR-3257,Laprascopic Hiatus Hernia,PKG,30601-01-00,2,31200,31200,Service to Package
General Surgery,FMSUR-3378,Total Conservative Parotidectomy With Facial Nerve Preservation,PKG,30247-00-00,4,40000,40000,Service to Package
Radiology ,FMXRAY1433,Ir. Pulmonary Mechanical Thrombectomy,PKG,90230-00-00,3 INCLUDING ICU ,71500,71500,Service to Package
ENT,FMENT-3177,Pre Auriclar Fistula Excision,PKG,30104-00-01,1,11400,11400,Service to Package
NEUROSURGERY,FMNEU-3518,Decompressive Thoracic Laminectomy - 1 Level,PKG,90024-00-00,2,40000,40000,Service to Package
UROLOGY,FMURO-3055,Recurrent Ureteral Stricture,PKG,37303-00-00,1,17400,17400,Service to Package
Radiology ,FMXRAY1407,Ir. Splenic Artery Embolization,PKG,35303-06-00,2,55000,55000,Service to Package
NEUROSURGERY,FMNEU-3539,Lumbar Decompressive Laminectomy For Canal Stenosis - Three Levels,PKG,90024-01-00,2,38000,38000,Service to Package
Ophthalmology,FMOPT-4096,Keraoplasty+Cataract+Ext. Iol,PKG,90064-00-01,1,25200,25200,Service to Package
UROLOGY,FMURO-3100,Urethrolithotomy (Middle And Lower 1/3 Crushing),PKG,36549-00-00,1,13800,13800,Service to Package
Dental & Maxillofacial,FMDNTC97,Genioplasty Stand Alone Procedure,PKG,45761-00-00,3,25000,25000,Service to Package
NEUROSURGERY,FMNEU-3336,Craniotomy And Evacuation Of Extradural Hematoma,PKG,90007-00-00,3,37000,37000,Service to Package
Cardiology,FMCAR-3077,Aortic Valve Replacement Tissue Rapid Deployment Valve Excluding Valve.,PKG,38489-01-00,7,65000,65000,Service to Package
Ophthalmology,FMOPT-4029,Electrolysis For Eye Lashes In O.R.,PKG,42587-04-01,DAY CASE,1140,1140,Service to Package
Orthopedics,FMORT-0705,Total Elbow Replacement,PKG,49115-00-01,2,42000,42000,Service to Package
Cardiology,FMCAR-3028,Balloon Atrial Septostomy Consumable (Rashkined Or Z5 Balloon) 2000Sr,PKG,38270-00-00,2,20000,20000,Service to Package
Plastic Surgery,FMENT-3235,Pk-Liposuction Gynocomastia - Small (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,12000,12000,Service to Package
Orthopedics,FMORT-0346,Revision Of Amputaiton Stump -(2Nd Close),PKG,44376-00-01,2,15750,15750,Service to Package
Cardiology,FMCAR-3075,Excision Of Mediastinal Mass / Cyst Sternotomy,PKG,38446-03-00,2,57600,57600,Service to Package
SURGERY,FMSUR-3235,Laparascopic Hernia Repair Bilateral,PKG,30405-03-00,2,27150,27150,Service to Package
Cardiology,FMCAR-3039,Catheterization Left Heart + Graft ( Day Case ),PKG,38203-00-00,DAY CASE,11500,11500,Service to Package
NEUROSURGERY,FMNEU-3621,Nerve Exploration And Neurolysis/Decompression,PKG,90011-01-00,1,42000,42000,Service to Package
NEUROSURGERY,FMNEU-3538,Lumbar Decompressive Laminectomy For Canal Stenosis - Two Levels,PKG,90024-01-00,2,34000,34000,Service to Package
Cardiology,FMCAR-3012,Mitral Tissue Valve,PKG,38489-02-00,7 for the CABG  operation,59850,59850,Service to Package
NEUROSURGERY,FMNEU-3767,Stereotactic Biopsy Brain,PKG,40801-00-00,2,80000,80000,Service to Package
SURGERY,FMSUR-3355,"Embolization Of Cranial And Spinal Arteriovenous Malformations By Glue And Coils > 6 Nedal Injections Including The Basic Microcatheter, Microguide Wire And The First Coil",PKG,35321-02-00,2,79800,79800,Service to Package
SURGERY,FMSUR-3335,Hysteroscopic Removal Of Synechia,PKG,35633-00-00,1,14400,14400,Service to Package
Orthopedics,FMORT-0140,Arthrotomy For Removal Of Prosthesis At Ankle,PKG,90606-01-00,1,25200,25200,Service to Package
ENT,FMENT-3115,Cryoturbinectomy,PKG,41695-00-00,1,5820,5820,Service to Package
OB & GYNE,FMOBG-3048,Caesarian Delivery For Triplets (Uncomplicated),PKG,16520-04-00,3,19500,19500,Service to Package
Cardiology,FMCAR-3018,Mitral & Tricuspid Valve Repair (With Ring),PKG,34818-00-01,7 for the CABG  operation,54850,54850,Service to Package
Endoscopy,FMENDE0141,Removal of biliary stent + retrograde cholangiography,PKG,30451-03-00,1,5000,5000,New
Orthopedics,FMORT-0566,Open Reduction & Internal Fixa Tion (Pinnig)Of Coles Fracture,PKG,47366-02-01,1,23100,23100,Service to Package
Ophthalmology,FMOPT-4049,Unilateral Limited Myectomy Upper Lid,PKG,90090-00-01,1,11400,11400,Service to Package
Plastic Surgery,FMENT-3190,"Pk-Burn Scar - Large ""A"" Area (Skincare)Incl O.R. Anesthesia One Night In Hospital",PKG,90675-00-00,1,14400,14400,Service to Package
SURGERY,FMSUR-3198,Colovaginal Fistula Repair,PKG,35596-00-00,2,25000,25000,Service to Package
ENT,FMENT-3158,Myringoplasty,PKG,41530-00-01,1,10200,10200,Service to Package
SURGERY,FMSUR-3248,Laparascopic Repair Of Epigastric Hernia,PKG,30617-01-00,2,15000,15000,Service to Package
Cardiology,FMCAR-3017,Mitral & Tricuspid Valve Repair (No Ring),PKG,34818-00-01,7 for the CABG  operation,49850,49850,Service to Package
Ophthalmology,FMOPT-4035,Exci. Of Multi Chalaz. In Or,PKG,42575-00-01,DAY CASE,3712.5,3712.5,Service to Package
NEUROSURGERY,FMNEU-3607,Carpal Tunnel Syndrome Decompression Bilateral,PKG,39331-01-02,1,9500,9500,Service to Package
NEUROSURGERY,FMNEU-3625,Neuroma Excision,PKG,39324-02-00,1,43750,43750,Service to Package
UROLOGY,FMURO-3073,Fulgration Of Posterior Urethral Valve,PKG,37854-00-00,2,13800,13800,Service to Package
Plastic Surgery,FMENT-3231,Pk-Liposuction Lateral Thighs (Large) (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,12000,12000,Service to Package
SURGERY,FMSUR-3187,Procto Colectomy & Ileal Pouch Anal Anastomosis,PKG,32051-00-00,3,50000,50000,Service to Package
Cardiology,FMCAR-3088,Rib Resection Or Chest Wall Resection One Or More Ribs Without Mesh Closure,PKG,90603-03-00,2,25000,25000,Service to Package
Orthopedics,FMORT-0298,Strip Of Tendon,PKG,47954-00-01,1,11340,11340,Service to Package
SURGERY,FMSUR-3164,Hiatus Hernia Surgical,PKG,30601-00-00,2,18000,18000,Service to Package
Ophthalmology,FMOPT-4055,Unilateral Blepharoplasty Upper Lid,PKG,45625-00-01,2,10800,10800,Service to Package
SURGERY,FMSUR-3636,MEDIASTINOSCOPY,PKG,38448-01-00,,31000,31000,Service to Package
SURGERY,FMSUR-3283,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Unilateral),PKG,90434-00-01,1,17100,17100,Service to Package
Cardiology,FMCAR-3021,Ligation Patent Ductus (Adult),PKG,38700-00-00,2,30850,30850,Service to Package
SURGERY,FMSUR-3240,Laparascopic Repair Of Incisional Hernia,PKG,30403-00-00,1,24900,24900,Service to Package
UROLOGY,FMURO-3115,Vasoepididymostomy,PKG,37619-02-00,1,24900,24900,Service to Package
Orthopedics,FMORT1066,Muscle Flap,PKG,45009-01-00,4,27000,27000,Service to Package
Ophthalmology,FMOPT-2102,COMPLICATED CATRACT EXTRACTION,PKG,90077-00-11,1,17550,17550,Service to Package
NEUROSURGERY,FMNEU-3559,Laminectomy Drainage Spinal Extradural Empyema - One Level,PKG,90031-00-00,3,45000,45000,Service to Package
Orthopedics,FMORT-0337,Conversion Of Below Knee Amputatn To Above Knee Amputation,PKG,44367-00-00,2,31500,31500,Service to Package
ENT,FMENT-3152,Hypopharyngoscopy,PKG,90149-00-00,DAY CASE,3450,3450,Service to Package
Plastic Surgery,FMPSD-2093,TRANSPOSITION FLAP (SMALL),PKG,45206-09-00,DAY CASE,5500,5500,Service to Package
Cardiology,FMCAR-3087,Rigid Oesphagoscopy + Procedure In Pediatric Age Group (Removal Of Ingested F.B Or Biopsy),PKG,30473-04-00,1,15000,15000,Service to Package
Plastic Surgery,FMENT-3242,Pk-Liposuction Arms (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,10800,10800,Service to Package
Plastic Surgery,FMENT-3238,Pk-Liposuction Flanks (Skincare)Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,8400,8400,Service to Package
Orthopedics,FMORT-0300,Strip Of Ilio-Tibial Bond,PKG,90579-00-01,1,12600,12600,Service to Package
Plastic Surgery,FMENT-3207,Pk-Upper Bleparoplasty (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,42584-00-01,1,9600,9600,Service to Package
SURGERY,FMSUR-3264,Sils Appendectomy,PKG,30571-00-00,2,12000,12000,Service to Package
SURGERY,FMSUR-3176,Laparascopic Mulitple Segmental Resection Of Small Intestine,PKG,30566-00-00,3,25000,25000,Service to Package
SURGERY,FMSUR-3098,Thyroglossal Cyst Of Fistula,PKG,90559-00-00,1,12150,12150,Service to Package
Orthopedics,FMORT-0288,Tendesis Of Hand,PKG,47963-01-01,1,15750,15750,Service to Package
OB & GYNE,FMOBG-3028,C.S. With Abdominal Hysterectomy,PKG,35653-01-00,1,20000,20000,Service to Package
UROLOGY,FMURO-3101,Total Or Partial Nephrectomy,PKG,36522-01-00,2,17400,17400,Service to Package
SURGERY,FMSUR-3281,Laparascopic Salpingo-Oophorectomy (Unilateral),PKG,35638-02-00,1,11100,11100,Service to Package
Plastic Surgery,FMENT-3232,Pk-Liposuction Medial Thighs (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,9600,9600,Service to Package
Plastic Surgery,FMENT-3230,Pk-Liposuction Lateral Thighs (Small-Medium) (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,9600,9600,Service to Package
UROLOGY,FMURO-3057,Urethral Fistula Two Stages,PKG,90364-00-00,1,17400,17400,Service to Package
UROLOGY,FMURO-3052,Suprapubic Prostatectomy,PKG,37200-03-00,1,17400,17400,Service to Package
Endoscopy,fmint-2003,"Ercp, W/ Sphincterotomy - Biliary Stent Placement. (Implant Not Included)",Service,30484-00-00,0,18150,18150,Current List
UROLOGY,FMURO-3113,Urethroplasty Two Stages,PKG,37345-00-00,1,24900,24900,Service to Package
Dermatology ,FMENT-3209,Pk-In-Complete Cleft Lip (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45692-00-00,1,12000,12000,Service to Package
UROLOGY,FMURO-3038,Open Cystolithotomy,PKG,37008-03-00,1,10800,10800,Service to Package
SURGERY,FMSUR-3132,Vagotomy With/Without Gastroenterostomy,PKG,30496-02-00,1,14000,14000,Service to Package
Endoscopy,FMENDE0059,Gastric varices injection,PKG,90335-01-00,1,4232,4232,Service to Package
Dermatology ,FMENT-3210,Pk-Complete Cleft Lip (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45695-00-00,1,14400,14400,Service to Package
ENT,FMENT-3154,Unilateral Myringatomy (G.A.),PKG,41626-00-00,DAY CASE,2220,2220,Service to Package
Plastic Surgery,FMENT-3246,Pk-Full Abdominoplasty - Large (Skincare) Including O.R. Anaeasthesia Two Night In Hospital,PKG,30165-00-00,2,21600,21600,Service to Package
ENT,FMENT-3254,Incision and Drainage of ludwig angina,PKG,45676-00-00,,6500,6500,Service to Package
UROLOGY,FMURO-3108,Radical Cystectomy,PKG,37014-00-00,1,21000,21000,Service to Package
SURGERY,FMSUR-3253,Laparascopic Tubal Ligation On Cauterization Bilateral,PKG,35688-00-00,1,9900,9900,Service to Package
ENT,FMENT-3165,Facial Nerve Surgery,PKG,41569-00-00,2,16800,16800,Service to Package
NEUROSURGERY,FMNEU-3608,Carpal Tunnel Syndrome Decompression Unilateral,PKG,39331-01-01,1,6600,6600,Service to Package
Plastic Surgery,FMENT-3188,Pk-Burn Scar - Medium Area (Skincare)Incl O.R. -Anesthesia One Night In Hospital,PKG,30010-00-20,1,9600,9600,Service to Package
Ophthalmology,FMOPT-4069,D.C.R.,PKG,42623-00-01,1,12600,12600,Service to Package
UROLOGY,FMURO-3081,Repair Of Fracture Penis,PKG,37408-01-00,1,7500,7500,Service to Package
SURGERY,FMSUR-3339,Emryo Transfer,PKG,13215-01-00,DAY CASE,2400,2400,Service to Package
SURGERY,FMSUR-3330,Frozen Embryo Replacement Cycle,PKG,73400-02-20,DAY CASE,4320,4320,Service to Package
SURGERY,FMSUR-3175,Multiple Segmental Resection Of (Intestine) Small Bowel,PKG,30566-00-00,2,20000,20000,Service to Package
ENT,FMENT-0093,Palatopharyngoplasty With Coblation (Including Tonsillectomy),PKG,41787-01-00,1,20000,20000,Service to Package
Ophthalmology,FMOPT-4178,Cornea,PKG,90066-00-01,1,9000,9000,Service to Package
ENT,FMENT-3185,Thyroglossal Cyst Excision,PKG,30313-00-00,1,10000,10000,Service to Package
Ophthalmology,FMOPT-4093,Removal Of Deep Corneal F.B.,PKG,42644-04-01,DAY CASE,7500,7500,Service to Package
Plastic Surgery,FMENT-3245,Pk-Full Abdominoplasty - Small (Skincare) Including O.R. Anaeasthesia Two Night In Hospital,PKG,30165-00-00,2,19200,19200,Service to Package
Endoscopy,FMSUR-3149,Therapeutic Ercp + Lithotripsy Without Stent,PKG,30484-00-00,Day Case,6050,6050,Current List
UROLOGY,FMURO-3124,Penile Prosthesis With Implant (Inflatable),PKG,37426-01-00,1,47700,47700,Service to Package
Cardiology,FMCAR-3033,"Pda Device Closure (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",PKG,38700-00-00,1,30000,30000,Service to Package
SURGERY,FMSUR-3117,Epigastric Hernia Repair,PKG,30617-01-00,1,9450,9450,Service to Package
Dental & Maxillofacial,FMDNTS0314,Excision Of Calcified Muscle Together With Coronoidectomy,PKG,90586-00-00,3,26000,26000,Service to Package
Ophthalmology,FMOPT-4132,Cataract Extraction + Trabeculectomy,PKG,42698-06-01,1,16200,16200,Service to Package
Ophthalmology,FMOPT-4038,Bilateral Sim. Ptosis Repair,PKG,45623-05-02,1,18000,18000,Service to Package
Plastic Surgery,FMENT-3248,Pk-Thigh Lifting Including O.R. Anaeasthesia Two Night In Hospital,PKG,30168-00-00,2,18000,18000,Service to Package
Endoscopy,FMSUR3165,Egd/Upper Gi Endoscopy; Dilatation For Achalasia ,PKG,30475-01-00,1,7000,7000,Service to Package
Cardiology,FMCAR-3034,"Pda Coil Closure (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter And Coil)",PKG,38700-00-00,1,20000,20000,Service to Package
UROLOGY,FMURO-3003,Anterior Urethrolithotomy,PKG,36549-00-00,1,6600,6600,Service to Package
UROLOGY,FMURO-3072,Excision Of Urethral Fistula,PKG,37333-00-00,1,13800,13800,Service to Package
Cardiology,FMCAR-3089,"Rib Fixation By Plates And Screws For Flail Segments (Not Including The Plates, Scowrs",PKG,47471-00-01,2,25000,25000,Service to Package
SURGERY,FMSUR-3233,Laparascopic Tubal Ligation On Cauterization,PKG,35688-00-00,1,8700,8700,Service to Package
SURGERY,FMSUR-3126,Complete Rectal Prolapse,PKG,32111-00-00,1,15500,15500,Service to Package
Cardiology,FMCAR-3004,Unilateral Endovenous Adhesive Ablation + Venseal Device,PKG,32520-00-00,1,23000,23000,Service to Package
UROLOGY,FMURO-3064,Correction Of Tortion Testes & Orchidopexy,PKG,37604-10-00,1,11100,11100,Service to Package
Dental & Maxillofacial,FMDNTC0017,Lingual Frenectomy (Tongue Tie),PKG,30278-02-00,1,2000,2000,Service to Package
SURGERY,FMSUR-3211,Laparascopic Abdominal Exploration,PKG,30390-00-00,1,10000,10000,Service to Package
Dental & Maxillofacial,FMDNTC0024,Vestibuloplasty 1/2 Jaw,PKG,45837-01-00,1,3000,3000,Service to Package
Ophthalmology,FMOPT-4186,Iol Repositioning ( Outside Hospital ),PKG,42704-01-01,DAY CASE,7500,7500,Service to Package
SURGERY,FMSUR-3200,Closure Of Large Intestinal,PKG,30562-05-00,2,15000,15000,Service to Package
Radiology ,FMXRAY1409,Ir. Pain Block-Unilateral,PKG,92512-99-01,DAY CASE,5500,5500,Service to Package
Radiology ,FMXRAY1381,Ir. Angioplasty Of Infrapopliteal Arteries (Bi Lateral),PKG,32763-19-00,1,44000,44000,Service to Package
SURGERY,FMSUR-3036,Carotid Thromboend Artrec Tomy,PKG,90223-01-00,3,11820.56,11820.56,Service to Package
OB & GYNE,FMOBG-3044,Breech Delivery (With Normal Baby),PKG,90470-00-00,1,8000,8000,Service to Package
Dental & Maxillofacial,FMDNTS0135,Excision Of Large Keloid Face,PKG,31205-00-10,1,6000,6000,Service to Package
Radiology ,FMXRAY1698,Cerebral Thrombolysis,PKG,33800-00-01,0,128700,128700,Service to Package
NEUROSURGERY,FMNEU-3444,Stereotactic Guided Polidotomy For Motor Disorder,PKG,90007-01-00,2,98000,98000,Service to Package
NEUROSURGERY,FMNEU-3443,Stereotactic Guided Thalamotomy For Motor Disorder,PKG,90007-01-00,2,98000,98000,Service to Package
ENT,FMENT-3150,Cleft Palate Repair,PKG,45710-00-00,1,14400,14400,Service to Package
Orthopedics,FMORT-9930,Hip Arthroscopy Labral Repair,PKG,96225-00-00,1,21000,21000,Service to Package
Radiology ,FMXRAY1396,Ir. Gastrostomy Tube Insertion,PKG,30375-07-00,1,11000,11000,Service to Package
UROLOGY,FMURO-3085,Retropubic Prostatectomy,PKG,37200-04-00,1,17400,17400,Service to Package
UROLOGY,FMURO-3112,Urethroplasty One Stage,PKG,37342-00-00,1,17400,17400,Service to Package
UROLOGY,FMURO-3036,Inguinal Orchidectomy,PKG,30641-00-00,1,7500,7500,Service to Package
Orthopedics,FMORT-9094,Local Knee Injection,PKG,96205-03-00,1,800,800,Service to Package
